[2026-03-06 09:26:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-05
正在获取论文...
[arXiv] 2026-03-05 | KARL: Knowledge Agents via Reinforcement Learning
[NO] 230/1822 | Multistage Stochastic Programming for Rare Event Risk Mitigation in Power Systems Management
[NO] 231/1822 | FOZO: Forward-Only Zeroth-Order Prompt Optimization for Test-Time Adaptation
[NO] 232/1822 | When Priors Backfire: On the Vulnerability of Unlearnable Examples to Pretraining
[NO] 233/1822 | Cognitive Warfare: Definition, Framework, and Case Study
[NO] 234/1822 | Probing the properties of active regions in the solar interface region using full-disk spectroheliograms
[NO] 235/1822 | Balancing Coverage and Draft Latency in Vocabulary Trimming for Faster Speculative Decoding
[NO] 236/1822 | What induces plane structures in complete graph drawings?
[NO] 237/1822 | Extending quasiconvex functions from uniformly convex sets
[NO] 238/1822 | Optimization with Parametric Variational Inequality Constraints on a Moving Set
[NO] 239/1822 | Escaping the Hydrolysis Trap: An Agentic Workflow for Inverse Design of Durable Photocatalytic Covalent Organic Frameworks
[NO] 240/1822 | Critic in the Loop: A Tri-System VLA Framework for Robust Long-Horizon Manipulation
[NO] 241/1822 | Limited-Angle CT Reconstruction Using Multi-Volume Latent Consistency Model
[NO] 242/1822 | Emergence of the geometric contribution to the superfluid density in the inner crust of neutron stars
[NO] 243/1822 | Security bounds for unidimensional discrete-modulated CV-QKD: a Gaussian extremality approach
[NO] 244/1822 | Complete Nevanlinna-Pick property of $\mathbb K$-Invariant Reproducing Kernels
[NO] 245/1822 | V2N-Based Algorithm and Communication Protocol for Autonomous Non-Stop Intersections
[NO] 246/1822 | RESYSTANCE: Unleashing Hidden Performance of Compaction in LSM-trees via eBPF
[NO] 247/1822 | Lifelong Language-Conditioned Robotic Manipulation Learning
[NO] 248/1822 | Balancing Privacy-Quality-Efficiency in Federated Learning through Round-Based Interleaving of Protection Techniques
[NO] 249/1822 | Constant-Depth Quantum Imaginary Time Evolution Using Dynamic Fan-out Circuits
[NO] 250/1822 | Simulating Lattice Gauge Theories with Virtual Rishons
[NO] 251/1822 | Federated Causal Discovery Across Heterogeneous Datasets under Latent Confounding
[NO] 252/1822 | Particle-Guided Diffusion for Gas-Phase Reaction Kinetics
[NO] 253/1822 | Representation Fidelity:Auditing Algorithmic Decisions About Humans Using Self-Descriptions
[NO] 254/1822 | SRasP: Self-Reorientation Adversarial Style Perturbation for Cross-Domain Few-Shot Learning
[NO] 255/1822 | MedCoRAG: Interpretable Hepatology Diagnosis via Hybrid Evidence Retrieval and Multispecialty Consensus
[NO] 256/1822 | Emergence of Turbulence in a counterflow geometry of 2D Polariton Quantum Fluids
[NO] 257/1822 | Lagrangian dispersion in experimental stratified turbulence
[NO] 258/1822 | Minimal toughness in subclasses of weakly chordal graphs
[NO] 259/1822 | Double-sphere enhanced optomechanical spectroscopy constrains symmetron dark energy
[YES] 260/1822 | UniM: A Unified Any-to-Any Interleaved Multimodal Benchmark
[NO] 261/1822 | Robust Single-message Shuffle Differential Privacy Protocol for Accurate Distribution Estimation
[NO] 262/1822 | Synchronization-based clustering on the unit hypersphere
[NO] 263/1822 | Reward-Conditioned Reinforcement Learning
[NO] 264/1822 | Attacking the Polynomials in the Maze of Finite Fields problem
[NO] 265/1822 | Sound Mode and Scale-Dependent Growth in Two-Fluid Dynamical Dark Energy
[NO] 266/1822 | MCEL: Margin-Based Cross-Entropy Loss for Error-Tolerant Quantized Neural Networks
[NO] 267/1822 | Generalizable Multiscale Segmentation of Heterogeneous Map Collections
[NO] 268/1822 | The Trilingual Triad Framework: Integrating Design, AI, and Domain Knowledge in No-code AI Smart City Course
[NO] 269/1822 | Neural blind deconvolution to reconstruct high-resolution ground-based solar observations
[NO] 270/1822 | Robust adaptive NMPC using ellipsoidal tubes
[NO] 271/1822 | S5-SHB Agent: Society 5.0 enabled Multi-model Agentic Blockchain Framework for Smart Home
[NO] 272/1822 | Causal Fermion Systems, Non-Commutative Geometry and Generalized Trace Dynamics
[NO] 273/1822 | Receding-Horizon Maximum-Likelihood Estimation of Neural-ODE Dynamics and Thresholds from Event Cameras
[NO] 274/1822 | Approximate master equations for the spatial public goods game
[NO] 275/1822 | Bayesian Indicator-Saturated Regression for Climate Policy Evaluation
[NO] 276/1822 | A loop quantization of the marginally bound Lemaître-Tolman-Bondi dust model
[NO] 277/1822 | Stochastic Optimal Feedforward-Feedback Control for Partially Observable Sensorimotor Systems
[NO] 278/1822 | On LLR Mismatch in Belief Propagation Decoding of Overcomplete QLDPC Codes
[NO] 279/1822 | Beam Geometry-Controlled Nonequilibrium Formation of WS2/CsPbBr3 Hybrids and Interfacial Carrier Dynamics
[NO] 280/1822 | A Unified Hybrid Control Architecture for Multi-DOF Robotic Manipulators
[NO] 281/1822 | Lattice dynamics of the charge density wave compounds TaTe$_4$ and NbTe$_4$ and their evolution across solid solutions
[NO] 282/1822 | Rethinking the Role of Collaborative Robots in Rehabilitation
[NO] 283/1822 | Robust and optimal control of open quantum systems
[NO] 284/1822 | Canonical Quantisation of Bound and Unbound WQFT
[NO] 285/1822 | SlideSparse: Fast and Flexible (2N-2):2N Structured Sparsity
[NO] 286/1822 | The role of spatial scales in assessing urban mobility models
[NO] 287/1822 | Learning Optimal Individualized Decision Rules with Conditional Demographic Parity
[NO] 288/1822 | Stellar contents and Star Formation in IRAS 18456-0223
[NO] 289/1822 | SinhaLegal: A Benchmark Corpus for Information Extraction and Analysis in Sinhala Legislative Texts
[NO] 290/1822 | Transformer-Based Inpainting for Real-Time 3D Streaming in Sparse Multi-Camera Setups
[NO] 291/1822 | Safe-SAGE: Social-Semantic Adaptive Guidance for Safe Engagement through Laplace-Modulated Poisson Safety Functions
[NO] 292/1822 | Reasoning Theater: Disentangling Model Beliefs from Chain-of-Thought
[NO] 293/1822 | High-performance syndrome extraction circuits for quantum codes
[NO] 294/1822 | Kraus Constrained Sequence Learning For Quantum Trajectories from Continuous Measurement
[NO] 295/1822 | O^3-LSM: Maximizing Disaggregated LSM Write Performance via Three-Layer Offloading
[NO] 296/1822 | The Spatial and Temporal Resolution of Motor Intention in Multi-Target Prediction
[NO] 297/1822 | Recursive Magic State Distillation on the Surface Code
[NO] 298/1822 | ETH-Tight Complexity of Optimal Morse Matching on Bounded-Treewidth Complexes
[NO] 299/1822 | Bala-Join: An Adaptive Hash Join for Balancing Communication and Computation in Geo-Distributed SQL Databases
[NO] 300/1822 | On the Necessity of Learnable Sheaf Laplacians
[NO] 301/1822 | Extending spin-lattice relaxation theory to three-phonon processes
[NO] 302/1822 | SpiderCat: Optimal Fault-Tolerant Cat State Preparation
[NO] 303/1822 | Existence and regularity for an entire Grushin-Choquard equation
[NO] 304/1822 | OpenFrontier: General Navigation with Visual-Language Grounded Frontiers
[NO] 305/1822 | Integral Formulation and the Brézis-Ekeland-Nayroles-Type Principle for Prox-Regular Sweeping Processes
[NO] 306/1822 | Learning Causal Structure of Time Series using Best Order Score Search
[NO] 307/1822 | Progressive Residual Warmup for Language Model Pretraining
[NO] 308/1822 | Shock Propagation and Macroeconomic Fluctuations
[NO] 309/1822 | A Knebusch trace formula for Azumaya algebras with involution
[NO] 310/1822 | A Multilingual Human Annotated Corpus of Original and Easy-to-Read Texts to Support Access to Democratic Participatory Processes
[NO] 311/1822 | Dark3R: Learning Structure from Motion in the Dark
[NO] 312/1822 | Teichmüller space of a closed set in the Riemann sphere
[NO] 313/1822 | AttentiveLearn: Personalized Post-Lecture Support for Gaze-Aware Immersive Learning
[NO] 314/1822 | Strong zero modes in random Ising-Majorana chains
[NO] 315/1822 | Constraint-Free Static Modeling of Continuum Parallel Robot
[NO] 316/1822 | Why Projection-Based DMRG-in-DFT Cannot Be Exact, Even with the Exact Exchange-Correlation Functional
[NO] 317/1822 | UniSTOK: Uniform Inductive Spatio-Temporal Kriging
[NO] 318/1822 | ULTIMATE deblending I. A 50-band UV-to-MIR photometric catalog combining space- and ground-based data in the JWST/PRIMER survey
[NO] 319/1822 | Bayesian Supervised Causal Clustering
[NO] 320/1822 | Can Light Cross a Singularity? Exact Solutions from Analogue Gravity
[NO] 321/1822 | From Code to Road: A Vehicle-in-the-Loop and Digital Twin-Based Framework for Central Car Server Testing in Autonomous Driving
[YES] 322/1822 | A framework for assessing the capabilities of code generation of constraint domain-specific languages with large language models
[NO] 323/1822 | Oral to Web: Digitizing 'Zero Resource'Languages of Bangladesh
[NO] 324/1822 | Gauge-string duality, monomial bases and graph determinants
[NO] 325/1822 | NaiLIA: Multimodal Nail Design Retrieval Based on Dense Intent Descriptions and Palette Queries
[NO] 326/1822 | Core-based Hierarchies for Efficient GraphRAG
[NO] 327/1822 | Dyonic hairy black holes in $U(1)$ gauge-invariant scalar-vector-tensor theories: Cubic and quartic interactions
[NO] 328/1822 | Search for continuous gravitational waves from neutron stars in five globular clusters in the first part of the fourth LIGO-Virgo-KAGRA observing run
[NO] 329/1822 | On the Statistical Optimality of Optimal Decision Trees
[NO] 330/1822 | Fast array-based particle coincidence detection in a TimePix3-based velocity map imaging instrument
[NO] 331/1822 | Engineering Regression Without Real-Data Training: Domain Adaptation for Tabular Foundation Models Using Multi-Dataset Embeddings
[NO] 332/1822 | A FAST Survey of H I Absorption in Low-power Radio Sources
[NO] 333/1822 | Non-equilibrium bosonization of fractional quantum Hall edges
[NO] 334/1822 | Disorder effects in Ising metamagnetic phase transition
[NO] 335/1822 | Chromatic thresholds for linear equations and recurrence
[NO] 336/1822 | RealWonder: Real-Time Physical Action-Conditioned Video Generation
[NO] 337/1822 | Euclid: A blue galaxy population and a brightest cluster galaxy in the making in a $z\sim1.74$ MaDCoWS2 galaxy cluster candidate
[NO] 338/1822 | The bliss of dimensionality: how an unsupervised criterion identifies optimal low-resolution representations of high-dimensional datasets
[NO] 339/1822 | On spiral steady flows for the Couette-Taylor problem
[NO] 340/1822 | Exploring $T_{ΥΥ}$ tetraquark candidates in a coupled-channels formalism
[NO] 341/1822 | Curve-Induced Dynamical Systems on Riemannian Manifolds and Lie Groups
[NO] 342/1822 | Are Multimodal LLMs Ready for Surveillance? A Reality Check on Zero-Shot Anomaly Detection in the Wild
[NO] 343/1822 | From Offline to Periodic Adaptation for Pose-Based Shoplifting Detection in Real-world Retail Security
[NO] 344/1822 | AI-Assisted Moot Courts: Simulating Justice-Specific Questioning in Oral Arguments
[NO] 345/1822 | SLO-Aware Compute Resource Allocation for Prefill-Decode Disaggregated LLM Inference
[NO] 346/1822 | Inflation in fractional Newtonian cosmology
[NO] 347/1822 | When Denoising Hinders: Revisiting Zero-Shot ASR with SAM-Audio and Whisper
[NO] 348/1822 | Hate Speech Detection using Large Language Models with Data Augmentation and Feature Enhancement
[NO] 349/1822 | Rotational 3D printing of active-passive filaments and lattices with programmable shape morphing
[NO] 350/1822 | Generalizing Fair Top-$k$ Selection: An Integrative Approach
[NO] 351/1822 | 3D Rotation of the Open Cluster NGC 2516
[NO] 352/1822 | Programmable superconducting neuron with intrinsic in-memory computation and dual-timescale plasticity for ultra-efficient neuromorphic computing
[NO] 353/1822 | Location-Aware Pretraining for Medical Difference Visual Question Answering
[NO] 354/1822 | Analysis of Proactive Uncoordinated Techniques to Mitigate Interference in FMCW Automotive Radars
[NO] 355/1822 | When minor issues matter: symmetries, pluralism, and polarization in similarity-based opinion dynamics
[NO] 356/1822 | Integrated cooperative localization of heterogeneous measurement swarm: A unified data-driven method
[NO] 357/1822 | Multi-Species Keller--Segel Systems: Analysis, Pattern Formation, and Emerging Mathematical Structures
[NO] 358/1822 | Influence of Solar Polar Magnetic Fields on the Propagation of Coronal Mass Ejection
[NO] 359/1822 | HoloPASWIN: Robust Inline Holographic Reconstruction via Physics-Aware Swin Transformers
[NO] 360/1822 | U-OBCA: Uncertainty-Aware Optimization-Based Collision Avoidance via Wasserstein Distributionally Robust Chance Constraints
[NO] 361/1822 | VPWEM: Non-Markovian Visuomotor Policy with Working and Episodic Memory
[NO] 362/1822 | AdaIAT: Adaptively Increasing Attention to Generated Text to Alleviate Hallucinations in LVLM
[NO] 363/1822 | Non-Runge Fatou-Bieberbach Domains in Stein Manifolds with the Density Property
[NO] 364/1822 | Authorize-on-Demand: Dynamic Authorization with Legality-Aware Intellectual Property Protection for VLMs
[YES] 365/1822 | Free Lunch for Pass@$k$? Low Cost Diverse Sampling for Diffusion Language Models
[NO] 366/1822 | Absence of Orbital Hall Magnetoresistance in Nonmagnet/Ferromagnet Bilayers with Large Orbital Torque
[NO] 367/1822 | Global versus local internal-external field separation on the sphere: a Hardy-Hodge perspective
[NO] 368/1822 | DeformTrace: A Deformable State Space Model with Relay Tokens for Temporal Forgery Localization
[NO] 369/1822 | The Age of the Universe with Globular Clusters IV: Multiple Stellar Populations
[NO] 370/1822 | Transformations and functions that preserve the asymptotic mean of digits in the ternary representation of a number
[NO] 371/1822 | Scalable Injury-Risk Screening in Baseball Pitching From Broadcast Video
[NO] 372/1822 | Stability conditions on noncommutative crepant resolutions of 3-dimensional isolated singularities
[NO] 373/1822 | Hyperbolic Multiview Pretraining for Robotic Manipulation
[NO] 374/1822 | Probing Dark Energy on the Moon
[NO] 375/1822 | Compounding Vulnerability: Hub Removal Triggers Cascade Phase Transitions While Degrading Percolation Robustness in Scale-Free Networks
[NO] 376/1822 | A minimal electrostatic theory for the Seebeck coefficient in liquids
[NO] 377/1822 | The Hochschild cohomlogy ring of a self-injective Nakayama algebra is a Batalin-Vilkoviskys algebra
[NO] 378/1822 | BBP Phase Transition for a Doubly Sparse Deformed Model
[NO] 379/1822 | Missingness Bias Calibration in Feature Attribution Explanations
[NO] 380/1822 | Tree codes and sort-and-sweep algorithms for neighborhood computation: A cache-conscious comparison
[NO] 381/1822 | The Statistical Mechanics of Indistinguishable Energy States and the Glass Transition
[NO] 382/1822 | VISA: Value Injection via Shielded Adaptation for Personalized LLM Alignment
[NO] 383/1822 | LLM-Grounded Explainability for Port Congestion Prediction via Temporal Graph Attention Networks
[NO] 384/1822 | The Semantic Arrow of Time, Part IV: Why Transactions Fail
[NO] 385/1822 | Multistability and Self-Trapping in Cavity-Magnonic Dimer
[NO] 386/1822 | SparkTales: Facilitating Cross-Language Collaborative Storytelling through Coordinator-AI Collaboration
[NO] 387/1822 | The Archimedean height pairing for differential forms on degeneration of Riemann surfaces
[NO] 388/1822 | MASQuant: Modality-Aware Smoothing Quantization for Multimodal Large Language Models
[NO] 389/1822 | Six-$α$ cluster Bose-Einstein condensation and supersolid $^{12}$C($0_2^+)$+$^{12}$C($0_2^+)$ molecular structure in $^{24}$Mg
[NO] 390/1822 | LAW & ORDER: Adaptive Spatial Weighting for Medical Diffusion and Segmentation
[NO] 391/1822 | RMK RetinaNet: Rotated Multi-Kernel RetinaNet for Robust Oriented Object Detection in Remote Sensing Imagery
[NO] 392/1822 | Unlocking Python's Cores: Hardware Usage and Energy Implications of Removing the GIL
[NO] 393/1822 | Distributional Equivalence in Linear Non-Gaussian Latent-Variable Cyclic Causal Models: Characterization and Learning
[NO] 394/1822 | The Semantic Arrow of Time, Part III: RDMA and the Completion Fallacy
[NO] 395/1822 | MADCrowner: Margin Aware Dental Crown Design with Template Deformation and Refinement
[NO] 396/1822 | Robust estimation via $γ$-divergence for diffusion processes
[NO] 397/1822 | Neural geometry in the human hippocampus enables generalization across spatial position and gaze
[NO] 398/1822 | Toward Real-world Infrared Image Super-Resolution: A Unified Autoregressive Framework and Benchmark Dataset
[NO] 399/1822 | Memory as Ontology: A Constitutional Memory Architecture for Persistent Digital Citizens
[NO] 400/1822 | IF-RewardBench: Benchmarking Judge Models for Instruction-Following Evaluation
[NO] 401/1822 | Distribution-Conditioned Transport
[NO] 402/1822 | Comparing First Ionisation Potential bias diagnostics in the solar atmosphere
[NO] 403/1822 | Reachability in VASS Extended with Integer Counters
[NO] 404/1822 | SPyCer: Semi-Supervised Physics-Guided Contextual Attention for Near-Surface Air Temperature Estimation from Satellite Imagery
[NO] 405/1822 | Early Warning of Intraoperative Adverse Events via Transformer-Driven Multi-Label Learning
[NO] 406/1822 | Semantic Class Distribution Learning for Debiasing Semi-Supervised Medical Image Segmentation
[NO] 407/1822 | TeV-scale unification of light dark matter and neutrino mass
[NO] 408/1822 | Epitaxial Growth and Electronic Properties of QuasiFreeStanding Rhombohedral WSe2 Bilayers on Cubic W110
[NO] 409/1822 | Mario: Multimodal Graph Reasoning with Large Language Models
[NO] 410/1822 | CRISP: Correlation-Resilient Indexing via Subspace Partitioning
[NO] 411/1822 | Guidelines for the Annotation and Visualization of Legal Argumentation Structures in Chinese Judicial Decisions
[NO] 412/1822 | Sparse-BitNet: 1.58-bit LLMs are Naturally Friendly to Semi-Structured Sparsity
[NO] 413/1822 | Training and Innovation in Italian Manufacturing Firms
[NO] 414/1822 | Feature Resemblance: On the Theoretical Understanding of Analogical Reasoning in Transformers
[NO] 415/1822 | Classical shadows for non-iid quantum sources
[NO] 416/1822 | LBM: Hierarchical Large Auto-Bidding Model via Reasoning and Acting
[NO] 417/1822 | The Complexity of the Constructive Master Modality
[NO] 418/1822 | PolyBench: A Benchmark for Compositional Reasoning in Polyphonic Audio
[NO] 419/1822 | Exploring the chemical evolution in hot molecular cores
[NO] 420/1822 | Measuring the Redundancy of Decoder Layers in SpeechLLMs
[NO] 421/1822 | Asymptotic Separability of Diffusion and Jump Components in High-Frequency CIR and CKLS Models
[NO] 422/1822 | BLINK: Behavioral Latent Modeling of NK Cell Cytotoxicity
[NO] 423/1822 | GaussTwin: Unified Simulation and Correction with Gaussian Splatting for Robotic Digital Twins
[NO] 424/1822 | Solution of a bilevel optimistic scheduling problem on parallel machines
[NO] 425/1822 | ARC-TGI: Human-Validated Task Generators with Reasoning Chain Templates for ARC-AGI
[NO] 426/1822 | AIM-SLAM: Dense Monocular SLAM via Adaptive and Informative Multi-View Keyframe Prioritization with Foundation Model
[NO] 427/1822 | Aura: Universal Multi-dimensional Exogenous Integration for Aviation Time Series
[NO] 428/1822 | Fokker-Planck description of an active Brownian particle with rotational inertia
[NO] 429/1822 | Constrained Symplectic Quantization: Disclosing the Deterministic Framework Behind Quantum Mechanics
[NO] 430/1822 | VinePT-Map: Pole-Trunk Semantic Mapping for Resilient Autonomous Robotics in Vineyards
[NO] 431/1822 | Cyber Threat Intelligence for Artificial Intelligence Systems
[NO] 432/1822 | Modeling cyclostationarity in time series using ASCA
[NO] 433/1822 | A 360-degree Multi-camera System for Blue Emergency Light Detection Using Color Attention RT-DETR and the ABLDataset
[NO] 434/1822 | Fabry-Pérot interferometry with stochastic anyonic sources
[NO] 435/1822 | WebFactory: Automated Compression of Foundational Language Intelligence into Grounded Web Agents
[NO] 436/1822 | Exploiting Intermediate Reconstructions in Optical Coherence Tomography for Test-Time Adaption of Medical Image Segmentation
[NO] 437/1822 | Enhancing Zero-shot Commonsense Reasoning by Integrating Visual Knowledge via Machine Imagination
[NO] 438/1822 | A stabilizer interpretation of the (extended) linearized double shuffle Lie algebra
[NO] 439/1822 | Stochastic Particle Acceleration during Pressure-Anisotropy-Driven Magnetogenesis in the Pre-Structure Universe
[NO] 440/1822 | Measuring the Fragility of Trust: Devising Credibility Index via Explanation Stability (CIES) for Business Decision Support Systems
[NO] 441/1822 | Formal Entropy-Regularized Control of Stochastic Systems
[NO] 442/1822 | Haptics in Cognition: Disruptor or Enabler of Memory?
[NO] 443/1822 | A Practical Post-Quantum Distributed Ledger Protocol for Financial Institutions
[NO] 444/1822 | Poisoning the Inner Prediction Logic of Graph Neural Networks for Clean-Label Backdoor Attacks
[NO] 445/1822 | MultiGO++: Monocular 3D Clothed Human Reconstruction via Geometry-Texture Collaboration
[NO] 446/1822 | ThaiSafetyBench: Assessing Language Model Safety in Thai Cultural Contexts
[NO] 447/1822 | Debiasing Sequential Recommendation with Time-aware Inverse Propensity Scoring
[NO] 448/1822 | Auto-Generating Personas from User Reviews in VR App Stores
[NO] 449/1822 | Higher harmonics in Mott-Hubbard insulators as sensors
[NO] 450/1822 | On Dual-Fed Pinching Antenna Systems with In-Waveguide Attenuation
[YES] 451/1822 | A Benchmarking Framework for Model Datasets
[NO] 452/1822 | Drift parameter estimation in the double mixed fractional Brownian model via solutions of Fredholm equations with singular kernels
[NO] 453/1822 | On curvature corrections for field theory cosmic strings
[NO] 454/1822 | Precise control of crystallography and magnetism in focused-ion-beam transformed iron-nickel thin films
[NO] 455/1822 | Computing Scaled Relative Graphs of Discrete-time LTI Systems from Data
[NO] 456/1822 | Reclaiming Lost Text Layers for Source-Free Cross-Domain Few-Shot Learning
[NO] 457/1822 | Recursive Inference Machines for Neural Reasoning
[YES] 458/1822 | AI+HW 2035: Shaping the Next Decade
[NO] 459/1822 | The Vertical Challenge of Low-Altitude Economy: Why We Need a Unified Height System?
[NO] 460/1822 | Long-Lived Mechanically-Detected Molecular Spins for Quantum Sensing
[NO] 461/1822 | Accelerating Text-to-Video Generation with Calibrated Sparse Attention
[NO] 462/1822 | Mirror codes: High-threshold quantum LDPC codes beyond the CSS regime
[NO] 463/1822 | Cheap Thrills: Effective Amortized Optimization Using Inexpensive Labels
[NO] 464/1822 | Local limits of uniform triangulations with boundaries in high genus
[YES] 465/1822 | NL2GDS: LLM-aided interface for Open Source Chip Design
[NO] 466/1822 | Towards Provably Unbiased LLM Judges via Bias-Bounded Evaluation
[NO] 467/1822 | Spin-resolved microscopy of $^{87}$Sr SU($N$) Fermi-Hubbard systems
[NO] 468/1822 | DEBISS: a Corpus of Individual, Semi-structured and Spoken Debates
[NO] 469/1822 | High-Pressure Inelastic Neutron Spectroscopy: A true test of Machine-Learned Interatomic Potential energy landscapes
[NO] 470/1822 | Planning in 8 Tokens: A Compact Discrete Tokenizer for Latent World Model
[YES] 471/1822 | Ensembling Language Models with Sequential Monte Carlo
[NO] 472/1822 | Quantum Dynamical and isotopic effects for Hydrogen isotopes scattering at W(110) surface
[NO] 473/1822 | Equilibrium Thermochemistry and Crystallographic Morphology of Manganese Sulfide Nanocrystals
[NO] 474/1822 | ROScopter: A Multirotor Autopilot based on ROSflight 2.0
[NO] 475/1822 | An Exploration-Analysis-Disambiguation Reasoning Framework for Word Sense Disambiguation with Low-Parameter LLMs
[NO] 476/1822 | Fusion-CAM: Integrating Gradient and Region-Based Class Activation Maps for Robust Visual Explanations
[NO] 477/1822 | Accelerating Sampling-Based Control via Learned Linear Koopman Dynamics
[NO] 478/1822 | ORMOT: A Dataset and Framework for Omnidirectional Referring Multi-Object Tracking
[NO] 479/1822 | Temperature-Dependent Dielectric Function of Tantalum Nitride Formed by Atomic Layer Deposition for Tunnel Barriers in Josephson Junctions
[NO] 480/1822 | Correcting hybrid density functionals to model Y6 and other non-fullerene acceptors
[NO] 481/1822 | Embedded Inter-Subject Variability in Adversarial Learning for Inertial Sensor-Based Human Activity Recognition
[NO] 482/1822 | Lepton mixing and charged lepton flavour violation from inverse seesaw with non-degenerate heavy states
[NO] 483/1822 | Nonreciprocal transparency windows, Fano resonance, and slow/fast light in a membrane-in-the-middle magnomechanical system induced by the Barnett effect
[NO] 484/1822 | Revisiting Graph Modification via Disk Scaling: From One Radius to Interval-Based Radii
[NO] 485/1822 | Exploring the potential and limitations of Model Merging for Multi-Domain Adaptation in ASR
[NO] 486/1822 | Scientific performance of on-board analyses for the SVOM X-ray telescope MXT
[NO] 487/1822 | Evaluation of Feynman integrals via numerical integration of differential equations
[NO] 488/1822 | CT-Enabled Patient-Specific Simulation and Contact-Aware Robotic Planning for Cochlear Implantation
[NO] 489/1822 | The Extra Vanishing Structure and Nonlinear Stability of Multi-Dimensional Rarefaction Waves: The Geometric Weighted Energy Estimates
[NO] 490/1822 | Computational Complexity of Alignments
[NO] 491/1822 | Med-V1: Small Language Models for Zero-shot and Scalable Biomedical Evidence Attribution
[NO] 492/1822 | Maximum of sparsely equicorrelated Gaussian fields and applications
[NO] 493/1822 | Wealth Tax Neutrality as Drift-Shift Symmetry: A Statistical Physics Formulation
[NO] 494/1822 | Hitting time for Hamilton cycles in pseudorandom graphs
[NO] 495/1822 | Asset Returns, Portfolio Choice, and Proportional Wealth Taxation
[NO] 496/1822 | Constraint Learning for Non-confluent Proof Search
[NO] 497/1822 | A Geometry-Adaptive Deep Variational Framework for Phase Discovery in the Landau-Brazovskii Model
[NO] 498/1822 | Policy Optimization of Mixed H2/H-infinity Control: Benign Nonconvexity and Global Optimality
[NO] 499/1822 | Hierarchical Decoding for Discrete Speech Synthesis with Multi-Resolution Spoof Detection
[NO] 500/1822 | Spatiotemporal Pauli processes: Quantum combs for modelling correlated noise in quantum error correction
[NO] 501/1822 | Universal quantum computation with group surface codes
[NO] 502/1822 | Benchmarking mixed quantum-classical dynamics for collective electronic strong coupling
[NO] 503/1822 | Intrinsic Width of the flux tube in 2+1 dimensional Yang-Mills theories
[NO] 504/1822 | Axial-vector neutral-current measurements in coherent elastic neutrino-nucleus scattering experiments
[NO] 505/1822 | Scaling Real-Time Traffic Analytics on Edge-Cloud Fabrics for City-Scale Camera Networks
[NO] 506/1822 | FluxSieve: Unifying Streaming and Analytical Data Planes for Scalable Cloud Observability
[NO] 507/1822 | Core-bound waves on a Gross-Pitaevskii vortex
[NO] 508/1822 | Capturing dual team properties with inclusion atoms
[NO] 509/1822 | Ansatz-Free Learning of Lindbladian Dynamics In Situ
[NO] 510/1822 | Improved Decoding of Quantum Tanner Codes Using Generalized Check Nodes
[NO] 511/1822 | NCTB-QA: A Large-Scale Bangla Educational Question Answering Dataset and Benchmarking Performance
[NO] 512/1822 | The Inverse Micromechanics Problem given Dielectric Constants for Isotropic Composites with Spherical Inclusions
[NO] 513/1822 | 2D capillary liquid drops with constant vorticity: rotating waves existence and a conditional energetic stability result for rotating circles
[NO] 514/1822 | A likelihood analysis for gamma-ray background models
[NO] 515/1822 | Neural Wavefunction Calculations of μSR Spectra with Quantum Muons and Protons
[NO] 516/1822 | Residual RL--MPC for Robust Microrobotic Cell Pushing Under Time-Varying Flow
[NO] 517/1822 | Efficient simulation of Bose-Einstein condensates in nontrivial topologies
[NO] 518/1822 | Latent Wasserstein Adversarial Imitation Learning
[NO] 519/1822 | Homological methods in rigidity theory using graphs of groups
[NO] 520/1822 | Surprising increase of electron temperature in metal-rich star-forming region
[NO] 521/1822 | Optimal Decoding with the Worm
[NO] 522/1822 | MobileFetalCLIP: Selective Repulsive Knowledge Distillation for Mobile Fetal Ultrasound Analysis
[NO] 523/1822 | Structured distance to singularity as a nonlinear system of equations
[NO] 524/1822 | All You Need is Amplifier: Spectral Imposters Without Pulse Shaping
[NO] 525/1822 | Four relations on the set of point-hyperplane anti-flags
[NO] 526/1822 | Video-based Locomotion Analysis for Fish Health Monitoring
[NO] 527/1822 | Well-posedness of the heat equation in domains with topological transitions
[NO] 528/1822 | Loop Closure via Maximal Cliques in 3D LiDAR-Based SLAM
[NO] 529/1822 | Harnessing Synthetic Data from Generative AI for Statistical Inference
[NO] 530/1822 | Extreme Values of Infinite-Measure Processes
[NO] 531/1822 | History-Deterministic Büchi Automata are Succinct
[NO] 532/1822 | Robust Node Affinities via Jaccard-Biased Random Walks and Rank Aggregation
[NO] 533/1822 | Finite-size scaling in quasi-3D stick percolation
[NO] 534/1822 | Automated High-Throughput Screening of Polymers Using a Computational Workflow
[NO] 535/1822 | DiSCTT: Consensus-Guided Self-Curriculum for Efficient Test-Time Adaptation in Reasoning
[NO] 536/1822 | Nuclear Physics of X-ray Bursts
[NO] 537/1822 | InfoFlow KV: Information-Flow-Aware KV Recomputation for Long Context
[NO] 538/1822 | Ailed: A Psyche-Driven Chess Engine with Dynamic Emotional Modulation
[NO] 539/1822 | Cubic magneto-optic Kerr effect in Co(111) thin films
[NO] 540/1822 | Pulse-duration-sensitive high harmonics and attosecond locally-chiral light from a chiral topological Weyl semimetal
