[2026-03-25 22:37:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-24
正在获取论文...
[arXiv] 2026-03-24 | First Detection of the Glycine Isomer Glycolamide in Hot Molecular Core
[IEEE] 2026-3-24 | Study of traditional and modern methods for diagnosing mycetoma: the case of grain culture - A systematic review
[IEEE] 2026-3-24 | IEEE Transactions on Biomedical Engineering Information for Authors
[IEEE] 2026-3-24 | Investigation of Forward Blocking Characteristics of Buried-Gate Field-Stop Barrier-Type Thyristor
[IEEE] 2026-3-24 | Research on Optimization Algorithm of Transmission Line Inspection Path Based on UAV and Satellite Cooperation
[IEEE] 2026-3-24 | A large model API response quality prediction model based on least squares vector machine and SHAP interpretability analysis
[IEEE] 2026-3-24 | Joint Delay–Energy Optimization of an 8-Bit Carry Lookahead Adder using Logical Effort and Voltage Scaling
[IEEE] 2026-3-24 | Design and Analysis of a High-Sensitivity Photonic Crystal Pressure Sensor with Hexagonal Ring Resonator
[IEEE] 2026-3-24 | Design and Implementation of a Novel FPGA-based Secure Electronic Voting System using Fingerprint Authentication
[IEEE] 2026-3-24 | Molecular Simulation Study on the Influence of Different Pyrolysis Products in Oil-Paper Insulation Systems on Insulation Failure Risk
[IEEE] 2026-3-24 | Bio-Inspired Hexacell Oval Patch Sensor for Non-Invasive Blood Glucose Sensing
[IEEE] 2026-3-24 | Strict One-Shot Prototypical Networks with CosFace Pretraining for Strata Identification in Shield Tunneling
[IEEE] 2026-3-24 | Investigation of Three-Phase Tertiary Winding for Integrated Self-Excitation in Dump Trucks
[IEEE] 2026-3-24 | Zero-Shot Material Transfer Methods for Complex Geometries: DepthAnythingV2 and Dual-Module Enhancement
[IEEE] 2026-3-24 | End-Side License Plate Detection Model Based on Improved YOLOv8s with Depth-Separable CNNs
[IEEE] 2026-3-24 | Research on anomaly detection and failure prediction model of lithium iron phosphate battery cluster based on consistency feature extraction
[IEEE] 2026-3-24 | Distributivity and conditional distributivity of uninorm over a noncontinuous t-norm T
                    <sub>A</sub>
                    with applications in ensemble classifiers
[IEEE] 2026-3-24 | From Data Freshness to Model Updates: An AoI-Driven Client Scheduling Approach
[IEEE] 2026-3-24 | Adaptive Risk-Aware Ride Assignment (ARARA) Algorithm to Improve Efficiency to Lower Cancellation Rates in Bengaluru
[IEEE] 2026-3-24 | Adaptive Spatio-Temporal Graph Neural Networks for Real-Time Bitcoin Prediction and Automated Trading
[IEEE] 2026-3-24 | Computer Vision Technologies for Image Object Classification
[IEEE] 2026-3-24 | Unmanned Aerial Vehicle Path Planning Based on the MCSD-GWO Algorithm
[IEEE] 2026-3-24 | Machine Learning-Based Enhanced Telematics Data Simulation for Predictive Maintenance in E-Mobility Fleet Operations
[IEEE] 2026-3-24 | Research on Energy Efficiency Modeling and Control Algorithm of 220kV Fully Enclosed Isolation Switch for Green and Low Carbon Development
[IEEE] 2026-3-24 | A Hierarchical Approach to Modeling and Controlling Complex Systems
[IEEE] 2026-3-24 | MS-DeepLab: A Lightweight Semantic Segmentation Model for Autonomous Driving
[IEEE] 2026-3-24 | DORA: Dynamic O-RAN Resource Allocation for Multi-Slice 5G Networks
[IEEE] 2026-3-24 | A Network Vulnerability Classification Method Based on CVSS
[IEEE] 2026-3-24 | Research on RAG Enhanced End-to-end Intelligent Reasoning Algorithm for Real-time Decision-making
[IEEE] 2026-3-24 | Research on Hidden Danger Prediction of Power Transformer Based on TabTransformer
[IEEE] 2026-3-24 | Domain-Aware Federated Unlearning With Adaptive Multi-Resolution Models for Resource-Constrained IoT Networks
[IEEE] 2026-3-24 | An Adaptive Dual-domain Feature Alignment Network for All-Day City Image Analysis
[IEEE] 2026-3-24 | Task-Centric Model Transfer for Federated Learning Over the Edge–Cloud Continuum
[IEEE] 2026-3-24 | Author Index
[IEEE] 2026-3-25 | Research on a Rapid Gemstone Authenticity Identification Method Based on Hyperspectral Imaging and Convolutional Neural Network
[IEEE] 2026-3-25 | Research on an Ecological Benefit Calculation Model for Mine Restoration Based on Deep Learning and DEA
[IEEE] 2026-3-25 | Stock Price Movement of Reliance using ML Models
[IEEE] 2026-3-25 | Research on 5G-Enabled Immersive Remote Control Drone Method
[IEEE] 2026-3-25 | A Sim-to-Real Few-Shot Object Detection Framework for Multi-Class Industrial Part Grasping
[IEEE] 2026-3-25 | Keynote Speakers
[IEEE] 2026-3-25 | Federated Multimodal Deep Learning Framework with Adaptive Feature Selection for Early Diagnosis and Personalized Treatment of Cardiac Diseases
[IEEE] 2026-3-25 | The Research of Online Screening Method for Steady-State Operating Condition Data in Power Units
[IEEE] 2026-3-25 | Research on Environmental Temperature Prediction Model Based on Improved Random Forest Algorithm
[IEEE] 2026-3-25 | Optimization of Resource Scheduling in Digital Avatar Education Systems Using Distributed Deep Reinforcement Learning
[IEEE] 2026-3-25 | Annual Power Flow Scenario Generation for Hybrid AC/DC Receiving-End Provincial Grids Based on Production Simulation
[IEEE] 2026-3-25 | Water Pollution Source Spatial Localization Algorithm Based on Attention Mechanism
[IEEE] 2026-3-25 | Construction of General Representation Model and Cross-domain Migration Method Based on Multi-modal Comparative Learning
[IEEE] 2026-3-25 | IoT-Enabled Distributed Smart Farming System using Lora
[IEEE] 2026-3-25 | A Low-Latency Framework for Channel Estimation and Reconfiguration
[IEEE] 2026-3-25 | Research on Credit Card Risk Prediction Using an LSTM-TCN Hybrid Model
[IEEE] 2026-3-25 | Bnu Student Visual Interactive Behaviour Dataset
[IEEE] 2026-3-25 | OBE Learning Effectiveness Prediction Model Based on AI Algorithms in Curriculum System Reform
[IEEE] 2026-3-25 | LSSA-BP-Based Resource Expenditure Prediction Model for Renewable Energy Projects
[IEEE] 2026-3-25 | Circulating Current Suppression in Modular Multilevel Converters via Vector Resonance Control Approach
[IEEE] 2026-3-25 | Research on Distributed Regional Protection of Distribution Network Using Multi-Terminal Electrical Quantities and Intelligent Algorithms
[IEEE] 2026-3-25 | Research on Optimization of Steady-State Simulation Model of Fuel Cell System Based on Deep Learning
[IEEE] 2026-3-25 | Research on Vehicle Detection and Tracking Algorithm Based on Improved YOLOv5s
[IEEE] 2026-3-25 | Current Sensor Fault Identification and Evaluation for Lithium-ion Battery Packs
[IEEE] 2026-3-25 | A Differentiable Bi-Objective Framework for Risk-Aware Distribution-System Repair Scheduling Using IEEE-33 Feeder and NOAA Storm Data
[IEEE] 2026-3-25 | Optimization Strategy for Cooperative Harmonic Management of Multi-Inverter Distributed Power Supplies Based on Dynamic Weight Regulation
[IEEE] 2026-3-25 | Electrochemical behavior of zinc ions on carbon nanotube/chitosan derivative sensors
[IEEE] 2026-3-25 | Development of an Off-line Visual Detection Device for Nozzle Atomization Effect
[IEEE] 2026-3-25 | Profit-Driven Multi-Item Data Dissemination Based on Deep Reinforcement Learning in Internet of Vehicles
[IEEE] 2026-3-25 | Entropy based Intuitionistic Fuzzy Weighted Least Square Twin Support Vector Machine
[IEEE] 2026-3-25 | A Novel Blockchain-Based Secure Voting System with End-to-End Verifiability and Privacy
[IEEE] 2026-3-25 | Blockchain-Secured Transformer-Based Federated Learning for Adaptive DDoS Detection in IoT Networks
[IEEE] 2026-3-25 | Research on a Deep Learning-Based Intelligent Recommendation Algorithm for Broadcast and Television Content
[IEEE] 2026-3-25 | Semantic Review and Contextual Feature Integration in Multi-Armed Bandit for Yelp Recommendation
[IEEE] 2026-3-25 | A Spatio-Temporal Correlation and GAN Based Preprocessing Scheme for Missing Data in Short-Term Power Load Forecasting Systems
[IEEE] 2026-3-25 | Real-Time Defect Classification at the Edge: A Lightweight CNN Approach for Industrial-Scale Applications
[IEEE] 2026-3-25 | Phase-Field Simulation of Insulation Breakdown Evolution in Composite Insulators Considering the Interphase of GFRP
[IEEE] 2026-3-25 | Handover Control for Sliced UAV Networks Based on Distributed DDQN
[IEEE] 2026-3-25 | The Evolution of Chaotic Cryptography: A Comparative Study of Fixed Versus ML-Optimized Parameters
[IEEE] 2026-3-24 | ADMET-X: Machine Learning Framework for Predicting Pharmacokinetic and Toxicological Drug Properties
[IEEE] 2026-3-24 | Forensic Sketch-based Face Recognition &amp; Retrieval System using Deep Learning
[IEEE] 2026-3-25 | A Comparative Study of Deep Learning Models for Photo-to-Sketch Recognition with CAT Preprocessing
[IEEE] 2026-3-24 | Intelligent Identification of Power Outage Events and Prediction of Impact Range by Integrating XGBoost and Graph Neural Network
[IEEE] 2026-3-24 | Adaptive Multi-Energy State XRF Spectral Fusion and PSO-Wavelet Enhancement Algorithm for Trace Element Detection of Atmospheric Particulate Matter
[IEEE] 2026-3-25 | Design and Implementation of a Real-Time Multi-Source Heterogeneous Data Processing Engine for Shooting Sports Scoring Systems
[IEEE] 2026-3-25 | Deep Cross-Modal Learning and Multi-Modal Feature Fusion for Automated Detection of Breast Cancer From Mammography and Ultrasound Images
[IEEE] 2026-3-25 | Multimodal Wear Prediction Framework for Heritage Staircases Using Monte Carlo Simulation and Bayesian Inference
[IEEE] 2026-3-25 | Implementation of a GSM-Based Real-Time Water Level Monitoring and Alert System
[IEEE] 2026-3-25 | Copyright and Reprint Permission
[IEEE] 2026-3-25 | Research on Efficient Path Planning Algorithm for UAV in Power Equipment Inspection
[IEEE] 2026-3-24 | A Mobile Dust-Proof Integrated Solution for GIS Equipment Maintenance in Various Scenarios
[IEEE] 2026-3-25 | EcoSentiNet: A Multi-Objective Deep Reinforcement Learning Model for Energy-Optimized Sentiment Classification
[IEEE] 2026-3-25 | Joint CFO and Channel Estimation for OTFS System in LEO Satellite Communications
[IEEE] 2026-3-25 | Enhancing Resilience of Complex Networks Against Node Attack: A Constraint Reinforcement Learning Approach for Edge Addition
[IEEE] 2026-3-25 | A Real-Time Deep Learning Solution for Helmetless Rider Detection in Urban Traffic
[IEEE] 2026-3-24 | Deep Learning-Based Uncertainty-Driven Robust Time Series Forecasting for Backend Service Metrics
[IEEE] 2026-3-25 | System Design of a Smart Food and E-Commerce Platform with Performance Optimization
[IEEE] 2026-3-25 | A Cross-Domain Pulmonary Nodule Detection Algorithm Based on MSF-YOLOv11
[IEEE] 2026-3-25 | Data-Driven Air Quality Prediction System using Machine Learning
[IEEE] 2026-3-25 | A Comprehensive Review Paper on Smart Attendance System Using Machine Learning
[IEEE] 2026-3-25 | A Dynamic Voltage Balancing Method for Series-connected SiC MOSFET Power Module Based on External Drain-gate Compensation Capacitor
[IEEE] 2026-3-24 | Comprehensive Analysis of Highly Efficient La
                    <sub>2</sub>
                    NiMnO
                    <sub>6</sub>
                    Double Perovskite Solar Cell: Towards Lead-Free Sustainable Photovoltaics
[IEEE] 2026-3-24 | Beyond Borders: Why Africa Matters for a Geospatially Connected Planet
[IEEE] 2026-3-25 | Characteristics of Automatic Offset and PID Controllers for IPDT Plant Models
[IEEE] 2026-3-24 | Deep Learning-Based Regional Electricity Demand Prediction Using Smart Meter Data in Sri Lanka
[IEEE] 2026-3-25 | Bunch Compression Monitoring in Longitudinal Electron Bunch Diagnostics Using Zero-bias Schottky Diode and AlGaAs/GaAs TeraFET Direct THz Detectors
[IEEE] 2026-3-25 | Fast Switching Quasi-Inversion-Channel β-Ga₂O₃ UMOSFET
[IEEE] 2026-3-25 | Multi-granularity Adversarial Generation Integrated Consistency Representation for Chest Low-Contrast-Enhanced CT Synthesis
[IEEE] 2026-3-25 | Optimization and Performance Improvement of Multisensor Piezoelectric Balance Assembly Method Based on a Complex Super-Statical Determinate Structure_supp1-3667884.pdf
[IEEE] 2026-3-24 | The Rise of AI-Generated Anime Avatars: Trends, Challenges, and Opportunities
[IEEE] 2026-3-25 | Analysis High Isolation Features of CP MIMO Array based DRA for mm-wave 5G Applications
[IEEE] 2026-3-25 | Table of Contents
[IEEE] 2026-3-25 | Enhanced Optical Character Recognition Through Statistical and Neural Network-Based Handwriting Character Recognition Framework
[IEEE] 2026-3-25 | Results Announced for the 2026 RAS AdCom Election
[IEEE] 2026-3-25 | SSE-Net: Towards Low-Power-Consumption Spiking Neural Network for Monaural Speech Enhancement
[IEEE] 2026-3-25 | MediaPipe-Driven Real-Time Hand Gesture Recognition: An Embedded AI Framework for Adaptive Human-Computer Synergy
[IEEE] 2026-3-25 | 2025 2nd International Conference on Electrical Power Systems and Intelligent Control (EPSIC)
[IEEE] 2026-3-25 | Federated Learning with Differential Privacy in IoT Intrusion Detection
[IEEE] 2026-3-25 | Low-Power FPGA-Based Accelerator for Alphanumeric Character Recognition
[IEEE] 2026-3-25 | Intelligent Green Aviation Transportation via Space Solar Power: Past, Present and Future
[IEEE] 2026-3-25 | Integrating Multi-Level Features of Pathological Images and Pathway Features for cancer Survival Prediction
[IEEE] 2026-3-25 | A Shielded Planar Loop Magnetic Field Probe in PCB Technology for EMC Measurements and Calibration Method
[IEEE] 2026-3-24 | Erratum to “
                    <i>LC</i>
                    Repeater-Inspired Battery-Free, Chipless, Flexible Body Sensor Network With Lightweight Reader”
[IEEE] 2026-3-25 | Design and Verification of IE5+ Ultra Efficiency Line-start Permanent Magnet Assisted Synchronous Reluctance Motor
[IEEE] 2026-3-25 | Subcultural Symbols and Climate Action: Visual Storytelling Strategies on Bilibili Short Videos
[IEEE] 2026-3-25 | Integrated Multi Stage Transformer (IMST) model for Crop Yield Prediction
[IEEE] 2026-3-25 | Design and Simulation of a Miniaturized Circular Patch Antenna for Biomedical Application
[IEEE] 2026-3-25 | Target Recognition Based on Haptic Information
[IEEE] 2026-3-25 | High Precision IOT Front End Acquisition System
[IEEE] 2026-3-25 | Design and Development of an E-Commerce Website and Mobile App for Silk Testing Services
[IEEE] 2026-3-25 | Ensuring Reproducibility in Stream Processing with Blockchain Technologies
[IEEE] 2026-3-25 | Balancing Interpretability and Performance in Credit Card Fraud Detection Using Machine Learning Techniques with SMOTE and Logistic Regression
[IEEE] 2026-3-24 | Distribution Network Planning and Reliability Collaborative Optimization Considering Distributed New Energy
共写入 1850 条记录，保存到 papers/paper2026-03-24.json。
论文获取成功，文件路径: papers/paper2026-03-24.json
正在筛选、翻译并发送邮件...
[NO] 1/1850 | First Detection of the Glycine Isomer Glycolamide in Hot Molecular Core
[NO] 2/1850 | Pre-Patterned Superconducting Contacts for Clean Superconductor-Topological Material Interfaces Enabling Long-Range Josephson Coupling
[NO] 3/1850 | Agentic Verifier-in-the-Loop Solver Orchestration for Cell-Free Massive MIMO Downlink Power Control
[NO] 4/1850 | From Questions to Trust Reports: A LLM-IR Framework for the TREC 2025 DRAGUN Track
[NO] 5/1850 | Compressing Dynamic Fully Indexable Dictionaries in Word-RAM
[NO] 6/1850 | SMSP: A Plug-and-Play Strategy of Multi-Scale Perception for MLLMs to Perceive Visual Illusions
[NO] 7/1850 | Automatic Segmentation of 3D CT scans with SAM2 using a zero-shot approach
[NO] 8/1850 | Active Robotic Perception for Disease Detection and Mapping in Apple Trees
[NO] 9/1850 | Network Analysis of the Egyptian Reddit Community
[NO] 10/1850 | A numerical study on the coefficient of restitution of wet collisions
[NO] 11/1850 | Policy-based Tuning of Autoregressive Image Models with Instance- and Distribution-Level Rewards
[NO] 12/1850 | AirSimAG: A High-Fidelity Simulation Platform for Air-Ground Collaborative Robotics
[NO] 13/1850 | Good for the Planet, Bad for Me? Intended and Unintended Consequences of AI Energy Consumption Disclosure
[YES] 14/1850 | Can an LLM Detect Instances of Microservice Infrastructure Patterns?
[NO] 15/1850 | MLLM-HWSI: A Multimodal Large Language Model for Hierarchical Whole Slide Image Understanding
[NO] 16/1850 | Minibal: Balanced Game-Playing Without Opponent Modeling
[NO] 17/1850 | Prompt Amplification and Zero-Shot Late Fusion in Audio-Language Models for Speech Emotion Recognition
[NO] 18/1850 | Eigenvalue stability of Hermitian and normal matrices
[YES] 19/1850 | DBAutoDoc: Automated Discovery and Documentation of Undocumented Database Schemas via Statistical Analysis and Iterative LLM Refinement
[NO] 20/1850 | PCR: A Prefetch-Enhanced Cache Reuse System for Low-Latency RAG Serving
[NO] 21/1850 | Hyper-Kähler varieties: Lagrangian fibrations, atomic sheaves, and categories
[NO] 22/1850 | Heart Failure's First Shock and Nurse-Led Chronic Care
[NO] 23/1850 | On the equivalence of Brantner's and Chu--Haugseng's approaches to enriched $\infty$-operads
[NO] 24/1850 | Connection-topology--dependent energy transport and ergotropy in quantum battery networks with reciprocal and nonreciprocal couplings
[NO] 25/1850 | AgentRAE: Remote Action Execution through Notification-based Visual Backdoors against Screenshots-based Mobile GUI Agents
[NO] 26/1850 | Multi-User Multi-Key Image Steganography with Key Isolation
[NO] 27/1850 | Dynamical Evolution of Quantum Correlations and Decoherence in Coupled Oscillators Interacting with a Thermal Reservoir
[NO] 28/1850 | Backward Arcs in Hamilton Oriented Cycles and Paths in Directed Graphs with Independence Number Two
[NO] 29/1850 | VLA-IAP: Training-Free Visual Token Pruning via Interaction Alignment for Vision-Language-Action Models
[NO] 30/1850 | A Top-Down Scale Approach for Multiscale Geographically and Temporally Weighted Regression
[NO] 31/1850 | Beyond Hate: Differentiating Uncivil and Intolerant Speech in Multimodal Content Moderation
[NO] 32/1850 | Cosmic Ray Boosted Dark Matter in COSINUS: Modeling and Constraints
[NO] 33/1850 | Relativistic quantum mechanics of massive neutrinos in a rotating frame
[NO] 34/1850 | FCL-COD: Weakly Supervised Camouflaged Object Detection with Frequency-aware and Contrastive Learning
[NO] 35/1850 | Cooperation in Public Goods Games over Uniform Random Hypergraphs with Game Transitions
[YES] 36/1850 | Set-Valued Prediction for Large Language Models with Feasibility-Aware Coverage Guarantees
[NO] 37/1850 | Charge Transport Modeling of CdSe/ZnS core/shell Quantum Nanorod Light-Emitting Diodes
[NO] 38/1850 | Sovereign risk mitigation mechanism in emerging markets
[YES] 39/1850 | SoK: The Attack Surface of Agentic AI -- Tools, and Autonomy
[NO] 40/1850 | Direct Numerical Simulation of MILD Combustion: Mixing and Autoignition from Non-Premixed Streams
[NO] 41/1850 | $p$-adic multiple zeta values of integer indices
[NO] 42/1850 | Non-Hermitian skin effect in periodic, random, and quasiperiodic systems
[NO] 43/1850 | Multilingual KokoroChat: A Multi-LLM Ensemble Translation Method for Creating a Multilingual Counseling Dialogue Dataset
[NO] 44/1850 | From the AI Act to a European AI Agency: Completing the Union's Regulatory Architecture
[NO] 45/1850 | ForestPrune: High-ratio Visual Token Compression for Video Multimodal Large Language Models via Spatial-Temporal Forest Modeling
[NO] 46/1850 | Transition fronts of combustion reaction-diffusion equations in domains with multiple cylindrical branches
[NO] 47/1850 | Separating Diagnosis from Control: Auditable Policy Adaptation in Agent-Based Simulations with LLM-Based Diagnostics
[NO] 48/1850 | Task-Aware Positioning for Improvisational Tasks in Mobile Construction Robots via an AI Agent with Multi-LMM Modules
[NO] 49/1850 | $\mathbb{Z}_2$-Thurston norm in Sol manifolds and embeddability of non-orientable surfaces
[NO] 50/1850 | Balancing Safety and Efficiency in Aircraft Health Diagnosis: A Task Decomposition Framework with Heterogeneous Long-Micro Scale Cascading and Knowledge Distillation-based Interpretability
[NO] 51/1850 | Template-Based Feature Aggregation Network for Industrial Anomaly Detection
[NO] 52/1850 | A Lavrentiev phenomenon in the neo-Hookean model
[NO] 53/1850 | Designing to Forget: Deep Semi-parametric Models for Unlearning
[NO] 54/1850 | Who Sits Where? Automated Detection of Director Interlocks in Indian Companies
[NO] 55/1850 | Secure Two-Party Matrix Multiplication from Lattices and Its Application to Encrypted Control
[NO] 56/1850 | Probing the Bias of Large-Scale Structure with Unlocalized Fast Radio Bursts
[NO] 57/1850 | Option pricing model under the G-expectation framework
[NO] 58/1850 | Improving Safety Alignment via Balanced Direct Preference Optimization
[NO] 59/1850 | RadTimeline: Timeline Summarization for Longitudinal Radiological Lung Findings
[YES] 60/1850 | When AI Shows Its Work, Is It Actually Working? Step-Level Evaluation Reveals Frontier Language Models Frequently Bypass Their Own Reasoning
[NO] 61/1850 | Focus, Don't Prune: Identifying Instruction-Relevant Regions for Information-Rich Image Understanding
[NO] 62/1850 | Well-posedness of mean curvature flow
[NO] 63/1850 | A Residual-Attention Physics-Informed Neural Network for Irregular Interfaces and Multi-Peak Transport Fields
[NO] 64/1850 | Exponential Separation of Quantum and Classical One-Way Numbers-on-Forehead Communication
[NO] 65/1850 | Curve resampling based high-quality high-order unstructured quadrilateral mesh generation
[NO] 66/1850 | AgriPestDatabase-v1.0: A Structured Insect Dataset for Training Agricultural Large Language Model
[NO] 67/1850 | From Overload to Convergence: Supporting Multi-Issue Human-AI Negotiation with Bayesian Visualization
[NO] 68/1850 | Reconstruction-Guided Slot Curriculum: Addressing Object Over-Fragmentation in Video Object-Centric Learning
[YES] 69/1850 | KALAVAI: Predicting When Independent Specialist Fusion Works -- A Quantitative Model for Post-Hoc Cooperative LLM Training
[NO] 70/1850 | CIPL: A Target-Independent Framework for Channel-Inversion Privacy Leakage in Agents
[NO] 71/1850 | Standing-Wave Optical Trap Based on Retro-Reflection Photonic Nanojet
[NO] 72/1850 | Modification of the k-omega0 model for roughness
[NO] 73/1850 | SOUPLE: Enhancing Audio-Visual Localization and Segmentation with Learnable Prompt Contexts
[NO] 74/1850 | The Interspeech 2026 Audio Encoder Capability Challenge for Large Audio Language Models
[NO] 75/1850 | First-Principles Theory of Chirality-Induced Spin Selectivity at Molecule-Metal Interfaces in Photoemission
[NO] 76/1850 | A Frequency-Domain Approach for Integrating Multiple Functional Time Series
[NO] 77/1850 | Wilson Surface One-Point Functions: A Case Study
[YES] 78/1850 | Why Database Manuals Are Not Enough: Efficient and Reliable Configuration Tuning for DBMSs via Code-Driven LLM Agents
[NO] 79/1850 | HI Gas and Star Formation in Major Galaxy Pairs from the FAST All-Sky HI Survey (FASHI)
[NO] 80/1850 | Think 360°: Evaluating the Width-centric Reasoning Capability of MLLMs Beyond Depth
[NO] 81/1850 | The family of all local maximum independent sets is an augmentoid
[NO] 82/1850 | Deterministic quantum master equation for non-Markovian signal processing
[NO] 83/1850 | Peeling-violating coefficients in classical gravitational scattering
[NO] 84/1850 | Dynamic Light Spanners in Doubling Metrics
[NO] 85/1850 | DiSCo: Diffusion Sequence Copilots for Shared Autonomy
[NO] 86/1850 | Edge density expansions for the classical Gaussian and Laguerre ensembles
[NO] 87/1850 | Metastability, chaos and spectrum tomography for Bose-Hubbard rings and chains
[NO] 88/1850 | From Morality Installation in LLMs to LLMs in Morality-as-a-System
[NO] 89/1850 | Ran Score: a LLM-based Evaluation Score for Radiology Report Generation
[NO] 90/1850 | Encoding Numerical Data for Generative Quantum Machine Learning
[NO] 91/1850 | Robustness Quantification for Discriminative Models: a New Robustness Metric and its Application to Dynamic Classifier Selection
[NO] 92/1850 | Typography-Based Monocular Distance Estimation Framework for Vehicle Safety Systems
[NO] 93/1850 | AeroScene: Progressive Scene Synthesis for Aerial Robotics
[NO] 94/1850 | A High-frequency Geodetic VLBI Experiment for Optical Clock Comparison
[NO] 95/1850 | Algorithmic warm starts for Hamiltonian Monte Carlo
[NO] 96/1850 | Shuffle algebra realizations for restricted Yangians
[NO] 97/1850 | Infinite families of very exotic spheres with free $S^1$- and $S^3$-actions
[NO] 98/1850 | Perihelion observations of interstellar comet 3I/ATLAS with the IRAM 30-m telescope
[NO] 99/1850 | A Variational link between the Olech-Opial inequality, the Wirtinger inequality, and Emden-Fowler equations
[NO] 100/1850 | Superlinear convergence in nonsmooth optimization via higher-order cutting-plane models
[YES] 101/1850 | MemCollab: Cross-Agent Memory Collaboration via Contrastive Trajectory Distillation
[NO] 102/1850 | Electrokinetic sensing in cartilage: a porous-material perspective on joint mechanics
[NO] 103/1850 | PRETTINESS -- Privacy pResErving aTTrIbute maNagEment SyStem
[NO] 104/1850 | Spinor inequality for magnetic fields on spin manifolds
[NO] 105/1850 | Leptogenesis implications of two-zero textures of Majorana neutrino mass matrix in type-I seesaw model
[NO] 106/1850 | NCS-Models: Seismic foundation models trained on the Norwegian repository of public data
[NO] 107/1850 | Between Resolution Collapse and Variance Inflation: Weighted Conformal Anomaly Detection in Low-Data Regimes
[NO] 108/1850 | Gaze-Regularized Vision-Language-Action Models for Robotic Manipulation
[NO] 109/1850 | Identification of low redshift groups and clusters of galaxies in the X-CLASS survey and the X-ray luminosity-temperature relation
[NO] 110/1850 | Toeplitz Operators on Contact Manifolds and Equivariant K-homology
[NO] 111/1850 | Behavioral Heterogeneity as Quantum-Inspired Representation
[NO] 112/1850 | 3D CMZ V: A new orbital model of our Galaxy's Center, informed by data across the electromagnetic spectrum
[NO] 113/1850 | Quantum simulation of Motzkin spin chain with Rydberg atoms
[NO] 114/1850 | MAGIC observations of NGC 4278. The first low-luminosity radio galaxy with compact jets detected at TeV energies
[NO] 115/1850 | Topological Pumping Through a Localized Bulk in a Photonic Hofstadter System
[NO] 116/1850 | UniGRPO: Unified Policy Optimization for Reasoning-Driven Visual Generation
[NO] 117/1850 | WildWorld: A Large-Scale Dataset for Dynamic World Modeling with Actions and Explicit State toward Generative ARPG
[NO] 118/1850 | VISion On Request: Enhanced VLLM efficiency with sparse, dynamically selected, vision-language interactions
[NO] 119/1850 | Stablecoins as Dry Powder: A Copula-Based Risk Analysis of Cryptocurrency Markets
[NO] 120/1850 | UniFunc3D: Unified Active Spatial-Temporal Grounding for 3D Functionality Segmentation
[NO] 121/1850 | Evidence of political bias in search engines and language models before major elections
[NO] 122/1850 | Regulating AI Agents
[NO] 123/1850 | Non-abelian Hodge theory for non-proper varieties and the linear Shafarevich conjecture
[NO] 124/1850 | InverFill: One-Step Inversion for Enhanced Few-Step Diffusion Inpainting
[NO] 125/1850 | DetPO: In-Context Learning with Multi-Modal LLMs for Few-Shot Object Detection
[NO] 126/1850 | Perturbations of Dirac Operators
[NO] 127/1850 | Smoothness results for the schemes of special divisors on general k-gonal curves
[NO] 128/1850 | Information-Driven Active Perception for k-step Predictive Safety Monitoring
[NO] 129/1850 | Asymptotics of Nonparametric Estimation under general non-monotone MAR missingness: A Bayesian Approach
[YES] 130/1850 | Code Review Agent Benchmark
[NO] 131/1850 | Targeted Adversarial Traffic Generation : Black-box Approach to Evade Intrusion Detection Systems in IoT Networks
[NO] 132/1850 | Mecha-nudges for Machines
[NO] 133/1850 | Sub-eikonal Structure of High-Energy Deep-Inelastic Scattering
[NO] 134/1850 | Spectral Structure of the Mixed Hessian of the Dispersionless Toda $τ$-Function
[NO] 135/1850 | Exact analytical PGSE signal for diffusion confined to a cylindrical surface using a spectral Laplacian formalism
[NO] 136/1850 | I3DM: Implicit 3D-aware Memory Retrieval and Injection for Consistent Video Scene Generation
[NO] 137/1850 | Near-optimal solutions for carbon capture, conversion, storage, and removal strategies
[NO] 138/1850 | Beyond Preset Identities: How Agents Form Stances and Boundaries in Generative Societies
[NO] 139/1850 | Self-Supervised Graph Neural Networks for Optimal Substation Reconfiguration
[NO] 140/1850 | Kinetic Langevin Splitting Schemes for Constrained Sampling
[NO] 141/1850 | Harnessing Lightweight Transformer with Contextual Synergic Enhancement for Efficient 3D Medical Image Segmentation
[NO] 142/1850 | Piecewise M-Stationarity and Related Algorithms for Mathematical Programs with Complementarity Constraints
[NO] 143/1850 | Investigating peculiar prompt emission properties of the multi-Peaked GRB 250129A
[NO] 144/1850 | Dynamics of Kahan-Hirota-Kimura maps with rational invariant fibrations
[NO] 145/1850 | Canonical Byte-String Encoding for Finite-Ring Cryptosystems
[YES] 146/1850 | Let Functions Speak: Lightweight Parametric Polymorphism via Domain and Range Types
[NO] 147/1850 | An Explainable AI-Driven Framework for Automated Brain Tumor Segmentation Using an Attention-Enhanced U-Net
[NO] 148/1850 | Graph Puzzles II.1: Counterexamples to Jain's Second Unit Vector Flows Conjecture
[NO] 149/1850 | Pose-Free Omnidirectional Gaussian Splatting for 360-Degree Videos with Consistent Depth Priors
[NO] 150/1850 | A Characterization of Edge Ideals with $reg(R/I(G)) = 3$
[NO] 151/1850 | Occupation-selective topological pumping from Floquet gauge fields
