[2026-04-17 22:39:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-16
正在获取论文...
[arXiv] 2026-04-16 | Singly periodic maximal graphs with isolated singularities in Lorentz-Minkowski 3-space
[IEEE] 2026-4-16 | Modeling of the Technological Labor Market Under Markov Switching and Poisson Approximation
[IEEE] 2026-4-16 | Classification of AI-Driven Job Growth Across Industries Using KNN Algorithm
[IEEE] 2026-4-16 | The Possibility and Feasibility of Artificial Intelligence Optimizing the Allocation of Rural Education Resources
[IEEE] 2026-4-16 | Application of NARX Artificial Neural Networks in Control Systems of Hot Rolling DC Electric Drives
[IEEE] 2026-4-16 | Analysis of the Eeg Signals on Carnatic Music Ragas Using Signal Processing Techniques
[IEEE] 2026-4-16 | WealthWise: An AI-Based Stock Analysis Tool
[IEEE] 2026-4-16 | Lossless ECG Compression Technique for Low Power Devices
[ACM] 2026-4-16 | Strategic Generative AI for Machine Learning in Economic Environments
[ACM] 2026-4-16 | Beyond CVEs: Untracked Vulnerabilities in Public Issue Trackers
[ACM] 2026-4-17 | A Cross-Domain Authentication and Key Agreement Scheme for Industrial IoT
[IEEE] 2026-4-16 | Large-Scale Multi-Objective Sensor-Weapon-Target Assignment Optimization: Benchmark Suites and Knowledge-Driven Heuristics
[IEEE] 2026-4-16 | Gaussian Process Regression of Steering Vectors With Physics-Aware Deep Composite Kernels for Augmented Listening
[IEEE] 2026-4-16 | Nurse Rostering Constrained by Physiological-Psychological State Evolution
[IEEE] 2026-4-16 | Gaze Authentication: Factors Influencing Authentication Performance_supp1-3683824.pdf
[IEEE] 2026-4-16 | Table of Contents
[IEEE] 2026-4-16 | Decision Support: QR-Code Based Visitor Log System with Data Analytics
[IEEE] 2026-4-16 | Two-Stage Self-Supervised Graph Neural Networks and Reinforcement Learning for Adaptive Power Grid Reconfiguration
[IEEE] 2026-4-16 | Toporiskformer-GNN: A Topological Riskaware Graph Transformer for Cybersecurity Anomaly Detection and Risk Assessment
[IEEE] 2026-4-16 | Machine Learning Approach for Pneumonia Detection from X-Rays Amid H3n2 Virus Spread
[IEEE] 2026-4-16 | AI-Assisted Azimuth Optimization in Cellular Networks for IoT Applications Using Genetic Algorithms and Atoll Simulations
[IEEE] 2026-4-16 | Nishkarsh: An AI-Based Multimodal Political Bias Detection System for Indian News Media
[IEEE] 2026-4-16 | Investigation of Microwave-Convective Drying Techniques for Cranberries
[IEEE] 2026-4-16 | Marketing Personalization in Hospitality: A K-Modes Clustering Approach
[IEEE] 2026-4-16 | Distributed RAG Framework for Enterprise Systems
[IEEE] 2026-4-16 | CyberSentinel: An AI-Powered Secure Browser with Parental Dashboard and Automated Website Blocking for Child Safety
[IEEE] 2026-4-16 | A Transfer Learning Framework for Multimodal Emotion Detection using Wav2Vec, EfficientNet, and LSTM
[IEEE] 2026-4-16 | Intelligent Graph-Convolutional Cleaner Fish Attentive Network for Personalized E-Learning Recommendation in IT
[IEEE] 2026-4-16 | Retrieval-Augmented Question Answering for Dukcapil SOPs: Synthetic-Context Fine-Tuning and Chunking Design
[IEEE] 2026-4-16 | Design and Evaluation of a Continuous Testing Framework for Automated Front-End Validation in Student Attendance Systems
[ACM] 2026-4-17 | LOOL: Low-Overhead, Optimization-Log-Guided Compiler Fuzzing
[IEEE] 2026-4-16 | WiFi-based Activity Recognition Empowered Consumer Healthcare with Kolmogorov-Arnold Network
[IEEE] 2026-4-17 | Message from the Chairman
[IEEE] 2026-4-17 | Empowering Rural Women Through Sustainable Cooking Solutions: A Human-Centric Approach to Clean Energy in Kalakrai, India
[IEEE] 2026-4-17 | Satellite Reliability Analysis Using Mathematical Prediction Models: A Case Study of Satellite Anomalies
[IEEE] 2026-4-17 | Preface: ICCBDCS 2025
[IEEE] 2026-4-17 | A Low Profile S-Band Antenna for 1U CubeSat Communication Systems
[IEEE] 2026-4-17 | Empowering Women Through Next-Generation Connectivity: Analyzing the Impact of 5G Networks on Women's Economic and Social Development in Kerala
[IEEE] 2026-4-17 | The Influence of Financial Performance on Women Representation in Films: A Supervised Machine Learning Approach to Analyzing Bechdel Test Outcomes
[IEEE] 2026-4-17 | Empirical Insights into Female Gen Z's Perception and the Factors Influencing the Adoption of AI-Powered Customer Service Chatbots
[IEEE] 2026-4-17 | Minimax-Type Band-Pass Filters with Full-Band Center-Frequency Tuning and Narrow Transition-Band
[IEEE] 2026-4-16 | Optimal Load Level Adjustment Policy for Balanced Systems in Shock Environment
[IEEE] 2026-4-16 | Bias-Dependent Total Ionizing Dose Effects in p-GaN Gate HEMTs: Capacitance-Based Charge Mapping and Defect Identification
[IEEE] 2026-4-16 | A Sensor-Aware Phenomenological Framework for LiDAR Degradation Simulation and SLAM Robustness Evaluation
[IEEE] 2026-4-16 | A Heatmap-Guided Two-Stage Framework for Energy-Efficient UAV-assisted IoT Data Collection
[IEEE] 2026-4-16 | Modulation Dynamics of Ion Acoustic Envelope Modes and Associated Solitary, Shock, and Rogue Waves in a Viscous Electron–Positron–Ion Plasma
[IEEE] 2026-4-16 | Single-Stage Three-Phase AC-DC DAB Converter With Y-Connected Transformer Winding
[IEEE] 2026-4-16 | Point Cloud Semantic Segmentation Based on Boundary Awareness and Multi-scale Spatial Descriptors
[IEEE] 2026-4-16 | A Bayesian Optimization Method for Design Space Exploration of Processors with Efficient Evaluation Budget Allocation
[IEEE] 2026-4-17 | IEEE Photonics Technology Letters Information for Authors
[IEEE] 2026-4-17 | A Constant-Gain Equation-Error Framework for Airliner Aerodynamic Monitoring Using QAR Data
[IEEE] 2026-4-16 | Interpretable Trust Assessment of Early Warning for Driver-Assistance Systems Using EEG
[IEEE] 2026-4-16 | Linear and Nonlinear Propagation Models for Coupled-Core Multi-Core Fibers
[IEEE] 2026-4-16 | Attention Shaping for GenAI Security Risks
[IEEE] 2026-4-16 | Constrained Diffusion Models for Synthesizing Representative Power Flow Datasets
[IEEE] 2026-4-16 | Model Predictive Active Damping Control of Dual Active Bridge Converter With Input LC Filter
[IEEE] 2026-4-17 | Oscillation Mechanism and Cooperative Optimization Control Strategy for MMC-HVDC and DC Voltage Divider
[IEEE] 2026-4-16 | Multi-Tone Side-Channel Noise Mitigation in an SST
[IEEE] 2026-4-17 | PCS-UNETR: A Physically Constrained SwinUNETR Model for Robust Seismic First Arrival Picking
[IEEE] 2026-4-17 | Benchmarking Multimodal Large Language Models for Forensic Sciences: A Comprehensive Dataset and Evaluation Framework
[IEEE] 2026-4-16 | DistilBERT-Based Hybrid Architecture for Phishing URL Detection
[IEEE] 2026-4-16 | A Miniaturized, Wideband and High-Gain Omnidirectional Dielectric Filled Fabry–Pérot Cavity Antenna
[IEEE] 2026-4-16 | Modulated Lapped Transform Based OFDM-IM with Low Complex Deep Neural Network Detector
[IEEE] 2026-4-17 | A Piezoelectric MFC Enabled Active Micro-Force Sensor with High Range-to-Resolution Ratio for Cross-Scale Robotic Cell Micromanipulation
[IEEE] 2026-4-16 | Uncooled Poisson Bolometer for High-Speed Event-Based Long-wave Thermal Imaging
[IEEE] 2026-4-16 | Text-guided Vision Token Reduction with Low-rank Adaptation for Efficient Visual Grounding
[IEEE] 2026-4-17 | A Wireless Microwave Monitoring System for Measuring the Pollutants of Triclosan and Glyphosate in Water
[IEEE] 2026-4-16 | When Does Dialogue Flourish? A Comparative Study of Dialogue Motivation Depending on Negative Attitudes toward Robots
[IEEE] 2026-4-16 | AS-RAM: Automated Search with Rich Attention Modules for Network Traffic Prediction
[IEEE] 2026-4-16 | A Comprehensive Survey on Synthetic Network Traffic Generation
[IEEE] 2026-4-16 | Improved Harris Hawk Optimized Multi-Feature-Based Generative Adversarial Network for Effective Video Summarization
[IEEE] 2026-4-16 | Virtual 2-Phase Flow Metering Using Multitask Learning
[ACM] 2026-4-16 | Vulnerabilities of IllusionCAPTCHA: An Empirical Analysis and a Stronger Human-Easy AI-Hard Design
[IEEE] 2026-4-16 | Satellite Imagery and AI-Based Detection of Common Waterhemp (AMATU) Infestation in Soybean Fields
[IEEE] 2026-4-16 | A Systematic Review of Metaheuristic MPPT Algorithms for PV Systems
[IEEE] 2026-4-16 | Proposal of a Transform for the Detection of Cardiac Components in the Phonocardiogram of a Patient
[IEEE] 2026-4-16 | Third Eye: A Real-Time Assistive System for the Visually Impaired Using Speech and Object Detection
[IEEE] 2026-4-16 | Encrypted Vector Operations for Privacy-Preserving Machine Learning and Data Retrieval
[IEEE] 2026-4-16 | Trust-Aware Ensemble Framework for Chronic Kidney Disease Severity Prediction Using Entropy and Clinical Rules
[IEEE] 2026-4-16 | Design of an Optimized Four-Port MIMO Antenna with Enhanced Isolation for 5G Applications
[IEEE] 2026-4-16 | Reliability Analysis of a Single-Chip Microcontrollerdriven Laser Ignition Circuit System
[IEEE] 2026-4-16 | Deep Learning for Agricultural Weed Recognition: A Two-Phase Transfer Learning Strategy with Model Efficiency Evaluation
[IEEE] 2026-4-16 | A Novel Framework for Alzheimer's Disease Diagnosis from Eye-Tracking using Knowledge Graph Neural Network with Hiking Optimization Algorithm
[IEEE] 2026-4-16 | HIRE-ML: Hiring Intelligence and Representative Evaluation via Machine Learning
[IEEE] 2026-4-16 | OFDM Based Communication Model Incorporating Precoding and PSK Modulation Over a Regularized Zero Forcing (RZF) Channel
[IEEE] 2026-4-16 | Integration of Symptoms Notions on Failure Causes for Diagnostic Process Enhancement
[IEEE] 2026-4-16 | On-Device Thermal Regulation in Embedded Systems via Deep Q-Learning
[IEEE] 2026-4-16 | IoT-Enabled Virtual Doctor Robot
[IEEE] 2026-4-16 | Table of Contents
[IEEE] 2026-4-16 | Paper Titles
[IEEE] 2026-4-16 | Local Dimension Enhancement Representation Learning for Skeleton-Based Action Segmentation_supp1-3682105.pdf
[IEEE] 2026-4-16 | SimuNEX: A 3D Simulation Framework for Teaching Control Systems
[IEEE] 2026-4-16 | Efficient Simulation and Verification of Local Specific Absorption Rate for Complex Signals
[IEEE] 2026-4-16 | Transactions on Plasma Science
[IEEE] 2026-4-16 | Nurse Rostering Constrained by Physiological-Psychological State Evolution_supp1-3683922.pdf
[IEEE] 2026-4-16 | SMDGS: Scale-aligned Monocular Depth-guided 3D Gaussian Splatting for Rendering and Surface Reconstruction_supp1-3682676.pdf
[IEEE] 2026-4-16 | ProSE: Incorporating Prior Knowledge For Noise Robust Speaker Embedding Neural Network
[IEEE] 2026-4-16 | A Cognitive Decline Screening System Using iWakka: Quantification of Motor Learning Through Finger Dexterity Tasks
[IEEE] 2026-4-16 | Alert-Driven Pattern Mining in Action – Reducing Alert Floods in Road Traffic Management
[IEEE] 2026-4-16 | Synchro Store: AI- Powered Voice and Icon based Billing System for Retail Operations
[IEEE] 2026-4-16 | Modern Payment Security Cryptographic Algorithm Performance Analysis and PCI DSS V4.0.1 Compliance Evaluation on ColdFusion 2025
[IEEE] 2026-4-16 | Denoising Diffusion for Enhanced Representation Learning in Sequential Recommendation
[IEEE] 2026-4-16 | Design and Experimental Evaluation of a Multirotor UAV Based on the Number of Propellers
[IEEE] 2026-4-16 | IoT and Vision in Disaster Monitoring: Toward Resilient Infrastructure
[IEEE] 2026-4-16 | Residential Power Consumption Forecasting Model Using Integrated Big Data Technologies and Support Vector Machine
[IEEE] 2026-4-16 | Efficient LLM Inference via Activation-Aware Weight Quantization: System Integration and Performance Analysis
[IEEE] 2026-4-16 | Dynamic Video Summarization Based on Objects of Interest Using Deep Neural Networks
[IEEE] 2026-4-16 | Adaptive Multi-Criteria Re-Ranking for Hybrid Semantic Information Retrieval in Metadata-Rich Collections
[IEEE] 2026-4-16 | Demand Forecasting in Retail Using Prophet and Deep Learning
[IEEE] 2026-4-16 | Large Language Models as MT Evaluators: Statistical Evidence from a Low-Resource Setting
[IEEE] 2026-4-16 | Wirachain: Blockchain and Fast Healthcare Interoperability Resources for Clinical Data Interoperability
[IEEE] 2026-4-16 | Business Cycle Dynamics with Initial Conditions Inherited from a Fuzzy Logic Model
[IEEE] 2026-4-16 | Fake News Detection System for Textual Data Using Sequential Deep Learning Model
[IEEE] 2026-4-16 | Used Car Prices Prediction using RNN
共写入 1824 条记录，保存到 papers/paper2026-04-16.json。
论文获取成功，文件路径: papers/paper2026-04-16.json
正在筛选、翻译并发送邮件...
[NO] 1/1824 | Singly periodic maximal graphs with isolated singularities in Lorentz-Minkowski 3-space
[NO] 2/1824 | On the independence number of de Bruijn graphs
[NO] 3/1824 | Constructions of $q$-ary Golay Complementary Pairs Over Flexible Non-Power-of-Two Lengths
[NO] 4/1824 | Scaling Photonic Tensor Cores with Unary and Homodyne Designs
[NO] 5/1824 | Closing the Observational Gap in Cosmic Dynamics: AI-Enabled Reconstruction of the Universe's Vorticity and Rotational Flow Morphology
[NO] 6/1824 | CURaTE: Continual Unlearning in Real Time with Ensured Preservation of LLM Knowledge
[NO] 7/1824 | Revisiting Ca II Activity Indices in FGK Stars: Systematic Biases in Infrared Triplet Measurements
[NO] 8/1824 | CMTM: Cross-Modal Token Modulation for Unsupervised Video Object Segmentation
[NO] 9/1824 | Mechanical properties of proton in the momentum space
[YES] 10/1824 | Asking What Matters: Reward-Driven Clarification for Software Engineering Tasks
[NO] 11/1824 | Differentially Private Conformal Prediction
[NO] 12/1824 | Retrieve, Then Classify: Corpus-Grounded Automation of Clinical Value Set Authoring
[NO] 13/1824 | Uncertainty-aware Generative Learning Path Recommendation with Cognition-Adaptive Diffusion
[NO] 14/1824 | Absence of solid phase in dense amorphous active granular matter
[NO] 15/1824 | Upper bound of ejecta mass in a nova outburst
[NO] 16/1824 | Prime--Zero Duality: Fractal Geometry, Renormalization-Group Flow, and an Information-Ontological Framework for Number Theory
[NO] 17/1824 | Behavior-Aware Dual-Channel Preference Learning for Heterogeneous Sequential Recommendation
[NO] 18/1824 | TurboTalk: Progressive Distillation for One-Step Audio-Driven Talking Avatar Generation
[NO] 19/1824 | Bayesian sparse principal coordinates analysis with delta-tolerant linear approximation for microbiome data
[NO] 20/1824 | Persistent Free Volume Governs (Anti-)plasticization in Chitosan-Water Mixtures
[NO] 21/1824 | The Fourth Challenge on Image Super-Resolution ($\times$4) at NTIRE 2026: Benchmark Results and Method Overview
[NO] 22/1824 | Beam Squinting Effects in Super Wideband Communication Systems
[NO] 23/1824 | The GECKOS survey: Resolving the molecular and ionised gas in the galactic outflow of ESO~484-036
[NO] 24/1824 | Giving Faces Their Feelings Back: Explicit Emotion Control for Feedforward Single-Image 3D Head Avatars
[NO] 25/1824 | Ultrahigh-energy cosmogenic neutrino emissions in the high-redshift universe
[NO] 26/1824 | CSRA: Controlled Spectral Residual Augmentation for Robust Sepsis Prediction
[NO] 27/1824 | TRACER: Trace-Based Adaptive Cost-Efficient Routing for LLM Classification
[NO] 28/1824 | Bridging Standardized Codebook and Site-Specific Beamforming: A Unified Limited-Feedback Framework
[NO] 29/1824 | CI-CBM: Class-Incremental Concept Bottleneck Model for Interpretable Continual Learning
[NO] 30/1824 | Bayesian Node-Level Outlier Detection for Graph Signals
[NO] 31/1824 | Performance Optimization Method for Laser-Phase-Noise based Quantum Random Number Generation
[NO] 32/1824 | NewsTorch: A PyTorch-based Toolkit for Learner-oriented News Recommendation
[NO] 33/1824 | The Last Galactic Firework: Timing the last significant merger with stars, globular clusters and $ω$Centauri
[NO] 34/1824 | Decoupling Identity from Utility: Privacy-by-Design Frameworks for Financial Ecosystems
[NO] 35/1824 | STEP-Parts: Geometric Partitioning of Boundary Representations for Large-Scale CAD Processing
[NO] 36/1824 | Spectrally Accurate Simulation of Axisymmetric Vesicle Dynamics
[NO] 37/1824 | Efficient Fuzzy Private Set Intersection from Secret-shared OPRF
[NO] 38/1824 | ADAPT: Benchmarking Commonsense Planning under Unspecified Affordance Constraints
[NO] 39/1824 | Well-Posedness of Generalized Mean-Reflected McKean-Vlasov Backward Stochastic Differential Equations
[NO] 40/1824 | Reasoning Dynamics and the Limits of Monitoring Modality Reliance in Vision-Language Models
[NO] 41/1824 | xFODE: An Explainable Fuzzy Additive ODE Framework for System Identification
[NO] 42/1824 | SOLIS: Physics-Informed Learning of Interpretable Neural Surrogates for Nonlinear Systems
[NO] 43/1824 | GenRec: A Preference-Oriented Generative Framework for Large-Scale Recommendation
[NO] 44/1824 | 4D Radar Gaussian Modeling and Scan Matching with RCS
[NO] 45/1824 | Deformation and instability of sessile soap bubbles in an electric field
[NO] 46/1824 | Quantum Thermometry of External Phonon Reservoirs in Driven Open Quantum Systems
[NO] 47/1824 | Pool model: a mass preserving multi particle aggregation process
[NO] 48/1824 | Zero-Shot Retail Theft Detection via Orchestrated Vision Models: A Model-Agnostic, Cost-Effective Alternative to Trained Single-Model Systems
[NO] 49/1824 | Propagation of laser-generated GHz surface acoustic wavepackets in FeRh/MgO(001) below and above the antiferromagnetic-ferromagnetic phase transition
[NO] 50/1824 | Matched and Euclidean-Mismatched Decoding on Fourier-Curve Constellations with Tangent Noise
[NO] 51/1824 | Conformally critical metrics and optimal bounds for Dirac eigenvalues on spin surfaces
[NO] 52/1824 | Well Begun is Half Done: Training-Free and Model-Agnostic Semantically Guaranteed User Representation Initialization for Multimodal Recommendation
[NO] 53/1824 | Hamiltonian Monodromy in a Tavis-Cummings System with an $A_2$ Singularity
[NO] 54/1824 | Beyond Literal Summarization: Redefining Hallucination for Medical SOAP Note Evaluation
[NO] 55/1824 | Pangu-ACE: Adaptive Cascaded Experts for Educational Response Generation on EduBench
[NO] 56/1824 | Jacobi stability of circular orbits around conformally invariant Weyl gravity black holes
[NO] 57/1824 | Pattern formation during melting of lamellar eutectics
[YES] 58/1824 | SWE-TRACE: Optimizing Long-Horizon SWE Agents Through Rubric Process Reward Models and Heuristic Test-Time Scaling
[NO] 59/1824 | CBF-based Probabilistic Safe Navigation under Unknown Nonlinear Obstacle Dynamics
[NO] 60/1824 | Domain Fine-Tuning FinBERT on Finnish Histopathological Reports: Train-Time Signals and Downstream Correlations
[NO] 61/1824 | Modeling LLM Unlearning as an Asymmetric Two-Task Learning Problem
[YES] 62/1824 | The LLM Fallacy: Misattribution in AI-Assisted Cognitive Workflows
[NO] 63/1824 | Knowing When Not to Answer: Evaluating Abstention in Multimodal Reasoning Systems
[NO] 64/1824 | High-order kernel regularization of singular and hypersingular Helmholtz boundary integral operators
[NO] 65/1824 | Sequence Search: Automated Sequence Design using Neural Architecture Search
[NO] 66/1824 | Towards Trustworthy 6G Network Digital Twins: A Framework for Validating Counterfactual What-If Analysis in Edge Computing Resources
[NO] 67/1824 | Weak Magnetic Sensing via Floquet Driving in an Active Cavity Magnon Coupled System
[NO] 68/1824 | A convex-geometric framework for fully phase-locked states in the finite Kuramoto model
[NO] 69/1824 | Mean-field phase diagrams of spinor bosons in an optical cavity
[NO] 70/1824 | CoTEvol: Self-Evolving Chain-of-Thoughts for Data Synthesis in Mathematical Reasoning
[NO] 71/1824 | Nonmagnetic-magnetic Transitions in Rutile RuO2
[NO] 72/1824 | Morphological Transition: From Meanders to Mound Structures
[NO] 73/1824 | Efficient closed-form approaches for pose estimation using Sylvester forms
[NO] 74/1824 | The mixed Hodge structure on the fundamental groups of the Collino surfaces
[NO] 75/1824 | Optimization for Pinching Antennas System With Multiple Carriers and Rate Splitting Multiple Access
[NO] 76/1824 | World-Value-Action Model: Implicit Planning for Vision-Language-Action Systems
[NO] 77/1824 | A Mechanistic Account of Attention Sinks in GPT-2: One Circuit, Broader Implications for Mitigation
[NO] 78/1824 | Influence of winds on shocked magnetized viscous accretion flows around rotating black holes
[NO] 79/1824 | Robust Evaluation of Neural Encoding Models via ground-truth approximation
[NO] 80/1824 | Chain-of-Glimpse: Search-Guided Progressive Object-Grounded Reasoning for Video Understanding
[NO] 81/1824 | Switching Efficiency: A Novel Framework for Dissecting AI Data Center Network Efficiency
[YES] 82/1824 | DR$^{3}$-Eval: Towards Realistic and Reproducible Deep Research Evaluation
[YES] 83/1824 | Acceptance Dynamics Across Cognitive Domains in Speculative Decoding
[NO] 84/1824 | MambaSL: Exploring Single-Layer Mamba for Time Series Classification
[NO] 85/1824 | Boundary-Centric Active Learning for Temporal Action Segmentation
[NO] 86/1824 | Coherent control of optomechanical entanglement and steering via dual parametric amplification
[NO] 87/1824 | The quantitative coarse Baum-Connes conjecture for free products
[YES] 88/1824 | QuantCode-Bench: A Benchmark for Evaluating the Ability of Large Language Models to Generate Executable Algorithmic Trading Strategies
[NO] 89/1824 | A Semantic Geometry for Uncovering Paradigm Dynamics via Scientific Publications
[NO] 90/1824 | An Axiomatic Benchmark for Evaluation of Scientific Novelty Metrics
[NO] 91/1824 | On measuring the Quantum Universe
[NO] 92/1824 | MCSC-Bench: Multimodal Context-to-Script Creation for Realistic Video Production
[YES] 93/1824 | NFTDELTA: Detecting Permission Control Vulnerabilities in NFT Contracts through Multi-View Learning
[NO] 94/1824 | Monodromy Defects for Electric-Magnetic Duality, Hyperbolic Space, and Lines
[NO] 95/1824 | General Static Solutions of the SU(2) Yang-Mills Equations from a Spin Vector Potential
[NO] 96/1824 | MinShap: A Modified Shapley Value Approach for Feature Selection
[NO] 97/1824 | Cellwise Robust Twoblock Dimension Reduction
[NO] 98/1824 | Building Extraction from Remote Sensing Imagery under Hazy and Low-light Conditions: Benchmark and Baseline
[NO] 99/1824 | Roadmap on Attosecond Science
[NO] 100/1824 | NEAT-NC: NEAT guided Navigation Cells for Robot Path Planning
[NO] 101/1824 | Learning Where to Embed: Noise-Aware Positional Embedding for Query Retrieval in Small-Object Detection
[NO] 102/1824 | Structure and Large-Scale Kinematics of Young Stellar Populations in the NGC 6357 and NGC 6334 Giant Molecular Cloud Complex
[NO] 103/1824 | Searches for New Physics at High Object Masses with CMS
[NO] 104/1824 | On Caratheodory prime ends extension for unclosed Orlicz-Sobolev classes
[NO] 105/1824 | DockAnywhere: Data-Efficient Visuomotor Policy Learning for Mobile Manipulation via Novel Demonstration Generation
[NO] 106/1824 | Multispecific DNA-Coatings for Self-Assembly
[NO] 107/1824 | Controllable highly oriented skyrmion track array in Fe3GaTe2
[NO] 108/1824 | A counter-example to persistence in generalised preferential attachment trees
[NO] 109/1824 | Investigating Spectral Dynamics and Spin Signatures of a Mechanically Isolated Quantum Emitter in hBN
[NO] 110/1824 | Predicting Power-System Dynamic Trajectories with Foundation Models
[NO] 111/1824 | Momentum-constrained Hybrid Heuristic Trajectory Optimization Framework with Residual-enhanced DRL for Visually Impaired Scenarios
[NO] 112/1824 | Agentic Explainability at Scale: Between Corporate Fears and XAI Needs
[NO] 113/1824 | Phenomenology of Vanishing Effective Majorana Mass with a Sterile Neutrino under Cosmological and JUNO Constraints
[NO] 114/1824 | Sublinear Spectral Clustering Oracle with Little Memory
[NO] 115/1824 | Hybrid Decision Making via Conformal VLM-generated Guidance
[NO] 116/1824 | Towards Non-van der Waals 2D Topological Insulators
[NO] 117/1824 | Robustness of Vision Foundation Models to Common Perturbations
[NO] 118/1824 | Measuring the Computational Power of Finite Patches of Cellular Automata
[NO] 119/1824 | Induced and nonlinear topological pressure for random dynamical systems
[NO] 120/1824 | Unsupervised feature selection using Bayesian Tucker decomposition
[NO] 121/1824 | Effect of sub-critical fluid shear flow on granular bed strength
[NO] 122/1824 | XQ-MEval: A Dataset with Cross-lingual Parallel Quality for Benchmarking Translation Metrics
[NO] 123/1824 | Generative Data Augmentation for Skeleton Action Recognition
[NO] 124/1824 | Transfinitely iterated wild sets
[NO] 125/1824 | The Yang-Mills equation near instanton-anti-instanton configurations
[NO] 126/1824 | Beyond the Laplacian: Doubly Stochastic Matrices for Graph Neural Networks
[YES] 127/1824 | SCENIC: Stream Computation-Enhanced SmartNIC
[NO] 128/1824 | Counting tight Hamilton cycles in Dirac hypergraphs
[NO] 129/1824 | An Open-Source Hardware-Aware Sub-THz Radio-Stripe Simulator
[NO] 130/1824 | Taming the Aretakis instability: extremal black holes with multi-degenerate horizons
[NO] 131/1824 | Renormalised two-point functions of CLE$_4$ gaskets
[NO] 132/1824 | Combinatorial Contracts Through Demand Types
[NO] 133/1824 | Quantum instanton approach to metastable collective spins
[NO] 134/1824 | Scalable Model-Based Clustering with Sequential Monte Carlo
[NO] 135/1824 | Graphs at infinity: Liouville theorems, Recurrence and Characterization of Dirichlet forms
[NO] 136/1824 | Temporal Logic Resilience for Continuous-time Systems
[NO] 137/1824 | Benchmarking Optimizers for MLPs in Tabular Deep Learning
[NO] 138/1824 | Complete manifolds with nonnegative Ricci curvature and slow relative volume growth
[NO] 139/1824 | Generative Augmented Inference
[NO] 140/1824 | Multi-User mmWave Beam and Rate Adaptation via Combinatorial Satisficing Bandits
[NO] 141/1824 | Evaluating Encodings for Bivariate Edges in Adjacency Matrices
[NO] 142/1824 | LeapAlign: Post-Training Flow Matching Models at Any Generation Step by Building Two-Step Trajectories
[NO] 143/1824 | Heuristic Search for Minimum-Distance Upper-Bound Witnesses in Quantum APM-LDPC Codes
[NO] 144/1824 | A Validated Low-to-Intermediate Mass Planetary Interior Structure Model and New Mass-Radius Relations
[NO] 145/1824 | Matrices over Finite Fields of Characteristic 2 as Sums of Diagonalizable and Square-Zero Matrices
[NO] 146/1824 | General framework for anticoncentration and linear cross-entropy benchmarking in photonic quantum advantage experiments
[NO] 147/1824 | Classifying spaces for families of virtually abelian subgroups of surface braid groups
[NO] 148/1824 | Optimal last-iterate convergence in matrix games with bandit feedback using the log-barrier
[NO] 149/1824 | Pricing Electric Vehicle Charging and Station Access via Copositive Duality
[NO] 150/1824 | UrbanClipAtlas: A Visual Analytics Framework for Event and Scene Retrieval in Urban Videos
[NO] 151/1824 | Stellar nucleosynthesis in the era of large surveys: s-process polluted binaries in GALAH DR4
[NO] 152/1824 | Algebraic Toric Quasifolds
[NO] 153/1824 | Meituan Merchant Business Diagnosis via Policy-Guided Dual-Process User Simulation
[NO] 154/1824 | Inflaton Regeneration via Scalar Couplings: Generic Models and the Higgs Portal
[NO] 155/1824 | Simplification Ad Absurdum? Revisiting Gas Flow Modeling for Integrated Energy System Planning
[NO] 156/1824 | Observation of Tunable Superradiant Frequency Combs
[YES] 157/1824 | Atropos: Improving Cost-Benefit Trade-off of LLM-based Agents under Self-Consistency with Early Termination and Model Hotswap
[YES] 158/1824 | Pure Borrow: Linear Haskell Meets Rust-Style Borrowing
[NO] 159/1824 | Super-Constant Weight Dicke States in Constant Depth Without Fanout
[NO] 160/1824 | Spectroscopic measurement of the Casimir-Polder force in the intermediate regime
[NO] 161/1824 | Misaligned circumbinary discs around unequal-mass eccentric binaries: alignment, morphology, and binary accretion variability
[NO] 162/1824 | Quantum Metropolis-Hastings via Penalised Qubitized Walks: Spectral Filtering and Circuit Implementation
[NO] 163/1824 | Improving Sparse Autoencoder with Dynamic Attention
[NO] 164/1824 | Support Size of $\varepsilon$-Capacity-Achieving Inputs for the Amplitude-Constrained AWGN Channel
[NO] 165/1824 | Equivariant L-Classes of Atiyah-Singer-Zagier Type for Singular Spaces
[NO] 166/1824 | Comparison of Modern Multilingual Text Embedding Techniques for Hate Speech Detection Task
[NO] 167/1824 | End-to-End Inverse Designed Metasurfaces for Snapshot RGB-Achromatic Full-Stokes Polarization Imaging
[YES] 168/1824 | Governing Reflective Human-AI Collaboration: A Framework for Epistemic Scaffolding and Traceable Reasoning
[NO] 169/1824 | Impact of deployment on energy efficiency of sub-THz transmission
[NO] 170/1824 | Segment-Level Coherence for Robust Harmful Intent Probing in LLMs
[YES] 171/1824 | Benchmarks for Trajectory Safety Evaluation and Diagnosis in OpenClaw and Codex: ATBench-Claw and ATBench-CodeX
[NO] 172/1824 | The Very General Verra Fourfold is Irrational
[YES] 173/1824 | Exploring and Testing Skill-Based Behavioral Profile Annotation: Human Operability and LLM Feasibility under Schema-Guided Execution
[NO] 174/1824 | Seeking Help, Facing Harm: Auditing TikTok's Mental Health Recommendations
