[2026-08-04 23:03:14] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-03
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608030000+TO+202608032359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-8-3 | Closed-Loop Common Mode Current Mitigation for Transformerless Current-Source Soft Open Points
[IEEE] 2026-8-3 | Dual Retrieval Queries Fine-Tuning for Composed Image Retrieval
[IEEE] 2026-8-4 | FG-MoE: Frequency-Guided Mixture of Experts for Unified Remote Sensing Image Restoration
[IEEE] 2026-8-3 | Automated Parking Planning Based on Safety Corridor Constraints and Parking Space Matching
[IEEE] 2026-8-4 | A New Approach for Copy Move Forgery Against Post Processing Attacks
[IEEE] 2026-8-4 | Fault-Tolerant Formation Control of Multi-AUV Systems Under IMU and DVL Sensor Failures
[IEEE] 2026-8-4 | Reinforcement Learning–Driven Adaptive Differential Privacy for Personalized and Secure Federated Mobile Banking Intelligence
[IEEE] 2026-8-4 | Beyond Reactive Cloud Security: AI-Driven Predictive Drift Detection for CNAPP Environments
[IEEE] 2026-8-4 | Unleashing Power of MEMS for Diversified Applications
[IEEE] 2026-8-4 | Hybrid Temporal-Spatial Novelty Detection for Illegal Waste Dumping in Surveillance Video
[IEEE] 2026-8-4 | A Streaming Architecture for Quantum Error Syndrome Compression at 4 Kelvin
[IEEE] 2026-8-4 | sEMG-Driven Intention Injection for Human-Robot Interaction Control of Lower-Limb Exoskeletons via Event-Triggered Adaptive Dynamic Programming
[IEEE] 2026-8-4 | A novel communication fault diagnosis method based on improved convolutional network with Shapelet transform and SVM classifier
[IEEE] 2026-8-4 | TroPUF: Evaluating Hardware Trojan Insertion in Delay-Based Physical Unclonable Functions
[IEEE] 2026-8-4 | MaskedStar: Orientation-Aware Star-Masked Depthwise Convolution for Lightweight Detection
[IEEE] 2026-8-4 | Hybrid CNN and Random Forest Model for Skin Cancer Classification
[IEEE] 2026-8-4 | Analysis of an RealTime Network Intrusion Detection using Machine Learning Algorithms
[IEEE] 2026-8-4 | 3D Hybrid Wideband Beamfocusing in Near-Field UPA Systems
[IEEE] 2026-8-4 | Position Synchronization of Multiple PMSM Systems: A Distributed Internal Model Approach
[IEEE] 2026-8-4 | QED: Scalable Consistency Verification of Memory Instruction Reordering in Hardware
[IEEE] 2026-8-4 | AXLE: Coordinated Offloading with Asynchronous Back-Streaming in Computational Memory Systems
[IEEE] 2026-8-4 | EUS-FAT: Video-Based Multiple Instance Learning for Liver Fat Quantification from Endoscopic Ultrasound
[IEEE] 2026-8-4 | Stochastic-Sampling-Based Event-Triggered Control for Markov Jump Systems: A Data-Based Scheme
[IEEE] 2026-8-4 | From Potential to Implementation: Digital Transformation in Elderly Care Systems
[IEEE] 2026-8-4 | Anti-Unwinding Terminal Sliding Mode Attitude Control via Fully Actuated System Approach
[IEEE] 2026-8-4 | Day-Ahead Electricity Price Forecasting for Virtual Power Plants Using Attention Mechanism-Based LSTNet
[IEEE] 2026-8-4 | OASIS: Outlier-Aware LUT-Based GEMM with Dual-Side Quantization for LLM Inference Acceleration
[IEEE] 2026-8-4 | Optimization Methods for Autonomous Target Locking Strategies Based on Small Unmanned Aerial Vehicles
[IEEE] 2026-8-4 | ADMM-Based Distributed Formation Control for Multi-Parafoil System
[IEEE] 2026-8-4 | Enhancing Road Safety Through Real-Time Unsupervised Anomaly Detection in Crash Barriers
[IEEE] 2026-8-4 | Task Scheduling and Transmission for Distributed Job Execution
[IEEE] 2026-8-4 | Hybrid AI-based Numerical Weather Prediction with Spatio-Temporal Learning
[IEEE] 2026-8-4 | DeepPVE: Deep Learning-Based Point Visibility Estimation Against Density Variation and Noise
[IEEE] 2026-8-4 | The Invisible School According to Grok
[IEEE] 2026-8-4 | Spatial position relationship calibration method for measurement coordinate systems in visual measurement modules
[IEEE] 2026-8-4 | Silicon &amp; Soul: The Ethics of AI Artistry
[IEEE] 2026-8-4 | A GenAI-Powered Authentication Protocol for Secure Monitoring of Hajj/Umrah Pilgrims using Cinematographic Drones
[IEEE] 2026-8-3 | Title Page
[IEEE] 2026-8-3 | Analysis of Low-Altitude NEMP Propagation Characteristics during Day-Night Transition
[IEEE] 2026-8-3 | Satellite Topographic Mapping in Complex Intertidal Wetlands: A Canopy-Height-Constrained Fusion of ICESat-2 Photon-Derived Structural Samples and Single-Phase Sub-Meter Optical Imagery
[IEEE] 2026-8-3 | Table of Contents
[IEEE] 2026-8-3 | Lossless Compression via Chained Lightweight Neural Predictors with Information Inheritance
[IEEE] 2026-8-3 | Explainable Deep Semantic Graph Networks for Enhanced Business Decision-Making in E-Markets
[IEEE] 2026-8-3 | Table of Contents
[IEEE] 2026-8-3 | Optimizing Information Freshness in Satellite-UAV IoRT Networks: A Heterogeneous Multi-Agent Approach
[IEEE] 2026-8-3 | LogPISA: An Improved Pre-training and Tuning Pipeline for Log Understanding with Invariant and Semantic-Aware Objectives
[IEEE] 2026-8-3 | Nonlinear Control Approaches for a Pneumatically Driven Assistance System with Load Balancing
[IEEE] 2026-8-3 | Rail3DNet: A Monocular Vision-Based 3-D Rail-Track Detection Network Using Rail-IoU Loss
[IEEE] 2026-8-3 | Cover Page
[IEEE] 2026-8-3 | Deep Learning-Based Synthesis of Directional Dielectric Resonator Antenna Using Heterogeneous Graph Convolutional Network
[IEEE] 2026-8-3 | Cluster Division and Double-Layer Multi-Objective Optimization of Distributed Photovoltaic Distribution Networks Under High Penetration
[IEEE] 2026-8-3 | Research on Microgrid Energy Management Method Based on Stochastic Prediction Model
[IEEE] 2026-8-3 | ISurvey: An R Toolkit for Interval-Valued Survey Data Analysis
[IEEE] 2026-8-3 | Comparative Analysis of Transformer-Based Architectures for Wheat Disease Detection
[IEEE] 2026-8-3 | Linguistic Pattern–Enriched Transformers for Prompt Injection Detection in LLM Systems
共写入 1000 条记录，保存到 papers/paper2026-08-03.json。
论文获取成功，文件路径: papers/paper2026-08-03.json
正在筛选、翻译并发送邮件...
[NO] 1/1000 | Closed-Loop Common Mode Current Mitigation for Transformerless Current-Source Soft Open Points
[YES] 2/1000 | Evolution of the SWEBOK Guide and LLM-Empowered Software Security Engineering
[NO] 3/1000 | ICAHS 2025 TOC
[NO] 4/1000 | Learning Efficient Communication Protocols for Multi-Agent Reinforcement Learning
[NO] 5/1000 | Detection of Non-Stand-Replacing Cuttings Using Satellite Image Time Series With a Kalman Filter
[NO] 6/1000 | Low-profile Wideband Patch Antenna with Compact GCPW-PS Balun for Radar System in Package
[NO] 7/1000 | RSTNet: Rectified Spatial-Temporal Interaction Network for Remote Sensing Change Detection
[NO] 8/1000 | ICAHS 2025 Copyright Page
[NO] 9/1000 | Parameter-Fused Soft-Switching Control Strategy for AC-DC Matrix Converters
[NO] 10/1000 | Nonfragile H∞ Filter Design for Continuous-Time T-S Fuzzy Systems With Time Delay
[NO] 11/1000 | Cascaded Gaussian Process Residual Correction for Remaining Useful Life Prediction of Lithium-Ion Batteries
[NO] 12/1000 | Design and Analysis of Magnetically Driven Bionic Cookiecutter Shark Underwater Robot
[NO] 13/1000 | Bridging the Abstraction Gap: A Comparative Study of Specialized and General LLMs for Arabic Text Summarization
[NO] 14/1000 | Solving Fully Fuzzy Linear Systems of Equations Using Multidimensional Linear Pentagonal Fuzzy Number Matrices
[NO] 15/1000 | A Grayscale-Density-Image-Based Method for Wind Turbine Data Cleaning
[YES] 16/1000 | The Impact of Fault Interference on Prediction-Based Fault Localization in Multi-Bug Programs
[NO] 17/1000 | When Less is More: Evaluating Structural Pruning in Geospatial Foundation Models
[NO] 18/1000 | CM-Bench: A Comprehensive Cross-Modal Feature Matching Benchmark Bridging Visible and Infrared Images
[NO] 19/1000 | Improving Negation Understanding in Medical Vision-Language Models via Contrastive Fine-Tuning
[NO] 20/1000 | Hybrid Quantum-Classical Learning for Adaptive Financial Anomaly Detection
[NO] 21/1000 | System Model and Analysis of Dynamic Radio Resource Management in 5G Mobile Networks
[NO] 22/1000 | Statistical Fidelity, Computational Cost, and Moment-Matched Surrogates for FSO Turbulence Channels
[NO] 23/1000 | Boundary-Sensitive Start-Time Estimation with Onset-centric Temporal Detection for Illegal Waste Dumping in Surveillance Video
[NO] 24/1000 | Accurate Smart Waste Detection and classification System using Artificial Intelligence
[NO] 25/1000 | Hyperbolic Sine Function-Based Intermittent Control on Fixed-Time Output Synchronization of Multi-Layer Networks
[NO] 26/1000 | Type-Aware Ranking of Urban Similarity From Aerial Imagery
[NO] 27/1000 | Implementation of 16-Bit Vedic Multiplier using MUX-Based Adders
[NO] 28/1000 | Kinematic-Aware Motion Planning and Reinforcement-Learning-Based Adaptive Control of Autonomous Underwater Vehicles
[NO] 29/1000 | Research on D * Lite based executable path incremental planning method in complex environments
[NO] 30/1000 | An Automated Data Synthesis Framework for Visual-Language Navigation Training Based on 3D Gaussian Splatting
[NO] 31/1000 | MDE-Align: Enhancing Visual Grounding with Monocular Depth Estimation and Multi-modal Spatial Alignment
[NO] 32/1000 | Author Index
[NO] 33/1000 | A Hybrid Reinforcement Learning Framework for Autonomous Robotic Navigation in Dynamic Environments
[YES] 34/1000 | QiMeng-Tensify: Scaling Up Tensor Computation Optimization via Architecture-Aware LLM-Guided MCTS
[NO] 35/1000 | PipeNN: A Predictor-Free Pipeline for Energy-Latency Co-Optimization of Heterogeneous Mobile DAG-DNN Inference
[NO] 36/1000 | StructFormer: Structure-Consistent Face De-Identification Under Strong Privacy Constraints*
[NO] 37/1000 | Adaptive Prescribed-Time Formation Control For Nonlinear Time-Delay System With Actuator Fault
[NO] 38/1000 | On-The-Fly OVD Adaptation with Flame: Few-Shot Localization Via Active Marginal-Samples Exploration
[NO] 39/1000 | VeeAssist: A Context-Aware Vision-Audio Navigation Framework with Semantic Prioritization for the Visually Impaired
[NO] 40/1000 | 
[NO] 41/1000 | Unregistered Infrared-Visible Collaborative Perception: A Bidirectional Displacement-Guided Fusion Network
[NO] 42/1000 | Author Index
[NO] 43/1000 | Graph-MAPPO for Self-Organized Airship Encirclement and Hotspot Surveillance
[NO] 44/1000 | Graph Neural Network-based Real-Time Foreshock Sequence Detection from Earthquake Catalogues
[NO] 45/1000 | Real-Time Trajectory Tracking at Handling Limits: An Iterative Bandwidth-Regularized Sparse GP-MPC Approach
[NO] 46/1000 | An Aerial Robotic Manipulator for Offshore Wind Turbine Blade Inspection
[NO] 47/1000 | Federated Speech Emotion Recognition for Cross-Institution Depression Monitoring
[NO] 48/1000 | Diffuse4D: Completing Nerf-Stereo Depth via Diffusion-Driven Restoration in Dynamic Scenes
[NO] 49/1000 | MS-TBImap: A Real-Time Framework for Multi-Scale Temporary Boundary Integration
[YES] 50/1000 | Optimizing Scan Test Economics Trade-Offs in Homogeneous 3D SICs via Cost Modeling
[NO] 51/1000 | Cross-Medium Model Predictive Control for a Compact Wheel-Propeller Amphibious Robot
[NO] 52/1000 | The Optimal Verification Frequency of Automatic Verification System of Electric Energy Measuring Instruments Based on Multi-Objective Optimization Algorithm
[NO] 53/1000 | An Unsupervised Underwater Image Restoration Framework with Adaptive Color Stretch and Compensation Strategy
[NO] 54/1000 | Improved Quantum Two-Classification Network *
[NO] 55/1000 | 
[NO] 56/1000 | An Explainable Deep Learning Framework for Early Detection of Diabetic Retinopathy
[NO] 57/1000 | Gram-Schmidt Feature Reduction for Disentangling Style from Degradation in Historical Writer Identification
[NO] 58/1000 | NeuroTrust-GFM: A Generative Foundation Model for Multi-Modal Brain Tumor Reasoning and Clinical Decision Intelligence
[NO] 59/1000 | GBSI: A GPU-Based Secondary Indexing Mechanism for Write-Intensive Workloads
[NO] 60/1000 | A Review of Research on Small Object Detection Based on Deep Learning
[NO] 61/1000 | Lembas: Cost-Efficient Genome Alignment with External Memory and FPGA Acceleration
[NO] 62/1000 | EVA: Accelerating LLM Decoding via an Efficient Vector Quantization Architecture
[NO] 63/1000 | Multi-Label Classification in Remote Sensing: Leveraging High-Resolution Patches for Low-Resolution Tasks
[NO] 64/1000 | A Predictive Adaptive Protocol Selection System Using Real-Time Performance Scoring for Cloud-Based Applications
[NO] 65/1000 | Cross-Modal Co-Attention with Event-Level Context Fusion for Abnormal Recognition
[NO] 66/1000 | A Survey of Dynamic Token Computation in Transformers: Taxonomy, Stability and Budget-Aware Evaluation
[NO] 67/1000 | A Position Measurement Method for Drilling Connection Tools Via Image and Point Cloud Fusion
[NO] 68/1000 | Consecutive Support Matching Induced Parameter Tuning Accelerates Momentum Iterative Hard Thresholding
[NO] 69/1000 | Enhancement as Augmentation: Improving Detection in Highly Degraded Underwater Images Through Mixed-Domain Training
[NO] 70/1000 | A Deep Learning Framework for Predictive Supply Chain Resilience Enhancement in Critical Industry Sectors
[NO] 71/1000 | Research on Event-Triggered Model Predictive Control for Hypersonic Vehicles Based on Gap Metric
[NO] 72/1000 | SPEED: Scalable and Efficient Multi-Agent Drone Racing via Neighborhood-Dominated Potential Games
[YES] 73/1000 | A Multi Modal Deep Learning Framework for Detection and Localization of Smart Contract Vulnerabilities
[NO] 74/1000 | RcLLM: Accelerating Generative Recommendation via Beyond-Prefix KV Caching
[NO] 75/1000 | Retraction Notice: Evaluation of Deep Learning Architectures for Classification in CXR Images
[NO] 76/1000 | AL-IPSO: Adaptive Learning Island-based Particle Swarm Optimization for Multi-Robot Task Allocation in Warehouse Automation
[NO] 77/1000 | Molecular Communication with Finite-Length Transmitter in Time Dependent Diffusive Channel
[NO] 78/1000 | AI-Driven Pipeline Leak Detection Using Thermal UAV Imagery &amp; Hybrid CNN–Transformer Networks for Real-Time Infrastructure Monitoring
[NO] 79/1000 | A Deep Reinforcement Learning Framework for Memory Editing During Sleep
[YES] 80/1000 | Project Highlights - Reliability Evaluation for ARCHYTAS AI hardware accelerators
[NO] 81/1000 | Beyond Static Executions: Robust Embodied Task Planning via Dual-Path State-Driven Synergy
[NO] 82/1000 | Hybrid Contextual Biomarker Fusion Framework for Intelligent Ovarian Cancer Detection using Deep Ensemble Learning
[NO] 83/1000 | Shining Light on Silicon Photonic DNN Accelerators
[NO] 84/1000 | Compensator - Based Secondary Frequency Resilient Control of Island Microgrid
[NO] 85/1000 | Design of a Digital Twin System Enhanced by Augmented Reality for Reconfigurable Soft Robots
[NO] 86/1000 | Finite-Key Analysis of Phase-Matching QKD Type Protocol over a Satellite Channel under Atmospheric Turbulence
[NO] 87/1000 | Privacy-Preserving Mobile Crime Reporting System Using Ring Signatures and AES-GCM for Secure and Anonymous Submission
[NO] 88/1000 | Convexity-Exploiting Successive Convexification for Safe Drone Racing
[NO] 89/1000 | Resilience in Transportation Systems-of-Systems: Challenges in Modeling and Analysis
[NO] 90/1000 | A Solar-Powered LoRa-IoT Framework for Autonomous Multi-Parameter Smart Irrigation in Precision Agriculture
[NO] 91/1000 | General Purpose AI Computing: Opportunities and Challenges
[NO] 92/1000 | IEEE Security and Privacy Subscription
[NO] 93/1000 | Online Minimization of Convex Age of Information with Transmission Costs_supp1-3719621.pdf
[NO] 94/1000 | A Frequency-Aware and Multi-Scale Aligned Framework for Fine-Grained Object Detection in Remote Sensing Imagery
[NO] 95/1000 | A 42-Gb/s PAM-3 Transmitter With a CML Driver and a Dual-Mode Encoder for Process-Variation-Tolerant Middle-Level Generation
[NO] 96/1000 | HEDWIG: Homomorphic Encryption Accelerator Design Using BFV-HPS With High-Speed Fixed-Point Approximation
[NO] 97/1000 | New Constructions of Asymptotically Optimal Sequence Sets with Dual-rectangular Zero Ambiguity Zones
[NO] 98/1000 | Retraction Notice: Further Development of Blockchain Techniques for Security and Expenses
[NO] 99/1000 | Retraction Notice: Neural Network Based Heart Disease Prediction
[NO] 100/1000 | Cloud--Vehicle Collaborative Stability Control via Learning-Based Variable-Matrix Model Predictive Control With Region-of-Attraction Constraints
[NO] 101/1000 | AoI Analysis for Real-Time Monitoring Networks with Randomly Distributed Sensors
[NO] 102/1000 | LapMDNet: Remote Sensing Object Detection under Foggy Conditions via Physics-Guided Laplacian Prior and Masked Feature Distillation
[NO] 103/1000 | Interoperable Multilevel System-of-Systems Modeling and Comfort-Oriented Control for Cooperative Fleets of Assistive Wheelchairs
[NO] 104/1000 | Layer-Sensitivity-Aware Hybrid Redundancy Hardening Design for Reliable CNN Accelerators
[NO] 105/1000 | Retraction Notice: Next Gen Navigation Speed Limit Integration for Indian Roads
[NO] 106/1000 | UGPT: Uncertainty-Guided Dynamic Prompt Tuning for Vision-Language Models
[NO] 107/1000 | Joint Recovery of Two Carriers from One-Bit Sampled Signals
[NO] 108/1000 | RFAT 2026 TOC
[NO] 109/1000 | Adaptive Fault-Tolerant Control for Uncertain Euler-Bernoulli Beam with Actuator Faults and Output Constraint
[NO] 110/1000 | Streamlining Training Administration and Management in Biomanufacturing Using Lean Six Sigma_supp1-3719585.docx
[NO] 111/1000 | Control Costs for Cluster Consensus of Leader-following Multi-Agent Systems under DoS Attacks
[NO] 112/1000 | Investigation of Square-Ring Vertex-Loop Slow Wave Structure for High-Power High-Efficiency TWTs
[NO] 113/1000 | Radar Range Super-Resolution Using Sparse Bayesian Learning With a Pulse-Compression-Response Dictionary
[NO] 114/1000 | The
                    <i>k</i>
                    -Space Co-Array: Geometric Duality of the Gram Matrix in LoS Massive MIMO
[NO] 115/1000 | Per-antenna power constraints: constructing Pareto-optimal precoders with cubic complexity under non-negligible noise conditions_supp1-3718840.pdf
[NO] 116/1000 | CAA-TDI: Confidence-Aware Attention for Trustworthy Data Inference in Sparse Mobile Crowdsensing_supp1-3716452.pdf
[NO] 117/1000 | Scintillation Analysis of a 400 Gbps Coherent FSO Feeder-Link for GEO Satellite Downlink-Like Transmission
[NO] 118/1000 | Sparse Vector Coding via Base Conversion Index Modulation for Short-Packet xURLLC
[NO] 119/1000 | ICAHS 2025 Copyright Page
[NO] 120/1000 | CB-BSH: Multi-Agent Motion Planning with Heterogeneous Kinematics and Geometric Envelopes_supp1-3719227.mp4
[NO] 121/1000 | Sponsors
[NO] 122/1000 | 
[NO] 123/1000 | A study of the leakage current in transformerless three-phase photovoltaic inverters based on the B4 topology
[NO] 124/1000 | Review for "Collection: Benchmark Datasets for the Evaluation of Data Imputation Algorithms"
[NO] 125/1000 | Integrated Visual AI Detection of New Energy Vehicle Fire Features Under CBAM Attention Mechanism
[NO] 126/1000 | Modeling and Performance Evaluation of a Multi-Pillar Telescopic Piezoelectric Transducer
[NO] 127/1000 | Fault Location Method for Shipboard Power System Based on Improved Differential Evolution Algorithm
[NO] 128/1000 | Serious Game with Haptic Feedback for Upper Limb Rehabilitation
[NO] 129/1000 | Predicting Smartphone Battery Collapse: A Non-Linear Approach Based on Constant Power Load and First Hitting Time
[NO] 130/1000 | Adaptive RL Scheduling for xPON Upstream in Power Distribution Networks
[NO] 131/1000 | Design and Architecture of an Accessible Mobile System for Danger Detection in Autism Spectrum Disorder: Integrating AR, AI and Machine Learning
[NO] 132/1000 | Parallel Mental Health: Nonpharmaceutical Intervention via Computational Psychophysiology and Closed-Loop Regulation
[NO] 133/1000 | Proportional-Integral Observer Design for Multi-Rate Systems Under Decode-and-Forward Relays: Tackling Power-Dependent Packet Dropouts
[NO] 134/1000 | Optimal Sensor Selection of Linear Quadratic Regulation with Unknown Sensor Noise Covariances
[NO] 135/1000 | A Joint Mission Risk Control Model Considering Health-State Evolution and Stage-Specific Rewards
[NO] 136/1000 | Adaptive Fuzzy Event-Triggered Quantized Control for Uncertain Nonlinear Systems
[NO] 137/1000 | Design and Implementation of an Open-Source Security Framework for Cloud Infrastructure
[NO] 138/1000 | ST-GNN with Spatio-Temporal Attention for Multi-Harmonic Source Location in V2G-Integrated Distribution Networks
[NO] 139/1000 | Which Metric Matters? Similarity Evaluation for Wavelet-Domain Camera Fingerprints
[NO] 140/1000 | Enhancing Financial Time-Series Forecasting Using a Hybrid LSTM-Ensemble Learning Approach
[NO] 141/1000 | Symbiotic MLLM Serving: Dynamically Balancing Parallelism Across GPUs and Resources Within GPUs
[NO] 142/1000 | When Probe and Gallery Are Low Quality: Decreasing Accuracy and Increasing Demographic Disparities in 1:N Identification
[NO] 143/1000 | IEC3D-IMAD: A Real-World 3D Dataset of Industrial Equipment Components for Imbalanced Micro Anomaly Detection
[NO] 144/1000 | Event-Triggered Optimal Formation Control for Nonholonomic Wheeled Mobile Robots Under Lumped Disturbances
[NO] 145/1000 | Frequency-Domain Enhanced Deformation Learning Network with Digital Image Correlation
[NO] 146/1000 | Resilient Multi-Agent Perception for Near-Space Vehicle Swarms with Intra-Swarm Attentive Enhancement
[NO] 147/1000 | AI Driven Anti Money Laundering System Using Big Data Analytics
[NO] 148/1000 | Retraction Notice: Contemplate and Investigate a Network based Intrusion Detection System
[NO] 149/1000 | Accurate and Efficient Stereo Matching via Efficient Multi-scale Attention and Lightweight 3D Convolutions
[NO] 150/1000 | Efficient Multiple Error Correction in Binary HDC Systems Using Majority-Encoded Hypervector Matrices
[NO] 151/1000 | Manifold-Guided Reinforcement Learning for Payload Throwing of Aerial Suspended Systems
[NO] 152/1000 | Cascaded Cooperative Disturbance Rejection Control for Air-Ground Heterogeneous Systems via Fixed-Time Extended State Observers
[NO] 153/1000 | Geometric Control of Continuously Morphing Quadrotors with Inertia-Rate Compensation
[NO] 154/1000 | SOFC system fault detection method based on Pearson correlation coefficients and principal component analysis
[NO] 155/1000 | Machine Learning based Crop Prediction using Artificial Neural Network and Gradient Boosting Algorithm
[NO] 156/1000 | An Adaptive Switching Antenna for Mobile Devices Based on Liquid Metal Structure
[NO] 157/1000 | Safe Distributed Formation of Heterogeneous Discrete-Time Multi-Agent Systems
[NO] 158/1000 | SC-RGCN: Integrating Supply Chain Relationships and Multi-Factor Aggregation for Stock Prediction
[NO] 159/1000 | Deep Learning-Based Leaf Disease Detection and Classification Using Yolo
[NO] 160/1000 | AI-Based Real-Time ECG Anomaly Detection Using Transformer-Driven MobileNet Encoder-Decoder Architecture (TL-MobileNet-ED)
[NO] 161/1000 | Multi-Agent Proximal Policy Optimization with Dual Queues for Dynamic Task Offloading in Mobile Edge Computing
[NO] 162/1000 | Temporal Aggregation Distillation with Text-Guided Multimodal Fusion for Semi-Supervised 3D LiDAR Semantic Segmentation
[NO] 163/1000 | Distributed Online Minimax Optimization with Compressed Communication
[NO] 164/1000 | Enhancing Instruction Prefetching via Cache and TLB Management
[NO] 165/1000 | Hardening Output Privacy for Secure Inference: A Lightweight Realization via Distributed Trust
[NO] 166/1000 | Intelligent Diagnostic System for Bearings with Physical Sensing Capabilities in Non-Stationary Noise Environments
[NO] 167/1000 | Improving Hutchinson Diagonal Estimation within the OCP-LS Algorithm
[NO] 168/1000 | Design and Kinematic Analysis of a Series-Parallel Gait and Balance Training System
[YES] 169/1000 | Interpretable GNNs for Fault Detection in Circuits
[YES] 170/1000 | AutoFHE: An Automatic Hardware Generation Framework for Domain-Specific FHE Accelerators
[NO] 171/1000 | Short-term Load Forecasting and dynamic trading Strategy Optimization of the Electricity Spot Market Based on CNN-LSTM
[NO] 172/1000 | Getting Uncertainty Right: Local Calibration for Wind Power Forecasting
[NO] 173/1000 | Distributed Platoon Control for CAV under Relative-State-Dependent Noises
[NO] 174/1000 | Efficient Predictive Analysis of Critical Care Systems using Morphological Processing with Machine Learning Techniques
[NO] 175/1000 | Design and Development of a Solar-Powered Air Purification System for Rural Health and Sustainability
[NO] 176/1000 | Observability-Aided Gpu Memory Oversubscription
[NO] 177/1000 | Parameter Identification of Electrochemical Model for Lithium-ion Battery via Proximal Policy Optimization Algorithm
[NO] 178/1000 | Revisit Kalman Filter Through the Lens of Dynamic Programming
[NO] 179/1000 | Micro-fault Diagnosis of Lithium-ion Batteries for New Energy Vehicles Based on Time Series Decomposition and Deep Feature Learning
[NO] 180/1000 | MEGATRACE: Troubleshooting Hang and Slowdown in Large-Scale LLM Training Clusters
[NO] 181/1000 | Reality Check for RISC-V: Assessing Software Maturity, Performance and Security
[NO] 182/1000 | Fixed-time Disturbance Observer-based Optimal Attitude Control of a Parafoil System
[NO] 183/1000 | Spatiotemporal Trajectory Anomaly Detection in Dynamic Scenes via Retrieval-Augmented Generation
[NO] 184/1000 | UT-Searcher: A Hierarchical Planning Framework for Uncertain-Target Search
[NO] 185/1000 | Robustness Quantification of MIMO-PI Controller from the Perspective of γ-Dissipativity
[NO] 186/1000 | Explainable Multi-Class Pulmonary Disease Detection from Chest X-Ray Images Using Fine-Tuned DenseNet121 and Grad-CAM
[NO] 187/1000 | Wearable Collaborative Continuum Robot for Manufacturing Aiding
[NO] 188/1000 | SpecPool: Storage-Layer Speculation for Parallel Smart Contract Execution
[NO] 189/1000 | PSB-NANO: A Forward-Looking Imaging Sonar Benchmark for Underwater Pile Diagnosis
[NO] 190/1000 | IOLTS 2026 Program committee
[NO] 191/1000 | Real-Time Exam Hall Malpractice Detection Using CNN-Based Video Surveillance
[NO] 192/1000 | Design of an Iris-Inspired Tactile Gripper for Aerial Grasping
[NO] 193/1000 | Fair Comparison of Scheduling Algorithms on Heterogeneous Edge Clusters: A Continuous Adaptive Benchmark
[NO] 194/1000 | Measurement-Based Energy-Efficiency Optimization for On-Demand Data Rate Provisioning in 5G RAN
[NO] 195/1000 | Continuum-Aware End-Cloud Offloading for Collaborative Inference
[NO] 196/1000 | Fixed-Time Adaptive Fuzzy Control With Predefined Tracking Accuracy For Macro-Micro Composite Positioning Stage
[NO] 197/1000 | Classification and Prediction of Sepsis Disease using Randomized Weighted Optimization Model
[NO] 198/1000 | Lean as a System of Learning Systems
[NO] 199/1000 | A Blockchain-based Collaborative Intrusion Detection Framework with Quantum Mayfly Optimization for Secure and Intelligent Threat Detection
[NO] 200/1000 | EA-ONS: A Deterministic Time Synchronization Framework for 5G–TSN Integrated LEO Constellations
[NO] 201/1000 | Vision Mamba-driven Salient Object Detection for Optical Remote Sensing Images
[NO] 202/1000 | Temperature-dependent Reflectometric Polymer Optical Fiber Sensor based on a Thermally Fused PMMA Interface
[NO] 203/1000 | Differential Calibration of Satellite Altimeters using Corner Reflectors
[NO] 204/1000 | DEDUCE-Net: Efficient Semantic Segmentation on Embedded Systems for Autonomous Driving
[NO] 205/1000 | SemanticATS: A Contextual Semantic Reasoning Framework for Intelligent Recruitment and ATS Compatibility Analysis
[NO] 206/1000 | YOLOV11n-Based Hierarchical Framework for Mulberry Leaf Health Assessment
[NO] 207/1000 | Short-Term Optimal Scheduling of Cascade Hydro-Wind-Solar-Pumped Storage System for Maximizing Renewable Energy Consumption
[NO] 208/1000 | Plant Leaf Disease Detection and Severity Estimation Using Ghostnet-VIT and Attention U-Net
[NO] 209/1000 | LLM-Guided Review Condensation for Text-Convolutional Recommendation
[NO] 210/1000 | A PolInSAR Forest Height Inversion Method Considering the Number of Scattering Phase Centers
[NO] 211/1000 | Context-Aware Long-Range Transportation Flow Prediction for Supporting Urban Mobility Informatics
[NO] 212/1000 | A Gaussian Representation-Based Electrical Impedance Tomography Method for Tumor Imaging
[NO] 213/1000 | AI-based Automated Food Recognition and Pay-As-You-Eat Billing System
[NO] 214/1000 | A Multi-Scale BiLSTM-Transformer Model for Viewport Prediction in Volumetric Video
[NO] 215/1000 | ObliMIG: Enabling Data Migration on Oblivious Storage without Interruption
[NO] 216/1000 | MNEMOS: A GPU-Based TFHE Acceleration Framework with Memory Access Optimization
[NO] 217/1000 | Improved Ant Colony Optimization for Revolving Path Planning
[NO] 218/1000 | VIBEFACE - Video and Image Biometric Dataset for Evaluation of Faces
[NO] 219/1000 | Robust Semantic Communication: A Dimension Selective Fading Analysis and Repair Approach
[NO] 220/1000 | DHMNN: A Hypergraph Motif-Based Framework for Directed Hyperlink Prediction
