[2026-09-01 23:49:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-31
正在获取论文...
[arXiv] 2026-08-31 | MURANO: Design, Run, and Reproduce Mechanistic Interpretability Experiments as Composable Pipelines
[NO] 157/2000 | Convergence of symmetries: nilpotency, dimension, and perfectness
[NO] 158/2000 | Evaluating and Improving LLM Self-Modeling
[NO] 159/2000 | Öpik-type collision frequency for Kozai-driven projectiles: Target bodies on eccentric and inclined orbits
[NO] 160/2000 | On a pointwise estimate for a weighted rough singular integral operator in stratified Lie groups and applications
[NO] 161/2000 | SCI-D$^2$NN: An Optimization Framework for OAM-Multiplexed FSO Communications
[NO] 162/2000 | Taking the Whys Seriously: Limitations of Counterfactual Explanations in Justification and Recourse
[NO] 163/2000 | Interfacial Spin-to-Charge Conversion in Sputtered MoTe2 Heterostructures Probed by Spin Pumping and Spin-Torque Ferromagnetic Resonance
[NO] 164/2000 | Breaking the Exponential Barrier: The First Polynomial-Time Algorithm for the Győri-Lovász Theorem
[NO] 165/2000 | Subconvexity of Short $k$-Free Exponential Sums in $\mathbb{F}_q[t]$
[NO] 166/2000 | LightNav-0: Eliciting VLM Spatial Intelligence for Generalist Embodied Navigation
[NO] 167/2000 | TRIPPULSE: Multi-Agent Travel Planning with Review-Grounded Reasoning
[NO] 168/2000 | Learning rules for complex-valued patterns in networks of oscillators
[NO] 169/2000 | Computational free will as global selection: from sheaf-theoretic gluing to a conditional separation of P and NP
[NO] 170/2000 | Fine structure of the M-center in Si
[NO] 171/2000 | Model reduction of port-Hamiltonian systems via neural networks
[NO] 172/2000 | Gravitational-Wave Echoes from Layered Compact Objects: A Double-Shell Model
[NO] 173/2000 | Kashiwara--Nakashima tableaux, Gelfand--Tsetlin patterns, and quantum symmetric pairs
[NO] 174/2000 | Reciprocity Separates Gradient Flow from Rotation in Conservative Physical Learning
[NO] 175/2000 | Integral Invariants of Vasudeva Murthy's Relaxation Systems: Analysis and Numerical Validation
[NO] 176/2000 | T3S: Improving Multi-Task Reinforcement Learning with Task-Specific Feature Selector and Scheduler
[NO] 177/2000 | ChessQueries: Toward Better Chess Board Recognition
[NO] 178/2000 | PRACTICE: From Experience to Expertise in Self-Evolving Embodied Agents
[NO] 179/2000 | CheXGround: Anatomical Region Tokens for Grounded Longitudinal Chest X-ray Interpretation
[NO] 180/2000 | Learning from What You Retrieve: Online RL Fine-Tuning for Semantic Retrieval
[NO] 181/2000 | Quasi-convexity of energy functions along Teichmüller geodesics
[NO] 182/2000 | Importance Sampling Enhanced with the COS Method for the Portfolio Risk Allocation
[NO] 183/2000 | The Fragility of Jailbreak Robustness Across Operational States
[NO] 184/2000 | $\sqrtΔ$-Fine Rings
[NO] 185/2000 | Robust bistable vortex light bullets in graded-index multimode fibers
[NO] 186/2000 | Where Do Multilingual Vision-Language Encoders Fail on Low-Resource Languages?
[NO] 187/2000 | GUIDE: Guiding Internal Evidence with Language Instructions
[NO] 188/2000 | An Agentic Retrobiosynthesis Framework with Learned Frontier Selection
[NO] 189/2000 | Convex hulls and area minimizing currents in asymptotically locally hyperbolic manifolds
[NO] 190/2000 | Failure or Drift? Evaluating Monocular SLAM under Synthetic and Real-World Corruptions
[NO] 191/2000 | ATLAS: Dual-Horizon Diagnostic Evaluation for Industrial Tool-Use Agents
[NO] 192/2000 | OCR-MetaReasoning Benchmark: Evaluating the Meta-Reasoning Ability of MLLMs in Text-Rich Image Understanding
[NO] 193/2000 | Guided navigation in turbulence
[NO] 194/2000 | Breakdown of Charge-Conjugation Symmetry of Disclinations in 2D Crystals
[NO] 195/2000 | Anomalous temperature dependence in phase transitions via ballistic coalescence
[NO] 196/2000 | Parameter Estimation of Power Electronic Converters with Differentiable Physics Simulation
[NO] 197/2000 | Measuring peculiar velocity and tomographic redshift dipole with DESI DR1 catalogs
[NO] 198/2000 | Production of the $φ$ and $Ω$ via recombination of jet parton showers in relativistic heavy ion collisions
[NO] 199/2000 | Ray Tracing-Based LoRaWAN Gateway Placement for Reliable Connectivity in Amazonian Regions
[NO] 200/2000 | Zeva: In-Context Causal Learning for Generalizable Embodied Manipulation
[NO] 201/2000 | A Decomposition Theorem for Topological Semi-small Maps
[NO] 202/2000 | SurgSkill-Bench: A Benchmark for Multimodal Surgical Skill Assessment
[NO] 203/2000 | On the relaxation problem in statistical mechanics
[NO] 204/2000 | Holographic subregion complexity in insulator/superconductor transition
[NO] 205/2000 | Approximate Gromov--Hausdorff continuity of magnitude and weighting
[NO] 206/2000 | Role of self-coherence in single-electron phase contrast imaging
[NO] 207/2000 | Explainable deformable matched filtering reveals measurable departures from classical receiver theory in optical wireless communications
[NO] 208/2000 | Towards Site-Selective Fabrication of Near-Infrared Emitters in hBN
[NO] 209/2000 | RealOOB: A Definition-Consistent Real-World Oriented Occlusion Boundary Benchmark
[NO] 210/2000 | What Emerges and What Breaks in Self-Play Driving
[NO] 211/2000 | ProofPulse: Interactive Proof Coverage Analysis for Dafny
[NO] 212/2000 | A general framework for disturbance compensation in airborne and seaborne gravimetry supported by machine learning
[NO] 213/2000 | Study of Butterfly-Shaped Coronal Hole Evolution Across the Solar Disk
[NO] 214/2000 | Normal and Lognormal Asymptotics for Lattice-Point Counts in Random Translates of High-Dimensional Balls
[NO] 215/2000 | Kinetic temperatures and inertial effects in a nonequilibrium bead-spring model
[NO] 216/2000 | Reduced polynomial lifts of APN permutations over Galois rings and effective non-APN bounds
[NO] 217/2000 | Isodiametric-type upper bounds for Steklov eigenvalues
[NO] 218/2000 | Aggregate Disambiguation Systems
[YES] 219/2000 | Schwarz: Solver-Aware Agentic Program Verification
[NO] 220/2000 | Power and sample size calculations for causal mediation analysis with a binary mediator in randomized trials
[NO] 221/2000 | Lie nilpotency index of skew symmetric elements in group algebras
[NO] 222/2000 | Locally-Guided Actor-Critic: Training a Goal-conditioned Actor with a Subgoal-aware Critic
[NO] 223/2000 | Extending the Pnictide Chemical Space for Photovoltaics
[NO] 224/2000 | When LLM Meets Tree Search: A Systematic View of Inference as Search in Large Language Models
[NO] 225/2000 | Foundation Models Meet Agriculture: Challenges Beyond Pretraining
[NO] 226/2000 | $13$ unknowns over quadratic integer rings and Lucas congruences
[NO] 227/2000 | Detecting DBMS Bugs by Constructing Equivalent Representations of Intermediate Query Results
[NO] 228/2000 | Using Hyper-V Sockets for Real-time Data Extraction from a Malware Analysis Sandbox
[NO] 229/2000 | SpectraTac: A Compact Camera-Free Optical Tactile Sensor with Distributed Color Sensing
[NO] 230/2000 | Will the User Ever Know? Covert Indirect Prompt Injection on Tool-Using LLM Agents
[NO] 231/2000 | Seeing the Unseen: Camouflaged Object Detection Beyond the Visible Spectrum
[NO] 232/2000 | Classification complexity of homeomorphism group actions
[NO] 233/2000 | Proximity3D: Shape from Capacitive Proximity on Sensing Manifold
[NO] 234/2000 | DOBI: Dynamic Opportunistic Body Input via Spare Joint Recruitment for Hands-Free XR
[NO] 235/2000 | Cartesian tensor equivariant machine-learning force field for spin-dependent atomistic simulations
[NO] 236/2000 | Unconditional Finiteness of the Number of Critical Points of Gaussian Mixture Densities
[NO] 237/2000 | A Roadmap to Available ICS Datasets and Testbeds for Cybersecurity Research
[NO] 238/2000 | Bergsma--Dassios Sign Covariance Characterises Independence for Arbitrary Real-Valued Bivariate Laws
[NO] 239/2000 | Ouroboros: Self-Referential Backdoor Attacks on Speech Enhancement via Clean Audio Triggers
[NO] 240/2000 | Sequential Trajectories and Simultaneous Blending: Multi-Emotion Modeling for Instruction-Following TTS
[NO] 241/2000 | Generative multi-domain transfer learning for fault detection in data-scarce wind turbines
[NO] 242/2000 | Indirect stabilization of N -level quantum systems
[NO] 243/2000 | Lazy Grounding: Attacking Search Agents with Factual Evidence
[NO] 244/2000 | Failure of the Proposed Local Decay Formula for Local Arnold Multiplicities under Twisted Kähler--Ricci Flow
[NO] 245/2000 | Sensitivity Comparison of Microwave-Frequency and Optical Fibre Interferometry Based on State-of-the-Art Components
[NO] 246/2000 | A note on the center of the queer super Yangian ${\rm Y}(\mathfrak{q}_1)$
[NO] 247/2000 | PEARL: Front-Loading Relational Chains for Multi-Hop Table Retrieval
[NO] 248/2000 | BCPPO: Bachelier-Inspired Constrained Proximal Policy Optimization for Tail-Risk-Aware Safe Reinforcement Learning
[NO] 249/2000 | Efficient biphoton generation by a waveguide-coupled single atom
[NO] 250/2000 | SoniMet - A tool for sonifying and visualizing the performance of single researchers
[NO] 251/2000 | Strengthening Recursive Constructions for Zero-Error Shannon Capacity
[YES] 252/2000 | FABO: Agent-Guided Discovery of Joint Breakpoint Optimization for Timing-Driven Routing Trees
[NO] 253/2000 | Estimating Population-Risk Curves Along Nonconvex Gradient Flows from the Training Sample
[NO] 254/2000 | Subspace Based Identification of Errors-in-Variables Linear Descriptor Systems
[NO] 255/2000 | Stratified Consistency Distillation for Natural Language Formalization
[NO] 256/2000 | Mesh-Uniform Power Stability of Two-Relaxation-Time Vector Lattice Boltzmann Schemes with Reversible Boundaries
[NO] 257/2000 | Spin-dependent fermion potentials from mixed tensor couplings of massive spin-1 and spin-2 bosons
[NO] 258/2000 | GPU-Parallelization of Markov Chain Pool Decoding with Unbiased MCMC
[NO] 259/2000 | Unrestricted Boolean Multiplicative Complexity of Four-Term Binary Polynomial Multiplication: Rational Places, Hasse Jets, and the Failure of Nonlinear Feedback
[NO] 260/2000 | Motus2: A Self-Evolving General World Model for Dexterous Manipulation
[NO] 261/2000 | Quantifying and Mitigating Korean Jamo-Level Typographical Vulnerabilities in Large Language Models
[NO] 262/2000 | Optimized Modular Design and Development of a Tilt-Rotor Bicopter Drone
[NO] 263/2000 | Compactification of $\operatorname{SL}(3,\mathbb{C})$-Character Varieties of Surfaces via Skein Algebras
[NO] 264/2000 | SPARK: Skeleton-Guided Reasoning Synthesis from Large-Scale Scientific Literature
[NO] 265/2000 | Towards a Joint Khmer Text Recognition and Word Segmentation
[NO] 266/2000 | Frontier vision-language models have overtaken young adults at detecting AI-generated portraits -- but not their calibration
[NO] 267/2000 | ALTSTEER: Selective Safety Steering for Moving Beyond Hard Refusals to Constructive Alternatives
[NO] 268/2000 | The PUR-1 Cyber-Physical Digital Twin
[NO] 269/2000 | Understanding Stage-Wise Utility-Risk Trade-offs in LLM Agent Memory
[NO] 270/2000 | Data and code for collision-model Dicke-state preparation: depth-fidelity frontiers, circuit costs, and superconducting-processor measurements
[NO] 271/2000 | Exact counting of spherical metrics with one conical singularity on rectangular tori
[NO] 272/2000 | Reducio: Optimized Confidential Serverless Cloud Deployments for Enterprise Customers
[NO] 273/2000 | Event-Inference Reliability for Physical AI over Wireless Networks
[NO] 274/2000 | Topological and spin-orbit effects on orbital moments in ultra-thin magnetic films
[NO] 275/2000 | Three Steps at a Time: Learning Representations from Action Sequences in Contrastive RL
[NO] 276/2000 | Energy Efficiency in Microwave Linear Analog Computer (MiLAC)-Enabled Communications
[NO] 277/2000 | Compressed Single-Tone Frequency Estimation With Unknown Complex Gain: Singular Rates and Global Identifiability
[NO] 278/2000 | Joint Equidistribution of Subspaces of Bounded Height in Rigid Adelic Spaces
[NO] 279/2000 | A Full-Sequence Quantitative Gap Between the Chromatic and Cochromatic Numbers of a Random Graph
[NO] 280/2000 | The Homotopy Types of the Independence and Perfect Matching Complex of Möbius Ladder Graph
[NO] 281/2000 | State of Health Estimation using Convolutional and Bidirectional LSTM Neural Networks tuned by Bayesian Optimization
[NO] 282/2000 | Unary Functions, Automorphisms, and Unlabeled First-Order Model Counting
[NO] 283/2000 | Compactly Supported Solutions near a Nehari Critical Value
[NO] 284/2000 | A Counterexample to Belinsky's Conjecture on Cesàro Means at Lebesgue Points
[NO] 285/2000 | Exposing the Invisible: Detecting Stealthy Parameter-Based Cyber-Attacks on Inverter Synchronization Loops
[NO] 286/2000 | Last two pieces of the puzzle for unsolvability of a system of two quadratic (in)equalities
[NO] 287/2000 | Modality Disentangled Learning for Incomplete Multimodal Emotion Recognition: A Primitive Memory Distillation Perspective
[NO] 288/2000 | Charmonium production in p+A collisions at SPS and FAIR energies
[NO] 289/2000 | Interferometric Survey of Stellar Parameters: Towards homogeneous FGK stars parameters and surface-brightness color relation in the context of PLATO space mission
[NO] 290/2000 | Preference Shapes Relevance: Cross-component Hierarchical Semantic Alignment for Personalized Generative Retrieval
[NO] 291/2000 | Joint Observations of PTPS Targets (JOTA). Combined spectroscopic and photometric analysis of 16 SB1 systems
[NO] 292/2000 | Foundation Models for Wireless Localization: Pretraining, Adaptation, and Utilization
[NO] 293/2000 | Curves of constant width and Lebesgue's covering problem
[NO] 294/2000 | Minerals in the Wild: A Hyperspectral-XRF Dataset for Elemental Composition Estimation
[NO] 295/2000 | Exact fluctuation relations in voltage- and temperature-biased Laughlin-edge constrictions
[NO] 296/2000 | Grow-up rates of inhomogeneous semilinear heat equations in the critical dimension
[NO] 297/2000 | Anomaly Detection on Small Industrial Components via Vision-Based Tactile Sensing
[NO] 298/2000 | CM2: Multimodal Cultural Reasoning via an Integrated Multi-Agent Framework
[NO] 299/2000 | The Daugavet property in symmetric operator spaces
[NO] 300/2000 | Two Kinds of Nothing: What Insignificant Results in Finance Actually Show
[NO] 301/2000 | Leveraging Bayesian Optimization for Array Shape Self-Calibration in Underwater DoA Estimation
[NO] 302/2000 | The Koornwinder--Kostenko--Teschl Conjecture for Jacobi Polynomials and the Discrete Laguerre Phase Transition
[NO] 303/2000 | Bounds on the Posterior-to-Prior Ratios for Inclusion Belief under Bounded Differential Privacy
[NO] 304/2000 | Viscoelastic interfacial structures in undersaturated calcium solutions under nanoconfinement
[NO] 305/2000 | Enhancing Low-Resource Language Reasoning via High-Resource Language Feature Transfer
[NO] 306/2000 | From Final Artifacts to Trajectories: Retrospective Process Supervision for Evidence-Grounded Long-Form Generation
[NO] 307/2000 | Marker-Delimited Codes for Short-Blocklength, High-Rate Coding over Multi-Read Edit Channels
[NO] 308/2000 | End-to-End Neural Shrinkage of Indefinite Pairwise Correlation Matrices for Small-Cap-Inclusive Portfolios
[NO] 309/2000 | Non-uniform Memory Partitioning For Low-Power Spiking Neural Networks
[NO] 310/2000 | Abundance of affine algebraic structures on stabilized cotangent bundles of surfaces
[NO] 311/2000 | Evanescent-mode Casimir-Josephson force and gate-controlled resonances in ballistic graphene Josephson junctions
[NO] 312/2000 | A Hybrid PEM-GP Framework for Uncertainty-Aware System Identification of Quadcopters
[NO] 313/2000 | A Physics-Informed, PIV-Based Method for Surface Pressure Reconstruction
[NO] 314/2000 | Lies We Can See: Joint Verbal and Non-Verbal Deception by VLM Agents in Embodied Social Interactions
[NO] 315/2000 | ObjectSplat: Improving Mesh Fidelity and Interactivity for 3D Scenes via Object-Level Mesh Splatting
[NO] 316/2000 | Whole-Slide Image Analysis under Realistic Few-Shot Annotation Protocols
[NO] 317/2000 | CPR for LLMs: Critical-Point Routing against Catastrophic Forgetting in Domain Adaptation
[NO] 318/2000 | Spacelike reduction of the gravitational topological terms and associated helicity densities
[NO] 319/2000 | Tropical Matsusaka and Matsusaka--Ran Criteria
[NO] 320/2000 | Multi-Agent Receding Horizon Games Framework for Autonomous Market Participation
[NO] 321/2000 | Solution and Optimal Strategies for a Differential Game of Pursuit-Evasion with Point-Wise Constraints
[NO] 322/2000 | Efficient and High-Quality Depth Estimation via Pixel-Space Diffusion with Linear Attention
[NO] 323/2000 | Complete characterization of a class of complete permutation quadrinomials over \(\mathbb{F}_{q^2}\)
[NO] 324/2000 | Atmospheric escape fractionates secondary but not primary atmospheres
[NO] 325/2000 | Fluid Antenna Multiple Access for Noise Modulation
[NO] 326/2000 | Graph4BiLO: Graph Neural Network Approximation for Bilevel Mixed-Integer Linear Optimization
[NO] 327/2000 | SMOTE-VAR: An Uncertainty-Aware Oversampling Method for Predicting Depression Remission in University Students
[NO] 328/2000 | Causal inference with staggered entries and effects that change over calendar time
[NO] 329/2000 | Experimental Observation of Mesoscopic Dynamic Fluctuations in Water-Alcohol Mixtures
[NO] 330/2000 | Multifidelity Computer Model Emulation Via Diffusion Model Steering and Targeted Maximum Likelihood
[NO] 331/2000 | Finite-energy spacetimes with torus symmetry. Cauchy stability of Einstein-Euler and Einstein-Navier-Stokes areal flows
[NO] 332/2000 | Efficient search for excitable zero-modes in constrained systems
[NO] 333/2000 | Evolution of Cosmic String Loops under Gravitational Backreaction
[NO] 334/2000 | Coarse-grained models for loop quantum gravity and their renormalization
[NO] 335/2000 | Configurable Semantic Chunking for Biomedical Information Extraction in Retrieval-Augmented Generation
[NO] 336/2000 | Controllability of time-varying lumped semilinear systems
[NO] 337/2000 | Asymptotic Gravitational Radiation of Photon Rockets with $Λ$: Point, String, and Sheet Sources
[NO] 338/2000 | From Threshold Crossing to Wave-function Renormalization: Defining the Pion Mott Temperature in a Magnetic Field
[NO] 339/2000 | Constrained Fair Allocations via Partition Matroid Reductions
[NO] 340/2000 | On the Complexity of the Compatibility Problem for Succinctly Encoded Conditional Distributions
[NO] 341/2000 | Bang vectors in the real polarization problem: The exact dimensional range
[NO] 342/2000 | S3Gym: Can LLMs Turn Self-Testing and Self-Judging into Self-Improvement?
[NO] 343/2000 | On (fake) Stationarity in Stochastic Volterra Equations with Affine Drift and Regular Kernels
[NO] 344/2000 | One Adapter, Many Tasks: Task-Conditioned Feature Transformations for Continual Learning
[NO] 345/2000 | The First Token Is a Clue: Verbalizing Multi-Token Concepts from the J-lens
[NO] 346/2000 | Boundary Quantum Knizhnik-Zamolodchikov Equations and Integrability of Quantum Field Theories with Time-Dependent Bulk and Boundary Coupling Strengths
[NO] 347/2000 | Sycophantic Agreement Transfers with Neutral Data via Contrastive Preference Optimization
[NO] 348/2000 | Large zeta sums and zeros of the Riemann zeta function
[NO] 349/2000 | The toughness of random graphs
[NO] 350/2000 | Segmentation of Bovid Dentition Under Imperfect Annotations: A Comparative Study of Convolutional and Attention Models
[NO] 351/2000 | On the equivalence between the Polchinski flow and the Connes-Kreimer approaches to perturbative renormalisation
[NO] 352/2000 | Does On-Policy Distillation Really Distill? From Noisy Teacher to Self-Improvement
[NO] 353/2000 | Driving on Memory
[NO] 354/2000 | Learning the Geometry of Admissible Hypotheses through Inductive Bias in Training Distributions
[NO] 355/2000 | Semiorthogonal decompositions of stable $\infty$-categories
[NO] 356/2000 | Augmenting Interviewer Judgments of Patient Experience with Automatic Language Analysis
[NO] 357/2000 | From Prompt to Prototype: Towards a Frontier LLM Driven RF Engineering Workflow
[NO] 358/2000 | From Intent to Evidence: Policy-Steered Multi-Strategy Retrieval for Long-Video Agents
[NO] 359/2000 | On almost commuting matrices with respect to the normalized Hilbert--Schmidt norm
[NO] 360/2000 | Faithfulness Is Not Free: Auditing Offline KV-Cache Quantization in Retrieval-Augmented Generation
[NO] 361/2000 | The First Array-Wide Diffuse Flux Search for UHE Neutrinos with the Askaryan Radio Array
[NO] 362/2000 | Stick to What You Know: A Study of Knowledge-Aligned Supervised Fine-Tuning
[NO] 363/2000 | Efficiency of cooperation incentives in evolutionary population games under payoff-observation errors
[NO] 364/2000 | MR-JEPA: A General Purpose Video Foundation Model for Cardiac MRI
[NO] 365/2000 | The Hermon Moment: AI Self-Transcendence and Its Human Narration
[NO] 366/2000 | Saha's ionization in the Schwarzschild spacetime
[NO] 367/2000 | MULTI3IR: A Benchmark for Multi-perspective Multi-domain Multi-modal Information Retrieval
[NO] 368/2000 | Nonparametric Contextual Pricing and Inventory Learning under Censored Demand
[NO] 369/2000 | The DSA/Chronoscope fast radio burst survey: forecasts and science overview
[NO] 370/2000 | MusGU+: Toward a Musician-Centered Evaluation Framework and Discovery Tool for Generative Music AI
[NO] 371/2000 | Goldfarb-Idnani Revisited:Invariants, Certificates, and the Limits of Guessing
[NO] 372/2000 | Stoner contributions to the magnon equation of motion
[NO] 373/2000 | Further Remarks on Separating Words
[NO] 374/2000 | A neural network architecture and training algorithm to predict viscoelastic stresses from vortical data
[NO] 375/2000 | On the first-order deformations of seminormal affine toric varieties
[NO] 376/2000 | Active Brownian Dynamics from a Hamiltonian Model: Transitioning from Equilibrium to Activity
[NO] 377/2000 | Recurrence and capacity of stable branching random walks
[NO] 378/2000 | AI-enabled Low-Cost 3D Maize Ear Morphometry Platform at Breeding Scale
[NO] 379/2000 | The anisotropic Michael-Simon inequality
[NO] 380/2000 | Do VLMs Share Safety Neurons Across Modalities?
[NO] 381/2000 | Dec-BFTRL: Squre-Root Regret for Decentralized Online Upper-Linearizable Optimization under Separation Access with Application to Continuous Submodular Maximization
[NO] 382/2000 | VIBE: Video Instruction-aligned Background music gEneration
[NO] 383/2000 | Entire monotone solutions of the anisotropic Allen-Cahn equation in dimension 5
[NO] 384/2000 | Low-Resource Preference Adaptation of LLMs via Activation-Based Label Propagation
[NO] 385/2000 | Necessity of Ladyzhenskaya \& Ural'tseva's sufficient conditions in nonuniform ellipticity
[NO] 386/2000 | The Cayley Completion of a Graph
[NO] 387/2000 | Comment on "Event-Triggered Stabilization of Linear Time-Delay Systems via Halanay-Type Inequality"
[NO] 388/2000 | Conjugator Lengths and Isoperimetric functions
[NO] 389/2000 | Symmetry-dependence in Rounding of a Convex Body
[NO] 390/2000 | Frequency-resolved ultrafast electron diffraction: visualizing vibrational dynamics in frequency- and real-space
[NO] 391/2000 | Bidding Games with Rewards: Taming Infinite Configuration Space
[NO] 392/2000 | You Shouldn't Have Asked: A Pragmatics-Inspired Taxonomy for Evaluating LLM Refusals
[NO] 393/2000 | Playability-Aware Audio-to-Tablature Guitar Transcription via Diffusion Models
[NO] 394/2000 | Reliable Benchmarking of Artifact Detection in Computational Pathology: A Reproducibility and Uncertainty Analysis
[NO] 395/2000 | Adaptive KV Retention for LLM Agents at Human-Approval Timescales
[NO] 396/2000 | Opinionated, Hesitant and Stressed: Three Studies of How Politicians Speak in Four Slavic Parliaments
[NO] 397/2000 | Error-Type-Aware Loss Reweighting for Robust Named Entity Recognition with Noisy LLM Labels
[NO] 398/2000 | A Composition-Aware Pretraining Framework for Geospatial Foundation Models
[NO] 399/2000 | Stellar streams around dwarf galaxies are observationally rare in the local Universe
[NO] 400/2000 | Tumor boundary instability induced by pressure feedback
[NO] 401/2000 | Conjoint Audio-to-Spikes Encoding and Processing for Efficient Neuromorphic Speech Recognition
[NO] 402/2000 | Anomalies and discrete torsion in Type II and Type I worldsheet theories
[NO] 403/2000 | Clustering based magnetic assays for SARS-CoV-2 detection with scFv-functionalized magnetic nanoparticles
[NO] 404/2000 | Auslander correspondence for higher stable dg categories and cluster Morita theory
[NO] 405/2000 | Density of the multidimensional Lagrange spectrum
[NO] 406/2000 | An Operator-Theoretic Characterization of Gaussian Measure Singularity under Mean Shifts
[NO] 407/2000 | Calibrating Small Language Models for Claim Check-Worthiness Detection
[NO] 408/2000 | E-Commerce Bench: Evaluating LLM Agents on Long-Horizon Autonomous Business Operation
[NO] 409/2000 | RailGen: Improving Railway Intrusion Detection via Agent-Guided Small-Scale Foreign Object Generation
[NO] 410/2000 | A Truncated Majorana
[NO] 411/2000 | On Diagonalizable Delay-Doppler Channels and Their Diagonalizing Waveforms
[NO] 412/2000 | Closing the Verification Loop: Self-Check Captioning for Long-Paragraph Detailed Audio Captioning
[NO] 413/2000 | VisLens: Single-Pass Interpretable Visual Search for Multimodal LLMs
[NO] 414/2000 | Scalable Statistical Inference in Stochastic Gradient Descent
[NO] 415/2000 | Polarized jet anisotropy at the Electron-Ion Collider
[NO] 416/2000 | Photon-efficient quantum repeater chains via hyperentanglement-assisted purification
[NO] 417/2000 | Improvement of the dimension bound for unweighted RCD spaces
[NO] 418/2000 | Camera trap classification with deep learning under ground truth uncertainty
[NO] 419/2000 | Coarse-grained simulations of dsDNA polycatenanes and network formation in annular nanochannels with topoisomerase II
[NO] 420/2000 | Domain-Grounded Tool Orchestration for LLM-Guided Scientific Analysis
[NO] 421/2000 | Rotating-wave approximation for spin-boson models with structured fields
[NO] 422/2000 | Law of Large Numbers: Accuracy as Statistical Measure for AI Compliance and Competition
[NO] 423/2000 | Ice-thickness based scaling of wave attenuation in sea ice: Application and assessment of wave spectra
[NO] 424/2000 | Relative Langlands duality of the Bump-Friedberg-Ginzburg $\mathrm{GSO}_6$-integral
[NO] 425/2000 | Robustness of topological entropy under small area deformations
[NO] 426/2000 | On-sky demonstration of a vector Zernike wavefront sensor in a cascaded adaptive optics system
[NO] 427/2000 | Geometry of Divergence: Tracking Hidden-State Trajectories for Adaptive Multi-Turn Reasoning
[NO] 428/2000 | OCR-Based Field Extraction for Archaeological Pottery Metadata: The CENTURIA Dataset
[NO] 429/2000 | Scale Analysis and Shape Selection for the Generalized Gaussian Mechanism under Approximate Differential Privacy
[NO] 430/2000 | Well-conditioned iterative methods for large open quantum systems
[NO] 431/2000 | Cubic-Root Gaussian Approximation under Unrestricted Covariance
[NO] 432/2000 | Stress-Testing Efficient Responsible-AI Evaluation: When Compute Savings Change Benchmark Conclusions
[NO] 433/2000 | Real-Time Scene-Adaptive Tone Mapping for High-Dynamic Range Object Detection
[NO] 434/2000 | SemPOI-RL: Aligning LLM Semantic Reasoning for Interpretable Out-of-Town POI Sequential Generation
[NO] 435/2000 | Using Grounded Theory for Agent Behavior Analysis at Scale
[NO] 436/2000 | PRISM: Predictive Recomposition via Semantic Latent Decomposition for View-invariant Video Representation Learning
[NO] 437/2000 | RSLM: Training-Free Vector Quantization for Approximate Nearest Neighbor Search
[NO] 438/2000 | Pseudospin Dynamics of Charge Order
[NO] 439/2000 | KORD: Breaking the Key-Generation Bottleneck in Dealerless FSS via Protocol--Hardware Co-Design
[NO] 440/2000 | Compact and Infinite-Order Error Analysis for Null-Space SVD Estimation
[NO] 441/2000 | Beyond Churn: Predicting Financial Fragmentation in Retail Banking with Temporal Machine Learning
[NO] 442/2000 | Quantum Imaginary Time Evolution on an Infinite 1D Chain
[NO] 443/2000 | Search for proton decay into a single charged antilepton and a massless invisible particle using the full pure water data set of Super-Kamiokande
[NO] 444/2000 | An Optimal Separation Between Certificate Complexity and Approximate Degree
[NO] 445/2000 | CapFrame: Text-Instructed Viewpoint Grounding in 3D Gaussian Scenes via Geometric Pseudo Labels
[NO] 446/2000 | Holographic Representations of Topological Quantum Criticality: Emergent Symmetry Approach around the Bott Clock
[NO] 447/2000 | Optimal Block Time for AMM Liquidity Providers under Jump-Diffusion Prices
[NO] 448/2000 | On the Design of Qwen3.8-Next Architecture: Evaluation, Efficiency, and Training Stability
[NO] 449/2000 | Converse Barrier Certificates for Set-Based Stochastic Reach-Avoid Verification
[NO] 450/2000 | Weakly Supervised Tabla Stroke Transcription via an Adaptive Dynamic Rhythm Language Model (ADRM)
[NO] 451/2000 | One AI Signal, Many Human Judgments: A Bayesian Cascade Analysis of AI-based Credibility Indicators in Online Information Spread
[NO] 452/2000 | SN 2019cqc: A Hydrogen-rich Superluminous Supernova Showing Electron-Scattering Signatures
[NO] 453/2000 | The Erdélyi--Magnus--Nevai and Krasikov Conjectures for Jacobi Polynomials
[NO] 454/2000 | Beating Quadratic Time--Message Trade-off in Distributed Minimum Spanning Tree Construction
[NO] 455/2000 | Mechanism Design for Facility Location Games Under a Prelocated Facility
[NO] 456/2000 | A Note on the Converse Sendov Problem
[NO] 457/2000 | Best Annealing Path of Quantum Annealing via Efficient Adiabatic Phase Transition
[NO] 458/2000 | An Explicit Family of Log-Concave Counterexamples to the Gaussian Completely Monotone Conjecture
[NO] 459/2000 | High energy thermal photons from chirally imbalanced QGP
[NO] 460/2000 | Beyond Surface Forms: Symbolic Edits as a Test for Logical Reasoning with LLMs
[NO] 461/2000 | Exact Recovery Thresholds for Weighted Data Selection in Vector-Valued Linear Regression
[YES] 462/2000 | DSEffi-Bench: Demystifying Large Language Models' Capability in Efficient Data Science Code Generation
[NO] 463/2000 | ABRR Summation Formulas for Relative Extremal Projectors
