[2026-08-10 22:36:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-09
正在获取论文...
[IEEE] 2026-8-10 | 190VPP High-Voltage Capacitive Piezoelectric Ceramic Drive Circuit Design
[NO] 34/1000 | BB-CIM: A Back-Bias Tuned Analog Compute In-Memory in 22nm FD-SOI for Improved Power-efficiency
[NO] 35/1000 | Nest: Adaptive Tree-Graph Vector Database for Energy-Constrained Edge Devices
[NO] 36/1000 | Exploiting Data Truncation for Lifetime Extension in ORB Accelerators
[NO] 37/1000 | Vertical GaN Trench MOSFET at Cryogenic Temperatures: Interface Engineering and Physics-Based Modeling
[NO] 38/1000 | Simulation and Characterization of Cooled Silicon Bolometers for the B-BOP SPICA Polarimetric Camera Instrument
[NO] 39/1000 | Table of Contents
[NO] 40/1000 | DACT: A Dual-Attention Encoder with Calendar Tokens for Microgrid Load and Import Forecasting
[NO] 41/1000 | A Coverage Path Planning Algorithm Intergrated with Reinforcement Learning
[NO] 42/1000 | HGKAN: Hypergraph Kolmogorov-Arnold Networks for Interpretable Prediction of Herb–Symptom Associations
[NO] 43/1000 | Research and design of multimodal data-driven AI Intelligent diagnosis system for tongue diagnosis of traditional Chinese Medicine
[NO] 44/1000 | A Method for Automatic Recommendation of AI Course Inquiry Templates on the Power Grid PC Platform Based on Multimodal Semantic Parsing
[NO] 45/1000 | Designing an Optimized Metaverse for Immersive Johor Cultural Heritage Tourism
[NO] 46/1000 | An Adaptive VMD Method for Single-Channel Underdetermined Blind Source Separation Guided by K-Means Clustering
[NO] 47/1000 | Scan-Specific Hash-Based Parallel MRI Reconstruction Network
[NO] 48/1000 | High Frame Rate iToF-Flow-Based Depth Imaging Enabled by Local Linear Transfer
[NO] 49/1000 | CPAD: Cross-Modal Physics-Aware Disentanglement for Robust Acoustic Sensing in Gesture Recognition
[NO] 50/1000 | Drone Sound Source Localization Using Distributed Microphone Arrays
[NO] 51/1000 | Data Augmentation and Vision-Language Pre-trained Model Transfer for Data-Scarce Disaster Scene Image Classification
[NO] 52/1000 | Real-Time Water-Surface Floating Object Detection on RV1126
[NO] 53/1000 | A fault detection and location method for HVDC transmission lines based on distributed multi-pulse sources
[NO] 54/1000 | Simultaneous State and ZMP Tracking Model Predictive Control for Balanced Quadrupedal Gaits
[NO] 55/1000 | Research on vehicle safety early warning technology in intelligent transportation system
[NO] 56/1000 | Geo-Distributed Workload Scheduling of Cloud Data Centers through Consensus-Based Asynchronous Decentralized Algorithm_supp1-3721771.pdf
[NO] 57/1000 | A Data-Driven State-Derivative-Aware Neural Controlled Differential Equation Framework for Multi-Sensor Bearing Fault Diagnosis
[NO] 58/1000 | PGFDepth: Prompt-guided Gated Fusion for Robust Depth Estimation
[NO] 59/1000 | Open Challenges for Secure and Scalable Wi-Fi Connectivity in Rural Areas
[NO] 60/1000 | GCR-RL: Gradient Control Reward Shaping for Reinforcement Learning
[NO] 61/1000 | Methodology and Case Study of Energy Efficiency Retrofit Measurement and Verification (M&amp;V) for Data Centers Based on Standard Framework
[NO] 62/1000 | Physics-Guided FE Surrogate CDNN with Grouped Attention and Monotonicity Constraints for Solder Joint Thermal Fatigue Life Prediction
[NO] 63/1000 | An Alternating Iterative Optimization Method for Sparse Arrays in Distributed Arrays
[NO] 64/1000 | A Model Predictive PI Control Strategy for CC/CV Charging in a LCC-LCC Compensated EV Static Wireless Power Transfer System
[NO] 65/1000 | On Asynchronous Bipartite Consensus Over Quasi-Structurally Balanced Signed Networks
[NO] 66/1000 | Copyright Page
[NO] 67/1000 | Real-Time Traffic Data Acquisition, Transmission, and Visualization Test System Based on Physical-Virtual Integration
[NO] 68/1000 | Conditional Denoising Diffusion Probabilistic Models for Indoor Scene Generation: A Comparative Study on the Habitat Dataset
[NO] 69/1000 | Query Optimization: Lightweight Reinforcement Learning for SQL Join Optimization
[NO] 70/1000 | Zero-Output Temperature Compensation Method for a MEMS Electric-Field Sensor Based on GA-LSSVM
[NO] 71/1000 | ML approach for predicting the properties of ceramic products
[NO] 72/1000 | Understanding the Behavioral Intention of Generative AI among Art and Design Students: An Integrated Framework of Self-Determination Theory and Technology Acceptance Model
[NO] 73/1000 | p-Type Sensing in Sulfur-Doped SnO
                    <sub>2</sub>
                    Quantum Dot Films for Sensitive and Selective NH
                    <sub>3</sub>
                    Detection at Room Temperature
[NO] 74/1000 | From Trust to Lock-In: Human-Centered AI for Understanding Investment Fraud Narratives in Indian Digital Communities
[NO] 75/1000 | Lifecycle Energy Reduction for Spatio Temporal GNNs via Sparse Aware Training and Continual Learning
[NO] 76/1000 | An Adaptive Dead-Time Control Strategy for Soft-Switching Three-Phase Inverter Based on SiC MOSFET Turn-Off Transient Model
[NO] 77/1000 | A Knowledge Distillation Framework for Edge-Aware Optimization of Intelligent Data
[NO] 78/1000 | Research on Industrial Weld Defect Detection Based on EfficientNetB0 and Spatial Attention Mechanism
[NO] 79/1000 | Self-Supervised Hybrid Vision Transformer with Adaptive Token Selection for Early Lung and Colon Cancer Detection
[NO] 80/1000 | TinyCAN-LLM: A Lightweight Language Model Framework for CAN Bus Intrusion Detection in Internet of Vehicles
[NO] 81/1000 | Lightweight Convolutional Neural Networks for Wheat Disease Detection and Classification: A Review and Comparative Study from Field to Storage
[NO] 82/1000 | Intellectual Smart Hybrid AI System for Real-Time Threat Intelligence in the Internet
[NO] 83/1000 | A DSL-Based Agent Framework for Reliable LLM Arithmetic using Model Context Protocol
[NO] 84/1000 | Federated Learning Computational Cost Analysis
[YES] 85/1000 | Automated Heuristic Generation with Large Language Models for 3D UAV Inspection Routing
[NO] 86/1000 | Non-Reciprocal RIS-Aided Self-Interference Cancellation in Full-Duplex Communications
[NO] 87/1000 | DCE: Dual Clustering for Temporal Heterogeneity and Channel Correlation in Multivariate Time Series Forecasting
[NO] 88/1000 | Free Component Analysis-Based Non-Invasive Power Decomposition for Enhanced Grid Situation Awareness
[NO] 89/1000 | TGFS-YOLONet: Frequency–Spatial Dual-Enhancement Network for Tea Geometrid Detection in Complex Tea Plantation Backgrounds
[NO] 90/1000 | Adapting FlexLLMGen to Qwen3 Dense and Mixture-of-Experts Models
[NO] 91/1000 | Steering Committee
[NO] 92/1000 | Data-Driven Collaborative Perception and Predictive Control for Humanoid Robot Swarms in Unstructured Environments
[NO] 93/1000 | A Study on the Optimization of the XGBoost Model for Short-Term Traffic Flow Forecasting
[NO] 94/1000 | Event-Triggered Output Feedback Lyapunov-Based Distributed Model Predictive Control for Large-Scale Nonlinear Systems
[NO] 95/1000 | An Optimal Configuration Method of the Hybrid Energy Storage System for Zero-Carbon Power Systems Based on Improved Particle Swarm Optimization Algorithm
[NO] 96/1000 | Pathfinder: Efficient Snow Depth, Stratigraphy and Uncertainty Determination From Radar Measurements
[NO] 97/1000 | Bidirectional Resonance Wireless Power Transfer Module for Portable Devices
[NO] 98/1000 | Towards Breathable Distributed Systems: An Architecture for Cross-Platform Task Migration
[YES] 99/1000 | AI-Assisted Radio-Frequency and mm-Wave Layout Using Electromagnetic Surrogates and Frequency-Adaptive Rules
[NO] 100/1000 | A multi-modal missing bearing fault diagnosis method based on missing proxy and multi-constraint learning
[NO] 101/1000 | Gain Improvement of Antenna-Radome System Based on Phase Compensation Scheme Using Transmissive Metasurface
[NO] 102/1000 | Industrial Big Data-Oriented Missing-Aware Intelligent Fault Diagnosis Under Incomplete Vibration Signals
[NO] 103/1000 | Distilling Domain Knowledge into Smaller LLMs using RAG-Assisted Fine-Tuning
[NO] 104/1000 | Extending the Linear Modulation Range of a Nine-Level Inverter Drive Fed From a Quasi-Square Wave Inverter and a Switched Capacitor Sourced Inverter From the Other End as a Harmonic Filter
[NO] 105/1000 | YOLOv11s-ARC: A Lightweight Detector for Insulators and Anomalies on Transmission Lines
[NO] 106/1000 | Derivative-Free Emergent Optimization via Local Rules and Cellular Automata
[NO] 107/1000 | Skeleton-Based Action Recognition for Complex Dance Motion Using Graph Neural Networks
[NO] 108/1000 | Single-Phase Power Electronics Transformer with Wide Input Range Voltage Regulation and High Power Density Capability
[NO] 109/1000 | Explainability-Driven Decision Gating for Risk-Controlled Algorithmic Trading
[NO] 110/1000 | Vector-Space Projection and Unified Complex-Valued Acceleration for Scaling Matrix-Based Brain-Inspired Representations
[NO] 111/1000 | Design of an 80-Channel High-Precision Frequency Meter Based on FPGA Quadrature Phase Interpolation
[NO] 112/1000 | Knowledge Distillation and Improved ViT Based Disease Recognition of Apple Leaf
[NO] 113/1000 | TriPST-Net: Phase-Aware Lightweight Tri-Branch Spatio-Temporal Graph Neural Networks for Traffic Sequence Forecasting
[NO] 114/1000 | Demo Abstract: An Energy-Efficient Crossbar-Free Oscillatory Neural Network Accelerator for Near-Sensor Edge AI
[NO] 115/1000 | Low-Profile Circularly Polarized Dielectric Patch Antenna and Array for Millimeter-Wave Bands
[NO] 116/1000 | MoneyQuest: A Gamified Life-Scale Personal Finance Platform with AI Driven Coaching and Embedded Tax Compliance
[NO] 117/1000 | Alert: An Augmented Reality Intelligent Learning System for Environmental Robotics Education
[NO] 118/1000 | Guest Editorial: T-ED Special Issue on Reliability of Advanced Nodes
[NO] 119/1000 | IEEE Open Access Publishing
[NO] 120/1000 | Three-Dimensional Surrogate Modeling and Extrapolation Based on Physics-Aware Machine Learning
[NO] 121/1000 | DeepBSS++: A Hybrid Framework Integrating Transfer Learning, Spatiotemporal Transformers, and Graph Neural Networks for Blind Source Separation of Electroencephalogram Signals
[NO] 122/1000 | EDRIC: Embracing 1D Autoencoder for Real-time Lossy LiDAR Reflectance Compression_supp1-3719469.pdf
[NO] 123/1000 | Compact High Turns Ratio Superconducting Transformer: Comparison between Cu and REBCO winding materials
[NO] 124/1000 | Slant-Precoded OTFS-Like Waveform for PAPR Reduction under Affine Doppler Drift
[NO] 125/1000 | Quantitative synthetic aperture radar inversion
[NO] 126/1000 | Steering AI Tutors Through System Prompts: A Crossover Study on Self-Regulated Learning and Cognitive Engagement Scaffolds in CS1
[NO] 127/1000 | Recursion vs Iteration: Activity-Sensitive differences across Use–Modify–Create Tasks in CS1
[NO] 128/1000 | The Impact of Introducing a Computer Science Course in Flemish Secondary Education on the Prior Programming Knowledge of Engineering Students
[NO] 129/1000 | Design and Implementation of a PD Controller on an STM32 Microcontroller for a Dual-Rotor Thrust-Balancing Platform
[NO] 130/1000 | Fronthaul Compression and RIS Beamforming Design for Cloud-RAN: Active RIS vs. Passive RIS
[NO] 131/1000 | Task-Oriented Intelligent Bundle Protocol in Large-Scale Heterogeneous Satellite Networks: A Large Language Model Approach
[NO] 132/1000 | Research on Initial Alignment of Maritime Ships Based on Active Disturbance Rejection Control Technology
[NO] 133/1000 | Message from the Program Chairs
[NO] 134/1000 | Rapidity and Stability Control Strategy of PMSM Based on a Novel B-ADRC
[NO] 135/1000 | Multinomial Logistic Regression for Interpretable Multiclass Decision Systems: A Systematic Review and Integrated Research Framework
[NO] 136/1000 | AESS Engineering_Scholarship Recipients
[NO] 137/1000 | IEEE Open Access Publishing
[NO] 138/1000 | Development of an In-Situ Permanent Magnet Switching System for Ferrofluid Robot Locomotion and Deformation Control_supp2-3715362.mp4
[NO] 139/1000 | On the Low-Frequency Limit of Widescreen Aperture Compact Range
[NO] 140/1000 | A Novel Highly Selectivity Full-Frequency Protection Ultra-Wideband Polarization, Frequency, and Energy Selectivity Integrated Surface
[NO] 141/1000 | Energy Efficiency of SIMD-Vectorized Li-ion Battery Cluster Simulation on a Hybrid-Core CPU
[NO] 142/1000 | Multi-Terminal Secure Transmission Method for Due Diligence Data Based on the Present Block Cipher
[NO] 143/1000 | Sparsity-and-Variance Driven Neural Network Algorithm for Large-scale Task Scheduling
[NO] 144/1000 | Reusable Battery-Free Hand Warming Gloves Based on Exothermic Crystallisation
[NO] 145/1000 | Low-cost closed-loop speed control for a Coreless motor using MT6816 magnetic encoder
[NO] 146/1000 | Direct Position Determination Algorithm Based on Matrix Reconstruction for Decorrelation
[NO] 147/1000 | Research on Non-Interruption Ice Melting Method for Distribution Network Based on Heat-Resistant Conductors
[NO] 148/1000 | YOLOv8s with Deep-Stage Multi-Head Self-Attention and Bayesian Optimization for Caries Localization in Periapical Radiographs
[NO] 149/1000 | Kernel Based Grid Search SVM in FO Integrated Medical Devices for Maintenance in Hospital
[NO] 150/1000 | Blank Page
[NO] 151/1000 | Characterizing Functions of Pseudo-$n$-Uninorms with Continuous Underlying Functions
[NO] 152/1000 | Guest Editorial: Introducton to the 2025 EMBC Special Issue of the IEEE Transactions on Biomedical Engineering
[NO] 153/1000 | A Hybrid Deep Learning and Forensic Feature Analysis Framework for Automated Currency Authentication
[NO] 154/1000 | Resource Allocation in Multi-Fog/Cloud Systems Using Reinforcement Learning
[NO] 155/1000 | In-Vehicle OTA Systems: Update Schemes, and Recall Analysis Under Evolving E/E Architectures
[NO] 156/1000 | Stacking Ensemble Network Intrusion Detection Model Based on 1D-CNN and Attention Mechanism
[NO] 157/1000 | Compressed Sensing via Sequential Majorization-Minimization and Collaborative Neurodynamic Optimization
[NO] 158/1000 | Observer-Based Adaptive Estimation for Time Delay Hyperbolic PDE Systems With Application to Traffic Dynamics
[NO] 159/1000 | Adaptive Task Scheduling for Edge Large Language Models Based on Multi-Source Sensing Context
[NO] 160/1000 | Fuzzy C-Means Based Dropout Layer for Deep Neural Networks
[NO] 161/1000 | Comparative Study on NBIS Reliability of Top-Gate a-IGZO TFTs with Different Gate Insulator Processes
[NO] 162/1000 | Hierarchical Intent-Aware Shared Control for RCM-Constrained Surgical Robot Manipulation
[NO] 163/1000 | From Pneumonia to Multi-Disease: Interpretable and Uncertainty-Aware Semi-Supervised Learning Strategies for Chest X-Ray Classification
[NO] 164/1000 | Automated Image Restoration via Blind PnP-ADMM and Structural-Weighted Residual Refinement
[NO] 165/1000 | A lightweight Vision Transformer with enhanced Background Suppression for GPR-Based Pavement Interlayer Distress classification
[NO] 166/1000 | Research on Planning Layout of Phase Modification Retrofit for Thermal Power Units and Power Grid Stability Improvement
[NO] 167/1000 | ICBDSE 2026 Cover Page
[NO] 168/1000 | EMG-based personalization of robotic ankle-foot orthosis assistance using Human-in-the-Loop optimization during squatting
[NO] 169/1000 | CARE: A Calibration-Aware Framework for Cyberbullying Detection Under Distribution Shift
[NO] 170/1000 | Data-Driven Visual Perception and Trajectory Planning for AprilTag-Based Precision Landing of eVTOL Aircraft
[NO] 171/1000 | Enhanced Dual-Compensation Tracking Differentiator for Linear Active Disturbance Rejection Control of PMSM Position Servo System
[NO] 172/1000 | EITCE 2026 Author Information Page
[NO] 173/1000 | Transmission Line Equipment Defect Detection Based on an Improved RT-DETR
[NO] 174/1000 | The Use of Computational Thinking Skills, Difficulties, and Strategies of Introductory Programming Students Solving Bebras Tasks
[NO] 175/1000 | A Path-Frequency Unit Prediction Method for Microwave QR-Code Structures
[NO] 176/1000 | Cyberbullying Detection on Social Media: Benchmarking Multiple Models
[NO] 177/1000 | Camera-RFID Fusion for Robust Asset Tracking in Forested Environments
[NO] 178/1000 | Incorporating Reflection Mechanism into Multi-Modal Reasoning for MLLMs
[NO] 179/1000 | A Co-driven Digital Twin Modelling Approach for Distribution Networks Based on AMI Measurement Data and Physical Models
[NO] 180/1000 | SOH Estimation for Lithium Metal Batteries Across Different Charging Rates Based on Transfer Learning and Channel Attention Mechanism
[NO] 181/1000 | A Current Source Rectifier-Based Modular Battery Charger Topology for Battery Swapping Systems
[NO] 182/1000 | Region-Aware QoS Prediction in UAV-Assisted Edge Computing Networks
[NO] 183/1000 | Design of a Virtual Reality–Based Framework for ACT Delivery in Chronic Post-Stroke Pain
[NO] 184/1000 | Vessel Classification in Maritime Security Using Fractional Factorial Design and ANOVA
[NO] 185/1000 | Passive Multi-Target Multiple Hypothesis Tracking Based on Joint Bearing-Frequency-SNR Consistency
[NO] 186/1000 | An Unsupervised Annotation Framework for Primitive States in Non-Intrusive Load Monitoring
[NO] 187/1000 | A Spiking Neural Network-Based Pixel-Level Visual Dynamic Navigation Localization Algorithm for High-Speed Aerial Vehicles
[NO] 188/1000 | Research on Cascade Failure and Resilience Dynamic Evolution of Urban Power Grids under Complex Typhoon Disturbance Fields
[NO] 189/1000 | Phase Difference Characteristics of Electrode-Pair Antenna and Magnetic Antenna under the Air--Seawater Critical Interface Condition
[NO] 190/1000 | A Method-Centric and Structured Review of Artificial Intelligence Based Cuffless Blood Pressure Estimation Using ECG and PPG
[NO] 191/1000 | Diagnosis and Analysis of Down Conductor Overheating in Ground Wire Ice-Melting Operation on UHV Transmission Lines
[NO] 192/1000 | Development of a Combined Introductory Course on Circuits and Electronics with a Problem-Based Laboratory
[NO] 193/1000 | Conformal Prediction for Zero-Inflated Blood Demand: Uncertainty-Aware Forecasting in Sparse Veterinary Networks
[NO] 194/1000 | RAG Enabled AI Based Healthcare Assistant for Cardiovascular Symptom Analysis and Recommendation
[NO] 195/1000 | Classification of Tex10-Deficient Spermatogenesis Using Deep Learning
[NO] 196/1000 | Security Analysis and Optimization Strategies for Searchable Encryption in Cloud Environments
[NO] 197/1000 | Automated Aviation Knowledge Extraction and Decision Support Method for Flight Test Monitoring
[NO] 198/1000 | A TDOA-Based Joint Localization and Clock Bias Estimation Method for Acoustic Targets
[NO] 199/1000 | Controlling Smart Environments with Mobile Augmented Reality and Recommender Systems
[NO] 200/1000 | Frequency Security Constrained Grid-Forming Energy Storage Planning for Renewable Power Systems
[NO] 201/1000 | PROSE: Probability-Driven Cluster Selection for Partition-Based Approximate Nearest Neighbor Search
[NO] 202/1000 | Dual-Branch Augmented Transformer Framework for Hyperspectral Image Classification
[NO] 203/1000 | Transformer DGA Fault Diagnosis Method Based on Hybrid Feature Selection and IDOA-CatBoost
[NO] 204/1000 | EITCE 2026 Cover Page
[NO] 205/1000 | New Construction of Flexible Binary 2D Sparse GCASs for Omnidirectional MIMO Systems
[NO] 206/1000 | AI-Enabled Drone-Based Precision Pollination System for Palm Tree Orchards
[NO] 207/1000 | Branching Deep Q-Network Enhanced Memetic Algorithm for Skilled-Worker Constrained Flexible Job Shop Scheduling Problem
[NO] 208/1000 | Cognitive Surrender and Strategic Orthodoxy: Reimagining Leadership Formation for the Age of Algorithmic Agency
[NO] 209/1000 | Low-Profile Broadband Circularly Polarized Stacked Magneto-Electric Dipole Antenna and Its Array for Ka-Band Satellite Communications
[NO] 210/1000 | Experimental Demonstration of Nonlinear Photoconductive Gain in N-Doped β-Ga₂O₃ Devices
[NO] 211/1000 | Wideband Transmit Beamforming for Spatial SIC with Hardware Impairments in In-Band Full-Duplex Phased Array Systems
[NO] 212/1000 | Hyperspectral Calibration Detection: A Novel Concept For Change Detection With Unsupervised Incremental Safe Pseudo-Labeling Implementation
[NO] 213/1000 | Front Cover
[NO] 214/1000 | COSMOS: Designing Energy-Efficient Context-Aware Multimodal Cognitive Systems
[NO] 215/1000 | PRECEPT: Power-Efficient Field-of-View Prediction for VR Video Streaming
[NO] 216/1000 | An underwater intelligent command and operation method based on improved deep reinforcement learning
[NO] 217/1000 | Design and Implementation of a Deep Learning-Based Adaptive Retrieval-Augmented Generation System for Unstructured Text Processing
[NO] 218/1000 | Mapping Future Digital and Managerial Competencies: Aligning Emerging Technologies and HEI Curricula
[NO] 219/1000 | ICBDSE 2026 TOC
[NO] 220/1000 | A Current Mode Wireless Power Transfer with Deficit Energy Quantifier for Implanted Medical Devices
[NO] 221/1000 | Research on Behavioral Clustering and Guidance Strategies for High-Frequency Electric Vehicle Charging Users in Vehicle-to-Grid Interaction Scenarios
[NO] 222/1000 | Charb-SCNet for Robust Dual-Domain Self-Supervised Image Compressed Sensing
[NO] 223/1000 | Table of Contents
[NO] 224/1000 | Equipment MDM Solution and Application Based on TOGAF Architecture and SOA
[NO] 225/1000 | A deconvolution method for stabilizing magnetic field reconstruction under probe-induced blur
[NO] 226/1000 | BHTE: A Stacked Hybrid Tree Ensemble for Robust Fraud Detection in Offline CBDC Systems
[NO] 227/1000 | ISAEECE 2026 Author Information Page
[NO] 228/1000 | Author Index
[NO] 229/1000 | HotBa: A Heterogeneous Mamba Accelerator with Δ-Guided Early Rejection for Speculative Decoding
[NO] 230/1000 | Front Cover
[NO] 231/1000 | Specific Emitter Identification via Active Learning
[NO] 232/1000 | Toward Stronger 3D Human Action Representation Learning Via Efficient Spatiotemporal Decoupling
[NO] 233/1000 | A Comparative Study of Intrusion Detection Performance on CIC-IDS-2017 and BCCC-CIC-IDS-2017
[NO] 234/1000 | Institutional Decision Support System Framework for Higher Education Ecosystem Using Machine Learning Model
[NO] 235/1000 | Research on Enhanced State Estimation for UAVs Based on Residual Compensation Fusion and Edge Deployment
[NO] 236/1000 | Game Theory-Based Adaptive Human-Machine Joint Learning for Online MI-BCI Decoding
[NO] 237/1000 | Stability and Robustness of Tensor-Coupled Flow-Conservation Dynamical Systems on Hypergraphs
[NO] 238/1000 | Coupled Synchronization Control of Complex-Real Heterogeneous Chaotic Systems
[NO] 239/1000 | A Cost-Effective Rack-Level Balancing Architecture for Centralized Battery Energy Storage Systems Based on Voltage Compensation Control
[NO] 240/1000 | LASAD-YOLO: Localization and Adaptive Spatial Attention Distillation for Dense Object Detection
[NO] 241/1000 | A Cyber-Physical ROS2 Laboratory Platform for Robotics and Automation Education
[NO] 242/1000 | Dual-Frequency Ultrasonic Phase Continuity Correction and Inter-Segment Jump Suppression for Real-Time ASAT
[NO] 243/1000 | Analysis of Intermediate State Ferroelectric Properties of 30% ScAlN, Impacts on Piezoelectric Performance, and Ferroelectric Dead Layer Effect in PMUT Devices
[NO] 244/1000 | Methodological Evaluation of Field and Laboratory NIR Acquisition Geometry for Grapevine Leaf Spectral Analysis
[NO] 245/1000 | CMAF-DDI: A Knowledge-Enhanced Cross-Modal Fusion Method Leveraging Protein Representation for Multi-Class Drug-Drug Interactions
[NO] 246/1000 | Development of an In-Situ Permanent Magnet Switching System for Ferrofluid Robot Locomotion and Deformation Control_supp3-3715362.mp4
[NO] 247/1000 | Broadband Matching Method for Magnetostrictive Transducer Based on Seventh-Order π-Type Topology and HPSO-GA Optimization
[NO] 248/1000 | Rock Type Identification from AVIRIS-NG Hyperspectral Data Using a Bidirectional Gated Attention Convolutional Transformer
[NO] 249/1000 | The Impact of Generative AI-based Information Overload and AI Literacy on Individual Innovation Capability
[NO] 250/1000 | WAC-PVFormer: A Photovoltaic Operation Framework Based on Weather-Aware Contrastive Patch Transformer
[NO] 251/1000 | BitFair: A 12nm Bit-Serial CNN Accelerator with Learnable Early Termination and Adaptive Bit Ordering for Ultra-Low-Power XR Vision
[NO] 252/1000 | Program Committee
[NO] 253/1000 | Energy-Constrained Resilient Multirobot Coverage Control
[NO] 254/1000 | Metal Surface Defect Recognition Based on Local Binary Patterns and Random Forests
[NO] 255/1000 | Designing and Evaluating Vision-Language Models for Painting Analysis
[NO] 256/1000 | Prompt Ensemble Meets Rotation-Weighted TTA: A Lightweight CLIP Framework for Remote Sensing Classification under Few-Shot Splits
[NO] 257/1000 | Range Super-Resolution for Dense Multiple Targets via Adaptive Pulse Compression
[NO] 258/1000 | Toward Deployable Machine Learning-Based Personalization of Hearing Aid Fitting: A Survey
[NO] 259/1000 | Hybrid-Active-Flux-Model-Based Sensorless Control for PMSM Using a Nonlinear Observer
[NO] 260/1000 | Sigmoid-Gated Attention for Efficient Unsupervised Entity Resolution
[NO] 261/1000 | Comparative Hamiltonian Energy Modeling for Identifying Key Regulators in Protein-Protein Interaction Networks
[NO] 262/1000 | A Polynomial-Decay and Pinhole-Imaging Whale Optimization Algorithm for UAV Relay Communication Deployment
[NO] 263/1000 | A Low-Power Chopper-Stabilized CCIA for Wearable EEG Acquisition
[NO] 264/1000 | Intelligent Agricultural Insect Recognition System Based on the YOLOv8 and Classification Algorithm
[NO] 265/1000 | IteraPrompt: Unlocking the Reasoning Potential of Lightweight LLMs via Adaptive Hard Example Mining
[YES] 266/1000 | A Two-Layer BiLSTM distillation-based method for network intrusion detection
[NO] 267/1000 | Research on the FPGA-Based Digital Phase-Locked Loop
[NO] 268/1000 | BRIDGE: A Bidirectional Reality and Informatics Data GatEway for Closing the Clinical Workflow Loop in XR
[NO] 269/1000 | Switching Estimator Design for Continuous-Time LPV Systems With Actuator Faults
[NO] 270/1000 | Adolescent Identity Expression through Transdisciplinary, Computational, Creative Writing
[NO] 271/1000 | "Both a Powerful Tool and also a Trash Fire": Investigating the Outlooks, Practices, Challenges, and Debates of Computing Education in the Digital Humanities
[NO] 272/1000 | The Impact of Decoder Skip-Connections on the Reconstruction of Extreme Precipitation in VQGAN-based Forecasting
[NO] 273/1000 | INVITED: Cross-Layer Containment for Cloud-to-Edge Systems through Heterogeneous Virtualization and SLO-Aware Orchestration
[NO] 274/1000 | MCF: An Interpretable Multimodal Ensemble for Predicting Medical Crowdfunding Performance
[NO] 275/1000 | Spatial Temporal Deep Learning Based Adaptive Modulation and Coding for Next Generation Wireless Networks
[NO] 276/1000 | Smart Safety Helmet for Bike Riders Using IoT: Real-Time Monitoring, Accident Detection, and Automated Vehicle Control
[NO] 277/1000 | Hyperspectral Object Detection Via Spectral Prototype Mining and Spatial–Spectral Mamba Fusion
[NO] 278/1000 | Synchronous Distributed Training with Runtime-Adaptive Mechanisms in Hybrid Cloud Environments
[NO] 279/1000 | Research on a Photovoltaic-Computing Power Joint Prediction Method Based on a Dual-Branch Transformer
[NO] 280/1000 | Intelligent Traffic Monitoring and Management for Real-Time Vehicle Tracking in Smart Cities
[NO] 281/1000 | Efficient Beamforming and Sidelobe Suppression for Polyhedral-Faceted Hemispherical Conformal Arrays with Carrier-Level Pattern Reuse
[NO] 282/1000 | Adapting a Smartphone-Based Serious Game to Virtual Reality: Preliminary Outcomes and Effects on Player Experience
[NO] 283/1000 | Simulation Study on the Inter Phase Spacing Characteristics of the Bundled Conductor Galloping with Crescent Ice
[NO] 284/1000 | Evolutionary Echo State Network Architecture Search for Time-series Prediction
[NO] 285/1000 | Scalable Model of Data Factor Transaction Rules Based on Smart Contracts
[NO] 286/1000 | Topology- and Physical-Aware Multi-Objective Scheduling for Microservice DAGs
[NO] 287/1000 | SHF-MSA: A Hypergraph-Based Multimodal Sentiment Analysis Model
[NO] 288/1000 | MCSA-EGRU Cable Breakdown Discharge Waveform Recognition Algorithm Based on Heterogeneous Correlation-Aware Sequence Regularization
[NO] 289/1000 | RAG-based LLM Evaluation
[NO] 290/1000 | The History Column: Electronic Warfare in the Vietnam War
[NO] 291/1000 | Drift-Robust Differential Processing for Improved Measurement Fidelity and Stability in Distributed Acoustic Sensing
[NO] 292/1000 | MpGI: Multi-Perspective Generation and Integration for High-Quality Remote Sensing Image-Text Datasets
[NO] 293/1000 | Optothermal effect in a phase transition liquid metal core microcavity
[NO] 294/1000 | Blank Page
[NO] 295/1000 | A Robotic Wire-Driven Video Capsule Endoscopy Platform for Controlled Data Generation in Gastrointestinal Diagnostics
[NO] 296/1000 | No-Reference Image Quality Assessment via Multi-Scale Feature Extraction and Global Attention
[NO] 297/1000 | Signal Modulation Classification Based On Machine Learning Algorithms
[NO] 298/1000 | Simulation of Interdigital Photoconductive Antennas for Terahertz Emission
[NO] 299/1000 | Smart AI Temperature Control System with ESP32 and Alerts
[NO] 300/1000 | Multi-Parameter Identification of Permanent Magnet Synchronous Motors Based on an Improved Harris Hawks Optimization-Simulated Annealing Algorithm
[NO] 301/1000 | EMGCN: Prediction of Linear Interacting Peptides using Graph Neural Networks Enhanced by a Multi-Head Attention Mechanism
[NO] 302/1000 | Security for Safety Collaboration Strategy in Industrial Control System
[NO] 303/1000 | Big Data-Driven Anomaly Detection for Imbalanced Network Traffic Using a CNN-BiGRU Dynamic Weighting Model
[NO] 304/1000 | Cathbot-Pro: A Handheld Robotic Device for Vision-Guided Peripheral Intravenous Catheterization Using NIR Imaging
