[2026-02-19 09:33:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-18
正在获取论文...
[arXiv] 2026-02-18 | Measuring Mid-2025 LLM-Assistance on Novice Performance in Biology
[IEEE] 2026-2-18 | ICIP 2026
[IEEE] 2026-2-18 | Removing Multiple Hybrid Adverse Weather in Video via a Unified Model
[IEEE] 2026-2-18 | A Resource Selection Model for Minimization of Disruptions in Public Fog Computing Environments_supp1-3664329.pdf
[IEEE] 2026-2-18 | Improved Spontaneous EEG Signal Decoding Efficiency by Function Predefined Convolutional Neural Network
[IEEE] 2026-2-18 | An Improved LM-GN Iterative Optimization Algorithm and Its Application in the Vehicle-based Integrated Navigation
[IEEE] 2026-2-18 | Research on Secure Data Transmission of Power System Based on Chaotic Sequences
[IEEE] 2026-2-18 | Adaptive Spectrum Sensing in Cognitive Radar System using SVM
[IEEE] 2026-2-18 | Enhance Spam Identification in Industrial Mobile Cloud Computing Using Novel Long Short Term Memory Algorithm Compared with Support Vector Machine(SVM) Algorithm
[IEEE] 2026-2-18 | Domain-Specific Health Text Generation Through Low-Rank Adaptation of a Transformer Architecture
[IEEE] 2026-2-18 | Off-Grid Wind Power: Hybrid Optimization Strategy to Establish Benchmark Output Currents
[IEEE] 2026-2-18 | FedCFS: Adaptive Personalized Federated Learning Based on Conditional Feature Selection
[IEEE] 2026-2-18 | Challenges for High-Datarate Chip-To-Chip Interconnects using Organic Interposer Materials for Heterogeneous Chiplet Systems Up to 110 GHz
[IEEE] 2026-2-18 | High-Speed NRZ-DPSK Conversion Circuit Using CMOS Logic Gates with Half-Rate Architecture
[IEEE] 2026-2-18 | neuroAlzheimer: Uncover Alzheimer’s Diseases a Hidden Neurological Symptoms Using DL
[IEEE] 2026-2-18 | An EM-Based Approach for Tracking Extended Object with Asynchronous Sensor Fusion
[IEEE] 2026-2-18 | A High Aperture Efficiency Leaky Wave Antenna with a Nonlinear Elliptical Slot Distribution for High Power Microwave Applications
[IEEE] 2026-2-18 | Infrared Monocular Depth Estimation via Parameter-Efficient Adaptation
[IEEE] 2026-2-18 | Multi-Agent Deep Reinforcement Learning Approach for Efficient Spectrum Utilization in 5G and Future Cognitive Networks
[IEEE] 2026-2-18 | An Efficient LightGBM-Based Machine Learning Framework for Water Quality Assessment in Urban Environments
[IEEE] 2026-2-18 | Novel Inductively-Gated FET Diodes for Microwave Rectifiers
[IEEE] 2026-2-18 | Design of a Modified Gysel Power Divider with Enhanced Isolation and Integrated Harmonic Rejection
[IEEE] 2026-2-18 | Research on Key Technologies of Computing Power Adaptation and Scheduling in Power Grid Operation State
[IEEE] 2026-2-18 | Reconfigurable Intelligent Surface-Aided Spatial Modulation with Signature Constellation
[IEEE] 2026-2-18 | Domain-Adversarial Neural Networks for Cross-Dataset Pneumonia Detection in Chest X-Rays
[IEEE] 2026-2-18 | Multi-Layer UPI Fraud Detection Using Machine Learning
[IEEE] 2026-2-18 | nextGenAgri: AI Powered Disease Prediction and Fertilizer Optimization to Avoid Economic Loss
[IEEE] 2026-2-18 | Intelligent Burn Fault Detection in Low-Voltage Meter Boxes Using the TransSMOTE Framework
[IEEE] 2026-2-18 | Multimodal Deep Learning-Integrated Battery Management System for Electric Vehicles
[IEEE] 2026-2-18 | Density Peak Clustering Analysis Method Based on UMAP Data Reconstruction
[IEEE] 2026-2-18 | Analyzing the Impact of Daily Screen Usage on Eye Health Through the Machine Learning Models
[IEEE] 2026-2-18 | Enhanced Multi-Zonal Forest Type Classification Using YOLOv8 and EuroSAT for Scalable Environmental Monitoring
[IEEE] 2026-2-18 | From Clicks to Closet: A Multimodal Recommendation System for E-Commerce Fashion Using Computer Vision and Machine Learning Technologies
[IEEE] 2026-2-18 | Sustainability in the Urban Context: Evaluating Metro Manila Residents' Intention to Accept and Adopt Vertical Farming
[IEEE] 2026-2-18 | Enhanced Performance of AlN/GaN HEMTs via Novel LPCVD-Based Sub-Gate Oxidation
[IEEE] 2026-2-18 | Modeling Contextual Inconsistency in Fake News Videos with MMCAN
[IEEE] 2026-2-18 | Mapping the Research Landscape of Artificial Intelligence in Education
[IEEE] 2026-2-18 | Glass-Based Reconfigurable Intelligent Surface for 6G Upper-Mid Band Applications
[IEEE] 2026-2-18 | Uncertainty-Aware Off-Road Path Planning with Dual Constraints from RF-LIO and DEM Perception
[IEEE] 2026-2-18 | A Coupled CFD–ML Approach to Multi-Objective Optimization of Wind box Structures with Experimental Validation
[IEEE] 2026-2-18 | Optical Emission Spectroscopy and Neural Network Regression for Argon Flow Monitoring in PVD Processes
[IEEE] 2026-2-18 | Antenna Solutions Employing Coupling-Fed Techniques for Improved Platform Noise Immunity
[IEEE] 2026-2-18 | Federated Deep Learning Framework for Privacy-Preserving Cancer
[IEEE] 2026-2-18 | Dual-Attention Diffusion Vision Network with Zero-Shot Adaptation for High-Fidelity Image Reconstruction
[IEEE] 2026-2-18 | A High-tolerance Planar Coupler Based on BGA Process for Low-cost Phased Array
[IEEE] 2026-2-18 | Research on Target Detection Algorithm in Complex Road Background
[IEEE] 2026-2-18 | A Novel and Simple Measurement Technique for Two-Wire Resistive Sensors in Remote Applications
[IEEE] 2026-2-18 | A Framework for Evaluating Supply Chain Performance the Mediating Role of Transparency in Digital Transformation
[IEEE] 2026-2-18 | Experimental Verification of Null Steering Using Wi-Fi Sniffing for Coexistence of Microwave Power Transfer and Wi-Fi
[IEEE] 2026-2-18 | Scalable VLSI Design for Edge AI Acceleration in Real-Time Audio-Visual Processing Systems
[IEEE] 2026-2-18 | ActivityNet-HE: An Encryption-Enabled Deep Learning-Based Framework for Secure Human Activity Monitoring
[IEEE] 2026-2-18 | Optimization of Large-Scale Speaker Identification System Based on I-Vector with LDA, PCA, and LSH
[IEEE] 2026-2-18 | Algorithmic Aesthetics: Machine Learning for Reconstructing Poetic Imagination in English Literature
[IEEE] 2026-2-18 | Enhanced Stress Detection in Brain Tissue During Sleep Using Hybrid Ensemble Machine Learning Models
[IEEE] 2026-2-18 | Automated Cabin System for Hygiene Compliance Monitoring with Mask, Hairnet, and Handwash Detection
[IEEE] 2026-2-18 | Ball Screw Defect Segmentation Integrating Dual-Network Structure and Multi-Attention Mechanism
[IEEE] 2026-2-18 | Intelligent Multi-UAV Docking with Predictive Scheduling and Task Reallocation
[IEEE] 2026-2-18 | Fusing Lexical and Dependent Syntax for Textual Mood Analysis
[IEEE] 2026-2-18 | Building Students' Industry Workplace Skills Using Artificial Intelligence
[IEEE] 2026-2-18 | Y-Slot Patch Antenna Using MLP Neural Networks Trained on ADS Circuit Datasets
[IEEE] 2026-2-18 | Efficient SpMV for GPUs Using Variable-Sized Vectors and CSR Restructuring
[IEEE] 2026-2-18 | Experimental Study for Investigating Polarization Diversity Effect on Antenna Signal Reception
[IEEE] 2026-2-18 | Distributed Inference Software for Large Language Models
[IEEE] 2026-2-18 | Life Data Analysis (LDA) Using Weibull Distribution Method for Determination of Reliability for Hpsv and Led Street Light
[IEEE] 2026-2-18 | Automatic Detection of Dairy Cows Disease Using Bayesian Optimization Based Hyperparameter Fitting and CBAM Attention Mechanism
[IEEE] 2026-2-18 | A Meta-Ensemble Deep Learning Approach Using EfficientFormerV2 and Swin Tiny Transformer for Skin Lesion Classification
[IEEE] 2026-2-18 | An Intellectual Deep Resource Allocation with Task Scheduling for Semi-Synchronous Internet-Based Edge Computing Network
[IEEE] 2026-2-18 | A 2.4 GHz-Band Amplifier with β-Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    MESFET Fabricated by Mist CVD Method
[ACM] 2026-2-18 | Demonstration of Frustration-driven Snap-through in Snapology
[IEEE] 2026-2-18 | Copyright and Reprint Permission
[IEEE] 2026-2-18 | Upper 6 GHz Acoustic Delay Lines With Suppressed Group Delay Dispersion and Low Propagation Loss on LiNbO
                    <sub>3</sub>
                    /SiC Substrates
[IEEE] 2026-2-18 | 2025 7th International Conference on Interdisciplinary Computer Science and Engineering (ICICSE)
[IEEE] 2026-2-18 | Coaxial Gate/Kelvin Interconnects for Reduced Gate Loop Inductance and Common Source Mutual Inductance in Power Semiconductor Packages
[IEEE] 2026-2-18 | Distance-Gradient Based Convex Optimization for Efficient Near-Optimal Coverage in WSNs
[IEEE] 2026-2-18 | The 2025 IEEE Geoscience and Remote Sensing Society Region 9 Student Chapter Chairs Meetup at Rising Stars Latin America [Chapters]
[IEEE] 2026-2-18 | Unlock your Potential
[IEEE] 2026-2-18 | Revisiting the Conventional Formula for the Leakage Factor in Modulated Leaky-Wave Antennas from a Rigorous Perspective Based on Rectangular Waveguides
[IEEE] 2026-2-18 | Simulation of M13 Bacteriophage-Based Piezoelectric Nanogenerators
[IEEE] 2026-2-18 | Energy Efficient Negative Capacitance L-Shaped Tunnel Field Effect Transistor
[IEEE] 2026-2-18 | Ganoderma Detection in Oil Palm Plantations Using UAV Hyperspectral Imaging and AI
[IEEE] 2026-2-18 | Ultra-Compact Short Range FMCW Radar Using a Shared TX-RX Antenna
[IEEE] 2026-2-18 | Unveiling Indian Coral Biodiversity and Health Status via Multi-Task Deep Learning on Underwater Imagery
[IEEE] 2026-2-18 | Enhancing Privacy Protection in Speech using Compressive Sensing Framework for Secure Speech Applications
[IEEE] 2026-2-18 | Lane Changing Trajectory Tracking Control for Heavy Commercial Vehicle Platoon with Energy Consumption Optimization
[IEEE] 2026-2-18 | AI-Driven Decision Support Systems for Strategic Management in Smart Industries
[IEEE] 2026-2-18 | M3D-HFL: A Dual-Metric Approach for Malicious Model Detection in Hierarchical Federated Learning
[IEEE] 2026-2-18 | Hierarchical Feature Selection Based on Improved Neighborhood Buckets and Dual-Label Strategy
[IEEE] 2026-2-18 | Optimized CNN Architecture for Superior Detection of Diabetic Retinopathy
[IEEE] 2026-2-18 | Beyond Contact: The Rise of Wireless Human Sensing Technologies
[IEEE] 2026-2-18 | A Scalable Ensemble Machine Learning Pipeline for Robust Financial Fraud Detection
[IEEE] 2026-2-18 | Fine-resolution Land Use/Cover Mapping Integrating Random Forest and Phenology Features in Arid Regions: A Case Study of the Tuha Basin
[IEEE] 2026-2-18 | Design of Lithium Battery Test System Based on Quadruple Four-Switch Buck-Boost Converter
[IEEE] 2026-2-18 | Qualitative Comparison of Fuzzy-Set Theory and Rough-Set Theory for Breast Cancer Diagnostics System
[IEEE] 2026-2-18 | A 56~81 GHz Frequency Quadrupler with 19.4 dB Conversion Gain and 8.07 dBm Output Power Using Harmonic Trap in 28nm CMOS
[IEEE] 2026-2-18 | Design and Implementation of Phased Array Beamforming for 5G Networks using SDR
[IEEE] 2026-2-18 | Editorial: Data as Infrastructure
[IEEE] 2026-2-18 | Novel Dual-modulation Out-phasing Power Amplifier with Arbitrary Loop network
[IEEE] 2026-2-18 | Network Traffic Prediction Based on Graph Neural Network and Anomaly Detection
[IEEE] 2026-2-18 | Effect of high temperature on electrical properties of PI film and analysis of aging mechanism
[IEEE] 2026-2-18 | Fireseed: A Prompt-Driven Self-Terminating Personality Module for Large Language Models
[IEEE] 2026-2-18 | AI-Driven Secure and Cloud-Native Microservice Architectures for High-Performance Financial and Hardware Accelerator Systems
[IEEE] 2026-2-18 | The Role of Innovation in Driving Sustainable Economic Development: Integrating Environmental Sustainability with Economic Growth
[IEEE] 2026-2-18 | Beyond Memorization: Generalizable Snake AI with DDQN in Cluttered Environments
[IEEE] 2026-2-18 | Network Penetration Testing: A Comprehensive Review of Tools, Vulnerabilities, and AI-Driven Solutions
[IEEE] 2026-2-18 | Enhanced Resolution and Accuracy of the 2D-MUSIC Algorithm Using Virtual Antennas for DOA Estimation
[IEEE] 2026-2-18 | Transforming E Commerce in the Middle East with AI Driven Personalization and Cultural Insights
[IEEE] 2026-2-18 | An Application of LLM for Vehicle Carbon Footprint Estimation: A Prototype Using Google Gemini Flash
[IEEE] 2026-2-18 | Impedance and Radiation Phase Tunable Miniaturized PIFA with a Single Varactor for 6G FR3 Beamforming-IC-Less Array Antenna
[IEEE] 2026-2-18 | Is the Prediction of Olympic Medals Feasible
[IEEE] 2026-2-18 | Spaceborne SAR Interference Suppression Based on a Digital Subband Filter Model
[IEEE] 2026-2-18 | BrainDepth: Brain Signal Analysis for Neuro-Fuzzy Modeling of Subjective Depth Perception
[IEEE] 2026-2-18 | Industrial IoT Enabling Model Predictive Control for Dynamic Inventory Management in Smart Warehousing
[IEEE] 2026-2-18 | An Enhanced Feature Extraction and Classification by Applying Deep Learning Methods Using Mammogram Dataset for Cancer Detection
[IEEE] 2026-2-18 | EDA-UNet: An Efficient Dual-Attention UNet for Remote Sensing Semantic Segmentation
[IEEE] 2026-2-18 | Design of Low-Power Digitally Controlled Oscillator for All-Digital PLL Receiver in Zero-Energy IoT Devices
[IEEE] 2026-2-18 | An Integrated Framework for Robust ESS Scheduling under Load Uncertainty Using Deep Learning
[IEEE] 2026-2-18 | Johnson Graph Decomposition Integrated with Artificial Intelligence for Enhanced Cancer Diagnosis
[IEEE] 2026-2-18 | Robust Heart-Rate Monitoring Under Sleep Postural Variability Using a 24-GHz MIMO FMCW Radar
[IEEE] 2026-2-18 | A 2-6 GHz 10 W High-Power GaN Power Amplifier Using Extended Matching Technique
[IEEE] 2026-2-18 | G-Band CRLH Substrate-Integrated Waveguide Slot Antenna in Glass-Based IPD Technology
[IEEE] 2026-2-18 | Gamified Social Collaboration via Mesh CoP: Effectiveness in Enhancing Cybersecurity Awareness
[IEEE] 2026-2-18 | ST-QoS-A*: Spatio-Temporal QoS-Aware A* Routing on Time-Expanded Graphs for LEO Satellite Constellations
[IEEE] 2026-2-18 | Preserving Cluster Identity Across Time: an Incremental Cosine Similarity Approach
[IEEE] 2026-2-18 | An 84-95 GHz CMOS Downconverter with a 22-to-35 GHz IF for Multi-band Radiometers
[IEEE] 2026-2-18 | Optimal Variable Gain Sliding Mode Controller Using Grey Wolf Optimization for Pitch Stabilization of Twin-Rotor MIMO System
[IEEE] 2026-2-18 | Multi-Scale Contextual Feature Fusion Network for Robust Skin Lesion Recognition
[IEEE] 2026-2-18 | Identification method of DFIG control parameters based on time-domain response sensitivity weight
[IEEE] 2026-2-18 | Hybrid IDS System with Neural Algorithmic Reasoning and Evolutionary Feature Selection for Internet-Based Optimized Communication
[IEEE] 2026-2-18 | A Comparative Performance Analysis of Classical and Gradient Boosting Machine Learning Algorithms for Breast Cancer Prediction
[IEEE] 2026-2-18 | Grey Water Management and Reuse Wetland Management Water Conservation
[IEEE] 2026-2-18 | Six-Port Interferometric CW Radar for Vibration Detection
[IEEE] 2026-2-18 | A Novel Multifunctional Filtering Leaky Wave Antenna in Rectangular Waveguide Technology
[IEEE] 2026-2-18 | Graph Neural Networks-Guided Code Optimization System for Software Performance Enhancement
[IEEE] 2026-2-18 | An FPGA Based Accelerated Perception Sub-System
[IEEE] 2026-2-18 | A Compact 40 dBm GaN/SiC MMIC Doherty Power Amplifier at FR3 Band for 6G Applications
[IEEE] 2026-2-18 | Automated Firmware Extraction and Vulnerability Analysis in Embedded IoT Devices: A Replicable Cybersecurity Infrastructure Framework
[IEEE] 2026-2-18 | CenterMamba-SAM: Center-Prioritized Scanning and Temporal Prototypes for Brain Lesion Segmentation
[IEEE] 2026-2-18 | EIF: An Ensemble Interpretability Framework for Transparent and Accurate Machine Learning Predictions
[IEEE] 2026-2-18 | AI-Optimized Blockchain Architecture for Enhancing Digital Financial Service Efficiency in Indian Banks
[IEEE] 2026-2-18 | Design and Evaluation of a VR-Based Interactive Property Tour System for Real Estate Applications
[IEEE] 2026-2-18 | Computational Intelligence Decision Support for Renewable Energy Source Selection Using Extended TOPSIS
[IEEE] 2026-2-18 | A Cooperative Adaptive Low-Frequency Load Shedding Strategy for Regional Power Grids Based on Multi-Agent Reinforcement Learning
[IEEE] 2026-2-18 | How Critical Thinking Shapes Student Engagement with AI Tools to Foster Self-Directed Learning
[IEEE] 2026-2-18 | Design and Analysis of Bipolar Cubic Magnetic Coupler for Multidirectional Wireless Power Transfer to Cluster AUVs
[IEEE] 2026-2-18 | Post-Quantum Cryptography for FANETs: Evaluation and Comparative Analysis of Key Encapsulation Mechanisms
[IEEE] 2026-2-18 | PID Controller Parameter Optimization for the Ball and Beam System Based on the Gazelle Optimization Algorithm
[IEEE] 2026-2-18 | Dual-band counter-CP antenna with wide AR based on metamaterials
[IEEE] 2026-2-18 | Research on Multi-Granularity Guided Small Object Detection on Water Surfaces
[IEEE] 2026-2-18 | A Multilingual Intelligent Document Processing System
[IEEE] 2026-2-18 | ALERA: An Entropy-Based LLM Multi-Agent Framework for Dynamic Risk Quantification in Quantitative Investing
[IEEE] 2026-2-18 | Design of AI Algorithms for Predicting Epidemic Outbreaks
[IEEE] 2026-2-18 | Improved Stability Criteria for Delayed Neural Networks: Further Utilization of Information on Time-Varying Delays and Activation Functions
共写入 1615 条记录，保存到 papers/paper2026-02-18.json。
论文获取成功，文件路径: papers/paper2026-02-18.json
正在筛选、翻译并发送邮件...
[NO] 1/1615 | Measuring Mid-2025 LLM-Assistance on Novice Performance in Biology
[YES] 2/1615 | Calibrate-Then-Act: Cost-Aware Exploration in LLM Agents
[NO] 3/1615 | Parameter-free representations outperform single-cell foundation models on downstream benchmarks
[NO] 4/1615 | Generalized determinantal representation of hypersurfaces
[YES] 5/1615 | Agent Skill Framework: Perspectives on the Potential of Small Language Models in Industrial Environments
[NO] 6/1615 | Design Principles for Fluid Molecular Ferroelectrics
[NO] 7/1615 | Current Induced Switching of Superconducting Order and Enhancement of Superconducting Diode Efficiency
[NO] 8/1615 | Two warm sub-Saturn mass planets identified from the TESS Full Frame Images
[NO] 9/1615 | Hierarchical paraproducts
[NO] 10/1615 | Quecto-V1: Empirical Analysis of 8-bit Quantized Small Language Models for On-Device Legal Retrieval
[NO] 11/1615 | Universal Framework for Decomposing Ionic Transport into Interpretable Mechanisms
[NO] 12/1615 | Behavioral change models for infectious disease transmission: a systematic review (2020-2025)
[NO] 13/1615 | Symmetry properties for positive solutions of mixed boundary value problems in a sub-spherical sector
[NO] 14/1615 | Dynamic effects of external axion fields in a system of many particles with spin
[NO] 15/1615 | A Systematic Evaluation of Sample-Level Tokenization Strategies for MEG Foundation Models
[NO] 16/1615 | A Rough Functional Breuer-Major Theorem
[NO] 17/1615 | Meteor statistics I: The distribution of instrumental magnitudes
[NO] 18/1615 | Explainable AI: Context-Aware Layer-Wise Integrated Gradients for Explaining Transformer Models
[NO] 19/1615 | ERGMs on block models
[NO] 20/1615 | Entanglement negativity in decohered topological states
[NO] 21/1615 | A Contrastive Learning Framework Empowered by Attention-based Feature Adaptation for Street-View Image Classification
[NO] 22/1615 | Nonparametric Kernel Regression for Coordinated Energy Storage Peak Shaving with Stacked Services
[NO] 23/1615 | Utility-Preserving De-Identification for Math Tutoring: Investigating Numeric Ambiguity in the MathEd-PII Benchmark Dataset
[NO] 24/1615 | Arc2Morph: Identity-Preserving Facial Morphing with Arc2Face
[NO] 25/1615 | Hidden in Plain Sight: Detecting Illicit Massage Businesses from Mobility Data
[NO] 26/1615 | A New Lower Bound for the Diagonal Poset Ramsey Numbers
[NO] 27/1615 | The rise and fall of an oxide: insights into the phase diagram of bismuth oxide on Au(111)
[NO] 28/1615 | From Latent to Observable Position-Based Click Models in Carousel Interfaces
[NO] 29/1615 | Generalised Linear Models Driven by Latent Processes: Asymptotic Theory and Applications
[NO] 30/1615 | Metasurface-encoded optical neural network wavefront sensing for high-speed adaptive optics
[NO] 31/1615 | Generative deep learning improves reconstruction of global historical climate records
[YES] 32/1615 | Framework of Thoughts: A Foundation Framework for Dynamic and Optimized Reasoning based on Chains, Trees, and Graphs
[NO] 33/1615 | A Fully Discrete Nonnegativity-Preserving FEM for a Stochastic Heat Equation
[NO] 34/1615 | DressWild: Feed-Forward Pose-Agnostic Garment Sewing Pattern Generation from In-the-Wild Images
[NO] 35/1615 | Benchmarking Adversarial Robustness and Adversarial Training Strategies for Object Detection
[YES] 36/1615 | Team of Thoughts: Efficient Test-time Scaling of Agentic Systems through Orchestrated Tool Calling
[NO] 37/1615 | Central limit theorem for random walk in degenerate divergence-free random environment: $\mathcal H_{-1}$ reloaded with relaxed ellipticity
[NO] 38/1615 | Regularity and Pathwise bounds for probabilistic solutions of PDEs
[NO] 39/1615 | The Crusts of Neutron Stars Revisited: Approximations within a Polytropic Equation of State Approach
[YES] 40/1615 | Synthesis and Verification of Transformer Programs
[NO] 41/1615 | Topological variations in General Relativity: a rigorous perspective
[NO] 42/1615 | Benchmarking Photolysis Rates with Socrates (24.11): Species for Earth and Exoplanets
[NO] 43/1615 | Confinement Epitaxy of Large-Area Two-Dimensional Sn at the Graphene/SiC Interface
[NO] 44/1615 | RoboGene: Boosting VLA Pre-training via Diversity-Driven Agentic Framework for Real-World Task Generation
[NO] 45/1615 | Intra-Fairness Dynamics: The Bias Spillover Effect in Targeted LLM Alignment
[YES] 46/1615 | Bibby AI -- AI Latex Editor writing assistant for researchers vs Overleaf Alternative vs OpenAI Prism. (Bibby AI Latex Editor)
[NO] 47/1615 | A remark on staircase laminates in restricted sets
[NO] 48/1615 | A Class of algebras admitting infinitely many norm topologies
[NO] 49/1615 | Effective local differential topology of algebraic varieties over local fields of positive characteristics
[NO] 50/1615 | Localized $^{18}$O production in white dwarf mergers
[NO] 51/1615 | Orbital integral bounds the character for cuspidal representations of $GL_n(\mathbb{F}_{\ell}((t)))$
[NO] 52/1615 | Partially observed controlled Markov chains and optimal control of the Wonham filter
[NO] 53/1615 | Enhancing delocalization and entanglement in asymmetric discrete-time quantum walks
[NO] 54/1615 | Solving the Mysteries of Quantum Mechanics: Why Nature Abhors a Continuum
[NO] 55/1615 | Label-Consistent Data Generation for Aspect-Based Sentiment Analysis Using LLM Agents
[NO] 56/1615 | Experimental and Numerical Study of the Transient Response of a Cantilever Beam with a Piezoelectric Disc Sensor
[NO] 57/1615 | AI-Driven Structure Refinement of X-ray Diffraction
[NO] 58/1615 | Markerless 6D Pose Estimation and Position-Based Visual Servoing for Endoscopic Continuum Manipulators
[NO] 59/1615 | System Identification under Constraints and Disturbance: A Bayesian Estimation Approach
[NO] 60/1615 | Articulated 3D Scene Graphs for Open-World Mobile Manipulation
[NO] 61/1615 | Liouvillian interpolation of the self-energy of cluster dynamical mean-field theories
[NO] 62/1615 | Heat Equation driven by mixed local-nonlocal operators with non-regular space-dependent coefficients
[NO] 63/1615 | Load Balanced Parallel Node Generation for Meshless Numerical Methods
[NO] 64/1615 | Multi-Agent Meta-Advisor for UAV Fleet Trajectory Design in Vehicular Networks
[NO] 65/1615 | Markov processes forced on a subspace by a large drift, with applications to population genetics
[NO] 66/1615 | Large-Time Asymptotics for Heat and Fractional Heat Equations on the Lattice and General Finite Subgraphs
[NO] 67/1615 | The invariance of the Auslander-Reiten Formula for hereditary algebras
[NO] 68/1615 | Machine Learning Driven Prediction of the Behavior of Biohybrid Actuators
[NO] 69/1615 | Hypercontractivity for a family of quantum Ornstein-Uhlenbeck semigroups
[NO] 70/1615 | Wearable AR for Restorative Breaks: How Interactive Narrative Experiences Support Relaxation for Young Adults
[NO] 71/1615 | End-user validation of BRIGHT with custom-developed graphical user interface applied to cervical cancer brachytherapy
[NO] 72/1615 | A resolution of the Ito-Stratonovich debate in quantum stochastic processes
[NO] 73/1615 | Randomized Zero Forcing
[NO] 74/1615 | Fast KV Compaction via Attention Matching
[NO] 75/1615 | Tomographically-nonlocal entanglement
[NO] 76/1615 | Lyapunov Spectral Analysis of Speech Embedding Trajectories in Psychosis
[NO] 77/1615 | Impact of Preprocessing on Neural Network-Based RSS/AoA Positioning
[NO] 78/1615 | On the Lie noncommutative integrability
[NO] 79/1615 | Structured Unitary Tensor Network Representations for Circuit-Efficient Quantum Data Encoding
[NO] 80/1615 | Autonomous and non-autonomous fixed-time leader-follower consensus for second-order multi-agent systems
[NO] 81/1615 | HAL-MLE Log-Splines Density Estimation (Part I: Univariate)
[NO] 82/1615 | SeaSpoofFinder -- Potential GNSS Spoofing Event Detection Using AIS
[NO] 83/1615 | Concentration Phenomena for $(p,N)$-Laplace Equation Under Discontinuous Nonlinearities and Penalization Method
[NO] 84/1615 | Pinching Antennas-Aided Integrated Sensing and Multicast Communication Systems
[NO] 85/1615 | Are LLMs Ready to Replace Bangla Annotators?
[NO] 86/1615 | Propagation Characteristics of the April 21, 2023 CME
[NO] 87/1615 | EasyControlEdge: A Foundation-Model Fine-Tuning for Edge Detection
[NO] 88/1615 | Coexistence of Rashba and Ising Spin-Singlet Pairings in Two-Dimensional IrTe$_{2}$
[NO] 89/1615 | Near-optimal population protocols on bounded-degree trees
[NO] 90/1615 | Reinterpreting the sunward electron deficit: Implications for solar wind acceleration and core population formation
[NO] 91/1615 | Graph neural network for colliding particles with an application to sea ice floe modeling
[NO] 92/1615 | Equity in auction design with unit-demand agents and non-quasilinear preferences
[NO] 93/1615 | A Note on Ordinal Submodularity
[NO] 94/1615 | On cyclic invariants of the free associative algebra
[NO] 95/1615 | On the Enestrom-Kakeya Theorem for polynomials of an octonionic variable
[NO] 96/1615 | Inverse Engineering of Optical Constants in Photochromic Micron-Scale Hybrid Films
[NO] 97/1615 | Image Measurement Method for Automatic Insertion of Forks into Inclined Pallet
[YES] 98/1615 | HiPER: Hierarchical Reinforcement Learning with Explicit Credit Assignment for Large Language Model Agents
[NO] 99/1615 | LLMs Exhibit Significantly Lower Uncertainty in Creative Writing Than Professional Writers
[NO] 100/1615 | Dislocation-ledge coupling drives non-conservative migration of semicoherent precipitate interfaces
[NO] 101/1615 | ASPEN: Spectral-Temporal Fusion for Cross-Subject Brain Decoding
[NO] 102/1615 | Ratio Covers of Convex Sets and Optimal Mixture Density Estimation
[NO] 103/1615 | Investigating Ionospheric TEC Variations in Solar and Geomagnetic Influences Across Solar Activity Phases
[NO] 104/1615 | Oscillation Criteria in Large-Scale Gene Regulatory Networks with Intrinsic Fluctuations
[NO] 105/1615 | Martin Boundary and the Nonlinear Multiplicative Heat Equation in Weak disorder
[NO] 106/1615 | LLM-Driven Intent-Based Privacy-Aware Orchestration Across the Cloud-Edge Continuum
[NO] 107/1615 | Quantifying and Attributing Submodel Uncertainty in Stochastic Simulation Models and Digital Twins
[NO] 108/1615 | Automated Histopathology Report Generation via Pyramidal Feature Extraction and the UNI Foundation Model
[NO] 109/1615 | Long-Tail Knowledge in Large Language Models: Taxonomy, Mechanisms, Interventions and Implications
[NO] 110/1615 | Effects of Symmetron on growth and RSD multipoles
[NO] 111/1615 | Mapping tuberculosis fatalities by region and age group in South Korea: A dataset for targeted health policy optimization
[NO] 112/1615 | Introducing the b-value: combining unbiased and biased estimators from a sensitivity analysis perspective
[NO] 113/1615 | Testing non-circular black hole spacetime with X-ray reflection
[NO] 114/1615 | Learning Situated Awareness in the Real World
[NO] 115/1615 | Six-dimensional GKM manifolds with four fixed points
[NO] 116/1615 | Fully sign-changing Nehari constraint vs sign-changing solutions of a competitive Schrödinger system
[NO] 117/1615 | On generating functions and automata associated to reflections in Coxeter systems
[YES] 118/1615 | E-Graphs as a Persistent Compiler Abstraction
[NO] 119/1615 | Growth and crystallographic structure of TiTe$_2$ on Au(111): From sub-monolayer structures to single- and multi-layer films
[NO] 120/1615 | Enhanced Diffusion Sampling: Efficient Rare Event Sampling and Free Energy Calculation with Diffusion Models
[NO] 121/1615 | Illustration of Barren Plateaus in Quantum Computing
[NO] 122/1615 | Reinforcement Learning for Parameterized Quantum State Preparation: A Comparative Study
[NO] 123/1615 | Functional Decomposition and Shapley Interactions for Interpreting Survival Models
[NO] 124/1615 | Numerical analysis of Lyapunov Times for Trans-Neptunian Objects and Main-Belt Asteroids: stability, accuracy, and methodological comparisons
[YES] 125/1615 | Mind the Gap: Evaluating LLMs for High-Level Malicious Package Detection vs. Fine-Grained Indicator Identification
