[2026-05-14 22:56:49] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-13
正在获取论文...
[arXiv] 2026-05-13 | Machine-learning applications for weak-lensing cosmology
[IEEE] 2026-5-14 | A Study on Rephrasing Large Earthquakes via the Least Action Principle and Evolving Machine Learning
[IEEE] 2026-5-14 | High Impedance Fault Detection via Distributed Sensing
[IEEE] 2026-5-14 | Deep Multi-View Clustering via Dynamic Anchors-driven Global Structure Exploration
[IEEE] 2026-5-14 | Fano-Induced Negative Group Delay Dielectric Sensor With Signal Advancement in SSPP Waveguides
[IEEE] 2026-5-14 | Broadband Interconnect and Assembly for Sub-THz Heterogeneous Integration
[IEEE] 2026-5-14 | Dual-radar 120 GHz Human Motion Detection for MRI Applications
[IEEE] 2026-5-14 | Free Space VSWR Method for the Uncertainty Analysis of Full-Vehicle OTA Measurements
[IEEE] 2026-5-14 | A Traceable Monocular Vision Framework for Joint Distance-Azimuth Measurement on UAV Platforms
[IEEE] 2026-5-14 | Hand-Size-Adaptable FBG Wearable Glove for Cross-User Gesture Recognition
[IEEE] 2026-5-14 | Single Point-Supervised Object Detection With Adaptive Rotation-Aware Convolution and Full Interaction Feature Pyramid Network
[IEEE] 2026-5-14 | A Polarization Vision Based Weld Feature Extraction Method for Variable-Width Laser Stripes in Aluminum Alloy Laser Welding
[IEEE] 2026-5-14 | Automated Motile Marine Wildlife Detection in Coral Reefs using Airborne Fluid Lensing
[IEEE] 2026-5-14 | Cloud-Edge Collaborative Zero Trust Access Control: Architecture and Scheme Design
[IEEE] 2026-5-14 | Optimal Design of Compact Ultra-Wideband Transmissive Linear-to-Circular Polarization Metasurfaces
[IEEE] 2026-5-14 | Dot-Shaped Range-Angle Beampattern Synthesis for Frequency Diverse Array with Linear Frequency Offset
[IEEE] 2026-5-14 | From the Editors: Thoughts on “ilities”
[IEEE] 2026-5-14 | IEEE Transactions on Medical Robotics and Bionics Information for Authors
[IEEE] 2026-5-14 | Fairness and Voltage Quality Enhancement through Active-Reactive Dynamic Operating Envelopes in Unbalanced Low-Voltage Networks
[IEEE] 2026-5-14 | An Orthogonal-Axis Spherical Parallel Mechanism With Large Workspace for Humanoid Hip Joints: Design, Optimization, and Experimental Validation_supp1-3692330.mp4
[ACM] 2026-5-13 | Style-Aware Music Rhythm Correction Algorithm-Balancing Pedagogical Standards with Artistic Freedom of Expression
[ACM] 2026-5-13 | UAV Path Planning for Breaking Through Jamming Zones Based on Artificial Potential Field
[ACM] 2026-5-14 | The Entry of Autistic University Graduates into the Labor Market in the Era of Generative AI: Their Concerns and Strategies Regarding the Technology. Research in Progress: The Entry of Autistic Graduates into the Labor Market in the Era of GenAI
[ACM] 2026-5-14 | iGenOrch: Intelligent Orchestration Framework for Multi-Model LLM Inference on Edge Platforms
[ACM] 2026-5-14 | A Qualitative Analysis of Critical Thinking Skills Through Real-World Software Development Projects
[ACM] 2026-5-14 | Near-Optimality for Single-Source Personalized PageRank
[IEEE] 2026-5-14 | A 60-GHz Class-F
                    <sub>2,3</sub>
                    Standing-wave Oscillator Employing Triple-line Resonator Achieving -189 dBc/Hz FoM in 65-nm CMOS
[IEEE] 2026-5-14 | Real-Time Freeway Crash Occurrence and Type Prediction Using Connected Vehicle Data via a Spatiotemporal BiLSTM-Transformer
[IEEE] 2026-5-14 | Study on Single Event Leakage Current Damage in P-GaN HEMTs under Different Voltage Biases
[IEEE] 2026-5-14 | A Review on Bilevel Optimization Using Evolutionary Algorithms and Machine Learning Approaches_supp1-3690256.pdf
[IEEE] 2026-5-14 | A Semi-Supervised Framework for Remote Sensing Change Detection via Branch Complementarity and Conflict-Resolved Pseudo-Labeling
[IEEE] 2026-5-14 | Risk-Aware Multimodal Fusion for Anomaly Detection in Cyber-Medical IoMT Systems
[IEEE] 2026-5-14 | A Millimeter-wave Reflective Polarization Conversion Metasurface with High Selectivity
[IEEE] 2026-5-14 | Federated Hierarchical Reinforcement Learning for Resilient Spectrum Sharing in 6G Non-Terrestrial Networks
[IEEE] 2026-5-14 | IEEE Transactions on Antennas and Propagation Publication Information
[IEEE] 2026-5-14 | Temporal Audio Narratives: Event Reasoning through Large Language Models
[IEEE] 2026-5-14 | Automated Detection of Elliott Wave Patterns Using LSTM Autoencoders and Multi-Domain Feature Fusion
[IEEE] 2026-5-14 | Quasi-Exponential Convergence of Higher-Order Serial Differentiators Under Bounded Input Perturbation
[IEEE] 2026-5-14 | Event-Triggered Adaptive Tracking Control for Quarter-Car Bio-inspiration Suspension Systems with State Constraints
[IEEE] 2026-5-14 | Edge Feature Enhancement and Multi-scale Convolutional Kernel Selection Aggregation for Fine-grained Ship Detection_supp1-3693132.pdf
[IEEE] 2026-5-14 | Decentralized Variational Bayesian UKF with Maximum Generalized Student’s t-kernel Correntropy for Wide-Area Power System state estimation
[IEEE] 2026-5-14 | D-NDT: Distributed Network Digital Twin Architecture - Use Case on 5G Network Slice Management
[IEEE] 2026-5-14 | Mixture Distribution Modeling Pseudo-Label Propagation of Domain Adaptation for Low-Data Resource Cross-Scene Classification
[IEEE] 2026-5-14 | A physically constrained Energy Spectrum Superposition Method-Machine Learning coupling algorithm for obtaining the neutron spectrum of BNCT rapidly
[IEEE] 2026-5-14 | Complementary Representations of Invariant in Domain Generalization for Industrial Data Drift
[IEEE] 2026-5-14 | An Adaptive Analog PI-Based Active Gate Driver Method for Transient Current Sharing in Parallel-Connected SiC MOSFETs
[IEEE] 2026-5-14 | IoT-Enabled Greenhouse Automation: A Machine Learning Approach to Precision Farming
[IEEE] 2026-5-14 | Modeling Augmented Visual Servoing Dynamics of Over-Actuated Multirotors Using Persistently-Excited Physics-Informed Neural Networks
[IEEE] 2026-5-14 | Inverted U-Shaped Counter Electrode Enables Uniform Current Distribution in Planar PCB Electrochemical Sensors
[IEEE] 2026-5-13 | Folding Convolutional Neural Network for Rotating Machinery Fault Diagnosis
[IEEE] 2026-5-14 | Partially-Coupled Staircase LDPC Codes for High Speed Inter-Satellite Communications
[IEEE] 2026-5-14 | Detuning-Controlled Evolution of Kerr Frequency Combs in a Silicon Nitride Microring Resonator
[IEEE] 2026-5-14 | Dual-Axis Directional Attention and Selective Information Gating for Trimap-Free Video Matting
[IEEE] 2026-5-14 | XX
[ACM] 2026-5-13 | Identifying Cuproptosis Targets and Therapeutic Candidates in Spinal Cord Injury via Machine Learning
[ACM] 2026-5-13 | A Multi-Dimensional Evaluation Method for the Development Level of Smart Port Informatization Based on Entropy Weight Method
[ACM] 2026-5-13 | DSA3D: Dynamic Salience-Aware Feature Learning for 3D Object Detection
[ACM] 2026-5-13 | Research on Sensitive Data Recognition and Classification Method for Vehicle Unstructured Data Based on BERT
[IEEE] 2026-5-13 | MG-HOF Net: Multi-Granularity and High-Order Fusion Network for Hyperspectral and LiDAR Classification_supp2-3691834.png
[ACM] 2026-5-14 | Uncertainty-Aware Skin Cancer Classification with Deep Ensembles
[ACM] 2026-5-14 | Bridging Theory and Practice via PQC Hands-On Laboratories in Cybersecurity Education
[IEEE] 2026-5-14 | An Air-Jet Continuum Robot for Industrial Integrated Fluidic Circuit Inspection
[IEEE] 2026-5-14 | Novel Dynamic Amplitude Normalization Method Based on Tracking Differentiator for SOGI-FLL
共写入 2000 条记录，保存到 papers/paper2026-05-13.json。
论文获取成功，文件路径: papers/paper2026-05-13.json
正在筛选、翻译并发送邮件...
[NO] 1/2000 | Machine-learning applications for weak-lensing cosmology
[NO] 2/2000 | Quantifying LLM Safety Degradation Under Repeated Attacks Using Survival Analysis
[NO] 3/2000 | A study on Type-2 isomorphic circulant graphs. Part 6: Abelian groups $(T2_{n,m}(C_n(R)), \circ)$ and $(V_{n,m}(C_n(R)), \circ)$
[NO] 4/2000 | Eventual sign coherence
[NO] 5/2000 | Wall accumulation of confined active Janus colloids due to effective active diffusivity
[NO] 6/2000 | PRISM: Perinuclear Ring-based Image Segmentation Method for Acute Lymphoblastic Leukemia Classification
[NO] 7/2000 | Commuting maps of inflated algebras
[NO] 8/2000 | HE-PIM: Demystifying Homomorphic Operations on a Real-world Processing-in-Memory System
[NO] 9/2000 | PROMETHEUS: Automating Deep Causal Research Integrating Text, Data and Models
[NO] 10/2000 | State-of-art minibatches via novel DPP kernels: discretization, wavelets, and rough objectives
[NO] 11/2000 | SECOND-Grasp: Semantic Contact-guided Dexterous Grasping
[NO] 12/2000 | QCIVET: A Quantum--Classical Pipeline Integrity Framework with Contract-Based Subtype Verification and Hash-Chained Audit Traces
[NO] 13/2000 | Orbits of subgroups of codimension one to four of the Iwahori group in the affine flag variety of $\text{SL}_2$
[NO] 14/2000 | Apparent Ferroelectric Polarization Hysteresis and a Simple Method to Observe Piezoelectric Strain Loops with a Microphone
[NO] 15/2000 | TouchAnything: A Dataset and Framework for Bimanual Tactile Estimation from Egocentric Video
[NO] 16/2000 | Spectral Flattening Is All Muon Needs: How Orthogonalization Controls Learning Rate and Convergence
[YES] 17/2000 | TruncProof: A Guardrail for LLM-based JSON Generation under Token-Length Constraints
[NO] 18/2000 | HarmoGS: Robust 3D Gaussian Splatting in the Wild via Conflict-Aware Gradient Harmonization
[NO] 19/2000 | FiTS: Interpretable Spiking Neurons via Frequency Selectivity and Temporal Shaping
[NO] 20/2000 | Not All Anquan Is the Same: A Terminological Proposal for Chinese Computer Science and Engineering
[NO] 21/2000 | Quantized Transport in Floquet Topological Insulators
[NO] 22/2000 | Non-arithmeticity of length spectra of subgroups of mapping class groups
[NO] 23/2000 | Rotational energy levels in the ground vibrational state of methane with kHz-level accuracy from comb-referenced double-resonance and Lamb-dip spectroscopies
[NO] 24/2000 | BrainAnytime: Anatomy-Aware Cross-Modal Pretraining for Brain Image Analysis with Arbitrary Modality Availability
[NO] 25/2000 | The Cost of Perfect English: Pragmatic Flattening and the Erasure of Authorial Voice in L2 Writing Supported by GenAI
[NO] 26/2000 | Bridging Domain Gaps with Target-Aligned Generation for Offline Reinforcement Learning
[NO] 27/2000 | Revealing the Gap in Human and VLM Scene Perception through Counterfactual Semantic Saliency
[NO] 28/2000 | CoGE: Sim-to-Real Online Geometric Estimation for Monocular Colonoscopy
[NO] 29/2000 | Local Conformal Calibration of Dynamics Uncertainty from Semantic Images
[NO] 30/2000 | A General Bézier Tree Encoding Counterfactual Framework for Retinal-Vessel-Mediated Disease Analysis
[NO] 31/2000 | Geometry-Aware Multi-Armed Bandits for Antenna Beam Selection on Spheres, Tori, $\SO(3)$, and Reconfigurable Intelligent Surfaces
[NO] 32/2000 | A Persistence-Aware Framework for Age Violation Control in Wireless Status Update Systems
[NO] 33/2000 | Grouped Annulus-Modulated Transceiver Is Almost Full DoF-Achieving for RIS-Assisted Symbiotic Radios Over Spatial-Correlated Channels
[NO] 34/2000 | Implicit Behavioral Decoding from Next-Step Spike Forecasts at Population Scale
[YES] 35/2000 | Protocol-Driven Development: Governing Generated Software Through Invariants and Evidence
[NO] 36/2000 | Distributionally Robust Safety Under Arbitrary Uncertainties: A Safety Filtering Approach
[NO] 37/2000 | Revisiting Reinforcement Learning with Verifiable Rewards from a Contrastive Perspective
[NO] 38/2000 | DiM\textsuperscript{3}: Bridging Multilingual and Multimodal Models via Direction- and Magnitude-Aware Merging
[NO] 39/2000 | Discovery-Oriented Faceting: From Coverage to Blind-Spot Discovery
[NO] 40/2000 | Terahertz detection within charge density wave state
[NO] 41/2000 | From Compression to Accountability: Harmless Copyright Protection for Dataset Distillation
[NO] 42/2000 | DirectTryOn: One-Step Virtual Try-On via Straightened Conditional Transport
[NO] 43/2000 | CRePE: Curved Ray Expectation Positional Encoding for Unified-Camera-Controlled Video Generation
[NO] 44/2000 | AuraMask: An Extensible Pipeline for Developing Aesthetic Anti-Facial Recognition Image Filters
[NO] 45/2000 | Jets from Scratch: A 3D Dynamo Origin of Long Gamma-Ray Burst Jets
[NO] 46/2000 | The Efficiency Gap in Byte Modeling
[NO] 47/2000 | ThermalTap: Passive Application Fingerprinting in VR Headsets via Thermal Side Channels
[NO] 48/2000 | MIRACLE_Multi-Agent Intelligent Regulation to Advance Collaborative Learning Environment
[NO] 49/2000 | GuardMarkGS: Unified Ownership Tracing and Edit Deterrence for 3D Gaussian Splatting
[NO] 50/2000 | Revisiting DAgger in the Era of LLM-Agents
[NO] 51/2000 | A Bayesian Adaptive Latent Mixture Model for Zero-Inflated Weighted Brain Connectome Analysis
[NO] 52/2000 | Large Language Models for AI-Assisted Radiotherapy Scheduling: A Feasibility Study Under Realistic Operational Constraints
[NO] 53/2000 | Tensor-Lifted Multivariate Functional Calculus Beyond Commutativity and Boundedness
[NO] 54/2000 | Competing Effect of Biquadratic and Heisenberg Coupling on Magnetic Tunnel Junction Molecular Spintronics Devices
[NO] 55/2000 | Rethinking Generalization in Graph Neural Networks: A Structural Complexity Perspective
[NO] 56/2000 | Inducing Artificial Uncertainty in Language Models
[NO] 57/2000 | Benchmarking the Open Science Data Federation services to develop XRootD best practices
[NO] 58/2000 | Determinantal point processes associated with the Bochner-Schrödinger operator
[NO] 59/2000 | The number $4/9$ is a non-jump for $3$-graphs
[NO] 60/2000 | Spatiotemporal downscaling and nowcasting of urban land surface temperatures with deep neural networks
[NO] 61/2000 | Unexpected Marangoni Condensation in Negative Binary Mixtures
[NO] 62/2000 | UNIONS-3500 Weak Lensing: I. A Galaxy Shape Catalogue in the Northern Sky
[NO] 63/2000 | No evidence for phantom crossing: local goodness-of-fit improvements do not persist under global Bayesian model comparison
[NO] 64/2000 | Scaling Retrieval-Augmented Reasoning with Parallel Search and Explicit Merging
[NO] 65/2000 | Manifold-Aware Information Gain and Lower Bounds for Gaussian-Process Bandits on Riemannian Quotient Spaces
[YES] 66/2000 | Dependence functions based on Chatterjee's rank correlation
[NO] 67/2000 | Granite Embedding Multilingual R2 Models
[NO] 68/2000 | Perfect simulation for interacting Hawkes processes with reset-induced variable length memory
[NO] 69/2000 | The inertial Itô drift and its applications to particle collision
[NO] 70/2000 | COOL-LAMPS IX: A Rare Duo of Quasars Each Lensed by a Single Massive Galaxy Cluster
[NO] 71/2000 | Gibbons-Tsarev type systems and Eventual identities
[NO] 72/2000 | Structural identifiability of partially-observed stochastic processes: from single-particle trajectories to total particle density data
[YES] 73/2000 | Reward-Weighted On-Policy Distillation with an Open Property-Equivalence Verifier for NL-to-SVA Generation
[NO] 74/2000 | Sustainable Graph Analytics Workload Scheduling with Evolutionary Reinforcement Learning in Edge-Cloud Systems
[NO] 75/2000 | Site-selective preparation of two-dimensional dipolar quantum gases in an optical beat-note lattice
[NO] 76/2000 | Neural Video Compression with Domain Transfer
[NO] 77/2000 | OSDN: Improving Delta Rule with Provable Online Preconditioning in Linear Attention
[NO] 78/2000 | DP-KFC: Data-Free Preconditioning for Privacy-Preserving Deep Learning
[NO] 79/2000 | LLMs as annotators of credibility assessment in Danish asylum decisions: evaluating classification performance and errors beyond aggregated metrics
[NO] 80/2000 | RotVLA: Rotational Latent Action for Vision-Language-Action Model
[NO] 81/2000 | PreFIQs: Face Image Quality Is What Survives Pruning
[NO] 82/2000 | Taming the Long Tail: Rebalancing Adversarial Training via Adaptive Perturbation
[NO] 83/2000 | Note on a magic rectangle set on dihedral group
[NO] 84/2000 | Tighter relaxations for MAP-MRF optimization via Singleton Arc Consistency
[NO] 85/2000 | BlockVLA: Accelerating Autoregressive VLA via Block Diffusion Finetuning
[NO] 86/2000 | Retrieval-Augmented Tutoring for Algorithm Tracing and Problem-Solving in AI Education
[NO] 87/2000 | A Horn extension of DL-Lite with NL data complexity
[NO] 88/2000 | The Geno-Synthetic Algorithm: Type-Factored Coevolutionary Optimization for Heterogeneous Genotypes and Assembled Phenotypes
[NO] 89/2000 | Predicting Endocrine Disruptors: A Deep Learning QSAR Model for Estrogen Receptor Activity
[NO] 90/2000 | Contextual Bandits for Resource-Constrained Devices using Probabilistic Learning
[NO] 91/2000 | Swarm Network-as-a-Service (SNaaS)
[NO] 92/2000 | Probing Persona-Dependent Preferences in Language Models
[NO] 93/2000 | What Limits Vision-and-Language Navigation ?
[NO] 94/2000 | Threefold Efficiency Enhancement and Narrowed Nanoparticle Size Distribution in Laser Ablation of Gold in Water by GHz-Burst Irradiation
[NO] 95/2000 | HCSG: Human-Centric Semantic-Geometric Reasoning for Vision-Language Navigation
[NO] 96/2000 | PipeSD: An Efficient Cloud-Edge Collaborative Pipeline Inference Framework with Speculative Decoding
[NO] 97/2000 | IdeaForge: A Knowledge Graph-Grounded Multi-Agent Framework for Cross-Methodology Innovation Analysis and Patent Claim Generation
[NO] 98/2000 | SemRepo: A Knowledge Graph for Research Software and Its Scholarly Ecosystem
[NO] 99/2000 | MPINeuralODE: Multiple-Initial-Condition Physics-Informed Neural ODEs for Globally Consistent Dynamical System Learning
[NO] 100/2000 | Reconfigurable chiral superconductivity
[NO] 101/2000 | What properties of reasoning supervision are associated with improved downstream model quality?
[NO] 102/2000 | Byzantine-Robust Distributed Sparse Learning Revisited
[NO] 103/2000 | ReproScore: Separating Readiness from Outcome in Research Software Reproducibility Assessment
[NO] 104/2000 | Distributed Approximate Maximum Matching and Minimum Vertex Cover via Generalized Graph Decomposition
[NO] 105/2000 | Reentrant behavior and possible $2/3$ magnetization plateau on the double-trillium langbeinite K$_2$Ni$_2$(SO$_4$)$_3$
[NO] 106/2000 | Respecting Self-Uncertainty in On-Policy Self-Distillation for Efficient LLM Reasoning
[NO] 107/2000 | The Sample Complexity of Multiple Change Point Identification under Bandit Feedback
[NO] 108/2000 | Doppler Prompting for Stable mmWave-based Human Pose Estimation
[NO] 109/2000 | ReTool-Video: Recursive Tool-Using Video Agents with Meta-Augmented Tool Grounding
[NO] 110/2000 | Comparative analysis of missing data imputation methods for CSST survey: Impact on photometric redshift estimation performance
[NO] 111/2000 | Machine Learning-Driven Multimodal Spectroscopic Liquid Biopsy for Early Multicancer Detection
[NO] 112/2000 | Decoding Product Codes and Staircase Codes with Iteration-Independent Weighting Coefficients
[NO] 113/2000 | Influence of Prandtl number on heat transfer over a permeable wall
[NO] 114/2000 | Testing the Structural Properties of Marked Point Processes Using Local Inhomogeneous Mark-Weighted K-Functions
[NO] 115/2000 | DiffST: Spatiotemporal-Aware Diffusion for Real-World Space-Time Video Super-Resolution
[NO] 116/2000 | Coupling-Informed Transport Maps for Bayesian Filtering in Nonlinear Dynamical Systems
[NO] 117/2000 | PanoWorld: Towards Spatial Supersensing in 360$^\circ$ Panorama World
[NO] 118/2000 | Helium Bubbles in Liquid Lead Lithium Solutions: Pressure Inhomogeneities at Interfaces and Non Ideal Mixture Effects
[NO] 119/2000 | Empowering IoT Security: On-Device Intrusion Detection in Resource Constrained Devices
[NO] 120/2000 | Unifying Physically-Informed Weather Priors in A Single Model for Image Restoration Across Multiple Adverse Weather Conditions
[NO] 121/2000 | Understanding Generalization through Decision Pattern Shift
[NO] 122/2000 | On a posteriori stopping rules of adaptive stochastic heavy ball method for ill-posed problems
[NO] 123/2000 | Security-Aware Planning and Control of Multi-Agent Systems with LTL Tasks
[NO] 124/2000 | Feedback-based quantum optimization and its classical counterpart: quantum advantage and the power of classical algorithms
[NO] 125/2000 | EVA-Bench: A New End-to-end Framework for Evaluating Voice Agents
[NO] 126/2000 | Good Agentic Friends Do Not Just Give Verbal Advice: They Can Update Your Weights
[NO] 127/2000 | R-DMesh: Video-Guided 3D Animation via Rectified Dynamic Mesh Flow
[NO] 128/2000 | Reachable-Set Decomposition for Real-Time Aggregation of Multi-Zone HVAC Fleets
[NO] 129/2000 | QLAM: A Quantum Long-Attention Memory Approach to Long-Sequence Token Modeling
[NO] 130/2000 | Finite-time blow-up in an elementary model of the 3D Navier-Stokes equations
[NO] 131/2000 | Graphs of Hecke operators in mixed ramification
[NO] 132/2000 | Stability analysis of Richardson models with delay for confrontation between two countries
[NO] 133/2000 | Harnessing Agentic Evolution
[NO] 134/2000 | Parallel Scan Recurrent Neural Quantum States for Scalable Variational Monte Carlo
[NO] 135/2000 | Min-Max Optimization Requires Exponentially Many Queries
[NO] 136/2000 | BlitzGS: City-Scale Gaussian Splatting at Lightning Speed
[NO] 137/2000 | Force-Aware Neural Tangent Kernels for Scalable and Robust Active Learning of MLIPs
[NO] 138/2000 | Attention Once Is All You Need: Efficient Streaming Inference with Stateful Transformers
[NO] 139/2000 | LMPath: Language-Mediated Priors and Path Generation for Aerial Exploration
[NO] 140/2000 | MinT: Managed Infrastructure for Training and Serving Millions of LLMs
[NO] 141/2000 | (How) Do Large Language Models Understand High-Level Message Sequence Charts?
[NO] 142/2000 | Upper Bounds for Symmetric Approximate Bounded Indistinguishability
[NO] 143/2000 | Magnetization-dependent and stacking-tunable Edelstein effect in two-dimensional magnet 2H-VTe2
[NO] 144/2000 | Manipulation Planning for Construction Activities with Repetitive Tasks
[NO] 145/2000 | Learning Responsibility-Attributed Adversarial Scenarios for Testing Autonomous Vehicles
[NO] 146/2000 | SPLIT: SymPathy for Large jobs Improves Tail latency
[NO] 147/2000 | Amplitude Noise Suppression in Frequency-Doubled Lasers: A Lyapunov Mechanism for Intensity Stabilization in Coupled Oscillator Systems
[NO] 148/2000 | GHGbench: A Unified Multi-Entity, Multi-Task Benchmark for Carbon Emission Prediction
[NO] 149/2000 | KVServe: Service-Aware KV Cache Compression for Communication-Efficient Disaggregated LLM Serving
[NO] 150/2000 | Cosmological perturbations in the theory of gravity with non-minimal derivative coupling. I. Modes of perturbations
[NO] 151/2000 | Distinguishing performance gains from learning when using generative AI
[NO] 152/2000 | ScioMind: Cognitively Grounded Multi-Agent Social Simulation with Anchoring-Based Belief Dynamics and Dynamic Profiles
[NO] 153/2000 | The Very Late Time Afterglow of GW170817 Favors a Wobbling Jet
[NO] 154/2000 | A multigrid and neural network approach to reduce the computational cost of phi-FEM
[NO] 155/2000 | Enhanced Near-Field Thermal Radiation Driven by Multiple Corner and Edge Modes in Subwavelength Square Nanowires
[NO] 156/2000 | DisAgg: Distributed Aggregators for Efficient Secure Aggregation in Federated Learning
[NO] 157/2000 | Nonlinear dynamic elastic moduli from equilibrium stress fluctuations
[NO] 158/2000 | StayStill: a large-scale 3D idle animation dataset
[NO] 159/2000 | Probing Quantum Information Scrambling via Local Randomized Measurements
[NO] 160/2000 | Theory of fracture initiation and propagation in viscoelastic media
[NO] 161/2000 | How many parents does it take? Parental time allocation and the effectiveness of fertility subsidies
[NO] 162/2000 | Three-Stage Learning Unlocks Strong Performance in Simple Models for Long-Term Time Series Forecasting
[NO] 163/2000 | Weakly Supervised Segmentation as Semantic-Based Regularization
[NO] 164/2000 | Stochastic modeling of Fourier modes in two-dimensional turbulence via filtered white noise
[NO] 165/2000 | Pattern-Enhanced RT-DETR for Multi-Class Battery Detection
[NO] 166/2000 | SceneGraphVLM: Dynamic Scene Graph Generation from Video with Vision-Language Models
[NO] 167/2000 | Fine-tuning with Hierarchical Prompting for Robust Propaganda Classification Across Annotation Schemas
[NO] 168/2000 | Improving ecological inference and uncertainty quantification from camera trap data through the fusion of AI confidences and manual annotations
[NO] 169/2000 | Search for single vector-like quark production in opposite-sign dilepton final states in proton-proton collisions at $\sqrt{s}$ = 13 TeV
[NO] 170/2000 | Sticky CIR process with potential: invariant measure and exact sampling
[NO] 171/2000 | FlowCompile: An Optimizing Compiler for Structured LLM Workflows
[NO] 172/2000 | Europe and the Geopolitics of AGI: The Need for a Preparedness Plan
[NO] 173/2000 | Guide, Think, Act: Interactive Embodied Reasoning in Vision-Language-Action Models
[NO] 174/2000 | SINAPSE: A lightweight deep learning framework for accurate and explainable neutron-$γ$ discrimination
[NO] 175/2000 | Edit-level Majority Voting Mitigates Over-Correction in LLM-based Grammatical Error Correction
[NO] 176/2000 | Betti numbers for cochordal zero-divisor graphs of commutative rings
[NO] 177/2000 | WD-FQDet: Multispectral Detection Transformer via Wavelet Decomposition and Frequency-aware Query Learning
[NO] 178/2000 | Magnetocaloric Effect in Nanostructured $La_{0.6}Sr_{0.4}Fe_{1-x}Co_{x}O_3$
[NO] 179/2000 | Spectral instability and non-uniqueness of mild solutions for the Keller-Segel system
[NO] 180/2000 | Probing nonlinear structure formation beyond $Λ$CDM with the LSS bootstrap: a joint power spectrum and bispectrum analysis
[NO] 181/2000 | NLO QCD and parton-shower effects for Higgs-boson production in association with a hard photon via vector-boson fusion
[NO] 182/2000 | Trajectory-Level Data Augmentation for Offline Reinforcement Learning
[NO] 183/2000 | Generating the mapping class group of a nonorientable surface of genus $g \geq 13$ by two elements
[NO] 184/2000 | Hydrodynamic limits for TASEP with space-time discontinuities
[NO] 185/2000 | Pulse shape discrimination for $α$ event rejection in BEGe-type high-purity germanium detectors
[NO] 186/2000 | Ultrafast Critical Slowing of Spin Dynamics and Emergent Nonequilibrium Fano Interference in Fe3GeTe2
[NO] 187/2000 | AnyFlow: Any-Step Video Diffusion Model with On-Policy Flow Map Distillation
[NO] 188/2000 | A Spatially Resolved HI Survey of Seyfert Galaxies: the Role of AGN Feedback in Shaping Atomic Gas Reservoirs
[NO] 189/2000 | VIP-COP: Context Optimization for Tabular Foundation Models
[NO] 190/2000 | A Majorization-Minimization with Monte Carlo Approach for Hyperparameter Estimation
[NO] 191/2000 | Rescaled Asynchronous SGD: Optimal Distributed Optimization under Data and System Heterogeneity
[NO] 192/2000 | Mixing and Small-Scale Formation in a Passive Divergence-Free Vector Field
[NO] 193/2000 | Temper and Tilt Lead to SLOP: Reward Hacking Mitigation with Inference-Time Alignment
[NO] 194/2000 | Galerkin Approximation of the Fractional Sobolev Constant
[NO] 195/2000 | Decoupled Planning for Multiple Omega-Regular Objectives
[NO] 196/2000 | Elastica++: A high-performance, multiphysics framework for large interacting assemblies of Cosserat rods
[NO] 197/2000 | Identifying AI Web Scrapers Using Canary Tokens
[NO] 198/2000 | Quantum resolution of the Schwarzschild singularity
[NO] 199/2000 | Collaborating in Multi-Armed Bandits with Strategic Agents
[NO] 200/2000 | Quantum dynamics of two $XX$ interacting PT-symmetric non-Hermitian qubits: enhancement of quantum annealing
[NO] 201/2000 | Load Identification in Bistable Spacecraft Booms via Parametric Data-Driven Modeling
[NO] 202/2000 | Causal Learning with the Invariance Principle
[NO] 203/2000 | On the Apparent Correlation between X-ray and Neutrino Luminosities of Active Galactic Nuclei
[NO] 204/2000 | Phy-CoSF: Physics-Guided Continuous Spectral Fields Reconstruction and Super-Resolution for Snapshot Compressive Imaging
[NO] 205/2000 | A new proof of the transfer of regularity for kinetic equations
[NO] 206/2000 | Joint Segment Activation and Antenna Placement for Uplink SWAN Systems
[NO] 207/2000 | Anisotropic Dopant and Strain Architectures in WS$_2$ Nanocrystals Driven by Growth Kinetics
[NO] 208/2000 | Dynamical Predictive Modelling of Cardiovascular Disease Progression Post-Myocardial Infarction via ECG-Trained Artificial Intelligence Model
[NO] 209/2000 | Uncertainty-Aware Prediction of Lung Tumor Growth from Sparse Longitudinal CT Data via Bayesian Physics-Informed Neural Networks
[NO] 210/2000 | Nonexistence of certain classes of generalized bent functions: Revisiting the element partition method
[NO] 211/2000 | RealICU: Do LLM Agents Understand Long-Context ICU Data? A Benchmark Beyond Behavior Imitation
[NO] 212/2000 | Towards Unified Surgical Scene Understanding:Bridging Reasoning and Grounding via MLLMs
[NO] 213/2000 | Solvable Automorphism Groups of Varieties
[NO] 214/2000 | Many-Shot CoT-ICL: Making In-Context Learning Truly Learn
[NO] 215/2000 | Quantifying information flow along a stochastic trajectory
[NO] 216/2000 | A Multi-Modal Intelligent U2V Channel Model for 6G Sensing-Communication Integration
[NO] 217/2000 | Task-Aware Automated User Profile Generation for Recommendation Simulation Using Large Language Models
[NO] 218/2000 | The Gallai Vertex Problem is $Θ_2^p$-Complete
[NO] 219/2000 | R^2-Mem: Reflective Experience for Memory Search
[NO] 220/2000 | Discovery of Hidden Miscalibration Regimes
