[2026-02-17 09:35:37] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-16
正在获取论文...
[arXiv] 2026-02-16 | ALiA: Adaptive Linearized ADMM
[NO] 69/1678 | Additive Control Variates Dominate Self-Normalisation in Off-Policy Evaluation
[NO] 70/1678 | Position: Introspective Experience from Conversational Environments as a Path to Better Learning
[NO] 71/1678 | Adjoint-based Shape Optimization, Machine Learning based Surrogate Models, Conditional Variational Autoencoder (CVAE), Voith Schneider propulsion (VSP), Self-propelled Ship, Propulsion Model, Hull Optimization
[NO] 72/1678 | Tarnished by Tools: Cost of Systematics in Golden Dark Siren Cosmology
[NO] 73/1678 | Web-Scale Multimodal Summarization using CLIP-Based Semantic Alignment
[NO] 74/1678 | A few remarks on sections of the Picard bundle of family of curves
[NO] 75/1678 | CT-Bench: A Benchmark for Multimodal Lesion Understanding in Computed Tomography
[NO] 76/1678 | Probing topological Floquet states in graphene with ultrafast terahertz scanning tunneling microscopy
[NO] 77/1678 | Affordance Transfer Across Object Instances via Semantically Anchored Functional Map
[NO] 78/1678 | interID -- An Ecosystem-agnostic Verifier-as-a-Service with OpenID Connect Bridge
[NO] 79/1678 | EmbeWebAgent: Embedding Web Agents into Any Customized UI
[NO] 80/1678 | Quasilocalization under coupled mutation-selection dynamics
[NO] 81/1678 | Bias analysis of a linear order-statistic inequality index estimator: Unbiasedness under gamma populations
[NO] 82/1678 | Fair Allocation with Initial Utilities
[NO] 83/1678 | Existence of large-data solutions to a thermo-piezoelectric system and forward operator analysis for associated inverse problems
[NO] 84/1678 | Gravitational Decoherence Estimation in Optomechanical Systems
[NO] 85/1678 | Dark higher-form fields and triangle anomalies
[NO] 86/1678 | Asymmetry in laser wakefields driven by intense pulses
[NO] 87/1678 | The Global Representativeness Index: A Total Variation Distance Framework for Measuring Demographic Fidelity in Survey Research
[NO] 88/1678 | Robot-Wearable Conversation Hand-off for Navigation
[NO] 89/1678 | On the behavior of analytic torsion for twisted canonical bundles under degenerations
[NO] 90/1678 | Beyond Retractions: Forensic Scientometrics Techniques to Identify Research Misconduct, Citation Leakage, and Funding Anomalies
[NO] 91/1678 | What hackers talk about when they talk about AI: Early-stage diffusion of a cybercrime innovation
[NO] 92/1678 | Evidence for the merger hypothesis in V4332 Sgr: a low $^{12}$C/$^{13}$C ratio and multiple outbursts
[NO] 93/1678 | ROSA: Roundabout Optimized Speed Advisory with Multi-Agent Trajectory Prediction in Multimodal Traffic
[NO] 94/1678 | Localization Tensor Revisited: Geometric-Probabilistic Foundations and a Structure-Factor Criterion under Periodic Boundaries
[NO] 95/1678 | Infrared period-luminosity relations of Galactic Miras based on multi-epoch photometry and the Gaia parallax uncertainty
[NO] 96/1678 | GOT-JEPA: Generic Object Tracking with Model Adaptation and Occlusion Handling using Joint-Embedding Predictive Architecture
[NO] 97/1678 | On the Parameterized Tractability of Packing Vertex-Disjoint A-Paths with Length Constraints
[NO] 98/1678 | A-H Premium and the Shanghai-Hong Kong Stock Connect
[NO] 99/1678 | A strengthening of the Blaschke-Santaló inequality for $o$-symmetric planar convex bodies
[NO] 100/1678 | Topological and arithmetic characteristics about products of projective lines with complex tori
[NO] 101/1678 | Probabilistic Cutoffs in Homogeneous Quantum Repeater Chains
[NO] 102/1678 | Systematic Review of Lightweight Cryptographic Algorithms
[NO] 103/1678 | D2-LoRA: A Synergistic Approach to Differential and Directional Low-Rank Adaptation
[NO] 104/1678 | Grid-free linear hypergraphs via Cayley-Bacharach
[NO] 105/1678 | Actions of Lie 2-algebras and comomentum maps
[NO] 106/1678 | Matching conditions for scattering solutions of scalar wave equations on extremal Reissner-Nordström spacetimes
[NO] 107/1678 | Adaptive Autoguidance for Item-Side Fairness in Diffusion Recommender Systems
[NO] 108/1678 | Unbiased Approximate Vector-Jacobian Products for Efficient Backpropagation
[NO] 109/1678 | 4U 1556-60 as a very faint neutron star X-ray binary at 700 pc with an undetected radio jet
[NO] 110/1678 | Demonstrating and Benchmarking Classical Shadows for Lindblad Tomography
[NO] 111/1678 | Crowdsourcing Piedmontese to Test LLMs on Non-Standard Orthography
[NO] 112/1678 | Near-Optimal Best-of-Both-Worlds Fairness for Few Agents
[NO] 113/1678 | Real-time Monocular 2D and 3D Perception of Endoluminal Scenes for Controlling Flexible Robotic Endoscopic Instruments
[NO] 114/1678 | Advances in Global Solvers for 3D Vision
[NO] 115/1678 | Segment-Based Two-Loop Adaptive Iterative Learning Control for Spacecraft Position and Attitude Tracking
[NO] 116/1678 | Investigating the impact of quasi-universal relations on neutron star constraints in third-generation detectors
[NO] 117/1678 | Computing $A$-resultants via direct images
[NO] 118/1678 | An Embarrassingly Simple Way to Optimize Orthogonal Matrices at Scale
[NO] 119/1678 | Data-Efficient Machine learning for Predicting Dopant Formation Energies in TiO$_2$ Monolayer
[NO] 120/1678 | Common overlattices in trees and trees with fins
[NO] 121/1678 | Second-order conditions for bang-bang control of elliptic equations in arbitrary dimensions
[NO] 122/1678 | Resurgent structure of the 't Hooft-Polyakov monopole
[NO] 123/1678 | Comments on Symplectic bipotentials arXiv:2410.23122
[NO] 124/1678 | Computations on the tautological basis of the cohomology ring of the Peterson variety
[NO] 125/1678 | Rings whose Non-Units are a Unit Multiple of an Element from $\sqrt{Δ(R)}$
[NO] 126/1678 | Non-commutative Dynamic Approaches to the Kibble-Zurek Scaling Limit with an Initial Gapless Order
[NO] 127/1678 | New a posteriori error estimates for full-space transmission problems
[NO] 128/1678 | CLAP-Based Automatic Word Naming Recognition in Post-Stroke Aphasia
[NO] 129/1678 | Feedback Stabilization and Tracking for Heat Equations Using Thermo-Plasmonic Nanoparticles as Actuators
[NO] 130/1678 | DriveFine: Refining-Augmented Masked Diffusion VLA for Precise and Robust Driving
[NO] 131/1678 | Information-Theoretic Approach to Financial Market Modelling
[YES] 132/1678 | An Empirical Study of the Evolution of GitHub Actions Workflows
[NO] 133/1678 | Human versus Artificial Intelligence; various significant examples in astrophysics
[NO] 134/1678 | Compositional Metrology of Atom Probe Applied to non-Metallic Materials
[NO] 135/1678 | Dissipative Spectroscopy
[NO] 136/1678 | Sparse identification of quantum Hamiltonian dynamics via quantum circuit learning
[NO] 137/1678 | Characterization of argon recoils at the keV scale with ReD and ReD+
[NO] 138/1678 | On the Existence of Koopman Linear Embeddings for Controlled Nonlinear Systems
[YES] 139/1678 | Explainable Token-level Noise Filtering for LLM Fine-tuning Datasets
[NO] 140/1678 | Efficient Sampling with Discrete Diffusion Models: Sharp and Adaptive Guarantees
[NO] 141/1678 | Altermagnetic Even-Odd Effects in CsV$_2$Te$_2$O Josephson Junctions
[YES] 142/1678 | On the Learning Dynamics of RLVR at the Edge of Competence
[NO] 143/1678 | Synthetic Aperture Communication: Principles and Application to Massive IoT Satellite Uplink
[NO] 144/1678 | Complementarity of di-top and four-top searches in interpreting possible signals of new physics
[NO] 145/1678 | Parapositronium decay into three photons and implications for the neutral pion
[NO] 146/1678 | Modeling medium and low voltage grids using population density
[NO] 147/1678 | SAILS: Segment Anything with Incrementally Learned Semantics for Task-Invariant and Training-Free Continual Learning
[NO] 148/1678 | Orcheo: A Modular Full-Stack Platform for Conversational Search
[NO] 149/1678 | Infrared spectra of methane-containing ice mixtures for JWST data analysis
[NO] 150/1678 | Long Context, Less Focus: A Scaling Gap in LLMs Revealed through Privacy and Personalization
[NO] 151/1678 | 3d Conformal Field Theories via Fuzzy Sphere Algebra
[NO] 152/1678 | Generalization from Low- to Moderate-Resolution Spectra with Neural Networks for Stellar Parameter Estimation: A Case Study with DESI
[NO] 153/1678 | Majorana Signatures in Planar Tunneling through a Kitaev Spin Liquid
[NO] 154/1678 | Hunt Globally: Deep Research AI Agents for Drug Asset Scouting in Investing, Business Development, and Search & Evaluation
[NO] 155/1678 | The projective coinvariant algebra, Young invariants and bigraded coordinate rings of Segre embeddings
[NO] 156/1678 | Cold-Start Personalization via Training-Free Priors from Structured World Models
[NO] 157/1678 | Hidden Markov Individual-level Models of Infectious Disease Transmission
[NO] 158/1678 | PDE foundation models are skillful AI weather emulators for the Martian atmosphere
[NO] 159/1678 | Low Depth Unitary Coupled Cluster Algorithm for Large Chemical Systems
[NO] 160/1678 | On the Semantics of Primary Cause in Hybrid Dynamic Domains
[NO] 161/1678 | Scaling QAOA: transferring optimal adiabatic schedules from small-scale to large-scale variational circuits
[NO] 162/1678 | On a Gödel-like Solution in Non-Relativistic Gravity
[NO] 163/1678 | Faster Molecular Dynamics with Neural Network Potentials via Distilled Multiple Time-Stepping and Non-Conservative Forces
[NO] 164/1678 | DM0: An Embodied-Native Vision-Language-Action Model towards Physical AI
[NO] 165/1678 | Large Transverse Thermoelectric Effect in Weyl Semimetal TaIrTe$_4$ Engineered for Photodetection
[NO] 166/1678 | Morphing of and writing with a scissor linkage mechanism
[NO] 167/1678 | On Liouville's theorem for the Hessian quotient equation $σ_2/σ_1$
[NO] 168/1678 | AnchorWeave: World-Consistent Video Generation with Retrieved Local Spatial Memories
[NO] 169/1678 | Stick-slip dynamics in an interleaved system with self-amplified friction
[NO] 170/1678 | Ferrocene-functionalized covalent organic framework exceeding the ultimate hydrogen storage targets: a first-principles multiscale computational study
[NO] 171/1678 | Inclusive hadroproduction of $χ_{c1}(3872)$, $X_b$ and pentaquarks
[NO] 172/1678 | The Tetrahedral (or $6j$) Symbol
[NO] 173/1678 | Galois automorphisms and blocks covering unipotent blocks
[NO] 174/1678 | Algorithmic Simplification of Neural Networks with Mosaic-of-Motifs
[NO] 175/1678 | Conservative geometric functors via purity
[NO] 176/1678 | Electron-phonon coupling in EuAl4 under hydrostatic pressure
[NO] 177/1678 | Numerical exploration of the range of shape functionals using neural networks
[YES] 178/1678 | Goldilocks RL: Tuning Task Difficulty to Escape Sparse Rewards for Reasoning
[NO] 179/1678 | Fluidic Shaping over arbitrary domains: theory and high order finite-elements solver
[NO] 180/1678 | A Pragmatic Method for Comparing Clusterings with Overlaps and Outliers
[NO] 181/1678 | John-type decompositions for affinely-optimal positions of convex bodies
[NO] 182/1678 | Relative Character Asymptotics Beyond Stability for $\mathrm{PGL}_2 \times \mathrm{GL}_1$
[NO] 183/1678 | Statistical Validation and Vetting of Exoplanet Candidate TOI 7475.01
[NO] 184/1678 | A universal critical accretion rate for black hole jet formation
[NO] 185/1678 | Hodge theory for twisted log-differential forms
[NO] 186/1678 | Testimole-Conversational: A 30-Billion-Word Italian Discussion Board Corpus (1996-2024) for Language Modeling and Sociolinguistic Research
[YES] 187/1678 | Learning State-Tracking from Code Using Linear RNNs
[NO] 188/1678 | Physical Commonsense Reasoning for Lower-Resourced Languages and Dialects: a Study on Basque
[NO] 189/1678 | Continuous functions over a pure C*-algebra
[NO] 190/1678 | Carbon chain diversity in L1544 and IRAS 16293-2422: an astrochemical pathfinder study for the SKAO
[NO] 191/1678 | Return of the Schema: Building Complete Datasets for Machine Learning and Reasoning on Knowledge Graphs
[NO] 192/1678 | Non-quasi-$F$-split canonical affine fourfolds in any characteristic
[NO] 193/1678 | On the Stability of Nonlinear Dynamics in GD and SGD: Beyond Quadratic Potentials
[NO] 194/1678 | New Randomized Global Generalized Minimum Residual (RGl-GMRES) method
[NO] 195/1678 | Spin qubit shuttling between coupled quantum dots with inhomogeneous Landé g-tensors
[NO] 196/1678 | Architectural Insights for Post-Tornado Damage Recognition
[NO] 197/1678 | Accelerating Posterior Inference from Pulsar Light Curves via Learned Latent Representations and Local Simulator-Guided Optimization
[NO] 198/1678 | MedVAR: Towards Scalable and Efficient Medical Image Generation via Next-scale Autoregressive Prediction
[NO] 199/1678 | Adaptive Finite Elements with Algebraic Stabilization for Convection-Dominated Transport
[NO] 200/1678 | Bounding Probabilities of Causation with Partial Causal Diagrams
[NO] 201/1678 | Homological origin of transversal implementability of logical diagonal gates in quantum CSS codes
[NO] 202/1678 | Modular generalized Nahm sums with arbitrary rank $r$
[NO] 203/1678 | On the Rate-Distortion-Complexity Tradeoff for Semantic Communication
[NO] 204/1678 | Constrained and Composite Sampling via Proximal Sampler
[NO] 205/1678 | Learning Transferability: A Two-Stage Reinforcement Learning Approach for Enhancing Quadruped Robots' Performance in U-Shaped Stair Climbing
[NO] 206/1678 | Circular orbits and observational features of the rotating Simpson-Visser black hole surrounded by a thin accretion disk
[YES] 207/1678 | Traceable Latent Variable Discovery Based on Multi-Agent Collaboration
[NO] 208/1678 | Cramer--Rao Bounds for Magneto-Inductive Integrated Sensing and Communications
[NO] 209/1678 | Holographic Subregion Complexity and Fidelity Susceptibility in Noncommutative Yang--Mills Theory
[NO] 210/1678 | Noncooperative Virtual Queue Coordination via Uncertainty-Aware Correlated Equilibria
[NO] 211/1678 | Phonon Echo from Multi-Level Systems and Many-Body Interactions in Low-Temperature Glasses
[NO] 212/1678 | A unified framework for evaluating the robustness of machine-learning interpretability for prospect risking
[NO] 213/1678 | The Physical Properties of PS1-12sk and the Implications to Its Progenitor System
[NO] 214/1678 | A More Realistic Z-pinch Snowplow Model
[NO] 215/1678 | Near-Threshold J/$ψ\to μ^+μ^-$ Photoproduction and the Gluonic Gravitational Form Factors of the Proton
[NO] 216/1678 | The small Deborah number limit for the compressible fluid-particle flows
[NO] 217/1678 | Feature Recalibration Based Olfactory-Visual Multimodal Model for Fine-Grained Rice Deterioration Detection
[NO] 218/1678 | Adapting VACE for Real-Time Autoregressive Video Diffusion
[NO] 219/1678 | Syntomic cohomology of truncated Brown--Peterson spectra
[NO] 220/1678 | A Study on Multi-Class Online Fuzzy Classifiers for Dynamic Environments
[NO] 221/1678 | Square-bracket operations clubs
[NO] 222/1678 | InnoEval: On Research Idea Evaluation as a Knowledge-Grounded, Multi-Perspective Reasoning Problem
[NO] 223/1678 | LiSFC-Search: Lifelong Search for Network SFC Optimization under Non-stationary Drifts
[NO] 224/1678 | Key Considerations for Domain Expert Involvement in LLM Design and Evaluation: An Ethnographic Study
[NO] 225/1678 | Reciprocal Specific Relative Entropy between Continuous Martingales
[NO] 226/1678 | The unintended effects of universalizing social pensions: Evidence from Mexico
[NO] 227/1678 | Learning Structural Hardness for Combinatorial Auctions: Instance-Dependent Algorithm Selection via Graph Neural Networks
[NO] 228/1678 | Multi-Agent Comedy Club: Investigating Community Discussion Effects on LLM Humor Generation
[NO] 229/1678 | Pulsar based modeling of point spread function of Fermi Large Area Telescope
[NO] 230/1678 | Universal Algorithm-Implicit Learning
[NO] 231/1678 | Constant-Time Dynamic Enumeration of Word Infixes in a Regular Language
[NO] 232/1678 | An x-ray regenerative amplifier free-electron laser with a step-tapered-undulator
[NO] 233/1678 | Faster Optimal Decoder for Graph Codes with a Single Logical Qubit
[NO] 234/1678 | Deep Image Prior for Computed Tomography Reconstruction
[NO] 235/1678 | It's a Matter of Time: Three Lessons on Long-Term Motion for Perception
[NO] 236/1678 | $L_\infty$-morphisms between twisted Courant $r$-Lie algebras and untwisted Courant $(r{+}1)$-Lie algebroids
[NO] 237/1678 | Qute: Towards Quantum-Native Database
[NO] 238/1678 | Weak Poincaré inequalities for Deterministic-scan Metropolis-within-Gibbs samplers
[NO] 239/1678 | On the kinetic equation arising from the large-scale limit of the Cucker-Smale model
[NO] 240/1678 | Exposing Diversity Bias in Deep Generative Models: Statistical Origins and Correction of Diversity Error
[NO] 241/1678 | ST-EVO: Towards Generative Spatio-Temporal Evolution of Multi-Agent Communication Topologies
[NO] 242/1678 | NISQ-compatible quantum cryptography based on Parrondo dynamics in discrete-time quantum walks
[NO] 243/1678 | From User Preferences to Base Score Extraction Functions in Gradual Argumentation
[NO] 244/1678 | Pseudo-differential-enhanced physics-informed neural networks
[NO] 245/1678 | Temporally Flexible Transport Scheduling on Networks with Departure-Arrival Constriction and Nodal Capacity Limits
[NO] 246/1678 | Dominant One-Loop Seesaw Contribution Induced by Non-Invertible Fusion Algebra
[NO] 247/1678 | Rewriting Induction for Existentially Quantified Equations in Logically Constrained Rewriting (Full Version)
[NO] 248/1678 | Alignment Adapter to Improve the Performance of Compressed Deep Learning Models
[NO] 249/1678 | Kakeya conjecture and High-Rank Lattice von Neumann algebras
[NO] 250/1678 | Stochastic Burgers equation driven by multiplicative Rosenblatt noise: local existence, uniqueness and regularity
[NO] 251/1678 | Higher-Order Hit-&-Run Samplers for Linearly Constrained Densities
[NO] 252/1678 | On the challenge of simulating dipolar contributions to spin relaxation with generalized cluster correlation expansion methods
[NO] 253/1678 | A Bayesian Approach to Low-Discrepancy Subset Selection
[NO] 254/1678 | Towards Selection as Power: Bounding Decision Authority in Autonomous Agents
[NO] 255/1678 | Before the Vicious Cycle Starts: Preventing Burnout Across SOC Roles Through Flow-Aligned Design
[NO] 256/1678 | FO and MSO Model Checking on Temporal Graphs
[YES] 257/1678 | Automated Classification of Source Code Changes Based on Metrics Clustering in the Software Development Process
[NO] 258/1678 | RNM-TD3: N:M Semi-structured Sparse Reinforcement Learning From Scratch
[NO] 259/1678 | Assessing Large Language Models for Medical QA: Zero-Shot and LLM-as-a-Judge Evaluation
[NO] 260/1678 | Magnetic excitations in the Kitaev material Na$_2$IrO$_3$ studied by neutron scattering
[NO] 261/1678 | Forked Physics Informed Neural Networks for Coupled Systems of Differential equations
[NO] 262/1678 | Replanning Human-Robot Collaborative Tasks with Vision-Language Models via Semantic and Physical Dual-Correction
[NO] 263/1678 | Inner Loop Inference for Pretrained Transformers: Unlocking Latent Capabilities Without Training
[NO] 264/1678 | The cost of speed: Time-optimal thermal control of trapped Brownian particles
[NO] 265/1678 | GREAT-EER: Graph Edge Attention Network for Emergency Evacuation Responses
[NO] 266/1678 | VariViT: A Vision Transformer for Variable Image Sizes
[NO] 267/1678 | Mutual k-Visibility in Graphs
[NO] 268/1678 | Lower Estimates for $L_1$-Distortion of Transportation Cost Spaces
[NO] 269/1678 | Interwoven SDP in Primal-Dual Proximal Splitting Methods for Adjustable Robust Convex Optimisation with SOS-Convex Polynomial Constraints
[NO] 270/1678 | Evaluation of Dynamic Vector Bin Packing for Virtual Machine Placement
[NO] 271/1678 | TikArt: Aperture-Guided Observation for Fine-Grained Visual Reasoning via Reinforcement Learning
[NO] 272/1678 | Mixed precision solvers with half-precision floating point numbers for Lattice QCD on A64FX processor
[NO] 273/1678 | Gel'fand's inverse problem under Ricci curvature bounds
[NO] 274/1678 | TWISTED-RL: Hierarchical Skilled Agents for Knot-Tying without Human Demonstrations
[NO] 275/1678 | Magnetic Neumann problems with Aharonov-Bohm potentials: boundary asymptotics of eigenvalues and splitting phenomena
[NO] 276/1678 | DeepMTL2R: A Library for Deep Multi-task Learning to Rank
[NO] 277/1678 | Behavioral Feature Boosting via Substitute Relationships for E-commerce Search
[NO] 278/1678 | Query as Anchor: Scenario-Adaptive User Representation via Large Language Model
[NO] 279/1678 | Flavor dependence of chiral symmetry breaking and the conformal window
[NO] 280/1678 | When OpenClaw AI Agents Teach Each Other: Peer Learning Patterns in the Moltbook Community
[NO] 281/1678 | HyperRAG: Reasoning N-ary Facts over Hypergraphs for Retrieval Augmented Generation
[NO] 282/1678 | Silent Inconsistency in Data-Parallel Full Fine-Tuning: Diagnosing Worker-Level Optimization Misalignment
[NO] 283/1678 | Integral Numerical Radius and Operator Matrix Bounds
[NO] 284/1678 | On Two-Stage Householder Orthogonalization
[NO] 285/1678 | Tribonacci Numbers That Are Products of Two Lucas Numbers
[NO] 286/1678 | Selective Synchronization Attention
[NO] 287/1678 | Controlling Your Image via Simplified Vector Graphics
[NO] 288/1678 | CAIRO: Decoupling Order from Scale in Regression
[NO] 289/1678 | Sustainable Investment: ESG Impacts on Large Portfolio
[NO] 290/1678 | Integral Transformations for Conformally Invariant Celestial Gluon Amplitudes
[NO] 291/1678 | Boule or Baguette? A Study on Task Topology, Length Generalization, and the Benefit of Reasoning Traces
[NO] 292/1678 | Uniform-in-time propagation of chaos for consensus-based minimax algorithm
[NO] 293/1678 | LRD-MPC: Efficient MPC Inference through Low-rank Decomposition
[NO] 294/1678 | Partially ordered sets of distributive type and algebras with straightening laws
[NO] 295/1678 | M-CODE: Materials Categorization via Ontology, Dimensionality and Evolution
[NO] 296/1678 | Ilmenite-Type Ca$_x$IrO$_3$ via Topochemical Ion Exchange: Stacking Faults and Low-Temperature Magnetic Anomaly
[NO] 297/1678 | Diversity vs Degrees of Freedom in Gaussian Fading Channels
[NO] 298/1678 | Competition for attention predicts good-to-bad tipping in AI
[NO] 299/1678 | Short intervals for the Romanoff-type sumset
[NO] 300/1678 | AdaptManip: Learning Adaptive Whole-Body Object Lifting and Delivery with Online Recurrent State Estimation
[NO] 301/1678 | High Precision Audience Expansion via Extreme Classification in a Two-Sided Marketplace
[NO] 302/1678 | Application of Quasi Monte Carlo and Global Sensitivity Analysis to Option Pricing and Greeks
[NO] 303/1678 | Emergently Misaligned Language Models Show Behavioral Self-Awareness That Shifts With Subsequent Realignment
[NO] 304/1678 | Climate network and complexity based ENSO forecast for 2026
[NO] 305/1678 | Measuring the relatedness between scientific publications using controlled vocabularies
[NO] 306/1678 | Flexible Surfaces in $\mathbb{C}P^2$ and $S^2\times S^2$
[NO] 307/1678 | Linear independence of theta series of positive-definite, unimodular even lattices
[NO] 308/1678 | Rethinking the Role of LLMs in Time Series Forecasting
[YES] 309/1678 | LLMStructBench: Benchmarking Large Language Model Structured Data Extraction
[NO] 310/1678 | AI Arms and Influence: Frontier Models Exhibit Sophisticated Reasoning in Simulated Nuclear Crises
[NO] 311/1678 | Compatible pairs of Hamiltonian operators of the first and third orders
[NO] 312/1678 | More than Decision Support: Exploring Patients' Longitudinal Usage of Large Language Models in Real-World Healthcare-Seeking Journeys
[NO] 313/1678 | Scale redundancy and soft gauge fixing in positively homogeneous neural networks
[NO] 314/1678 | DC Microgrids with Nested Nonlinear Distributed Control: Scalable Large-Signal Stability and Voltage Containment
[NO] 315/1678 | Cheeger's isoperimetric problem for Gaussian mixtures
[NO] 316/1678 | Diffeomorphism Invariant Formulation of CP Violation
[NO] 317/1678 | Hua-Pickrell diffusions and differential equations related with pseudo-Jacobi polynomials
[NO] 318/1678 | Completing the classification of torsion subgroups for rational elliptic curves over sextic fields
[NO] 319/1678 | A Unified Mathematical Framework for Distributed Data Fabrics: Categorical Hypergraph Models
[NO] 320/1678 | Search for $H\rightarrow c\bar{c}$ and measurement of $H\rightarrow b\bar{b}$ via $t\bar{t}H$ production
[NO] 321/1678 | A Critical Look at Targeted Instruction Selection: Disentangling What Matters (and What Doesn't)
[NO] 322/1678 | SynthSAEBench: Evaluating Sparse Autoencoders on Scalable Realistic Synthetic Data
[NO] 323/1678 | Disentangling Pitch and Creak for Speaker Identity Preservation in Speech Synthesis
[NO] 324/1678 | Universal Image Immunization against Diffusion-based Image Editing via Semantic Injection
[NO] 325/1678 | Uniform Perfectness, Geodesic Richness, and Rigidity for Sublinearly Morse Boundaries
[NO] 326/1678 | Recursive regularised lattice Boltzmann method for magnetohydrodynamics
[NO] 327/1678 | S-matrices in the holomorphic modular bootstrap approach
[NO] 328/1678 | Breaking Data Efficiency Dilemma: A Federated and Augmented Learning Framework For Alzheimer's Disease Detection via Speech
[NO] 329/1678 | SketchingReality: From Freehand Scene Sketches To Photorealistic Images
[NO] 330/1678 | Conditions for Bacterial Selection and Extinction Driven by Growth-Kill Trade-Off in Cyclic Antimicrobial Treatments
[NO] 331/1678 | GenPANIS: A Latent-Variable Generative Framework for Forward and Inverse PDE Problems in Multiphase Media
[NO] 332/1678 | Bayesian Cosmic Void Finding with Graph Flows
[NO] 333/1678 | Wavemaker and endogeneity of gravitationally stretched weakly viscoelastic jets
[NO] 334/1678 | Weakly $\sqrt{J}U$ Rings
[NO] 335/1678 | DFT and MLIP study of solute segregation to coherent and semi-coherent α-Fe/Fe$_3$C interfaces
[NO] 336/1678 | Quasi-reductive supergroups with small even parts
[NO] 337/1678 | Quantum-Assisted Trainable-Embedding Physics-Informed Neural Networks for Parabolic PDEs
[NO] 338/1678 | The Wikidata Query Logs Dataset
[NO] 339/1678 | Learning Dirac Spectral Transforms for Topological Signals
[NO] 340/1678 | Touchard's identity and a detailed determination of the radius of convergence of the Catalan series
[YES] 341/1678 | Polar: An Algebraic Analyzer for (Probabilistic) Loops
[NO] 342/1678 | DCTracks: An Open Dataset for Machine Learning-Based Drift Chamber Track Reconstruction
[NO] 343/1678 | Preliminary sonification of ENSO using traditional Javanese gamelan scales
[NO] 344/1678 | Fluid-Agent Reinforcement Learning
[NO] 345/1678 | Potential Energy Curves of Hydrogenic Halides HX(Cl,Br) and i.DMFT Method
[YES] 346/1678 | When Security Meets Usability: An Empirical Investigation of Post-Quantum Cryptography APIs
[NO] 347/1678 | Controlled Theory of Skyrmion Chern Bands in Moiré Quantum Materials: Quantum Geometry and Collective Dynamics
[NO] 348/1678 | Expander Decomposition with Almost Optimal Overhead
[NO] 349/1678 | TouchFusion: Multimodal Wristband Sensing for Ubiquitous Touch Interactions
[NO] 350/1678 | Growth conditions for freeness of the Furstenberg boundary action
[NO] 351/1678 | Learning User Interests via Reasoning and Distillation for Cross-Domain News Recommendation
[NO] 352/1678 | Stacking-Engineered Thermal Transport and Phonon Filtering in Rhenium Disulfide
[NO] 353/1678 | Boundary Point Jailbreaking of Black-Box LLMs
[NO] 354/1678 | Invariant Gibbs dynamics for the hyperbolic sinh-Gordon model
[NO] 355/1678 | A formula for the Euler class of foliations
[NO] 356/1678 | ThermEval: A Structured Benchmark for Evaluation of Vision-Language Models on Thermal Imagery
[NO] 357/1678 | Large expander subgraphs in high genus triangulations
[NO] 358/1678 | Block Empirical Likelihood Inference for Longitudinal Generalized Partially Linear Single-Index Models
[NO] 359/1678 | Topological trivialization in non-convex empirical risk minimization
[NO] 360/1678 | The proximal Galerkin method for non-symmetric variational inequalities
[NO] 361/1678 | Robust Value Maximization in Challenge the Champ Tournaments with Probabilistic Outcomes
[NO] 362/1678 | Tropical cluster varieties, phylogenetic trees, and generalized associahedra
[NO] 363/1678 | Optical and transport anisotropies in spin-textured altermagnets
[YES] 364/1678 | ReusStdFlow: A Standardized Reusability Framework for Dynamic Workflow Construction in Agentic AI
[NO] 365/1678 | Approximation classes for the anisotropic space-time finite element method. An almost characterization
[NO] 366/1678 | Data-driven modeling of shock physics by physics-informed MeshGraphNets
[NO] 367/1678 | BFS-PO: Best-First Search for Large Reasoning Models
[NO] 368/1678 | The antiferromagnetic Ising model beyond line graphs
[NO] 369/1678 | Coverage Guarantees for Pseudo-Calibrated Conformal Prediction under Distribution Shift
[NO] 370/1678 | A posteriori error estimates for a modified Morley FEM
[NO] 371/1678 | Colimit-Based Composition of High-Level Computing Devices
[NO] 372/1678 | Low-Temperature Sputtering and Polarity Determination of Vertically Aligned ZnO Nanocolumns
[NO] 373/1678 | Identifying open-orbit topological surface states in dual topological semimetal TaSb$_2$
[NO] 374/1678 | Infinite reduction in absorbing time in quantum walks over classical ones
[NO] 375/1678 | Exploring the magnetic field of the ultraluminous X-ray pulsar NGC 4631 X-8
[NO] 376/1678 | Reduction of bar fraction in paired galaxies in the SDSS
[NO] 377/1678 | Gauge-independent gravitational waves from a minimal dark $U(1)$ sector with viable dark matter candidates
[NO] 378/1678 | Exploring the limits of pre-trained embeddings in machine-guided protein design: a case study on predicting AAV vector viability
[NO] 379/1678 | Constrained Portfolio Optimization via Quantum Approximate Optimization Algorithm (QAOA) with XY-Mixers and Trotterized Initialization: A Hybrid Approach for Direct Indexing
[NO] 380/1678 | FLRW-Cosmology in Scalar-Vector-Tensor Theories of Gravity
[NO] 381/1678 | Minimizing the volume of globally hyperbolic anti-de Sitter 3-manifolds
[NO] 382/1678 | Identifying Bergman space functions from intervals
[NO] 383/1678 | Extending Multi-Source Bayesian Optimization With Causality Principles
[NO] 384/1678 | Intent-Driven Dynamic Chunking: Segmenting Documents to Reflect Predicted Information Needs
[NO] 385/1678 | Neurosim: A Fast Simulator for Neuromorphic Robot Perception
