[2026-03-28 22:30:08] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-27
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202603270000+TO+202603272359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-3-27 | Doeblin Curves
[IEEE] 2026-3-27 | Virtual Synchronous Machine-Controlled Inverter for Enhanced Stability in Microgrids: Design and Rapid Prototyping
[IEEE] 2026-3-27 | Constraint-Parameterized Spin-Variable Reduction Method for QAP
[IEEE] 2026-3-27 | IoT-Based Health and Pregnancy Monitoring System for Dairy Cattle
共写入 1000 条记录，保存到 papers/paper2026-03-27.json。
论文获取成功，文件路径: papers/paper2026-03-27.json
正在筛选、翻译并发送邮件...
[NO] 1/1000 | Doeblin Curves
[NO] 2/1000 | Design and Integration of a Compact Mobile Outdoor Soil Sampling Agricultural Robot
[NO] 3/1000 | Copyright Page
[NO] 4/1000 | ICCE 2026 Contributor Page
[NO] 5/1000 | MoEWTNet: Mixture-of-Experts Wavelet Transform Network for Robust SAR Detection of Small Vessels
[NO] 6/1000 | Design of a Bio-Inspired Adaptive Central Pattern Generator Control for Pneumatic Muscle Antagonistic Joint
[NO] 7/1000 | A multi-domain spatiotemporal deep convolutional autoencoder for health indicator construction in rotating machinery
[NO] 8/1000 | Invited: Electromigration Avoidance Strategies in Infineon
[NO] 9/1000 | Research on Intelligent Connected Vehicle Safety Technology Based on Fuzzy Testing
[NO] 10/1000 | Comparative Analysis of Attention Architectures for Multimodal AI-Proctoring
[NO] 11/1000 | Stacking Ensemble-Based Framework for Intrusion Detection in Internet-of-Energy (IoE) Systems
[NO] 12/1000 | Digital Twin-Enabled Modeling and Operational Optimization for Power-Electronics-Rich Distribution Networks
[NO] 13/1000 | Enhanced Diabetes Prediction Using Deep Learning Framework: Enhanced Diabetes Classification with CNN and Bidirectional LSTM Hybrid Approach
[NO] 14/1000 | Comparative Analysis of Hybrid Deep Learning Models for Deepfake Detection
[NO] 15/1000 | Sustainable Conversion Process of Eggshell Waste Into Piezoelectric Nanocomposite for Windmill-based Energy Harvesting Systems
[NO] 16/1000 | Hybrid Genetic Algorithm with Particle Swarm Optimization in the Fields of Artificial Intelligence and Data Sciences
[NO] 17/1000 | Smart Parking Lot Navigation: A Heuristic A* Search Approach for Design of Entry and Exit Algorithms
[NO] 18/1000 | Delayed Ai Access: Mitigating the Homogenising Effects of Generative Ai in Collaborative Problemsolving
[NO] 19/1000 | Evaluating Augmentation Strategies for Large Language Models: A Comparative Study of RAG, CAG, and KAG
[NO] 20/1000 | Advanced Fire and Smoke Detection System Using Enhanced YOLOv12 Architecture
[NO] 21/1000 | Optimal Scheduling of Virtual Power Plants Considering Green Certificate-Carbon Interaction Mechanisms and Electricity-to-Gas Synergy
[NO] 22/1000 | A Hybrid Spatiotemporal 3D Phase Unwrapping Method for Dynamic DSPI
[NO] 23/1000 | Edge-Driven Semantic Fusion for Real-Time Image Captioning in IoT Environments
[NO] 24/1000 | AgriOneAI: An Integrated AI-Powered Agricultural Advisory and Market Linkage Platform for Sustainable Farming
[NO] 25/1000 | Model Construction for the Application of Machine Vision in Intangible Cultural Heritage Image Recognition
[NO] 26/1000 | Finite-Element Analysis of Raindrop-Induced Electric-Field Distortion on AC Conductors and Suppression by Twin-Bundle Configuration
[NO] 27/1000 | Hardware-Trojan Detection Using GraphGPS
[NO] 28/1000 | Construction Garbage Classification Detection Using an Enhanced YOLOv12 Framework
[NO] 29/1000 | Deep Neural Network with A* Based on Floyd Search for Quadrupedal Robot Navigation
[NO] 30/1000 | Research on Online Monitoring System for Distribution Network Equipment Based on Differentiated Image Semantic Segmentation and Encoding
[NO] 31/1000 | Evolution of the Model: Optimizing League of Legends Win Rate Prediction Neural Networks through Symmetry Feature Selection
[NO] 32/1000 | An Ethical AI Framework for Identifying, Auditing and Mitigating Bias in AI Models
[NO] 33/1000 | Repeatability in Medical Microwave Imaging: Mapping Current Approaches
[NO] 34/1000 | Magnetostrictive Vibration Analysis of a 500 kV Transformer Core via Coupled Electromagnetic-Structural Simulation
[NO] 35/1000 | Broadband Quarter-Wavelength Impedance Matching for Microwave Bone Health Monitoring Applications
[NO] 36/1000 | Research on Lightweight Electricity Abnormal Detection Model for Low Carbon Parks and Its Collaborative Optimization for Energy Storage Scheduling
[NO] 37/1000 | Optimization of Voltage Windows for Aqueous Zn– MnO
                    <sub>2</sub>
                    Batteries to Suppress Mn
                    <sup>2+</sup>
                    Dissolution
[NO] 38/1000 | A Mathematical and Systematic Design Approach for Two-Stage CMOS Op-Amp with SCL PDK
[NO] 39/1000 | Research on Decision Logic Reasoning Technology in the Power Sector Based on Chain-Of-Thought
[NO] 40/1000 | Automatic Dusk Flipper Machine (ADFM): A Mechatronic Solution for Enhancing Poultry Farm Health and Efficiency
[NO] 41/1000 | Reliability Analysis of AI-Enhanced Multimodal Assistive Systems for in-Home Elderly Care
[NO] 42/1000 | Alternating Optimization of Power, Beamforming, and Phase Shift for Maximizing Weighted Sum Rate in UAV-RIS Assisted NOMA Systems
[NO] 43/1000 | EEG-Based Epileptic Seizure Prediction Using Attention-Based Temporal Convolutional Recurrent Neural Networks for Cross-Patient Generalization
[NO] 44/1000 | OpenOCD-Compliant Radiation-Hardened JTAG Interface for Optically Reconfigurable Gate Array VLSIs
[NO] 45/1000 | Application of Transformer Algorithm in Prediction Model
[NO] 46/1000 | Computational Framework for Complex Time-Series Trend Prediction: Multi-Model Fusion with Random Forest and Monte Carlo Simulation
[NO] 47/1000 | ICMWIA 2026 Authors Index
[NO] 48/1000 | Fluid Antennas: Pioneering a New Era in Next-Generation Wireless Communications
[NO] 49/1000 | Continual Reinforcement Learning Framework for Scalable Collision Avoidance and Mitigation System With Packing Strategy
[NO] 50/1000 | Impact of Sensor Placement and Gait Dynamics on Off-Body MBAN Channel Characteristics: A Comprehensive Performance Evaluation of BER and Data Throughput at 2.36-2.39 GHz
[NO] 51/1000 | scaleTRIM: Scalable TRuncation-Based Integer Approximate Multiplier with Linearization and Compensation
[NO] 52/1000 | A Reinforcement Learning Framework for UAV Path Planning Automation in Complex Fire and Rescue Environments
[NO] 53/1000 | Invited: From Evolutionary Algorithms to Analog Design, Electromigration, 3D Integration, and Beyond: On Jens Lienig's Contributions to Advance Physical Design
[NO] 54/1000 | Activation Analyses in Support of the Integration of the ITER Diagnostic Equatorial Ports
[NO] 55/1000 | Effects of Voltage Increase Rate on Paschen’s Curve in Air
[NO] 56/1000 | Advanced Optimization of THz Biosensor for Breast Cancer Detection Through Machine Learning
[NO] 57/1000 | Leveraging AI Agents for Autonomous Networks: A Reference Architecture and Empirical Studies
[NO] 58/1000 | CHAINOPT: Heterogeneity-aware Blockchain Performance Optimization for Dynamic Workloads
[NO] 59/1000 | 2026 International Conference on Medical Microwave Imaging Applications (ICMWIA)
[NO] 60/1000 | Research on an Intelligent Optimization Algorithm for Indoor Space Design Based on Deep Learning
[NO] 61/1000 | High-Slot-Loaded Two-Element Patch Antenna Arrays: A Performance Comparison for 5G Applications
[NO] 62/1000 | Early Damage Detection in Bridges Using Magnetostrictive Sensors Under Traffic Loading Scenarios
[NO] 63/1000 | Comparative Study on Power Converter Topologies for Multilevel Converter-Based Sonar Power Amplifiers
[NO] 64/1000 | DrinkSync: A Sustainable, Universally Compatible Hydration Tracking System
[NO] 65/1000 | Research on audio signal preprocessing based on neural network
[NO] 66/1000 | AI-Driven Optimization of EV Battery Charging
[NO] 67/1000 | Efficient Distributed TDMA Scheduling and Graph Construction in Heterogeneous Wireless Sensor Networks with Enhanced Aggregation and Energy Optimizations
[NO] 68/1000 | Intelligent EV Charging Algorithm
[NO] 69/1000 | Research on Complex Multi Objective Systems Based on Intelligent Feedback Optimization Framework and Improved Genetic Algorithm
[NO] 70/1000 | What Are They Asking? Analyzing Multilingual Student Questions to ChatGPT in Computer Science Education
[NO] 71/1000 | Spoken Language Evaluation Through Aienhanced Pronunciation Feedback Systems
[NO] 72/1000 | Method for Error State Assessment of Current Transformers Based on Multimodal Global-Local Fusion Network
[NO] 73/1000 | Target Detection using Optimized AIRBORNE SAR System in Stripmap mode
[NO] 74/1000 | Application of Multimodal Artificial Intelligence Fusion Model in Individualized Prediction of Depression
[NO] 75/1000 | Electro-Thermal Coupling Modelling for Liquid Metal Battery Based on Equivalent Circuit Model
[NO] 76/1000 | An Intelligent Online Monitoring Method Based on the VQ-VAE Model
[NO] 77/1000 | Detection of Low Attachment and High Use of Safety Ropes Based on Mmpose+Qwen2-VL Model
[NO] 78/1000 | A Review of Electrification Challenges with e-Aircraft for Consumer Potential Use
[NO] 79/1000 | Copper Price Forecasting of COMEX Copper Based on Machine Learning: A Comparative Study of LSTM, ARIMA, and SVR Models
[NO] 80/1000 | Design of Low Voltage Electrical Cabinet for New Energy Vehicle Workshop Based on EPLAN PRO PANEL
[NO] 81/1000 | Flip-flop resource expansion method for FPGAs using latches created on look-up tables
[NO] 82/1000 | Research on Lightweight Transformer for Hybrid Force-Position Control of Flexible Manipulators
[NO] 83/1000 | Signal Propagation and Energy Consumption in Multiband Wi-Fi: A Case Study on Mobile Devices
[NO] 84/1000 | SkyShield: A Smart Drone Swarm for Real-Time UAV Identification and Threat Mitigation
[NO] 85/1000 | Adaptive Semantic Gates for Reliable Multi-Agent LLMs
[NO] 86/1000 | A Synergistic Cyber-Physical Framework for Motorcyclist Safety: Integrating Automated SOS, Heads-Up Navigation, and Hands-Free Communication
[NO] 87/1000 | Integrated Blockchain and Machine Learning Framework for Polystyrene Waste Traceability
[NO] 88/1000 | Real-Time Controller Implementation Using dSPACE RTI1202 and MATLAB/Simulink: Architecture, Integration, and Applications
[NO] 89/1000 | DiffCNN: A Neural Network-based Diffusion Model for Identification and Quantification of Cracks in Concrete Bridges
[NO] 90/1000 | Emotion-Aware Smart Home Automation Based on the eBICA Model
[NO] 91/1000 | Dendritic-Spine-Inspired Structural Optimization in a Lightweight Bowel Sound Analysis System for On-Device Colorectal Cancer Screening
[NO] 92/1000 | Decision Making Assistance for Electricity Spot Market Based on CNN-XGBoost Integrated Algorithm
[NO] 93/1000 | Boost-Integrated Dual-Bridge llc Resonant Converter with Fault-Tolerant Capability for Battery Charging Applications
[NO] 94/1000 | Research on Robust Day-Ahead Dispatch for Dual-Type Demand Response in New Power Systems
[NO] 95/1000 | Fault Branch Location Method for Substation Grounding Grid Based on ICSA Algorithm
[NO] 96/1000 | Construction and Application of a Digital Platform for Carbon Footprint of Electrical Equipment Based on Time-sharing Dynamic Power Carbon Emission Factors
[NO] 97/1000 | Research on Energy Management Method for Hydrogen-Powered Intercity EMU Cluster Power System
[NO] 98/1000 | MPC-Based Six-Switch MFC Using Novel Bobcat Optimized Cascaded Control in a Grid-Interactive Micro Grid Operation
[NO] 99/1000 | LLM-Based Bitrate Selection Method for CMR-Supported Audio Codec
[NO] 100/1000 | Image Recognition of Textile Healing Effect Based on Transformer-LSTM
[NO] 101/1000 | Conference Organization
[NO] 102/1000 | GrandPlan: Differentiable, Simultaneous Top-Level Floorplanning and Partition-Level Cell Placement for Large-Scale IP-Cores
[NO] 103/1000 | A Graph-Based Approach for Optimizing Pin Access in Nanosheet FET Standard Cell Library Synthesis
[NO] 104/1000 | CHASE: A
                    <u>CH</u>
                    iplet
                    <u>A</u>
                    rchitecture
                    <u>S</u>
                    imulation and
                    <u>E</u>
                    xploration Framework with Decoupled Multi-Fidelity Optimization
[NO] 105/1000 | ICCE 2026 List Reviewer Page
[NO] 106/1000 | QW-HHL: A Quantum Computer Amenable General Matrix Equation Solver
[NO] 107/1000 | Multi-Horizon Direction of Arrival Forecasting with Temporal Fusion Transformers: A Time-Series Learning Approach to Target Tracking
[NO] 108/1000 | FCMD: Fine-Grained Text-Driven Cohesive Motion Generation With Diffusion Model_supp1-3677594.mp4
[NO] 109/1000 | FWFR-SLAM: A Robust Monocular SLAM System for Flapping-Wing Flying Robots_supp1-3676200.mp4
[NO] 110/1000 | Machine Learning-Aided Latency Prediction in Packet-Switched Xhaul Networks
[NO] 111/1000 | Clutter-Aware Integrated Sensing and Communication: Models, Methods, and Future Directions
[NO] 112/1000 | A Novel Magnetic Integrated Three-Phase EMI Filter for Differential-Mode and Common-Mode Interference Suppression in PMSM Drive Systems
[NO] 113/1000 | Resilient Current Sampling Method With Fault- Tolerant Capability for Dual Three-Phase PMSM
[NO] 114/1000 | Inflation forecasting in Thailand: Bayesian Shrinkage and Factor Models in a small open economy
[NO] 115/1000 | A comprehensive study on the quality of commercially available medium voltage surge arresters
[NO] 116/1000 | Large Area Micro-Transfer-Printed TFLN-on-SiN Racetrack Resonators for Nonlinear Photonics
[NO] 117/1000 | Type-II Fuzzy Lion Optimization with Chaotic Map-Enhanced Relevance Vector Machine (T2-FLOCM-RVM) for Chronic Kidney Disease Prediction
[NO] 118/1000 | Road Sign Classification with Denoising Pipeline Approach
[NO] 119/1000 | Research on Cable Anomaly Early Warning Technology Based on Multi-Source Data Fusion
[NO] 120/1000 | A Note on Quantifying Mogul Skiers’ Turning Movements Based on Pose Estimation
[NO] 121/1000 | Delta-Attention-Based Deep Learning Model for Diabetes Prediction in Consumer Health Monitoring Systems
[NO] 122/1000 | Research on a Dynamic Priority Allocation Algorithm for Interactive and Collaborative Control of Flexible Resources in Cross-Regional Power Grids
[NO] 123/1000 | Multi Objective Optimization Scheduling and Operation Control Method for Distributed Energy Storage Power Plants Based on Reinforcement Learning
[NO] 124/1000 | D-FINE with Sparse Attention and Grid Mask for Power Equipment Detection
[NO] 125/1000 | Feature Mining Method for Distributed PV Performance Fluctuation Based on Multi-Scale Decomposition
[NO] 126/1000 | Mitigating Renewable Fluctuations via Price-Driven EV Coordination: A Microgrid Case Study
[NO] 127/1000 | Spatiotemporal Wind Power Forecasting across Multiple Wind Farms Using GAT-BiLSTM with Online Adaptation
[NO] 128/1000 | DCS-Oriented Optimal Control for Frequency Regulation of a Steam-Molten-Salt Integrated Unit
[NO] 129/1000 | Research on Nonlinear Control System of High Voltage Electrical Equipment Incorporating Fuzzy Adaptive Algorithm
[NO] 130/1000 | Thermal Image-Based Bed Posture Recognition and Bed-Exit Detection System with Electronic Activity Log
[NO] 131/1000 | Stabilizing Reinforcement Learning for Systems with Disturbances Based on Youla-Kucera Prameterization
[NO] 132/1000 | DDoS Attack Detection using Machine Learning Trained Models
[NO] 133/1000 | AI-Powered Review Analyzer for Mobile Applications
[NO] 134/1000 | Hybrid Convolutional Autoencoder with Spiking Neural Network-Based Compression Approach with Binary Spike Latent for Telemedicine and Archival
[NO] 135/1000 | Algorithm Research on an Agricultural Environmental Intelligent Decision Support System
[YES] 136/1000 | Generative AI Based Network Element Configuration Generator Using Large Language Models
[NO] 137/1000 | Emerging Trends in Malware Detection: The Role of Generative AI in Cyber Defense
[NO] 138/1000 | Grid Forming Inverters (GFM) for Active Front End (AFE) Variable Frequency Drives (VFDs)
[NO] 139/1000 | State Estimation based Indoor Localization System for Complex Indoor Environments Using UWB
[NO] 140/1000 | Implementation and Evaluation of a Zero-Trust-Based IoT security framework for Autonomous Mobile Robots
[NO] 141/1000 | Selection and Simulation Verification of Transformer Dc Blocking Devices Based on Transient Fault Conditions
[NO] 142/1000 | Versatile LLC Converter Based Multi-Input Multi-Output Bidirectional Onboard Charger for EV Battery and APM
[NO] 143/1000 | A Multi-modal Emotion Recognition Algorithm Based on Multi-scale Temporal Attention
[NO] 144/1000 | Power Demand Forecasting and Decision Optimization Technology Based on Human-in-the-Loop
[NO] 145/1000 | Design of Multi-Output Power Supply System for Distribution
[NO] 146/1000 | Discrimination Method of Aging Degree of Oil Paper Insulation Based on Raman Spectroscopy and Machine Learning Interpretable Model
[NO] 147/1000 | Linear decomposed Image processing in FPGA
[NO] 148/1000 | Evaluating the Influence of Machine Learning on Accounting Practices and Tax Compliance
[NO] 149/1000 | A Novel Approach for Dc Balancing in Three-Level Neutral Point Clamped Inverter Based Statcom
[NO] 150/1000 | Research on Traffic Sign Recognition Algorithm Based on Deep Learning
[NO] 151/1000 | A Method and System for Generating Safety Measure Tickets Based on Relay Protection Secondary Drawings
[NO] 152/1000 | Deep Learning-Based Gas Well Gas Recovery Prediction Study
[NO] 153/1000 | Quantifying the Economic Value of Electric Vehicles User Experience via Conjoint Analysis
[NO] 154/1000 | Optimisation Study of Oil Well Production Prediction Method Based on Sparrow Search and Gradient Boosting
[NO] 155/1000 | Enhancing Hybrid Detection in Network Security: An Advanced IDS/IPS Framework Using Signature-Based Detection,Machine Learning and VirusTotal
[NO] 156/1000 | Investigation of Longitudinal-Mode Guided Wave Propagation in Corrugated Aluminum Sheaths of High-Voltage Cables
[NO] 157/1000 | Big Data Analysis of Student Mental Health Based on Artificial Intelligence and Feature Extraction
[NO] 158/1000 | Design and Experimental Study of a Dance Imitation Scoring System Based on Computer Vision
[NO] 159/1000 | A Dynamic Compensated Gradient-Based Recurrent Neural Network Model for Dynamic Tensor Inversion in Time-Varying Systems
[NO] 160/1000 | A Methodology for Femm-Simulink Co-Simulation for Accurate Simulation of High Frequency Magnetics
[NO] 161/1000 | Research on Real-Time Straw Density and Morphology Detection and Adaptive Baling Control Algorithm Based on Machine Vision
[NO] 162/1000 | IoT-Assisted Hybrid Multiport Converter for Battery Swapping Charging Station with V2G Capability
[NO] 163/1000 | Research on Photovoltaic Power Prediction Based on Multi-Scale Feature Fusion and Cycle-Enhanced Transformer
[NO] 164/1000 | AeroRescue-AI: A Reinforcement-Driven and Risk-Adaptive UAV Framework for Intelligent Search and Rescue Operations
[NO] 165/1000 | Si CMOS Electronic Sensors for Terahertz Biomedical Characterization
[NO] 166/1000 | QuickCut: A Speech and Gesture Driven Framework for Automated Video Editing
[NO] 167/1000 | Optimizing the Thermal Performance of Oilimmersed Transformers Through Transverse Duct Width Design
[NO] 168/1000 | MARTO: A Modular Multi-Agent Framework for Adaptive Botnet Detection, Reinforcement-Based Mitigation, Autonomous Rule Generation with Embedded Software Testing
[NO] 169/1000 | Design and Performance Comparison of Three-Loop Pid Control Strategy for 7-Dof Manipulator Based on Particle Swarm Optimization
[NO] 170/1000 | Brain Tumor Detection Using Quantum Convolution Neural Networks
[NO] 171/1000 | Arabic-based Agent for Authorship Style Transfer
[NO] 172/1000 | Research on the Working Condition Recognition Technology of Rod Pumping System Based on Deep Learning
[NO] 173/1000 | Energy-Accuracy Tradeoff in Energy-Aware YOLOv11 Optimization for Edge AI
[NO] 174/1000 | AI-Enhanced Predictive Maintenance of BLDC Motors Using Machine Learning for Fault Diagnosis and Prevention
[NO] 175/1000 | Contextual Text Analysis for Assessing Reading Comprehension in Digital Education Tools
[NO] 176/1000 | Design and Implementation of a Lightweight Intrusion Detection System for Controller Area Network Communication in Automotive Cybersecurity
[NO] 177/1000 | Research on Low Frequency Load Reduction of Distributed Photovoltaic Proportion Integrated Grid
[NO] 178/1000 | Thermal Performance Study of a Lithium-Ion Battery Based on a Bionic Fishbone-Shaped Flow Channel Liquid Cooling Plate
[NO] 179/1000 | Deep Learning Architectures for Skin Lesion Classification: A Comparative Study of CNN, Transformer and Hybrid Models
[NO] 180/1000 | Cracks Under the Lens of AI: A Deep Learning Review for Smarter Concrete Inspection
[NO] 181/1000 | Swin-Transformer-Based Atmospheric Turbulence Compensator for Vortex Beams
[NO] 182/1000 | “Smart Railway Crossing Gate Automation System with AI Human Detection”
[NO] 183/1000 | OpenMMLab-Based Road Surface Crack Detection with Faster R-CNN, YOLOv5s and YOLOv7
[NO] 184/1000 | Explainable AI (XAI) for Cyber Threat Intelligence and Decision Making
[NO] 185/1000 | Research on Information Security Protection in Power Scheduling Networks Based on Distributed Intrusion Tolerance Technology
[NO] 186/1000 | Improving Fraud Detection in Banking with Machine Learning Innovations to Secure Financial Transactions
[NO] 187/1000 | Research on AI Indoor Smoke Warning Technology Based on Image Recognition
[NO] 188/1000 | Estimating Snapping Shrimps Biovolume: An Improved Simulation-Based Approach
[NO] 189/1000 | Short-Term Load Forecasting During Pandemic: The Cambodia Case Study
[NO] 190/1000 | Neural Text Generation Model for Personalized Storytelling in Primary Education
[NO] 191/1000 | Thickness Measurement of Silicon Carbide Epitaxial Layer Based on Savitzky-Golay Filtering
[NO] 192/1000 | A Hybrid Heterogeneous CNN-LSTM Ensemble Framework for Sentiment Classification via Meta-Learning
[NO] 193/1000 | A Method for Separating Temperature in Electric Drive Systems Considering Torque-Temperature Time Delay and Adaptive Robust Regression
[NO] 194/1000 | Valuation of Carbon Emission Allowances Based on an Improved PCV Model: Low-Carbon Technology Parameterization and Engineering Validation
[NO] 195/1000 | Design of 60 Steel Rail Surface Damage Recognition and Detection System Based on Deep Learning
[NO] 196/1000 | Adaptive and Stress-Responsive Wearable Self-Defense System with Concealed Multi-Modal Actuation for Women Safety
[NO] 197/1000 | Adaptive Graph-Based Risk Scoring for Real-Time Instant Payment Systems
[NO] 198/1000 | Generation-Side Primary Frequency Control Strategy of Compressed Air Energy Storage
[NO] 199/1000 | Research on State Identification and Control Signal Fusion Methods for Elevating Platforms of Substation Equipment Aimed at Intelligent Operation and Maintenance
[NO] 200/1000 | A New Control Scheme for Adjustable Speed Drives Using 3-Phase 2-Level Cascaded Boost Inverter
[NO] 201/1000 | Research on the quality and efficiency evaluation model of power full business scheduling based on multi-dimensional feature fusion
[NO] 202/1000 | A Two-Stage Robust Optimization Framework for Dynamic Aggregation of Virtual Power Plant Feasible Power Regions
[NO] 203/1000 | Face Liveness Detection Against Spoofing Attacks
[NO] 204/1000 | AI-Driven Precision Medicine: From Genomic Variant Detection to Explainable and Ethical Clinical Decision Support
[NO] 205/1000 | Cross-Site Evaluation of Private 5G LANs Interconnected via Public WAN for Synchronised Immersive Applications: Connecting Fan Zones
[NO] 206/1000 | 750kV Tank Circuit Breaker Closing Resistor Component Structural Design Optimization Simulation Analysis
[NO] 207/1000 | Performance Evolution of Enhanced Quadratic-Gain Converter with Voltage Multiplier and Reduced Devices Voltage Stress for Solar PV Integration
[NO] 208/1000 | C-HIL Validation of Reduced Device Stress Multilevel PFC Rectifier for EV Charging Application Using OPAL-RT
[NO] 209/1000 | A Feature-Driven Analysis of Global Cybersecurity Regulations and their Impact on Safeguarding Data Value
[NO] 210/1000 | Author Index
[NO] 211/1000 | Evaluation of a 3D-Printed Capacitor Applied to the Circuit Line of a 10/100 Mbps Ethernet PCB
[NO] 212/1000 | Design and Characterization of a Novel MOS Photodetector for Chemiluminescence
[NO] 213/1000 | Research on the Design Method of Coil for the Cos-theta High-Field Low-Temperature Superconducting Magnet With Small Round Superconducting Cable
[NO] 214/1000 | 75dBm EIRP W-band Electronic 2-D Beam-steering Antenna Integrated with a GaAs Array Transmitter via Quasi-Optical Spatial Power Combining
[NO] 215/1000 | Inter-Agent Beliefs for Learning to Communicate in Large-Scale Multi-Robot Visual Object Search_supp3-3677944.mp4
[NO] 216/1000 | Index Modulation for Streaming QR Codes
[NO] 217/1000 | M-AuRA: Mutual Authentication and Remote Attestation over EDHOC
[NO] 218/1000 | Joint Beamforming and Reflection Design for Hardware-Impaired MIMO-ISABC Systems
[NO] 219/1000 | A Closed-Loop Adaptive Gate Delay Control for Fast Dynamic Voltage Balancing of Series-Connected SiC MOSFETs
[NO] 220/1000 | One Trigger, Multiple Victims: Clean-Label Neighborhood Backdoor Attacks on Graph Neural Networks
[NO] 221/1000 | ELEXCOM 2025 Cover Page
[NO] 222/1000 | Breaking the Scalability Barrier of Content Addressable Memories: A Probabilistic Alternative for Large-Key Associative Search
[YES] 223/1000 | AI4DSE: Leveraging Dynamic Graph Neural Networks and Large Language Models for Optimizing High-Level Synthesis Design Space Exploration
[NO] 224/1000 | Proceedings
[NO] 225/1000 | Acknowledgements ICTCT 2025
[NO] 226/1000 | Plenary Keynotes &amp; Tutorials
[NO] 227/1000 | Guest Editorial—Selected Papers From the 2025 IEEE International Symposium on Circuits and Systems
[NO] 228/1000 | LandScope: Embodied Interaction and Situational Experience of Chinese Landscape Painting in VR-Based System
[NO] 229/1000 | Advances in Hybrid Modular Climbing Robots: Design Principles and Refinement Strategies_supp1-3678003.mp4
[NO] 230/1000 | Effects of fast polarization perturbation on self-starting pathways of a mode-locked fiber laser
[NO] 231/1000 | Table of Contents
[NO] 232/1000 | The Use of Value Propositions in DevOps Software Product Management
[NO] 233/1000 | Towards an FEM Approach to Radial Resistance Prediction in Solder-Impregnated HTS Coils
[NO] 234/1000 | Active Style-Content Dual-Branch Domain Adaptation for Semi-Supervised SAR Object Detection
[NO] 235/1000 | ARION: Aggregated Routing for In-Order Optimized Network Load Balancing in Data Centers
[NO] 236/1000 | Research on Intelligent Agent and Automated Decision Support System for Distribution Network Planning Based on Large Language Models
[NO] 237/1000 | SSNeT: A Lightweight Residual Network for Single Image Super Resolution
[NO] 238/1000 | A Health Status Assessment Method for Ultra High Voltage GIS Based on Data and Guidelines
[NO] 239/1000 | Research on Intelligent Waste Classification Detection Based on an Enhanced ResNet50
[NO] 240/1000 | Development and Engineering Realization of a Multi-Mode Control System for an Air–Sea Cross-Medium UAV
[NO] 241/1000 | Smart Community Microgrid Energy Planning Strategy Based on Improved Grey Wolf Algorithm
[NO] 242/1000 | A Deep Learning-Based Intelligent Detection Algorithm for Athlete Movement Recognition
[NO] 243/1000 | GAN-Based Quantization Table Optimization for Enhanced JPEG Image Compression
[NO] 244/1000 | Machine Vision Technology Empowers AI-Powered Ship Target Recognition Algorithms for Maritime Navigation
[NO] 245/1000 | PR-EWC: Period Replay and EWC for Class-Incremental Maritime Vessel Detection
[NO] 246/1000 | Differential Capacitance-Based Flow Transducer Using Dual Semicylindrical Sensors at Pipe Constriction
[NO] 247/1000 | Real Time YOLOv8 Training Monitor: A Lightweight Diagnostic Tool with Overfitting Detection and Remote Alerting
[NO] 248/1000 | Graph-Based Lexical Network for Enhancing Vocabulary Acquisition in Language Curricula
[NO] 249/1000 | Deep Skin Net++: An Enhanced Ensemble Framework for Skin Lesion Classification
[NO] 250/1000 | A Comprehensive Study on Thermal Effects, Management and Optimization in Electric Vehicle Motors and Testing Dynamometers
[NO] 251/1000 | Study on Inspection Path Planning of Warehouse Robots Based on Deep Learning
[NO] 252/1000 | Pose-Enriched Text-Image Person Re-Identification Via Cross-Modal Learning
[NO] 253/1000 | An Experimental Study on Effects of Lighting Conditions for Better-Performance and Comfortable Gameplay
[NO] 254/1000 | Starting Transient Analysis and Pre-Charge Resistor Design for Diode-Based or Active Front-End Converters
[NO] 255/1000 | Agent-Based Dynamic Vehicle Routing in Urban Logistics under Real-time Traffic Conditions
[NO] 256/1000 | Research on Active Power Control Strategy for Wind Farm Clusters Based on Genetic Algorithm
[NO] 257/1000 | Robust Spectral Signal Processing-Based Framework for Infrared Interferometry-Driven SiC Epitaxial Thickness Estimation
[NO] 258/1000 | Research on the Application of Reinforcement Learning in Intelligent Translation and Spoken Language Training Systems
[NO] 259/1000 | Neural Machine Translation Technique for Interpreting Ancient Texts in Philology Education
[NO] 260/1000 | Anti-Collision Algorithm for RFID Tags Based on Deep Learning
[NO] 261/1000 | The Use of Chatbots in Higher Education: A Bibliometric and SWOT Analyses
[NO] 262/1000 | RT-Pencil: an RT-DETR-Based Algorithm for Pencil Defect Detection
[NO] 263/1000 | Research on Precise Electricity-Carbon Measurement and Uncertainty Quantification Based on Spatiotemporal Differences
[NO] 264/1000 | Research on innovative architecture high performance computing device technology supporting application of artificial intelligence large models
[NO] 265/1000 | AI-Based Risk Profiling of Online Human Trafficking Victims: A Multimodal Framework for Proactive Detection
