[2026-06-25 23:18:03] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-24
正在获取论文...
[arXiv] 2026-06-24 | Euclid Quick Data Release (Q2) -- The Euclid Galactic Bulge Survey
[NO] 280/1855 | G2DP: Diffusion Planning with Spatio-Temporal Grid Guidance
[NO] 281/1855 | Spin modulations in the Rashba-Hubbard chain -- a tensor network study
[NO] 282/1855 | Cosmology from Synergies Between SKAO Surveys and Gravitational Wave Observations
[NO] 283/1855 | Emcar: Embodied Controller for Animating Robots
[NO] 284/1855 | The Cosmic Ray Life Cycle in Galaxy Clusters
[NO] 285/1855 | Autodata: An agentic data scientist to create high quality synthetic data
[YES] 286/1855 | Weave of Formal Thought
[NO] 287/1855 | Studentized Cheap Bootstrap: Achieving Higher-Order Coverage Accuracy with Low Computation
[NO] 288/1855 | WinDOM: Self-Family Distillation for Small-Model GUI Grounding
[NO] 289/1855 | Impact of sintering conditions on the dielectric properties of TiO2 ceramics for metamaterialsapplications at terahertz frequencies
[NO] 290/1855 | Exact Solution of Granovetter's Threshold Model for a Finite Population
[NO] 291/1855 | A fast scheme for the homogeneous Boltzmann equation based on lifting and tensor train approximation
[NO] 292/1855 | On the existence problem of regular Gabor frames
[NO] 293/1855 | From spectral structure to sensing limits in quantum thermometry
[NO] 294/1855 | Beyond a Shadow of a Doubt: Close Proximity Geometry Reconstruction Using FMCW Radar Shadow Effects
[NO] 295/1855 | Benchmarking Dark Matter Search using a Parity-Check Protocol with Machine-Learning Optimized Pulses
[NO] 296/1855 | Resonant false vacuum decay in two dimensions on a 4000-qubit quantum annealer
[NO] 297/1855 | Multi-thermal dynamics and transverse oscillations of solar spicules revealed by coordinated SST, IRIS, and SDO observations
[NO] 298/1855 | Lattice non-invertible symmetry from non-commuting transfer matrices
[NO] 299/1855 | Slice Monte Carlo Integration
[NO] 300/1855 | Stages of turbulence generation and decay in a T-shaped mixer
[NO] 301/1855 | Probing Kinematic Anisotropies in the Stochastic Gravitational Wave Background with the SKA
[NO] 302/1855 | Latency-Aware Service Placement using Neural Combinatorial Optimisers for Edge--Cloud Systems
[NO] 303/1855 | Taxonomy of Risks on Automated Fact-Checking Systems Considering its Propagation
[NO] 304/1855 | Project-wise Comparison of Software Birthmarks Using Weighted Partial Similarity
[NO] 305/1855 | Empirical characterization of the Translational acoustic-RF communication channel
[NO] 306/1855 | The Cost of Removing Tunability in Quantum Data Re-Uploading
[NO] 307/1855 | Mitigating adjoint chaos in wall turbulence
[NO] 308/1855 | Observations of the Cosmic Dawn and Epoch of Reionization with the SKAO: Observational Lessons Learned from Precursors and Pathfinder Instruments
[NO] 309/1855 | Error estimates for $A$-stable backward difference full discretizations of Willmore flow of closed surfaces
[NO] 310/1855 | Evaluation of medium range machine learning models for sub-seasonal prediction
[NO] 311/1855 | Conjugacy Distinguished Cosets in Hyperbolic $3$-Manifold Groups
[NO] 312/1855 | OncoSynth: Synthetic data generation for treatment effect estimation in oncology
[NO] 313/1855 | Studying HI and the Cosmic Web in the Era of SKA
[NO] 314/1855 | Impact of parity-violating deep-inelastic scattering on the weak mixing angle and high-$x$ parton distributions
[NO] 315/1855 | High-Performance Nanophononic Resonators in Self-Suspended WSe$_2$ Domes and Drums
[NO] 316/1855 | The magnetic field in the Milky Way Galaxy: from large to small scales
[NO] 317/1855 | Manipulation Is Task-Dependent: A Multi-Axis, Multi-Environment Evaluation of Frontier LLMs
[NO] 318/1855 | USS: Unified Spatial-Semantic Prompts for Embodied Visual Tracking with Latent Dynamics Learning
[NO] 319/1855 | The Web4 Agent Economy: A Large-Scale Empirical Study of the Landscape, Challenges, and Opportunities
[NO] 320/1855 | A Stronger Conditional Running-Time Lower Bound for Global Label Min-Cut
[NO] 321/1855 | Proofs of four conjectural identities on modular rank four Nahm sums
[NO] 322/1855 | Nonlinear Dynamics of Coherent Parametric Amplification in Multipartite two-level System under Intrinsic Decoherence
[NO] 323/1855 | Color Matters: Trigger Color Affects Success in Federated Backdoor Attacks
[NO] 324/1855 | On the Moser trick for Lie subalgebras and foliations
[NO] 325/1855 | Collisions and Stopping of Fast Charged Particles in Matter
[NO] 326/1855 | Tri-Hamiltonian structure of an asymmetric generalized Ablowitz-Ladik hierarchy and a Frobenius manifold
[NO] 327/1855 | AI Snitches Get Glitches: Towards Evading Agentic Surveillance
[NO] 328/1855 | MiniOpt: Reasoning to Model and Solve General Optimization Problems with Limited Resources
[NO] 329/1855 | Impact of Anomalous Microwave Emission (AME) on Radio Spectral Energy Distributions: SKA Observations of Galaxies Near and Far
[NO] 330/1855 | Proof of the Gawron-Miska-Ulas conjecture concerning unboundedness of coefficients of power series expansion of $\prod_{n=0}^{\infty}(1-x^{2^{n}})^m$
[NO] 331/1855 | SARA: Unlocking Multilingual Knowledge in Mixture-of-Experts via Semantically Anchored Routing Alignment
[NO] 332/1855 | The PAU Survey and Euclid: Analysing photometric redshifts from realistically simulated narrow-band photometry with Flagship 2
[NO] 333/1855 | Global Strichartz estimates for wave equations with time-dependent structured Lipschitz coefficients
[NO] 334/1855 | $S^{2}$-FracMix: Label-Preserving Self-Saliency Mixup Augmentation
[NO] 335/1855 | Fuzzy Quantification over OWL Ontologies and Knowledge Graphs
[NO] 336/1855 | Space-Efficient Language Generation in the Limit
[NO] 337/1855 | Temporal Correlation Statistic for Intrinsic Phase Fluctuation in Double White Dwarf Gravitational-Wave Signals
[NO] 338/1855 | Young asteroid pair candidates in the Jovian Trojan population
[NO] 339/1855 | Convergence analysis of the Riemannian proximal gradient method with inexact oracle
[NO] 340/1855 | $C^0$-inextendibility of a class of warped-product black hole spacetimes
[NO] 341/1855 | RAS: Measuring LLM Safety Through Refusal Alignment
[YES] 342/1855 | CodeChat-Eval: Evaluating Large Language Models in Multi-Turn Code Refinement Dialogues
[NO] 343/1855 | Point Cloud Diffusion with Global and Local Reconstruction for Instance-Level 3D Anomaly Detection
[NO] 344/1855 | UniTeD: Unified Temporal Diffusion for Joint Perception and Planning in Autonomous Driving
[NO] 345/1855 | Shoot the Honey, Cloak the Player: Towards Zero-Runtime-Overhead Proactive Defense and Detection for Visual Game Cheating
[NO] 346/1855 | Integrality of height-one formal groups
[NO] 347/1855 | CSI-CLIP++: A Scalable Channel Foundation Model for Wireless Communication via CIR-CSI Consistency
[NO] 348/1855 | Falcon: Functional Assembly and Language for Compositional Reasoning in X-ray
[NO] 349/1855 | Preprojective algebras and generalisations: A short survey
[NO] 350/1855 | Quark Reggeization in QCD from the Wilson line formalism
[NO] 351/1855 | BitNet Text Embeddings
[NO] 352/1855 | Dealing with partial missing correlations in multivariate and surrogate meta-analyses
[NO] 353/1855 | Optical constants of Ih, Ic, and amorphous H$_2$O ices in the THz and IR ranges
[NO] 354/1855 | Auto-Labelling-Based Domain Transfer for 3D Object Detection on a Bicycle-Mounted LiDAR Platform
[NO] 355/1855 | Toward a Systematic Understanding and Interactive Search of Lyapunov-Style Proofs in Optimization
[NO] 356/1855 | Furthest Pair Requires Quadratic Time in Superconstant Dimension under SETH
[NO] 357/1855 | On the L{é}vy concentration function of Gaussian quadratic forms with applications to second order U-statistics
[NO] 358/1855 | Face volume densities of positive-intensity and ideal Poisson--Voronoi tessellations in hyperbolic spaces
[NO] 359/1855 | Single-dish HI Intensity Mapping with the SKAO: Precursor Progress with MeerKAT's Large Area Synoptic Survey (MeerKLASS)
[NO] 360/1855 | Electroweak corrections to Higgs boson pair production: The quark channel
[NO] 361/1855 | Polynomial homological Dehn functions from non-proper actions
[NO] 362/1855 | Confidence Sequences for Online Statistical Model Checking of Markov Decision Processes
[NO] 363/1855 | Non-invertible symmetries in the axiverse, and the imaginary wormholes
[NO] 364/1855 | Adaptive Oscillatory Inductive Bias for Modeling Sharp Prosodic Dynamics in Diffusion-Based TTS
[NO] 365/1855 | Learning Subset-Shared Invariances for Domain Generalization with Mixture-of-Experts
[NO] 366/1855 | A Population of Little Red Dot-like Quasars in SDSS
[NO] 367/1855 | Learning Action Priors for Cross-embodiment Robot Manipulation
[NO] 368/1855 | On-Policy Self-Distillation with Sampled Demonstrations Reduces Output Diversity
[NO] 369/1855 | Parnassus: A GPU-enabled, Python-based Package for Fast Particle Detector Simulation and Reconstruction
[NO] 370/1855 | MVTrack4Gen: Multi-View Point Tracking as Geometric Supervision for 4D Video Generation
[NO] 371/1855 | Operational detection of Wigner negativity in arbitrary quantum states from few copies
[NO] 372/1855 | Folds of one curve: the superradiant phase diagram of Dicke modes with interacting matter
[NO] 373/1855 | Same Evidence, Different Answer: Auditing Order Sensitivity in Multimodal Large Language Models
[NO] 374/1855 | Many-Body Second Order Green's Function Theory for Ab Initio Molecular Quantum Electrodynamics
[NO] 375/1855 | Glossy Silicate Clouds on the Scorched Dayside of LTT9779b
[NO] 376/1855 | A welding penetration prediction model for laser welding process based on self-supervised learning using physics-informed neural networks
[NO] 377/1855 | The Unfireable Safety Kernel: Execution-Time AI Alignment for AI Agents and Other Escapable AI Systems
[NO] 378/1855 | Hotelling-Downs with Facility Synergy: The Mall Effect
[NO] 379/1855 | Natural Ungrokking: Asymmetric Control of Which Rules Survive Pretraining
[NO] 380/1855 | Potential semistability of Finite height Galois representations: Relative case
[NO] 381/1855 | FORCE: Efficient VLA Reinforcement Fine-Tuning via Value-Calibrated Warm-up and Self-Distillation
[NO] 382/1855 | Residual orbital magnetization governs the anomalous Hall effect in altermagnets
[NO] 383/1855 | Variable Bound Tightening for Nash Equilibrium Computation in Multiplayer Imperfect-Information Games
[NO] 384/1855 | Radial Perturbations of Black Holes in DHOST Theories
[NO] 385/1855 | Improving Neural Network Training by Decoupling the Magnitude and Direction of Weight Vectors
[NO] 386/1855 | Dominance-Based Feasibility Inference for Packing-Constrained Pickup and Delivery Problems
[NO] 387/1855 | Agentic System as Compressor: Quantifying System Intelligence in Bits
[NO] 388/1855 | Dispersion Suppression for Wedge-Based Final Cooling at a 10 TeV Muon Collider
[NO] 389/1855 | Elliptical Regularized Hotelling Testing for High Dimensional Data
[NO] 390/1855 | Complementary probes of Bilinear RPV SUSY models with a wino-like LSP via Neutrino Oscillation and LHC
[NO] 391/1855 | Individual Sovereignty and Other-Regarding Preferences
[NO] 392/1855 | Chebotarev geodesic theorem: split case
[NO] 393/1855 | Spin-Momentum Impedance and Filtering by a Spin-Coupled Absorbing Boundary Condition
[NO] 394/1855 | Essentially commuting projections onto shift-invariant subspaces
[NO] 395/1855 | Towards Hodge-Riemann relations for non-Archimedean analogs of valuations on convex sets
[NO] 396/1855 | Complex symmetric generalized product type operators on weighted Bergman spaces
[NO] 397/1855 | Event-Adaptive Motion Planning with Distilled Vision-Language Model in Safety-Critical Situations
[NO] 398/1855 | TL++: Accuracy and Privacy Preserving Traversal Learning for Distributed Intelligent Systems
[NO] 399/1855 | New Online Database of Symbiotic Variables: Catalog and Statistical Overview of Symbiotic Binaries
[NO] 400/1855 | Study of Polarized Emission in Radio Halos and Filaments in the SKA Telescopes Era
[NO] 401/1855 | Holographic correlation functions of fermions in anisotropic plasma
[NO] 402/1855 | Expresso-AI: Explainable Video-Based Deep Learning Models for Depression Diagnosis
[NO] 403/1855 | Resampling in conditional SMC algorithms
[NO] 404/1855 | Two-dimensional Hyperbolic RNN Neural Quantum State
[NO] 405/1855 | Slay the Shear: A Unified Statistical Framework for Weak Gravitational Lensing Shear Estimation
[NO] 406/1855 | Optimizing Semiconductor Device Simulations through Low-Precision Arithmetic
[NO] 407/1855 | A 3D tomography of the Local Bubble with SKA-Low
[NO] 408/1855 | WOLF-VLA: Whole-Body Humanoid Optimal Locomotion Framework for Vision-Language-Action Learning
[NO] 409/1855 | On the error bounds of the Gauss-type quadrature formulae associated with spaces of parabolic and cubic spline functions with double equidistant knots
[NO] 410/1855 | Zero-Threshold Discrepancies for Multiple Correlation Sequences
[NO] 411/1855 | A topology-tuned pressure valve across the isoreticular RHO zeolite family
[NO] 412/1855 | SU(3)-flavor breaking as a structural probe of hidden-charm-strange $0^{--}$ tetraquarks in a color-octet basis
[NO] 413/1855 | TensorLDM: A Component-Wise Latent Diffusion Model for Volumetric DTI Reconstruction from Sparse DWIs
[NO] 414/1855 | Commutants of complex symmetric weighted composition operators on Fock space
[NO] 415/1855 | Dependency-Aware Dominant Resource Fairness for Multi-Tenant Multi-Resource Systems
[NO] 416/1855 | PatchINR: Patch-Based Implicit Neural Representations for Efficient and Scalable Inference
[NO] 417/1855 | Two-sample test with Wasserstein distance on Gaussian samples based on a log-normal approximation
[NO] 418/1855 | Total positivity and symmetric spaces
[NO] 419/1855 | An RDT based approach to large deviations of Wishart and Wigner matrices spectral edges
[NO] 420/1855 | Closed-form solutions to some generalized variational inference problems
[NO] 421/1855 | When LLM Rationales Become User-Facing: Effects on Trust Perception, Decision-Making, and Gaze Behaviors
[NO] 422/1855 | From Causal Discovery to Implementation: An Agentic AI Framework for E-Scooter Mobility Hub Planning Across 29 German Cities
[NO] 423/1855 | Statistical Characteristics of Tunneling States in Strong-Field Atomic Ionization
[NO] 424/1855 | Spin-flip optical excitations in van der Waals antiferromagnet CrPS$_4$
[NO] 425/1855 | RQ-SAFE: Coupled Request-Resource Scheduling for Online Edge SFC-DAGs
[NO] 426/1855 | Towards Robust EEG Decoding Based on Riemannian Self-Attention
[NO] 427/1855 | Control Barrier Function only Formation Tracking in Multi-Agent Systems
[NO] 428/1855 | Learning with a Single Rollout via Monte Carlo Pass@k Critic
[NO] 429/1855 | Dragon curves in Littlewood roots
[NO] 430/1855 | TopoCast: A Topological Fidelity Framework for Evaluating Transformer-Based Time Series Forecasting
[NO] 431/1855 | PRISM: Feed-Forward Single-Image 3D Reconstruction via Geometric Warp-Residual Modeling
[NO] 432/1855 | Accretion of a Plasma Vlasov Gas onto a Reissner-Nordström Black Hole
[NO] 433/1855 | Information flow security on persistent memory
[NO] 434/1855 | Euclid: Precise inference of defocus wavefront error from image diffraction spike measurements
[NO] 435/1855 | General Equilibrium Effects of Carbon Offsets
[YES] 436/1855 | Automated Detection of Configuration-Specific Security Vulnerabilities via Patch Analysis
[NO] 437/1855 | Pseudo-spectral frequency-domain method with background field decomposition and Green's function preconditioner for electromagnetic scattering problem in EUV lithography
[NO] 438/1855 | HI Simulations for Cosmology with the SKA Observatory
[NO] 439/1855 | How Robust is OCR-Reasoning? Evaluating OCR-Reasoning Robustness of Vision-Language Models under Visual Perturbations
[NO] 440/1855 | Quantitative Wasserstein Propagation of Chaos for Transport Ensemble Filters
[NO] 441/1855 | Lepton number violation at hadron colliders via pseudo-Dirac heavy neutral leptons
[NO] 442/1855 | Boundary Rigidity in a fixed conformal class for Asymptotically Hyperbolic Manifolds
[NO] 443/1855 | Reasonable Motion: A General ASP Foundation for Environment Constrained Movement Trajectory Computation
[NO] 444/1855 | Exact modes, hybridization and polarization rotation of electromagnetic fields propagating in topological insulating slab
[NO] 445/1855 | The Digital Pirahã Condition: Ecological Mismatch and the Reconstruction of Recursive Cognition
[NO] 446/1855 | Large-Scale Tunnel Air--Ground Collaboration With FLISP: Fast LiDAR-IMU Synchronized Path Planne
[NO] 447/1855 | Offline Multi-agent Continual Cooperation via Skill Partition and Reuse
[NO] 448/1855 | Direct stress imaging from shear wave propagation
[NO] 449/1855 | A Survey of Toxicity Detection and Mitigation Strategies for Multilingual Language Models
[NO] 450/1855 | Story Operators: Decomposing the Original $\to$ Sequel Transformation in Embedding Space
[NO] 451/1855 | Wide-field NV magnetometry under simultaneous high-pressure and high-temperature conditions
[NO] 452/1855 | Beyond Visual Forensics: Auditing Multimodal Robustness for Synthetic Medical Image Detection
[NO] 453/1855 | What Actually Works for Spacecraft Fault-Tolerant Control: An Honest Settled-Gate Benchmark of Learned and Classical Methods
[NO] 454/1855 | Neural Machine Translation for Low-Resource Tangkhul--English
[NO] 455/1855 | A Unified Josephson Dynamics Perspective for Single-Cavity BECs: From Self-Trapping to Dynamical Phase Transitions
[NO] 456/1855 | Cosmological Galaxy Formation Modelling in the Era of the Square Kilometre Array
[NO] 457/1855 | Primal-Dual Halpern-PAGE Algorithm for Constrained Stochastic Weakly Convex Optimization
[NO] 458/1855 | Efficient and Trainable Language Model Test-Time Scaling via Local Branch Routing
[NO] 459/1855 | A fully-decoupled arbitrarily high-order time-stepping scheme based on matrix diagonalization for the anisotropic phase-field dendritic crystal growth model
[NO] 460/1855 | Invoice Haystack: Benchmarking Document Retrieval and Visual Question Answering Under Strong Visual Homogeneity
[NO] 461/1855 | Lifelong In-Context Learning with Transformers Requires Parametric Forms of Attention
[NO] 462/1855 | Omni-Perception Policy Optimization for Multimodal Emotion Reasoning
[NO] 463/1855 | Physics-Informed Neural Networks for the Time-Domain Maxwell Equations with Split-Field Perfectly Matched Layers
[NO] 464/1855 | Universal Vertices and Saturation Numbers for Disjoint Triangles
[NO] 465/1855 | Universal behavior of the condensation energy of Superconducting BCS Bose gases
[NO] 466/1855 | High-Rate and Resource-Efficient All-Photonic Quantum Repeater Architectures with 9 km Repeater Spacing
[NO] 467/1855 | Programmable Probabilistic Computer with 1,000,000 p-bits
[NO] 468/1855 | Physics Question Scene Graph: Fine-grained Evaluation of Physical Plausibility in Text-to-Video Generation
[NO] 469/1855 | Constraints on Line-of-Sight Acceleration from O1-O4
[NO] 470/1855 | Time-Varying Model Averaging of Multi-layer Network Vector Autoregressions
[NO] 471/1855 | MRI2Rep: Autoregressive Structured Report Generation for 3D Liver MRI
[NO] 472/1855 | An Integrated Hardware-Software Design for Low-Data Spatial Defect Detection in Robotic Visual Inspection with Hybrid Optoelectronic Neural Networks
[NO] 473/1855 | Decidability and Undecidability Results for LIA-Definable Impartial Combinatorial Games
[YES] 474/1855 | Semantic Code Clone Detection: Are We There Yet?
[NO] 475/1855 | Co-designing a Preliminary Repository of Augmented Reality Concepts for Real-Time Emotion Regulation
[NO] 476/1855 | Inverse Reinforcement Learning for Interpretable Keystroke Biomarkers in Parkinson's Disease
[NO] 477/1855 | Dual Agreement Consistency Learning for Semi-Supervised Fetal Ultrasound Segmentation
[NO] 478/1855 | A Riemann-Hilbert approach to the computation of transform pairs
[NO] 479/1855 | NMR evidence for a loop-current state with broken $C_6$ symmetry in the charge-ordered CsV$_3$Sb$_5$
[NO] 480/1855 | OrthoTrack: Continuous 6-DoF UAV Trajectory Estimation Anchored in Public Orthophotos
[NO] 481/1855 | Towards an Interactive Evidence-RAG Peer-Review Workspace for the Journal of Digital History
[NO] 482/1855 | Pontryagin-Based Solver with Smoothed Hamiltonian, Adaptive $Δt$, and PA-Bundle Refinement
[NO] 483/1855 | Symmetric tensor decomposition on rational varieties
[NO] 484/1855 | Power-Budgeted Underwater Vehicle Control via Constrained Reinforcement Learning
[NO] 485/1855 | Parametric elliptic reconstructions and a posteriori error estimates for parabolic partial differential equations with small randomness in a Robin boundary condition
[NO] 486/1855 | BrainAgent: A Large Language Model-Driven Multi-Agent Framework for Autonomous Brain Signal Understanding
[NO] 487/1855 | MAPL: Multi-Objective Preference Learning for Robot Locomotion
[NO] 488/1855 | Long-Term Simulation Exposes Cognitive-Developmental Risks in AI Companions
[NO] 489/1855 | Can dwarf novae produce type Ia supernovae?
[NO] 490/1855 | From Sounds to Scenes: A Benchmark for Evaluating Context-Aware Auditory Scene Understanding in Large Audio Language Models
[NO] 491/1855 | Polynomial Extensions of Non-Noetherian Cohen--Macaulay Rings and Torsion-Free Localization
[NO] 492/1855 | A Detailed Model Atmosphere Analysis of Cool White Dwarfs in DESI DR1
[NO] 493/1855 | Transferable Attack against Face Swapping in an Extended Space
[NO] 494/1855 | Three Buddhist Vocabularies: Computational Stylometry of the English Pali Canon across Sutta, Vinaya, and Abhidhamma
[NO] 495/1855 | Conformal Recovery-Deadline Certificates for Runtime Assurance of Adapting Controllers
[NO] 496/1855 | Reliability-Asymmetric Spacecraft Autonomy: Co-Designing a Capable Learned GNC Stack with a Verified, Adaptation-Aware Runtime Shield
[NO] 497/1855 | Hybrid-IR: Dual-Path Hybrid Retrieval with Iterative Reasoning for Complex Medical Question Answering
[NO] 498/1855 | Deterministic Non-Smooth Safety via Dual-Algebraic Control Barrier Functions
[NO] 499/1855 | State Space Models Meet Remote Sensing: A Survey
[NO] 500/1855 | Supervised Post-training of Speech Foundation Models for Robust Adaptation in Speech Deepfake Detection
[NO] 501/1855 | Nanosecond-resolved 266 nm Mach-Zehnder interferometry for electron-density measurements of dense plasmas generated in supercritical fluids
[NO] 502/1855 | ESTANet: Efficient Online Error Detection in Procedural Videos via Prediction Inconsistency
[NO] 503/1855 | Theoretical Analysis of Diffusion Models for Radio Map Estimation with Ultra-low Sampling Rates
[NO] 504/1855 | HiFiVe: High-Fidelity Vehicle Generation Leveraging Auto-Regressive 2D Generative Priors
[YES] 505/1855 | SafeGen: LLM-Driven Assertion Generation and Fault Criticality Evaluation for Functional Safety
[NO] 506/1855 | DynaMOMA: Instantaneous Prediction of Grasp Poses for Mobile Manipulation of Dynamic Objects
[NO] 507/1855 | A study on station-keeping over irregularly shaped asteroids with different sized solar sails
[NO] 508/1855 | Vital-Rate Feedback and Threshold Harvesting in Size-Structured Populations
[NO] 509/1855 | Evaluation Protocols and Validation for Cameras in Indoor Healthcare Monitoring
[NO] 510/1855 | Competitive satellite placement and the geography of orbital risk: evidence from the geostationary arc
[NO] 511/1855 | EvoFlock: evolved inverse design of multi-agent motion
[NO] 512/1855 | Heterogeneous and Adept Snapshot Distillation for 3D Semantic Segmentation
[NO] 513/1855 | Rapid and robust laser-frequency auto-locking using Bayesian-optimization and discrete-wavelet-transformation algorithms
[NO] 514/1855 | Covariant variation for point-particle Lagrangians
[NO] 515/1855 | Quantum conditional mutual information and channel capacity
[NO] 516/1855 | Geometric Blow-Up Criteria for Viscoelastic Flows: Oldroyd-B and FENE-P Models
[NO] 517/1855 | How Do Developers Maintain and Evolve Their Agents' Instructions? An Empirical Study
[NO] 518/1855 | FUTO Swipe: Layout-Agnostic Neural Swipe Decoding
[NO] 519/1855 | Spectroscopic surveys with the SKA probing the ionized and molecular Milky Way
[NO] 520/1855 | Structured Quotients in Real Homotopy Theory
[NO] 521/1855 | Enhancing Brain MRI Anomaly Detection and Reasoning with ROI Rethink and Synthetic Data
[NO] 522/1855 | A 3D-Printable Dataset for Fair Testing and Comparisons of Tactile Sensors
[NO] 523/1855 | TacVerse: A Multi-Sensor Dataset and Benchmark for Cross-Sensor Vision-Based Tactile Perception
[NO] 524/1855 | Molexar: A Unified Multimodal Molecular Foundation Model for Drug Design
[NO] 525/1855 | Graph it first! Enabling Reasoning on Long-form Egocentric Videos through Scene Graphs
[NO] 526/1855 | Edges Before Embeddings: A Confidence-Aware Blur Gate for Vision-Language Pipelines
[NO] 527/1855 | Multi-fidelity methods for kinetic models of epidemic dynamics with uncertain contact structure
[NO] 528/1855 | Lyapunov Optimization based Queue-aware Traffic Shaping for 5G-TSN in Industrial Environments
[NO] 529/1855 | Operator Learning on the Data-Driven Multiscale Space for Nonlinear Flow in Random Heterogeneous Porous Media
[NO] 530/1855 | Study for curvature radiation and magnetic pair creation process on polar-cap region of magnetic white dwarf
[NO] 531/1855 | Global Results on the Classification of Two-Component Integrable Evolutionary Systems
[NO] 532/1855 | Weak and Strong Convergence of Implicit Iterations for Lipschitzian Hemi-Contractive and α-Hemi-Contractive Semigroups in Banach Spaces
[NO] 533/1855 | How Large Language Models Source Brand Reputation Across Languages and Markets
[NO] 534/1855 | Interfaces and non-uniqueness in a cross-diffusion system with independent drifts
[NO] 535/1855 | Re-mixing Embeddings for Patient Augmentation in Data Scarce Multiple Instance Learning
[NO] 536/1855 | Deep Neural Networks with Ordinal Loss for Medical Applications
[NO] 537/1855 | Thermoelectric response of a ferroelectric insulator
[NO] 538/1855 | ShutterMuse: Capture-Time Photography Guidance with MLLMs
[NO] 539/1855 | Space-based Missile Defense
[NO] 540/1855 | Gradient-based inverse lithography for EUV masks via the waveguide method and a physics-informed neural operator
[NO] 541/1855 | Quantity-Dependent Bulk-to-Wall Observability of Surface Loading in Rarefied Hypersonic Flow over Triangular Protrusions
[NO] 542/1855 | Dynamic masking for boundary-aware velocity reconstruction in volumetric particle tracking with moving solids
[NO] 543/1855 | Gaussian Mean Field Variational Inference can Overestimate Predictive Variance
[NO] 544/1855 | Networked Control System Under Controller-Actuator Channel Jamming
[NO] 545/1855 | Efficient Real-World Dehazing via Physics-Inspired Global-Local Decoupling
[NO] 546/1855 | Extensions of maximal symplectic groups acting on the superspecial K3 surface in characteristic $p$
[NO] 547/1855 | Ly$\rm α$ halos and UV continuum morphologies of Tadpole Galaxies at $z> 3$
[NO] 548/1855 | MAP-Based Task-Oriented Precoding for Multiuser Communication
[NO] 549/1855 | Spin-dependent neutrino oscillations in torsion backgrounds: A quantum-field-theoretic analysis
[NO] 550/1855 | Effect of Two-Body Interactions on Floquet topological phases
[NO] 551/1855 | Imprecise Transition Matrices for Markov Cohort Models: Lower and Upper Expectations with a Practical Health Economic Application
[NO] 552/1855 | Equilibrium and Infeasibility: A new solution concept for games
[NO] 553/1855 | Memory-Efficient Policy Libraries with Low-Rank Adaptation in Reinforcement Learning
[NO] 554/1855 | Tracing the Star Formation History of the Universe through Thermal Free-Free Emission with the SKA
[NO] 555/1855 | Robust Multi-step Model Predictive Control with Feasibility Guarantees
[NO] 556/1855 | Quotient homomorphisms of Topological MV-Algebras and Applications
[YES] 557/1855 | Croc: Training the Next Generation Chip Designers on Domain-Specific End-to-End Open Source Silicon
[NO] 558/1855 | Joint Residual Reweighting for Classifier Free Guidance in Flow-Matching Zero-Shot TTS
[NO] 559/1855 | Exact Leg-Cut Influence Functional and Emergence of Gaussian Entanglement Theory in a Statistical-Dressing Ladder Model
[NO] 560/1855 | VLT Beyond 2030 and Call for White Papers
[NO] 561/1855 | The MDS or NMDS for Modified GRS codes with flexible hull dimensions and lengths
[NO] 562/1855 | Learning to Adapt: Reptile-D-Learning for Robust and Efficient Control Under Parametric Uncertainty
[NO] 563/1855 | Is GraphRAG Needed? From Basic RAG to Graph-/Agentic Solutions with Context Optimization
[NO] 564/1855 | First evaluation of the tracking performance of the ARCADIA Fully Depleted MAPS with 120 GeV proton beam
[NO] 565/1855 | Long-lasting Topological Entanglement in a Monitored Rashba Nanowire
[NO] 566/1855 | A hybrid $C^{0}$-interior penalty method for the nematic Helmholtz--Korteweg equation
[NO] 567/1855 | Observation of A Solar Like Magnetic Reconnection Event in an AGN Corona with XRISM
[NO] 568/1855 | SSMNBench: Diagnosing Image-based Cross-View Human-Object Understanding via Single-View Sufficiency and Multi-View Necessity
[NO] 569/1855 | A Non-Negativity Iterative Approach to Image Deconvolution for SKA
[NO] 570/1855 | Probabilistic Agents in Deterministic Audits: Evaluating Multi-Agent Systems for Automated Audits Based on the German IT-Grundschutz
[NO] 571/1855 | ScaleHP: Estimating Hand Pose in Metric Space
[NO] 572/1855 | Valence-change-driven reduction of antiphase boundaries in spinel ferrite epitaxial films
[NO] 573/1855 | The Galaxy's Guide to the Tokenizer: A Benchmark for Scientific Foundation Models
[NO] 574/1855 | Mechanical response of quasi-two-dimensional colloidal clusters under uniaxial tension
[NO] 575/1855 | Statistically Valid Hyperparameter Selection: From Tuning to Guarantees
[NO] 576/1855 | Controlling radiative dynamics of a giant $Λ$-type atom via interference induced by the vacuum of a waveguide
[NO] 577/1855 | FeVOS: Foresight Expression Video Object Segmentation
[NO] 578/1855 | Alexandrov spaces with non negative curvature and displacement convexity of the entropy tensor
[NO] 579/1855 | H-Adapter: Pose-Robust Hairstyle Transfer via Attention-Derived, Source-Aligned Hair Masks
[NO] 580/1855 | One Body, Two Minds: Variable Autonomy Approach for a Co-embodied Robotic Hand
[NO] 581/1855 | The Condition for Structured Coding to Improve Random Coding in the Binary Modulo-sum Problem
[NO] 582/1855 | Interplay between VAoI, Packet Error Rate, and Delay for Energy-Efficient Remote Monitoring
