[2026-06-30 23:13:04] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-29
正在获取论文...
[arXiv] 2026-06-29 | Real-Time Underwater Image Enhancement via Frequency-Guided Dual-Path Attention
[NO] 208/1986 | Research Entity Extraction and Topic Detection from UKRI Grant Proposals
[NO] 209/1986 | Existence and convergence of the area-constrained elastic flow
[NO] 210/1986 | An independent equational basis for the variety of reflexive Nelson algebras
[NO] 211/1986 | Spatially Coherent and Intermittent Alfvénic Fluctuations in Solar Polar Spicules
[NO] 212/1986 | Exact Helicity-Orbital Coupled Dynamics in Chiral Media: An Optical Dirac Framework for Photonic Rabi Oscillations
[NO] 213/1986 | VisReflect: Latent Visual Reflection for Fine-Grained Perception in Long Visual Context
[NO] 214/1986 | Blow-up for weakly superlinear heat equations and blow-up controllability of the linear heat equation
[NO] 215/1986 | Action on the Sphere: An Interfering Mean-Field Propagator for the Bose-Hubbard Dimer
[NO] 216/1986 | ActiveVital: Geometry-Aware Embodied Vital Signs Monitoring for Home Healthcare Robots
[NO] 217/1986 | Differential Invariants of Carrollian Spacetimes
[NO] 218/1986 | Towards Continual Motion-Language Agents: LoRA Variants for Incremental Motion Understanding and Generation
[NO] 219/1986 | When Is a Draft Accepted? A Theory of Acceptance in Speculative Decoding
[NO] 220/1986 | Multi-Agentic System Leveraging Open-Source LLMs to Mitigate Disinformation Threats
[NO] 221/1986 | Inoculation Adapters: Improved Selective Generalization of Capabilities with Fewer Surprising Backdoors
[NO] 222/1986 | TACO: Tool-Augmented Credit Optimization for Agentic Tool Use
[NO] 223/1986 | Semantic-Driven Scale and Spatial Selection for Efficient Cross-Modal Alignment in Referring Remote Sensing Image Segmentation
[NO] 224/1986 | Stabilizing effect of a background magnetic field on the 2D damped wave-type MHD equations
[NO] 225/1986 | Complex Phase Structure and Widom line for Euler Heisenberg black holes
[NO] 226/1986 | How is Water released in Hydrogen-Based Metal Oxide Reduction? Unraveling the Kinetic Bottleneck in Sustainable Metal Production
[NO] 227/1986 | Solitary waves for a higher order Boussinesq system: Stability and numerical experiments
[NO] 228/1986 | On symbol-pair distance of repeated-root constacyclic codes of length $4p^s$ over $\mathbb{F}_{p^m}+u\mathbb{F}_{p^m}+u^2\mathbb{F}_{p^m}$
[NO] 229/1986 | Doubly charmed baryon-light meson scattering in chiral effective theory with lattice constraints
[NO] 230/1986 | On a two-color partition series and its companions
[NO] 231/1986 | Operational capabilities and on-sky performance of SAMOS at the completion of science commissioning
[NO] 232/1986 | The Many-Body Problem of the Data Centre
[NO] 233/1986 | Comb-enabled spectral-domain image transport through perturbation-prone multimode fibers
[NO] 234/1986 | A survey of trust-region radius update mechanisms. Part I: First-order analysis
[NO] 235/1986 | Dynamo: Dynamic Skill-Tool Evolution for Vision-Language Agents
[YES] 236/1986 | MirrorCode: AI can rebuild entire programs from behavior alone
[NO] 237/1986 | CORTEX: High-Quality Cross-Domain Organization of Web-Scale Corpora through Ontological Corpus Graph
[NO] 238/1986 | Spectroscopic performance of the electrical functional models for the eXTP SFA-T detectors
[NO] 239/1986 | Revenue Guarantee of Anonymous Pricing for Mixed Bidders:Bridging Value and Utility Maximizers
[NO] 240/1986 | Physically-Constrained Harmonic Separation for Robust Heart and Respiratory Rate Estimation from Wrist Photoplethysmography
[NO] 241/1986 | Fusion-power amplification by compressive hydrodynamic fluctuations
[NO] 242/1986 | T2LDM++: A Self-Conditioned Representation Guided Diffusion Model for Realistic Text-to-LiDAR Scene Generation
[NO] 243/1986 | DNA Language Models: An Assessment of Pre-Training for Fine-Tuning Tasks
[NO] 244/1986 | Relevance Is Not Permission: Warranted Attention for Value Contributions
[NO] 245/1986 | Far-ultraviolet flux distribution in Orion and its relation to stellar accretion
[NO] 246/1986 | Does Verbose Chain-of-Thought Really Help? In-Distribution Evidence that Content, Not Length, Matters
[NO] 247/1986 | Kinetic energy from the cubic sum rule of the dynamic structure factor
[NO] 248/1986 | A polynomial moment approach to a rank condition for continuous-stage Runge--Kutta methods
[NO] 249/1986 | Asymmetric nightside CO2 features, inefficient heat transport, and precise evolutionary constraints: Spectroscopic phase curves reveal the past and present of a white dwarf-brown dwarf binary
[NO] 250/1986 | LEO-NA Walker Constellation Design with Bi-objective Optimisation Approaches
[NO] 251/1986 | A lattice Boltzmann scheme with equilateral triangles for diffusion and acoustics
[NO] 252/1986 | Efficient Retrieval-Augmented Generation via Token Co-occurrence Graphs
[NO] 253/1986 | Projection Is All You Need: Interpreting Polarization Measurements in the Orion Clouds with Sub-Alfvénic MHD Simulations
[NO] 254/1986 | ACPO: Agent-Chained Policy Optimization for Multi-Agent Reinforcement Learning
[NO] 255/1986 | Predictive Objectives Discard Exogenous Control-Relevant Features: A Controlled Mechanistic Study
[NO] 256/1986 | Neural Subspace Reallocation: Continual Learning as Retrieval-Based Subspace Memory Management
[NO] 257/1986 | Harder's conjecture and Hermitian automorphic forms
[NO] 258/1986 | Bridging the Gap Between Image Restoration and Navigational Safety in Hazy Conditions: A New Visibility Estimation Metric for Maritime Surveillance
[NO] 259/1986 | A note on the transcendental basepoint-free conjecture for Calabi-Yau manifolds
[NO] 260/1986 | Nonlinear nature of near-equilibrium viscous fluids
[NO] 261/1986 | Heads, Not Backbones: Output Heads Dominate Architectures on Fat-Tailed Returns
[NO] 262/1986 | IBRSteG: Learning a Generalizable Steganography Framework for 3D Gaussian Splatting
[NO] 263/1986 | Multiphase formulation of the Vlasov-Navier-Stokes equations
[NO] 264/1986 | Analytical approximations of dispersion laws and ultra-complex conductivity diagrams
[NO] 265/1986 | Are We Measuring Strategy or Phrasing? The Gap Between Surface- and Approach-Level Diversity in LLM Math Reasoning
[NO] 266/1986 | Stabilizing Extrapolation in Looped Transformers via Learned Stochastic Stopping
[NO] 267/1986 | Beyond Uniform Experts: Cost-Aware Expert Execution for Efficient Multi-Device MoE Inference
[NO] 268/1986 | Fluid Antenna-assisted Unsourced ISAC Massive Access
[YES] 269/1986 | NeuReasoner: Theory-grounded Mapping of Reasoning Elicitation Boundaries
[NO] 270/1986 | From Extraction to Navigation: Progressive Retrieval with Indirectly Infinite Depth
[NO] 271/1986 | Compactness of composition operator on weighted Bergman spaces of the polydisc
[NO] 272/1986 | Risk-Sensitive Learning in Population Games under Extreme Events: Bifurcations and Chaotic Dynamics
[YES] 273/1986 | SWE-Together: Evaluating Coding Agents in Interactive User Sessions
[NO] 274/1986 | Wave decay and horizon instability on strongly charged extremal Kerr-Newman black holes
[NO] 275/1986 | New families of asymptotically optimal codebooks from vectorial dual-bent functions
[NO] 276/1986 | Data-Efficient Multimodal Alignment for Histopathology-based Molecular Prediction
[NO] 277/1986 | Heterogeneous Tactile Transformer
[NO] 278/1986 | A Kleene theorem for free many-sorted algebras
[NO] 279/1986 | SAGA: Scene-Aware, Goal-Evolving Agents for Long-Horizon CivRealm Strategy Planning
[NO] 280/1986 | EVAF: A Test-Retest Protocol for Selective Parametric Consolidation
[NO] 281/1986 | H-GRPO: Permutation-Invariant Reinforcement Learning for Grounded Visual Reasoning
[NO] 282/1986 | LLM-based Multimodal Personality Recognition via Facial Action Unit-Text Semantic Fusion
[NO] 283/1986 | Critical Interval MSE: Toward Reliable Offline Validation for Robot Manipulation Policies
[NO] 284/1986 | Trust Your Instincts: Confidence-Driven Test-Time RL for Vision-Language-Action Models
[NO] 285/1986 | Building artificial intelligence virtual tissue (AIVT) for tissue state representation, feature prediction, and dynamic simulation
[NO] 286/1986 | Photon Motion and Shadows of Rotating Black Holes with Nonlinear Electromagnetic and Anisotropic Matter Fields
[NO] 287/1986 | LWDrive: Layer-Wise World-Model-Guided Vision-Language Model Planning for Autonomous Driving
[NO] 288/1986 | Broadband gain characterization of Co:MgF$_2$ for mid-infrared femtosecond pulse amplification
[NO] 289/1986 | SUMO: Segment and Track Any Motion with Nonlinear State Space Models
[NO] 290/1986 | Beyond Triplet Plausibility: Relation Set Completion in Knowledge Graphs
[NO] 291/1986 | Efficient Visual Pointing for Embodied AI:Agent-Driven Data Synthesis, Cross-Block Attention, and Iterative Correction
[NO] 292/1986 | See Only When Needed: Context-Aware Attention Intervention for Mitigating Hallucinations in LVLMs
[NO] 293/1986 | Planar sets with large visible parts
[NO] 294/1986 | Provable Quantum Advantage for Dynamical Phase Transition
[NO] 295/1986 | Uncovering Salience-Driven Dynamics in Consumer Confidence with Generative Social Simulation
[NO] 296/1986 | When Editors Revolt: Characterizing Journal Declarations of Independence
[NO] 297/1986 | SADL: What to Ignore? A Benchmark for Subject-Aware Distractor Localization
[NO] 298/1986 | Predict, Reuse, and Repair: Accelerating Dynamic Sparse Attention for Long-Context LLM Decoding
[NO] 299/1986 | Whose Side Is Your Agent On? Multi-Party Principal Loyalty in LLM Agents
[NO] 300/1986 | Bank Earnings, Credit Supply & the Macroeconomy: Evidence from Canada
[NO] 301/1986 | RenderFormer++: Scalable and Physically Grounded Feed-Forward Neural Rendering
[NO] 302/1986 | FlowAWR: Online Adaptive Flow Reinforcement via Advantage-Weighted Rectification
[NO] 303/1986 | Multiple testing with the horseshoe
[NO] 304/1986 | Your Space is My Zone: Demystifying the Security Risks of AI-Powered Applications on Pre-Trained Model Hubs
[NO] 305/1986 | Strategic Risk Reduction: Self-Protection and Self-Insurance
[NO] 306/1986 | Residual-Guided Expert Specialization for Incomplete Multimodal Learning
[NO] 307/1986 | Adjoint-Based Bayesian Uncertainty Quantification for PDE-Constrained Inverse Problems with Application to Semiconductor Imaging
[NO] 308/1986 | Krylov Complexity in Non-Inertial Quantum Systems
[NO] 309/1986 | ARMOR: Adaptive Retriever Optimization for Low-Resource Telecom Question Answering
[NO] 310/1986 | Dual-Flow Reinforcement Learning with State-Aware Exploration
[NO] 311/1986 | Rethinking Build vs. Buy Decisions in Enterprise Software: Navigating Trade-offs through a Structured Decision-Support Approach
[NO] 312/1986 | Light Neutralino Dark Matter in a Supersymmetric Pati-Salam Framework
[NO] 313/1986 | HERO: Improving the Reliability and Sensitivity of Generative Model Evaluation Using Historical Data
[NO] 314/1986 | Graph-GSReg: Leveraging 3D Scene Graphs for Gaussian Splatting Registration
[NO] 315/1986 | SMART-MIG: A Learning Framework for Scalable and Energy-Efficient GPU Scheduling
[NO] 316/1986 | Analytic Concept-Centric Memory for Agentic Embodied Manipulation
[NO] 317/1986 | GLIP: Graph and LLM Joint Pretraining for Graph-Level Tasks
[NO] 318/1986 | CLQT: A Closed-Loop, Cost-Aware, Strategy-Consistent Benchmark for Diagnostic Evaluation of LLM Portfolio-Management Agents
[NO] 319/1986 | Unconventional Superconductivity in the Chiral Topological Semimetal Ag2Pd3S
[NO] 320/1986 | Do Recommendation Algorithms Work When Users Are LLM Agents? A Case Study on Moltbook
[NO] 321/1986 | Electronic inhomogeneity in Cs- and Sb-terminated surfaces of CsV$_3$Sb$_5$ probed by scanning photoemission spectromicroscopy
[NO] 322/1986 | Real-Time Compliance and Position Control of a Hyper-redundant Soft Robotic Arm
[NO] 323/1986 | Atomically Thin Amorphous Carbon with an Ultralow Dielectric Constant
[NO] 324/1986 | The Hidden Cost of Resampling: How Imbalance Correction Degrades Probability Calibration in Tree Ensembles
[NO] 325/1986 | UniVAD v2: Unified Visual Anomaly Detection via Support-Conditioned Boundary Construction
[NO] 326/1986 | Demystifying the Design Space and Best Practices for Heterogeneous LLM Inference and Serving
[NO] 327/1986 | GUICrafter: Weakly-Supervised GUI Agent Leveraging Massive Unannotated Screenshots
[NO] 328/1986 | Thermal Fundamental Gap Predictions in DFT via Optimally Tuned Hybrids
[NO] 329/1986 | Progressive Self-Supervised Learning with Individualized Community Assignment for Brain Network Analysis
[NO] 330/1986 | Alleviating the Sparse Matrix Scaling Bottleneck in Adaptive VQE via High-Order Taylor State Evolution
[NO] 331/1986 | Low-lying $D$ states in yttrium and actinium ions highly sensitive to variation of the fine structure constant
[NO] 332/1986 | VLBI Astrometry of Magnetars
[NO] 333/1986 | Benchmarking Geospatial Foundation Models for Agriculture Applications
[NO] 334/1986 | Fixed-parameter tractable computation of Reshetikhin--Turaev knot polynomials via tensor networks
[NO] 335/1986 | Diversity is the Strength of the AI Crowd
[NO] 336/1986 | What Naturalness Measures: Fine-Tuning and Informational Invariants in Cosmology and Dark Matter
[NO] 337/1986 | Self-Evolving World Models for LLM Agent Planning
[NO] 338/1986 | Provable random-matrix spectral ramp in a static, geometrically local Hamiltonian
[NO] 339/1986 | Minimax approach to the estimation problem for homogeneous random fields
[NO] 340/1986 | Gaussian processes on ray-guided transformed uniform grids for fast, flexible, and auto-differentiable adaptive source reconstruction in lens modelling
[NO] 341/1986 | Shifted convolution sums of coefficients of symmetric power $L$-functions with $k$-full kernels over sums of squares in arithmetic progressions
[NO] 342/1986 | Scaling the Horizon, Not the Parameters: Reaching Trillion-Parameter Performance with a 35B Agent
[NO] 343/1986 | Ferromagnetic ordering in Hubbard models
[NO] 344/1986 | Moments and sign changes of symmetric power $L$-function coefficients over sums of squares
[NO] 345/1986 | A Polynomial Improvement of Naslund--Sawin Bound for Sunflower-Free Families Using Triangular Tensors
[YES] 346/1986 | Words Speak Louder Than Code: Investigating Cognitive Heuristics in LLM-Based Code Vulnerability Detection
[NO] 347/1986 | Products of prime ideals in ray class groups
[NO] 348/1986 | Forensic Trajectory Signatures for Agent Memory Poisoning Detection
[NO] 349/1986 | GPU-Accelerated Real-Time Software Defined Radio-Based Orthogonal Time Frequency Space Network-Coded Cooperation System: Hardware Implementation
[NO] 350/1986 | Convergence of Continual Learning in Homogeneous Deep Networks
[NO] 351/1986 | Cohomology rings and $p$-local behavior of even Artin groups
[NO] 352/1986 | StereoGS: Sparse-View 3D Gaussian Splatting via Stereo Priors
[NO] 353/1986 | Evaluating the Fourier Approximation in Pulsar Timing Array Analysis
[NO] 354/1986 | Entity Binding Failures in Tool-Augmented Agents
[NO] 355/1986 | ITSPACE: Monotone Gaussian Optimal Transport Updates
[NO] 356/1986 | Regime-Aware Peer Specialization for Robust RAG under Heterogeneous Knowledge Conflicts
[NO] 357/1986 | On the Cohomology of Cyclic Associative Algebras
[NO] 358/1986 | A Field-Theoretic Framework for Work Statistics and Universal Scaling in Non-equilibrium Phase Transitions
[NO] 359/1986 | Factorizable Normalizing Flows for parameter-dependent density morphing
[NO] 360/1986 | Detector-aware target definitions for full-event particle reconstruction
[NO] 361/1986 | Demonstration of unpartible entanglement
[NO] 362/1986 | Curvature-Weighted Gradient Diversity: A Noise Measure for Geometry-Adaptive SGD Schedules
[NO] 363/1986 | Minimal MMAO: A Resource-Closed-Loop Framework for Adaptive Metaheuristic Search
[NO] 364/1986 | Parameter estimation in a fully coupled partially observed Ornstein-Uhlenbeck process
[NO] 365/1986 | Testing k-submodularity
[NO] 366/1986 | Flat minimal tori and Lu's second-gap conjecture
[NO] 367/1986 | Lossy Compression for Sparse Aggregation
[NO] 368/1986 | Proofs of Ownership for Machine Learning Models
[NO] 369/1986 | Experience Augmented Policy Optimization for LLM Reasoning
[NO] 370/1986 | Beyond Point Estimates for Glaucoma Visual Field Forecasting with Diffusion Models
[NO] 371/1986 | Pseudodifferential Jacobi forms and Geometric Rankin-Cohen Brackets
[NO] 372/1986 | MOPD: Multi-Teacher On-Policy Distillation for Capability Integration in LLM Post-Training
[NO] 373/1986 | What to Expect When You're Expecting
[NO] 374/1986 | CaresAI at CT-DEB26: Detecting Dosing Errors In Clinical Trials Using Domain-Specific Transformer Embeddings and Classification Models
[NO] 375/1986 | Solution of Canonical Differential Equations for Integrals on Arbitrary Geometries
[NO] 376/1986 | Mega: A 22 nm Convolutional Spiking Neural Network Accelerator Achieving 0.375 pJ/SOP for Efficient Edge Vision
[NO] 377/1986 | Convergence towards Ideal Poisson--Voronoi tessellations with a focus on Diestel--Leader graphs
[NO] 378/1986 | Phonon-driven Floquet-Bloch states probed by quantum beat spectroscopy
[NO] 379/1986 | HBM Is Not All You Need: Efficient Disaggregated LLM Serving across Memory-heterogeneous Accelerators
[NO] 380/1986 | Beyond Equidistant Assumptions: An Autoregressive Ordered Stereotype Model for Ordinal Time Series
[NO] 381/1986 | Multi-Sensor Integrated Sensing and Communication for Critical Infrastructure Protection
[NO] 382/1986 | Toward Secure and Reliable PDDL Formalization of Large Language Models with Planner-in-the-Loop Feedback
[NO] 383/1986 | Sequential Fairness Auditing with Limited Output Access
[NO] 384/1986 | Improving Muon-Scattering Material Identification via Coarse Momentum Encoding and Unsupervised Domain Adaptation
[NO] 385/1986 | SABER-Math: Automated Benchmark for Information Retrieval Evaluation in Mathematics
[NO] 386/1986 | Bandwidth Selection in Kernel Density Estimation for Model Calibration
[NO] 387/1986 | On the Vulnerability of Parameter-Level Defenses to Model Merging
[NO] 388/1986 | On some generalizations of Gödel's second incompleteness theorem
[NO] 389/1986 | Collective cooperation without individual fidelity in LLM agents
[NO] 390/1986 | SGD Provably Prioritizes a Shortcut Spurious Feature in the XOR Model
[NO] 391/1986 | Can LLMs Rank? A Tale of Triads and Triage
[NO] 392/1986 | One-Step Gradient Delay is Not a Barrier for Large-Scale Asynchronous Pipeline Parallel LLM Pretraining
[YES] 393/1986 | To Tab or Not to Tab: Measuring Critical Engagement in AI Code Completion Tools Using Behavioral Signals and Attention Checks
[NO] 394/1986 | Cosmology with Multi-Wavelength Line Intensity Mapping Synergies in the SKAO Era
[NO] 395/1986 | Hall viscosity from metric-sensitive dichroic probes
[NO] 396/1986 | Probing Magnetic Fields In and Around Galaxies Near and Far
[NO] 397/1986 | Continuous homology of topological periodic homology of complex cobordism
[NO] 398/1986 | Beyond IID: How General Are Tabular Foundation Models, Really?
[NO] 399/1986 | Multiscale Dynamic Dependence Estimation over Networks
[NO] 400/1986 | BrainJanus: A Unified Model for Understanding and Generation across Brain, Vision, and Language
[NO] 401/1986 | MCP Server Architecture Patterns for LLM-Integrated Applications
[NO] 402/1986 | All-optical switching of continuous-variable entanglement in an absorption-suppressed plasmonic nanodimer
[NO] 403/1986 | Evaluating HWE and Association in Genome Wide Association Studies: A Unified Procedure
[NO] 404/1986 | Highly Data Parallelizable Estimation of the Sliced-Wasserstein Distance Using Cumulative Distribution Functions
[NO] 405/1986 | A Point Cloud Transformer for Remote Monitoring and Automated Assessment of Physical Rehabilitation Exercises
[NO] 406/1986 | DreamForge-World 0.1 Preview: A Low-Compute Real-Time Controllable World Model
[NO] 407/1986 | LLMs and Optical Networks: A Symbiotic Relationship
[NO] 408/1986 | Existence and absence of Bose-Einstein condensation in the interacting random Kac-Luttinger model
[NO] 409/1986 | Signed Measures as the Linear Envelope of Positive Measures
[NO] 410/1986 | Sudden expansion stability thresholds modified by lateral flows
[NO] 411/1986 | KnowsTFM: Knowledge-Informed Fine-Tuning of Small Tabular Foundation Models
[NO] 412/1986 | No evolution in the number density of little red dots from cosmic dawn to cosmic noon
[NO] 413/1986 | Global $o(1/k^2)$ Merit Complexity of Regularized Newton Methods for Convex Multiobjective Optimization
[NO] 414/1986 | Grounding LLM Reasoning under Incomplete Graph Evidence
[NO] 415/1986 | KYON: Semi-Modular Wheel-Legged Quadruped With Agile Bimanual Capability
[NO] 416/1986 | Quantum percolation theory for dynamic propagation connectivity of transport networks
[NO] 417/1986 | Before Thinking, Learn to Decide: Proactive Routing for Efficient Visual Reasoning
[NO] 418/1986 | SHOVIR: A Benchmark for Evaluating Vision Shortcut Learning in Radiology Report Generation
[NO] 419/1986 | From Detecting Agency to Doing Work: Self-Caused Credit Builds a Durable Behavioral Self in a Minimal Spiking Agent
[NO] 420/1986 | DAIN: Dynamic Agent-Based Interaction Network for Efficient and Collaborative Multimodal Reasoning
[NO] 421/1986 | Interplay of quadrupole and octupole degrees of freedom in the Gd isotopes
[NO] 422/1986 | Low-Rank Tensor Completion using Tensor Train Decomposition via Riemannian Optimization on the Quotient Geometry
[NO] 423/1986 | A Dual-domain Refinement Network with FBP-based Jacobian Learning for Sparse-view Dual-Energy CT Material Decomposition
[NO] 424/1986 | Anisotropic hadronic rescattering and its impact on $K^{*0}$ yield, and polarization observable
[NO] 425/1986 | The Spectrum Strikes Back: Infrared POV Attacks on Traffic Sign Classification
[NO] 426/1986 | Estimating Grammatical Gender Directions in Contextual Embeddings under Controlled and Natural Contexts
[NO] 427/1986 | Minimizing cumulative infections in SIS epidemic models over networks via an edge deletion algorithm
[NO] 428/1986 | Relative Weak Convexity and Projected Subgradient Methods: Analysis and Convergence
[NO] 429/1986 | Robust Strategic Classification under Decision-Dependent Cost Uncertainty
[NO] 430/1986 | Feasibility study of light sterile neutrino searches with a future NINJA-like detector
[NO] 431/1986 | Iterative construction of Hermitian-Einstein metrics on stable bundles
[NO] 432/1986 | Evaluation of Head-Related Transfer Functions Across Five Levels of Individualisation in Virtual Reality
[NO] 433/1986 | SA-VLA: State-aware tokenizer for improving Vision-Language-Action Models' performance
[NO] 434/1986 | Automating the Design of Embodied AgentArchitectures
[NO] 435/1986 | LETT-NeXt: A Lightweight RECIST-Guided Model for 3D CT Lesion Segmentation
[YES] 436/1986 | Structural Certification for Reliable Physical Design with Language Models
[NO] 437/1986 | Enhanced Magnon Synchronization in Coupled WGM Optomagnonic Resonators with Phase-Dependent Photon Hopping
[NO] 438/1986 | Hierarchical Reinforcement Learning in StarCraft Micromanagement with Influence Maps and Cluster-based Scripts
[NO] 439/1986 | A Decision-Making Framework for New Member Integration in Renewable Energy Communities under Prospect Theory
[NO] 440/1986 | Discard the Dross and Select the Essential: Pre-query Sample Selection for Black-box Membership Inference Attacks
[NO] 441/1986 | Programmable generation of flying cat-qubits
[NO] 442/1986 | Spectral Aggregation of Quantile Preferences
[NO] 443/1986 | Microfabricated Au and Au/graphene bilayer platelets for levitation experiments
[NO] 444/1986 | Precision measurement of radiative neutron \b{eta}-decay: methodology and systematic effects
[NO] 445/1986 | Optimising transient discovery with Swift-XRT
[NO] 446/1986 | Not-quite-human tastes: the stylized omnivorousness of LLM survey surrogates
[NO] 447/1986 | Hankel and Multiplication Tensor Completions for Cactus Rank
[NO] 448/1986 | Kinetic equations for a two-dimensional soliton gas
[NO] 449/1986 | Bridging the NISQ and Fault-Tolerant Regimes: Generative-ML-Assisted Quantum Selected CI for Molecular Simulations
[NO] 450/1986 | On the Faithfulness of Post-Hoc Concept Bottleneck Models
[NO] 451/1986 | CSAR: Containerized System Architecture for Robotics
[NO] 452/1986 | Gravitational Duals from Equations of State II: Large Hierarchies and False Vacua
[NO] 453/1986 | Broadband anti-reflection coating for sub-terahertz optics using dielectric multilayers
[NO] 454/1986 | GaAs/AlAs Acoustic Nanocavities for Coherent GHz-THz Phonon Engineering
[NO] 455/1986 | Improved Predictive Performance and Interpretability for Mesomorphic Neural Networks Using Local Fidelity Regularization
[NO] 456/1986 | Exact calculation of entanglement negativity for a 1+1D massless scalar field using phase space methods
[NO] 457/1986 | Working with measurement-based computations on qudits
[NO] 458/1986 | Exploring Differences Between Tabular Enterprise Data and Public Benchmarks
[NO] 459/1986 | Optimizing Image Preparation and Compression for Face Recognition within 1024 Bytes
[NO] 460/1986 | Phase Boundary of a Stochastic Watts-Threshold SIS Model on Random Networks
[NO] 461/1986 | Efficient Wall-Modeled High-Order Compact Gas-Kinetic Scheme for Compressible Turbulent Flows
[NO] 462/1986 | Emergence of a Shared Canonical Object Frame from In-the-Wild Videos
[NO] 463/1986 | A Restart-Free Accelerated Algorithm for Non-Convex Minimization: Continuous and Discrete Analysis
[NO] 464/1986 | Consensus Clustering of Free-Viewing Gaze Data: New Insights into Human-Information Interaction
[NO] 465/1986 | Joint Outage Detection and Compensation for Self-Healing 5G RAN via Deep Reinforcement Learning
[NO] 466/1986 | MuseBench: Benchmarking Intent-Level Audiovisual Arts Understanding in MLLMs
[NO] 467/1986 | OmniDance: Multimodal Driven Dance Video Generation with Large-scale Internet Data
[NO] 468/1986 | Shell-Supervised Gaussian Splatting for Urban Real-to-Sim Reconstruction
[NO] 469/1986 | SkelEM: Training-Signal Decoupling of Skeleton and Diffusion for Self-supervised Axial Super-Resolution in Volume Microscopy
[NO] 470/1986 | Bernstein-type theorem for stationary hypersurfaces of the Euler-Dierkes-Huisken functional
[NO] 471/1986 | Exact analytical solutions for the piston effect in supercritical fluids under post-acoustic approximation -- Short-time asymptotics, thermal penetration depth and comparison with the Spacelab D-2 experiments
[NO] 472/1986 | LLM Agents Are Latent Context Managers: Eliciting Self-Managed Context via a Proprioceptive Dashboard
[NO] 473/1986 | Equality Conditions for an Additive Three-Observable Uncertainty Relation
[NO] 474/1986 | Behind the Content: Wikipedia Mobile Views and Tourism Activity
[NO] 475/1986 | Kinematics of Weak Cool-Core Cluster A3571 Observed with XRISM: Low Cooling Rate Balanced by Low Heating Rate
[NO] 476/1986 | Be Faithful When Response: Returning Fluent and Grounded Answers for Vision-Language Models Reinforcement Learning
[NO] 477/1986 | A multi-architecture study of specificity refinement and false-positive mechanism analysis in prostate MRI
[NO] 478/1986 | Learning Efficient 4D Gaussian Representations from Monocular Videos with Flow Splatting
[NO] 479/1986 | Atompack: A Storage and Distribution Layer for Read-Heavy Atomistic ML Training Datasets
[NO] 480/1986 | A Delsarte Linear Programming Approach to the Erdős--Falconer Distance Problem over Finite Fields
[NO] 481/1986 | Know Before You Fetch: Calibrated Retrieval-Budget Allocation for Retrieval-Augmented Generation
[NO] 482/1986 | A Reversibility Characterization of Locally Finite Groups by Cellular Automata
[NO] 483/1986 | Semantics-Aware Bilevel Co-Evolution: Towards Automated Multicomponent Algorithm Design
[NO] 484/1986 | Diagnosing and Mitigating Retrieval Bottlenecks in LLM-Based Cold-Start Recommendation
[NO] 485/1986 | POEM: Partial-Order Enhanced Real-Time Sequential Modeling for Recommendation
[NO] 486/1986 | Prediction of biological radiation effects based on ionization clusters (nanodosimetry)
[NO] 487/1986 | Scene-aware Prediction of Diverse Human Movement Goals
[NO] 488/1986 | LatentRevise: Learning from Zero-Hit Reasoning
[NO] 489/1986 | REPAIR-Bench: A Benchmark for Robot Error Perception And Interaction Recovery
[NO] 490/1986 | OpenSPM: An Environment-Transferable Robotic Key Spatial Pose Memory and Closed-Loop High-Frequency Flow-Matching Action Generation Model
[NO] 491/1986 | HippoSpark: An On-Demand Experience System for LLM Reasoning
[NO] 492/1986 | Latent-CURE for Breast Cancer Diagnosis
[NO] 493/1986 | A causal modeling perspective on decision theory
[NO] 494/1986 | Traffic-CBM: A Structurally Interpretable Multimodal Framework for Encrypted Traffic Classification
[NO] 495/1986 | CW-B: Class Weighted Boosting Framework for Imbalance Resilient Multi Class Cardiac Phenotyping
[NO] 496/1986 | Timesteps of Mamba Align with Human Reading Times
[NO] 497/1986 | An infinity-categorical TQFT from instantons
[NO] 498/1986 | Semi-Supervised Sound Event Detection with Conditional Mixup and Embedding-Level Contrastive Loss
[NO] 499/1986 | A sharper log-convexity inequality for Bell numbers
[NO] 500/1986 | Decision-Value Attribution in Predict-then-Optimize Systems
[NO] 501/1986 | Clinical Reasoning Graphs: Structured Evaluation of LLM Diagnostic Reasoning Reveals Competence Without Consistency
[YES] 502/1986 | Implementation of Hyperelastic Physics-Augmented Neural Networks in the Explicit Finite Element Codes Simcenter Radioss and OpenRadioss with Applications to Impact Events
[NO] 503/1986 | Unveiling Novelty Evolution in the field of Library and Information Science in China
[NO] 504/1986 | KbSD: Knowledge Boundary aware Self-Distillation for Behavioral Calibration in Agentic Search
[NO] 505/1986 | Active Learning for Channel Knowledge Map Construction via Bayesian Inference Diffusion Models
[NO] 506/1986 | RainODE: Continuous-Time Precipitation Forecasting with Latent Neural ODEs
[NO] 507/1986 | Bessel Distributions and Kloosterman Sums
[NO] 508/1986 | Defect Antichains and Multigraded Symbolic Defect Series of Edge Ideals under Graph Blow-ups
[NO] 509/1986 | Nemotron-Labs-Diffusion-Image: Advancing Masked Discrete Diffusion for High-Resolution Image Synthesis
