[2026-08-03 23:00:04] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-02
正在获取论文...
[IEEE] 2026-8-3 | Closed-Loop Common Mode Current Mitigation for Transformerless Current-Source Soft Open Points
[NO] 29/1000 | Differential Calibration of Satellite Altimeters using Corner Reflectors
[NO] 30/1000 | Reversible Data Hiding Based on Matrix Embedding and Adaptive Multiple Histograms Modification
[NO] 31/1000 | Design and Architecture of an Accessible Mobile System for Danger Detection in Autism Spectrum Disorder: Integrating AR, AI and Machine Learning
[NO] 32/1000 | Proportional-Integral Observer Design for Multi-Rate Systems Under Decode-and-Forward Relays: Tackling Power-Dependent Packet Dropouts
[NO] 33/1000 | Which Metric Matters? Similarity Evaluation for Wavelet-Domain Camera Fingerprints
[NO] 34/1000 | Sparse Vector Coding via Base Conversion Index Modulation for Short-Packet xURLLC
[NO] 35/1000 | Parallel Mental Health: Nonpharmaceutical Intervention via Computational Psychophysiology and Closed-Loop Regulation
[NO] 36/1000 | Fault Location Method for Shipboard Power System Based on Improved Differential Evolution Algorithm
[NO] 37/1000 | DHMNN: A Hypergraph Motif-Based Framework for Directed Hyperlink Prediction
[NO] 38/1000 | A PolInSAR Forest Height Inversion Method Considering the Number of Scattering Phase Centers
[NO] 39/1000 | Handwriting Analysis in Early-Dementia Screening: Experimental Design and Diagnostic Potential – A Comprehensive Review
[NO] 40/1000 | Predicting Smartphone Battery Collapse: A Non-Linear Approach Based on Constant Power Load and First Hitting Time
[NO] 41/1000 | Context-Aware Long-Range Transportation Flow Prediction for Supporting Urban Mobility Informatics
[NO] 42/1000 | Temperature-dependent Reflectometric Polymer Optical Fiber Sensor based on a Thermally Fused PMMA Interface
[NO] 43/1000 | Adaptive Fuzzy Event-Triggered Quantized Control for Uncertain Nonlinear Systems
[NO] 44/1000 | IG-RFT: An Interaction-Guided RL Framework for VLA Models in Long-Horizon Robotic Manipulation
[NO] 45/1000 | Debiasing Temporal Sentence Grounding via Semantic-Aware Multimodal Query Reconstruction
[NO] 46/1000 | Modeling and Performance Evaluation of a Multi-Pillar Telescopic Piezoelectric Transducer
[NO] 47/1000 | Design and Implementation of an Open-Source Security Framework for Cloud Infrastructure
[NO] 48/1000 | Serious Game with Haptic Feedback for Upper Limb Rehabilitation
[NO] 49/1000 | ICAHS 2025 Copyright Page
[NO] 50/1000 | Payload Technologies for Mountain Search-and-Rescue UAVs: A Review
[NO] 51/1000 | Optimal Sensor Selection of Linear Quadratic Regulation with Unknown Sensor Noise Covariances
[NO] 52/1000 | LLM-Guided Review Condensation for Text-Convolutional Recommendation
[NO] 53/1000 | CB-BSH: Multi-Agent Motion Planning with Heterogeneous Kinematics and Geometric Envelopes_supp1-3719227.mp4
[NO] 54/1000 | DEDUCE-Net: Efficient Semantic Segmentation on Embedded Systems for Autonomous Driving
[NO] 55/1000 | Sponsors
[NO] 56/1000 | 
[NO] 57/1000 | A study of the leakage current in transformerless three-phase photovoltaic inverters based on the B4 topology
[NO] 58/1000 | ST-GNN with Spatio-Temporal Attention for Multi-Harmonic Source Location in V2G-Integrated Distribution Networks
[NO] 59/1000 | Integrated Visual AI Detection of New Energy Vehicle Fire Features Under CBAM Attention Mechanism
[NO] 60/1000 | A Joint Mission Risk Control Model Considering Health-State Evolution and Stage-Specific Rewards
[NO] 61/1000 | Adaptive RL Scheduling for xPON Upstream in Power Distribution Networks
[NO] 62/1000 | Review for "Collection: Benchmark Datasets for the Evaluation of Data Imputation Algorithms"
[NO] 63/1000 | PC-Transformer: Prediction-Correction Transformer for Accurate GNSS Positioning on Android Smartphones
[NO] 64/1000 | Secure Control of Networked Control Systems Based on Multiplicative Watermarking-Based Detection and Data Compensation
[YES] 65/1000 | LLM-Based Code Documentation Generation and Multi-Judge Evaluation
[NO] 66/1000 | Robust Graph Federated Learning Against Noisy Labels: A Semantics-Enhanced and Structure-Guided Approach
[NO] 67/1000 | Fuzzy Admission Control Using Non-Intrusive QoS Inference for Resource-Constrained Environments
[NO] 68/1000 | A Topology-Extended Comb-Finger Ring MEMS Gyroscope for Enhanced Capacitive Transduction
[NO] 69/1000 | Organizing Committee
[NO] 70/1000 | Background-Aware Crowd Segmentation and Density Map Generation Network for Kernel-Free Crowd Counting in the Video Internet of Things
[NO] 71/1000 | A Spectral Inverted Residual Transformer for Photovoltaic Power Prediction
[NO] 72/1000 | Integrated Real-Time Voltage Disturbance Monitoring for Modular Multilevel Converters Based on a Two-Layer Collaborative Architecture
[NO] 73/1000 | Dual-axis Resonant Piezoelectric MEMS Scanning Mirror via Electrode Segmentation and Mode Optimization for High-Resolution LBS Displays
[NO] 74/1000 | Multi-Branch Dilated Residual Network for InSAR Phase Denoising_supp1-3718510.pdf
[NO] 75/1000 | Cross-Scale Modeling of Threading Screw Dislocation Leakage in Heterogeneous GaN Vertical Devices
[NO] 76/1000 | FRAGNet: Foreground-aware Robust Adaptive Geometry Network for Multimodal Remote Sensing Object Detection
[NO] 77/1000 | Synthesis Design of a Three-Dimensional Wideband Transmissive Polarization-Rotating Structure
[NO] 78/1000 | ICAHS 2025 Copyright Page
[NO] 79/1000 | The Impact of Artificial Intelligence on Firm Performance: Evidence from Chinese Manufacturing Firms
[NO] 80/1000 | Hierarchical Clustering Based on Sequential Preference Stability
[NO] 81/1000 | A Fully-Integrated Gear-Train Hybrid DC-DC Converter for Li-Ion-Powered Edge Systems
[NO] 82/1000 | Research on Balance Risk Identification and Scenario Construction of New Power Systems Based on Multisource Data Coupling
[NO] 83/1000 | BanglaRain: A Missingness-Aware Spatiotemporal Graph Transformer for Probabilistic Multi-Horizon Rainfall and Extreme Event Forecasting
[NO] 84/1000 | Behavioral and Mechanistic Analysis of Lightweight INT8 Multilayer Perceptrons on Rare Classes for IIoT Intrusion Detection_supp2-3719067.pdf
[NO] 85/1000 | Author Index
[NO] 86/1000 | IEEE Transactions on Intelligent Transportation Systems Information for Authors
[NO] 87/1000 | Monolithic 3-D Integration of MEMS Non-Volatile Memory on CMOS BEOL for Reconfigurable Logic Applications
[NO] 88/1000 | Review for "Collection: Benchmark Datasets for the Evaluation of Data Imputation Algorithms"
[NO] 89/1000 | Rethinking Broken Object Level Authorization Attacks Under Zero Trust Principle
[YES] 90/1000 | Understanding and Detecting Android R8 Compiler Bugs
[NO] 91/1000 | A rapid multibeam water column data mapping method based on pixel-level interpolation templates
[NO] 92/1000 | Neural Network-Assisted Constitutive Model Predicts Isothermal Compressive Stress Behavior of SAC305 Lead-Free Solder
[NO] 93/1000 | Prescribed-Performance Decentralized Control with Resilience to Structural Uncertainties and Cyber Attacks
[NO] 94/1000 | Random Search Deep Neural Networks Driven Koopman Subspace Modeling of Nonlinear Dynamics
[YES] 95/1000 | Fully Automated, Scalable and Robust Generation of Testbenches for Simulation and Optimization of Amplifier Circuits
[NO] 96/1000 | Day-Ahead Electricity Market Equilibrium Analysis Based on Multi-Scale Load Forecasting and MADDPG Bidding Strategy
[NO] 97/1000 | A Feeder Fault Location Method Considering Asymmetry in Multi Energy Scenarios
[NO] 98/1000 | Preference Modeling and Classification through implication-based Gödel integrals
[NO] 99/1000 | Unified Seamless Authenticated Key Agreement for Heterogeneous Train-to-Train Direct Communications Based on Distributed SDN
[NO] 100/1000 | Shumor: A Benchmark and Multi-Perspective Reasoning Framework for Decoding Humor in Game Reviews
[NO] 101/1000 | MU-IAPO-Based Capacity Optimization for Wind-PV Molten Salt Systems
[NO] 102/1000 | ICAHS 2025 Copyright Page
[NO] 103/1000 | Nonlinear False Data Injection Attack Strategy against Cyber-Physical Systems
[NO] 104/1000 | A Comprehensive Review on Low Power Rectenna Designs for Smart Contact Lens and other Biomedical Applications
[NO] 105/1000 | TPM-IOSA: Trip-Point-Modulated Differential-Amplification IOSA With Sensing Time Reduction for High-Speed DRAM
[NO] 106/1000 | PATE-TDPM: Differentially Private Tabular Data Synthesis on Long-tailed Distribution
[NO] 107/1000 | CURE RIS: Countering the Undesirable Rain Effects on Reconfigurable Intelligent Surfaces
[NO] 108/1000 | Joint Condition-Based Maintenance and Production Control Under Unknown Production-Deterioration Relationship
[NO] 109/1000 | Detecting Complex Money Laundering Patterns with Incremental and Distributed Graph Modeling
[NO] 110/1000 | Multi-Relational Cooperative Representation Constrained by Adaptively Balanced Random Walk Sampling for POI Recommendation
[NO] 111/1000 | prNet: Data-Driven Phase Retrieval via Stochastic Refinement
[NO] 112/1000 | Microscopic Aging Characteristics of Distribution Network Cables with Different Service Years in Humid-Thermal Environments
[NO] 113/1000 | 2026 5th International Conference on New Energy System and Power Engineering (NESP)
[NO] 114/1000 | GENCO: A Geometric Method for Cooperative Decentralized Onboard Conflict Resolution of UAVs in the 3-D Environment
[NO] 115/1000 | Neural-Enhanced Mask-Wafer Co-Optimization of Curvilinear ILT for Circular E-beam Mask Writers
[NO] 116/1000 | Stitching Misaligned Multi-Spectral Images by Versatile Transformation: A Streamlined Solution and Applications
[NO] 117/1000 | The second minimum weight of Grassmann codes
[NO] 118/1000 | Reinforcement Learning-Optimized Adaptive Sensing on Intelligent Seats for Energy-Efficient Continuous Monitoring of Biomechanical Deterioration in Menopausal Spinal Cord Injury
[NO] 119/1000 | Pharmaceuticals in Tunisia: Shift-Share Analysis of Its Global Value Chain Position
[NO] 120/1000 | Exponential Tracking of Turbulent Dynamics in the Periodic Kuramoto–Sivashinsky Equation
[NO] 121/1000 | PCOS Care: A Machine Learning-Based Web Application for Early Risk Prediction of Polycystic Ovary Syndrome
[NO] 122/1000 | Design of a Reconfigurable Flexible slot Antenna with Rotatable planar frequency selective surface Enhance-Gain Wireless Applications at 5.8GHz
[NO] 123/1000 | Simulation Analysis of a Highly Stable Magnetic- Repulsion Composite Mechanism with Adjustable Opening Speed
[NO] 124/1000 | Characterisation of the Quantum Fuzzy Measure Based on a Quantum Circuit
[NO] 125/1000 | Design and Simulation of a Wideband mmWave cross-shaped patch Antenna for 5G Applications
[NO] 126/1000 | High-Voltage Isolating Switch Fault Diagnosis Based on HHOA-Optimized VMD and BiLSTM Network
[NO] 127/1000 | Fuzzy Distribution Modeling for Synthetic Tabular Data Generation with Causality Preservation
[NO] 128/1000 | Non-Gaussian Correction of PAPR Based on Edgeworth Series for OFDM Systems With Limited Number of Subcarriers
[NO] 129/1000 | Machine-Learning-Based Regional Nowcasting Method for HF Maximum Usable Frequency Driven by Ionospheric Total Electron Content: A Case Study of North China
[NO] 130/1000 | Analysis and Design of Discrete-Time ΔΣ ADC Using Fast Self-Quenching Floating Inverter Amplifier With Sampling Noise Cancellation
[NO] 131/1000 | A Controlled Comparative Evaluation of Workflow Configurations for Source-Grounded Academic PDF Analysis
[NO] 132/1000 | Self-Configurable Receiver for Single-Carrier Underwater Acoustic Communications via Bayesian Optimization
[NO] 133/1000 | Theoretical Analysis of Different Penalty Functions in Sequential Convex Programming for Model Predictive Control
[NO] 134/1000 | ICAHS 2025 Copyright Page
[NO] 135/1000 | Effective Bit Aware OEB-SCL Decoding of Polar Codes With Boundary-Consistent Multi-Bit Decoding
[NO] 136/1000 | ICAHS 2025 Copyright Page
[NO] 137/1000 | FuzzyKG: A Neuro-Symbolic Fuzzy Neural Network for Symbolic Knowledge Extraction
[NO] 138/1000 | Event-Triggered Online Optimization for Cellular-Enabled Air-Ground Cooperative ILAC in Long-Range UAV Logistics
[NO] 139/1000 | Functional $\mathscr {H}_{\infty }$ Filtering for Descriptor Systems with Incrementally Quadratic Nonlinearities under Disturbances
[NO] 140/1000 | ICAHS 2025 Copyright Page
[NO] 141/1000 | Analysis of Pneumatic Hammer Vibration in Porous Air-Floating Bearings for Ultra-Precision Spindles
[NO] 142/1000 | An Ontology-Based Configuration Framework for Exercise Prescription in Pulmonary Rehabilitation of Post-Discharge COPD Patients: Design and Real-World Evaluation
[NO] 143/1000 | Hierarchical Fuzzy Model for Human-AI Teaming Security Assessment
[NO] 144/1000 | Meta-Exploiting Complementary Semantic Consistency for Cross-Domain Few-Shot Learning Promotion_supp1-3716403.pdf
[NO] 145/1000 | Revisiting the Coopetition–Innovation Performance Nexus: A Multilevel Meta-Analytic Investigation
[NO] 146/1000 | ICAHS 2025 Copyright Page
[NO] 147/1000 | A Fuzzy-Based Approach for Interpretable Spike Detection in Living Neural Biocomputers
[NO] 148/1000 | Hybrid Adaptive OTFS-OTA-OFDM Scheme with Deep Learning-Based Channel Prediction for Enhanced Satellite Network Communications
[NO] 149/1000 | Is Visual Information Always Useful? Orthogonal Intuitionistic Fuzzy Reprogramming for Robust Multimodal Recommendation
[NO] 150/1000 | IEEE Journal of Emerging and Selected Topics in Power Electronics Publication Information
[NO] 151/1000 | Bayesian Cramér-Rao Bound for Sensing Performance in Meta-Backscatter Systems
[NO] 152/1000 | Graph2Scene: Generating Remote Sensing Imagery and Labels via Scene Graphs and Low-Rank Representation
[NO] 153/1000 | Towards a Tunisian High-Frequency Audiogram Database in Occupational Health for Epidemiological and Sectoral Risk Analysis
[NO] 154/1000 | A Single-Layer Beam-Scanning Reconfigurable Reflectarray using Sweep-Holding Control Circuit
[NO] 155/1000 | Reliability Assessment and Optimal Maintenance Decision-Making for Multi-State Competing Failure Systems with Hidden Failures
[NO] 156/1000 | Eye-Tracking Data Analysis for Autism Classification
[NO] 157/1000 | ICAHS 2025 Copyright Page
[NO] 158/1000 | A Cognitive 6G Communication Framework for Joint Wireless Sensing, Learning, and Ultra-Reliable Data Transmission
[NO] 159/1000 | Standardization Recommendations and Technical Research of Fire-Rated Cables for Shipboard Equipment
[NO] 160/1000 | A Predictive Maintenance Framework for Multi-Stage Degradation Systems Under Defect Alarm
[NO] 161/1000 | Multi-Level Spatiotemporal Framework for Automatic Modulation Classification
[NO] 162/1000 | Spatiotemporal Wavelet Graph Signal Network for Machine Fault Diagnosis
[NO] 163/1000 | Megawatt-Scale Partial PHIL Arm-Current Emulation for Submodule-Level Verification of MMC-Based Drives
[NO] 164/1000 | Geometry-based Forest Structure Extraction from SAR Tomographic data for Terrain and Canopy Modelling
[NO] 165/1000 | Fail-Slow Hardware Failure Bug Analysis and Detection for Cloud Systems
[NO] 166/1000 | An Inductor-Free Power Management Circuit With Compact System Volume Achieving High Conversion Efficiency for Triboelectric Nanogenerators
[NO] 167/1000 | SPEAR: Phase-Aware Multi-Noise Removal for Supervised Fault-Event Detection and Localization in Simulated Factory Scenes
[NO] 168/1000 | Beam Squint Calibration with Forced-Descent Sampling for Mobility-Aware Sensing in the Near-Field Massive MIMO Systems
[NO] 169/1000 | A CNN-based Approach for Speaker Identification using Spectral Domain Augmentation
[NO] 170/1000 | LLM-RDO: Large Language Model-guided Rules Dynamic Optimization for Temporal Knowledge Graph Reasoning
[NO] 171/1000 | DDBMNet: Dual-Domain Background Modeling Network with Anomaly Suppression for Hyperspectral Anomaly Detection
[NO] 172/1000 | Validation of Gyrotron Operation for the Collective Thomson Scattering Diagnostic at the GDT Open Magnetic Trap
[NO] 173/1000 | High-Resolution Complementary Golay-Coded Correlation OTDR for Long-Reach PONs
[NO] 174/1000 | AI-Assisted Antenna State Selection for Throughput Optimization in Higher-Order MIMO Mobile Terminals Under Arbitrary User Scenarios
[NO] 175/1000 | Mechanism and Effects of Core Segmentation on Electromagnetic Performance in Orthogonal Winding Planar Induction Motor
[NO] 176/1000 | ClinCheX: Hierarchical Multi-Granularity Representation Learning with Clinical Semantic Anchoring for Congenital Heart Disease Classification from Chest Radiographs
[NO] 177/1000 | ICAHS 2025 Copyright Page
[NO] 178/1000 | Study of woman in labour's emotional responses to birth space ambiance using EDA
[NO] 179/1000 | Tannaka Duality for MTL Algebras
[NO] 180/1000 | Minor and Major Finger Knuckle Pattern Recognition system based on Deep Rules-Based Classifier
[NO] 181/1000 | A Novel Temperature-Based Method for Aging Characterization of IGBTs
[NO] 182/1000 | Message from the Program Chairs
[NO] 183/1000 | A Method for Identifying the Coupling Coefficient of Wireless Power Transfer Based on Extended Kalman Filtering
[NO] 184/1000 | A 12-bit 78.8-dB SFDR 625-MS/s Two-step Pipelined-SAR ADC With Self-Adaptive Common-Mode Capacitor Multiplier
[NO] 185/1000 | Toward Closing the Sim-to-Real Gap for Autonomous Vehicles: A Physics-Guided Learning Approach for LiDAR Intensity Simulation
[NO] 186/1000 | ICAHS 2025 Copyright Page
[NO] 187/1000 | The Design of a Waste Classification and Collection Robot for Energy Storage
[NO] 188/1000 | ICAHS 2025 Copyright Page
[NO] 189/1000 | A Novel Multi-Objective Optimization Algorithm for Environmental Economic Dispatch of Power Systems
[NO] 190/1000 | ICAHS 2025 Copyright Page
[NO] 191/1000 | SSC-YOLO11:An Improved YOLO11 Model for SAR Small Object Detection in Complex Backgrounds
[NO] 192/1000 | Numerical Study on the Influence of Key Structural Parameters of Banki Wind Turbine on Aerodynamic Performance
[NO] 193/1000 | Research on Joint Angular Path Planning of Robotic Arm Based on A* Algorithm
[NO] 194/1000 | Comparative Analysis of Recurrent Neural Network Architectures for Classifying Nanoparticle Properties
[NO] 195/1000 | Modular RAG: Transforming RAG Systems into LEGO-like Reconfigurable Frameworks
[NO] 196/1000 | IEEE Transactions on Computational Social Systems Information for Authors
[NO] 197/1000 | A Cloud-Edge Collaborative Large Language Model Inference Framework Based on Historical Context Matching
[NO] 198/1000 | Maximal Consistent Subsystems of Max-T Fuzzy Relational Equations
[NO] 199/1000 | Speed-Flux Adaptive Reference Current Based Harmonic Compensation for BLDC Motors
[NO] 200/1000 | FuzzyLinguistics: A Python Package for Generating, Simplifying, and Comparing Linguistic Summaries of Data
[NO] 201/1000 | Physics-guided Siamese Neural Networks for Continuous Degradation Severity Evaluation of Vehicle Suspension Dampers with a Minimal Sensor Set
[NO] 202/1000 | Chance-Constrained Coordinated Scheduling of Distribution Networks with High PV/Wind Penetration and Battery Energy Storage Based on SOCP Relaxation
[NO] 203/1000 | Healthcare Waste: Classification Systems and Sustainable Logistical Decisions
[NO] 204/1000 | Agentic AI in Healthcare 5.0: Reference Architecture, Applications, and Challenges
[NO] 205/1000 | Power Choquet-Inspired Integral: A Family of Tunable Aggregation Functions with Application to Fuzzy Rule-Based Classification Systems
[NO] 206/1000 | Time--Frequency Channel Prediction in Intelligent High-Speed Railway Communication Systems
[NO] 207/1000 | Title Page I
[NO] 208/1000 | Pilot-Aware Physics-Guided Transformers for Efficient MIMO Channel Estimation
[NO] 209/1000 | Continuum Jacobian based Computational Morphogenesis for Soft Robotic Workspace Optimization_supp1-3716051.pdf
[NO] 210/1000 | Multi-View Clustering With Hybrid-Order Similarity Learning
[NO] 211/1000 | 2025 IEEE International Conference on Advanced Healthcare Systems (ICAHS)
[NO] 212/1000 | Artificial Intelligence Meets IoT for Cardiovascular Diseases Detection
[NO] 213/1000 | DCRF-Net: Dual-Observation Consistency Residual Feedback Network for Hyperspectral and Multispectral Image Fusion
[NO] 214/1000 | Message from the Chairs: ISSSR 2026
[NO] 215/1000 | Fuzzy Stochastic Multi-Agent Control via HJB Optimization for Interpretable Incentive Design
[NO] 216/1000 | An Effective Continual Few-Shot Video Learning for Dynamic and Resource-Limited Consumer Edge Environments
[NO] 217/1000 | Sentinel-1/2 Fusion and Multi-Year Joint Training for Consistent Cross-Year Mangrove Mapping and Blue Carbon Assessment in a Tropical Intertidal Estuary
[NO] 218/1000 | Overcoming Catastrophic Forgetting in Dynamic Traffic Forecasting via Sub-Graph Continual Spatiotemporal Learning
[NO] 219/1000 | Explainable Object Detection in 360° Images Through Fuzzy Logic Systems and Vision-Language Models Integration
[NO] 220/1000 | RegTrack: Simplicity Beneath Complexity in Robust Multi-Modal 3D Multi-Object Tracking
[NO] 221/1000 | Protection-Strategy-Based Distributed State Estimation for Nonlinear Complex Networks Against Random False Data Injection Attacks
[NO] 222/1000 | A Fuzzy-Logic-Based Attack for Reconstructing Facial Biometric Templates from Memory Controller Electromagnetic Emissions
[NO] 223/1000 | Impact of Large-Scale Thyristor-Controlled Electrolyzers on Post-Fault Voltage Recovery
[NO] 224/1000 | MedHallTune: An Instruction-Tuning Benchmark for Mitigating Medical Hallucination in Vision-Language Models
[NO] 225/1000 | 2026 List of Reviewers
[NO] 226/1000 | f-EVOVAQ: A GPU-based Framework for Evolutionary Training of Variational Quantum Algorithms
[NO] 227/1000 | Graph-Based Algorithm for Label Noise Detection and Correction in Cervical Cytology
[NO] 228/1000 | Two-Level Improved Adaptive Sliding Mode Control for PMSM Servo Drives
[NO] 229/1000 | Dynamic Maintenance Optimization for Electric Multiple Units Under Extreme Environments: A Multi-State Competing Risk Approach
[NO] 230/1000 | DriverPose: A Spatio-Temporal Convolutional Network for 3-D Driver Pose Estimation
[NO] 231/1000 | Interpretable Soil-Robust Bipedal Locomotion on Tilled Soils with Material Curriculum and a Stance-Gated Slip Reward
[NO] 232/1000 | Event-Triggered-Based Adaptive Practical Fixed-Time Tracking Control for Uncertain Nonlinear Systems With Unmeasurable States
[NO] 233/1000 | Research on Adaptive Gait Control Algorithm for Hexapod Robots Facing Complex Terrain of Farmland
[NO] 234/1000 | Spiking Morphological Mamba for Hyperspectral Image Classification
[NO] 235/1000 | Optimizing Sales Representatives’ Visit Schedules Using a Heuristic Approach: A Case Study in the Pharmaceutical Sector
[NO] 236/1000 | Adaptive Voltage Regulation Control for PV-Dominated Microgrids Without Energy Storage
[NO] 237/1000 | Multi-Contextual State Space Models for Compressive Light Field Reconstruction over Coded Aperture
[NO] 238/1000 | Motion-Aware Low-Power Wearable Photoplethysmography System with Metamaterial-Enhanced Wireless Telemetry
[NO] 239/1000 | Hierarchical Early Warning of Multi-Period Grid Balance Risk Considering Wind Power Uncertainty
[NO] 240/1000 | Research on End-to-End Bearing Fault Diagnosis Based on Wavelet Packet Transform and Multi-Scale Convolutional Neural Network
[NO] 241/1000 | Coordinated Optimization of Multi-Island Energy Systems with Internal Carbon Trading
[NO] 242/1000 | Stochastic Watermarking Protection Strategy for CPSs Under Linear Stealthy Attacks
[NO] 243/1000 | AI-Based Tools for Legal Data Extraction using Deep Learning Techniques
[NO] 244/1000 | High-Strength TPU-Based Flexible Capacitive Compressive Stress Sensors via Hot-press Integration
[NO] 245/1000 | SSK-RIM: A novel Intensity-Spatial Modulation Scheme for Modulatable IRS-Aided MIMO-VLC
[NO] 246/1000 | Research on the Abnormal Line Loss Recognition Method for Distribution Networks Based on the GAT—SVDD Algorithm
[NO] 247/1000 | A Four-Stage Co-Optimization Framework for Island Wind-PV-Hydrogen-Methanol Scheduling
[NO] 248/1000 | Dual Retrieval Queries Fine-Tuning for Composed Image Retrieval
[NO] 249/1000 | Automated Parking Planning Based on Safety Corridor Constraints and Parking Space Matching
[NO] 250/1000 | Operational Space Flexibility Enhancement of Redundant Manipulators via Inverse-Free Neurodynamic Control
[NO] 251/1000 | A Multi-Stage Fast Pre-Synchronization Method Based on Improved SRF-PLL and Phase Pre-Compensation
[NO] 252/1000 | The DMD-based non-Euclidean Descriptor for Limb Movement Decoding in Pattern Recognition System
[NO] 253/1000 | Vulnerability of Time-Series AI Detectors to Physics-Informed Poisoning Attacks
[NO] 254/1000 | SDformer: Fusing Series Decomposition for Superior Long-Term Time Series Forecasting
[NO] 255/1000 | Title Page
[NO] 256/1000 | Analysis of Low-Altitude NEMP Propagation Characteristics during Day-Night Transition
[NO] 257/1000 | Satellite Topographic Mapping in Complex Intertidal Wetlands: A Canopy-Height-Constrained Fusion of ICESat-2 Photon-Derived Structural Samples and Single-Phase Sub-Meter Optical Imagery
[NO] 258/1000 | Table of Contents
[NO] 259/1000 | RMT-PR: A Reverse-View Mamba-Transformer With Cross-View Adaptive Feature Fusion for LiDAR Place Recognition
[NO] 260/1000 | Lossless Compression via Chained Lightweight Neural Predictors with Information Inheritance
[NO] 261/1000 | Fuzzy Control for Energy Minimization per Unit Undersize Mass Flow in High-Pressure Grinding Rolls
[NO] 262/1000 | Generalized Analytical Models of Filtering Penalties and Equalization in Coherent Optical Links
[NO] 263/1000 | Event-Triggered Adaptive Fixed-Time Tracking Control of Strict-Feedback Systems With Flexible Performance Guarantees
[NO] 264/1000 | Explainable Deep Semantic Graph Networks for Enhanced Business Decision-Making in E-Markets
[NO] 265/1000 | Table of Contents
[NO] 266/1000 | Optimizing Information Freshness in Satellite-UAV IoRT Networks: A Heterogeneous Multi-Agent Approach
[NO] 267/1000 | LogPISA: An Improved Pre-training and Tuning Pipeline for Log Understanding with Invariant and Semantic-Aware Objectives
[NO] 268/1000 | Nonlinear Control Approaches for a Pneumatically Driven Assistance System with Load Balancing
[NO] 269/1000 | A Physics-Guided Power System Operation Mode Generation Framework Based on RL-CGAN
[NO] 270/1000 | A Remote-Controlled Automatic Polarity Verification Device for Current and Voltage Transformers
[NO] 271/1000 | Research on Topology and Control Strategy of Stepped Voltage Regulation Device
[NO] 272/1000 | Rail3DNet: A Monocular Vision-Based 3-D Rail-Track Detection Network Using Rail-IoU Loss
[NO] 273/1000 | Cover Page
[YES] 274/1000 | Linguistic Pattern–Enriched Transformers for Prompt Injection Detection in LLM Systems
[NO] 275/1000 | Research on Microgrid Energy Management Method Based on Stochastic Prediction Model
[NO] 276/1000 | Motion-Appearance Synergistic Dual-Branch Joint Decision for Airborne Infrared Multi-Object Tracking
[NO] 277/1000 | Deep Learning-Based Synthesis of Directional Dielectric Resonator Antenna Using Heterogeneous Graph Convolutional Network
[YES] 278/1000 | UPDFuzz: A UEFI Protocol Directed Fuzzer based on High-fidelity Environment Reconstruction
[NO] 279/1000 | Discriminative Parameter-Tuned Variational Mode Decomposition for Needle EMG Diagnosis: A Morlet-Guided Grid-Search Framework
[NO] 280/1000 | Research on Intelligent Monitoring System for Boundary Noise of Converter Station
[NO] 281/1000 | Cluster Division and Double-Layer Multi-Objective Optimization of Distributed Photovoltaic Distribution Networks Under High Penetration
[NO] 282/1000 | ISurvey: An R Toolkit for Interval-Valued Survey Data Analysis
[NO] 283/1000 | Comparative Analysis of Transformer-Based Architectures for Wheat Disease Detection
[NO] 284/1000 | A Consensus-Based Linguistic Intuitionistic Fuzzy Petri Net Approach for Risk Analysis in Aircraft Systems
[NO] 285/1000 | Streamlining Training Administration and Management in Biomanufacturing Using Lean Six Sigma
[NO] 286/1000 | Pin-Array Gripper with Pneumatic Braking for Delicate Caging Grasps_supp1-3719197.mp4
[NO] 287/1000 | Research on High-Precision Static Parameter Identification Strategy for Asynchronous Motors Based on Least Squares Method
[NO] 288/1000 | Modelling the Closed-Loop Dynamics Between a Social Media Recommender System and Users’ Opinions_supp1-3715162.pdf
[NO] 289/1000 | A Threshold-Optimized Stacking Ensemble Framework for Lung Cancer Metastasis Prediction on Imbalanced Clinical Data
[NO] 290/1000 | An Explainable Fuzzy Based Approach for Embeddings in Generative AI Transformer Models
[NO] 291/1000 | Research on Intelligent Detection Method for Power Engineering Drawings Based on Improved Convolutional Neural Network
[NO] 292/1000 | A Multi-Stage Fault Detection Method for Tree-Contact Single-Phase-to-Ground Faults Based on GBDT
[NO] 293/1000 | A Compact XOR Gate Implemented With a Single Straintronic Magnetic Tunnel Junction
[NO] 294/1000 | Sensorless Control of Permanent Magnet Synchronous Motor Using Sliding Mode Observer Based on SimuNPS
[NO] 295/1000 | Enhanced two-index formulations for the Target Visitation Problem
[NO] 296/1000 | End-to-End Deep Learning-Based Particle Size Detection for Aggregates
[NO] 297/1000 | Research on Physical Model Tests and Protective Measures for Scour Resistance at the End of Submarine Cable Dam Body
[NO] 298/1000 | Hybrid Acoustic–Deep Embedding Fusion for Multiclass Classification of Laryngeal Pathologies Using Voice Signals
[NO] 299/1000 | Neural Network Assisted Model Predictive Control of a Modular Multilevel Converter
[NO] 300/1000 | Modeling and Evolutionary Analysis of Green Electricity Market Trading Price Mechanisms Based on System Dynamics
[NO] 301/1000 | ICAHS 2025 Copyright Page
[NO] 302/1000 | Context-Aware Educational and Career Guidance via Fine-Tuned Large Language Models and RAG
