[2026-06-17 23:24:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-16
正在获取论文...
[arXiv] 2026-06-16 | OmniDroneX: An LLM-Assisted Holistic Drone-as-a-Service Ecosystem
[IEEE] 2026-6-16 | DSTAR: Diffusion-based Support-aware TARNet with Auxiliary Regression for Individual Treatment Effect Estimation under Weak Covariate Overlap
[IEEE] 2026-6-16 | Unified System Frequency Response Model for Renewable-Integrated Power Systems Subject to Multiple Disturbances
[IEEE] 2026-6-16 | Accelerated Evaluation and Optimization of Hydrophilic Bonding for Advanced Packaging: The Role of a Next-Generation Tool Set
[IEEE] 2026-6-16 | MPSC with Modified Exponential Integral Item for Current-Source-Inverter Fed PMSM
[IEEE] 2026-6-16 | Intelligent Modelling For DNA Analysis in Scientific Investigation And Its Implications in Legal Proceedings
[IEEE] 2026-6-16 | Cross-Axis Coupling in an Atomic-Beam Interferometric Inertial Sensor
[IEEE] 2026-6-16 | An Illumination-Guided Local-Global Feature Enhancement Network for Low-Light Grayscale Image Enhancement
[IEEE] 2026-6-16 | AI Turbocharging The Offence of Money Laundering
[IEEE] 2026-6-16 | An Improved FPGA Placement Algorithm Accelerated by Reinforcement Learning
[IEEE] 2026-6-16 | A Controller Synthesis Framework for Weakly-Hard Control Systems
[IEEE] 2026-6-16 | Optimizing Lossy Image Compression for Face Recognition within 1024 Bytes
[IEEE] 2026-6-16 | AI-Enabled Strategies For Future-Enterprises: Interfacing Legal Management Practices, And Engineering Systems
[IEEE] 2026-6-16 | Wind Farm Anemometer Failure Detection Based on a Probabilistic Denoising Autoencoder
[IEEE] 2026-6-17 | Antenna Coding Optimization for Pixel Antenna Empowered Wireless Communication Using Deep Learning with Heterogeneous Multi-Head Selection
[IEEE] 2026-6-17 | Outage Analysis of OTFS-Based Cooperative U2U Communications System with Subcarrier Allocation
[IEEE] 2026-6-17 | Resource Provisioning Optimization Concept for Software Core Networks
[IEEE] 2026-6-17 | A Declarative Grammar for Interactive Trajectory Visualization: Interaction as First-Class Component
[IEEE] 2026-6-17 | Mesh-Gait: A Unified Framework for Gait Recognition Through Multi-Modal Representation Learning from 2D Silhouettes
[IEEE] 2026-6-16 | A POP
                    <sup>⋆</sup>
                    is Born: Formal Predictable Out-of-Order Processor Model
[IEEE] 2026-6-16 | Automatic Density Measurement of Small-Size Material Via Magnetic Levitation &amp; Machine Vision Techniques
[IEEE] 2026-6-17 | Comprehensive Characterization of Surface Activation for Chip-to-Wafer Hybrid Bonding in 3D Flash Memory
[IEEE] 2026-6-17 | Location-Dependent Microstructure and Mechanical Properties Evolution of TGV-Cu via an EBSD–Nanoindentation Co-Localization Characterization
[IEEE] 2026-6-16 | A Subspace Vector-Based Diagnosis of Stator High Resistance Connection Fault in Six-Phase AC PMSM Drives Under Time-Varying Operating Conditions
[IEEE] 2026-6-17 | Radar System-in-Package with Integrated Antennas based on Fan-Out Wafer-Level Packaging RDL-First Integration
[IEEE] 2026-6-17 | Hidden in Traffic: Timing Leakage in Heterogeneous Integrated Processors
[IEEE] 2026-6-17 | Reliability Characteristics Of Through Glass Vias With Polymer Liners
[IEEE] 2026-6-17 | Advanced Acoustic Emission (AE) Sensing and Analytics Scheme for In-situ Warpage Characterizations of Flip-Chip Packaging
[IEEE] 2026-6-17 | A Switchable Longitudinal &amp; Shear BLS Microscope for Comprehensive Modulus Imaging of Semiconductor Packaging Materials
[IEEE] 2026-6-17 | LED Linearity Bounded CCSK-OOFDM System for Underwater Optical Wireless Communication
[IEEE] 2026-6-17 | Tether-Free Micro-Transfer-Printing of Si-based Micro-Inductors: Demonstration of on-Glass and in-Silicon Integration for PowerSoC applications
[IEEE] 2026-6-17 | Current-Assisted Cu-Cu Bonding at Low Temperature: Process Window and Mechanism
[IEEE] 2026-6-16 | Triple-Branch Difference Fusion Network for Land Cover Change Detection with Heterogeneous Remote Sensing Images
[IEEE] 2026-6-17 | Evaluation of solar heating in line rating calculations using spatially distributed solar irradiance measurements
[IEEE] 2026-6-17 | Evaluating the Risk to Bulk Power System Reliability from Large Load Induced Oscillations
[IEEE] 2026-6-17 | Soft Obstacles to Formal Arguments for CPS Certification
[IEEE] 2026-6-17 | BEM-Based Characterization of a D-Band On-Chip Patch Antenna Array
[IEEE] 2026-6-17 | Physics-Constrained Multi-Agent Automation for Design-for-Reliability: From Literature to Auditable Knowledge and Experimental Design
[IEEE] 2026-6-17 | An ICAN Signal Authentication Method Based on Multi-Satellite Two-Way Time Transfer
[IEEE] 2026-6-17 | Direct Transfer Bonding of Ultra-thin Warped Chips for Advanced Heterogeneous 3DIC Integration with Fine-pitch Direct/Hybrid Bonding
[IEEE] 2026-6-17 | FaceLayer: Multimodal 3D Face Asset Synthesis and Editing via Topology-Aware Disentangled Layer Composition
[IEEE] 2026-6-16 | A Novel Current Differential Protection Method for MMC-HVDC Lines Based on Waveform Fitting Residuals
[IEEE] 2026-6-16 | Adaptive Model-Free Neurodynamics Scheme for Real-Time Position Tracking of Robot-Arm With Unidentified Kinematics Parameters
[IEEE] 2026-6-17 | Internal Metal Loss Detection in Bare and Repaired Pipelines Using FBG Sensors Under Multiphase Flow Conditions
[IEEE] 2026-6-16 | Switchgear Fault Diagnosis Method Based on RFID Sensor Tag and DBN-WOA-ELM
[IEEE] 2026-6-17 | On Type Deception in Linear-Quadratic Differential Games
[IEEE] 2026-6-17 | Hybrid Sequential Deflation for Autonomous Detection in Overloaded Bistatic MIMO Radar
[IEEE] 2026-6-16 | Lab-to-Hospital: Development and Validation of an IoT-enabled Phonocardiography Sensing Framework for the Deployment of Mechanical Prosthetic Heart Valve Dysfunction Detection Model
[IEEE] 2026-6-17 | Path-Based Quantum Meta-Learning for Adaptive Optimization of Reconfigurable Intelligent Surfaces
[IEEE] 2026-6-16 | Microwave Pressure Sensor Based on Coupled Transmission Lines Integrating Clamped-Clamped Beam
[IEEE] 2026-6-17 | Editorial: Advancing DEIS Through Strong Governance and Global Engagement
[IEEE] 2026-6-17 | First Demonstration of microBump-based Massive Orthogonal Stacking Assembly IC (MOSAIC) Cube for SoC-DRAM Direct Stacking
[IEEE] 2026-6-17 | Target-aware Gaussian Distribution Estimation for Satellite Video Object Tracking
[IEEE] 2026-6-17 | Cross-Topology Transfer Learning Using Bayesian Optimization for Scalable Surrogate Modeling of 3D Packaging Structures
[IEEE] 2026-6-16 | A Post-fault Strategy for Enhancing Current Measurement Reliability in Modular Multiple three-phase Machine Drive
[IEEE] 2026-6-16 | Low-Loss Flexible PTFE Dielectric Waveguide Integrated With TE
                    <sub>10</sub>
                    to HE
                    <sub>11</sub>
                    Mode Converter for 220-GHz Traveling Wave Tube (TWT) Applications
[IEEE] 2026-6-16 | An Online Cross-layer DoS Defense Strategy for Multi-channel Switched Systems With Non-weighted $l_{2}$-Gain
[IEEE] 2026-6-17 | Author response for "Stationary Precipitation Area Detection Using the Optical Flow Technique with Weather Radar Images"
[IEEE] 2026-6-16 | Feasibility of a Dedicated Satellite Constellation for Orbital Edge Computing Services
[IEEE] 2026-6-16 | Joint Channel and Target Parameter Estimation Based on Tensor Train Decomposition for Massive MIMO ISAC System With Large-Scale User Access
[IEEE] 2026-6-17 | Direction-of-Arrival Estimation for Distributed Arbitrary Sparse Arrays Exploiting Overlapped Tensor Nuclear Norm
[IEEE] 2026-6-16 | MS-Diff: Multi-View Guided Diffusion With Active Retrieval for Service Generative Recommendation_supp1-3702081.pdf
[IEEE] 2026-6-16 | High-Speed Vision-Based Flight in Clutter with Safety-Shielded Reinforcement Learning_supp1-3703580.mp4
[IEEE] 2026-6-16 | Pixel2Catch: Multi-Agent Sim-to-Real Transfer for Agile Manipulation with a Single RGB Camera_supp1-3703582.mp4
[ACM] 2026-6-16 | Neural Posterior Estimation for Empirical Power System Time Series
[IEEE] 2026-6-16 | Mechanism Analysis and Suppression of Harmonics in Rail Bidirectional Converters Under Grid Distortion
[IEEE] 2026-6-16 | Efficient Full Waveform Inversion Method for Lamb Waves Based on Dynamic Grid Aggregation
[IEEE] 2026-6-16 | Cognitive Computing- Driven Risk Assessment Framework For Strategic Business Planning
[IEEE] 2026-6-16 | Enabling Reliable and Scalable Urban Air Mobility Communications Through 6G Network Slicing
共写入 1877 条记录，保存到 papers/paper2026-06-16.json。
论文获取成功，文件路径: papers/paper2026-06-16.json
正在筛选、翻译并发送邮件...
[NO] 1/1877 | OmniDroneX: An LLM-Assisted Holistic Drone-as-a-Service Ecosystem
[YES] 2/1877 | When the Next Step Is Not One Step: Distribution-Aware Execution Modeling for Concurrent Go Programs
[YES] 3/1877 | VoidPadding: Let [VOID] Handle Padding in Masked Diffusion Language Models so that [EOS] Can Focus on Semantic Termination
[NO] 4/1877 | AIGS-Net: Compact Illumination Field Modeling via 2D Gaussian Splatting for Fast Low-Light Image Enhancement
[NO] 5/1877 | Differential Privacy of Gaussian Process Posterior Sampling
[NO] 6/1877 | Asymptotic enumeration of unlabelled cubic planar graphs
[YES] 7/1877 | Planning to Hammer: Difficulty-Aware Decomposition for Automating Rocq Proofs
[NO] 8/1877 | Kes 75 with IXPE: Detection of Nebular X-ray Polarization and Change in Pulsar Lightcurve
[NO] 9/1877 | STAR: SpatioTemporal Adaptive Reward Allocation for Text-to-Image RL Post-Training
[NO] 10/1877 | Learning task-specific subspaces via interventional post-training of speech foundation models
[NO] 11/1877 | RouteBalance: Fused Model Routing and Load Balancing for Heterogeneous LLM Serving
[NO] 12/1877 | Multigrid Preconditioning for FEEC using Mass-Lumping and Transforming Smoothers
[NO] 13/1877 | Dual Line Coherent Detection
[NO] 14/1877 | Direct Measurement of the $^{212}\mathrm{Pb}$ and $^{214}\mathrm{Pb}$ $β$ Decay Branching Ratios with the XENONnT Experiment
[NO] 15/1877 | Twin-beam advantage in quantum LiDAR under correlated noise
[NO] 16/1877 | WAM-RL: World-Action Model Reinforcement Learning with Reconstruction Rewards and Online Video SFT
[NO] 17/1877 | Constellation Design for Nonlinear Unified SWIPT Receiver Channels with Memory
[NO] 18/1877 | Hydrogen s-electrons as the origin of crystal magnetism beyond spin-orbit coupling
[NO] 19/1877 | Influence of Ultramicroporosity and Surface Chemistry on Dynamic CO2 Capture in Activated Carbons
[NO] 20/1877 | AI Adoption Across a Multinational Workforce: Sociotechnical Conditions for GenAI Acceptance in Human Resources
[NO] 21/1877 | A 399uW 114.3 dB DR Companding Readout ASIC for MEMS Microphones Employing a Multirate Time-Domain ADC
[NO] 22/1877 | StepGuard: Guarding Web Navigation via Single-Step Calibration
[NO] 23/1877 | Experimental Characterization and Modeling of Measurement-Induced State-Transitions in a Fluxonium Superconducting Qubit
[NO] 24/1877 | WallZero: Mastering the Game of WallGo with Strategic Analysis
[NO] 25/1877 | The antiferromagnetic transition in the frustrated bixbyite $β$-Fe$_2$O$_3$ magnet
[NO] 26/1877 | Environment-Grounded Automated Prompt Optimization for LLM Game Agents
[NO] 27/1877 | Total curvature and length estimates for timelike curves in Lorentzian length spaces
[NO] 28/1877 | HumanoidArena: Benchmarking Egocentric Hierarchical Whole-body Learning
[NO] 29/1877 | Bridging the continuum and the kinetic-Boltzmann theories of heat flow through generalized Knudsen numbers
[NO] 30/1877 | Human-in-the-Loop Atlas-Based 3D Asset Segmentation for Interactive Content Workflows
[YES] 31/1877 | DecoSearch: Complexity-Aware Routing and Plan-Level Repair for Text-to-SQL
[NO] 32/1877 | A Framework for Evaluating Agentic Skills at Scale
[NO] 33/1877 | Kalman structure and observability for transport systems
[NO] 34/1877 | The magneto-Leidenfrost effect in ferrofluid droplets
[NO] 35/1877 | Million-scale multimodal pollen microscopy with expert-guided foundation models
[NO] 36/1877 | Dynamics of a vortex column of supercritical fluid across the pseudo-boiling line
[NO] 37/1877 | Invariant complex structures for affine automorphisms: a cocycle viewpoint
[NO] 38/1877 | ARES: A Platform for Adaptive Role-Based Evaluation of Social Engineering Risks in Human--AI Games
[NO] 39/1877 | Perceptually-Weighted Video Quality Metric for Asymmetric Encoded Sports Videos
[NO] 40/1877 | Understanding LLMs in Title-Abstract Screening: From Disagreements to Recommendations
[NO] 41/1877 | Children Are Not the Enemy: Child-Fit Security as an Alternative to Bans and Surveillance
[NO] 42/1877 | Trust the Right Teacher: Quality-Aware Self-Distillation for GUI Grounding
[NO] 43/1877 | Online Spectral Deflation for State Constrained Optimal Control Problems
[NO] 44/1877 | Demultiplexing Generalized Information via Quantum Transmission Lines
[NO] 45/1877 | The Loss of Tension in an Infinite Membrane with Holes of Decaying Spatial Density
[NO] 46/1877 | Future Dynamic 3D Reconstruction: A 3D World Model with Disentangled Ego-Motion
[NO] 47/1877 | A Joint Optimal Search for Gravitational Waves from Resolved and Unresolved Supermassive Binary Black Holes with Pulsar Timing Arrays
[NO] 48/1877 | LGNO: A Local-Global Neural Operator for Hyperbolic Conservation Laws
[NO] 49/1877 | Finite-Time Queue Peak Laws in Stochastic Networks: Logarithmic Scaling After Geometric Thresholds
[NO] 50/1877 | Conformal Prediction Intervals with Tail-Specific Guarantees
[NO] 51/1877 | Receiver-Aware Analysis and Verification of the Spectral Separation Coefficient Under Interference-Induced Degradation
[NO] 52/1877 | A Red-Team Study of Anthropic Fable 5 & Opus 4.8 Models
[NO] 53/1877 | Kolmogorov Regression for Robust Diffusion Policies
[NO] 54/1877 | An Encoder-Transformer Architecture for Recognition of the Jordan Structure of a Matrix
[NO] 55/1877 | Beyond Plane Waves: Coherent Network Response to Collimated Gravitational-Wave Wavepackets
[NO] 56/1877 | A Diffusion Approximation for Temporal-Difference Learning with Linear Features under Markovian Noise
[NO] 57/1877 | Optimal Probe State for Phase Estimation Under Covariant Measurement
[NO] 58/1877 | Learning Cardiac Electrophysiology Digital Twins Through Agentic Discovery of Hybrid Structure
[NO] 59/1877 | A new class of Euler explosions
[NO] 60/1877 | How Sparse and How Noisy? Systematic Benchmarking of Inverse Physics-Informed Neural Networks for Manning Friction Estimation in Shallow Water Equations
[NO] 61/1877 | Behind Python: The Languages That Power AI
[NO] 62/1877 | The Value of Adaptivity in LSM Bloom-Filter Tuning: A Log-Law and a Two-Clock Frontier
[NO] 63/1877 | Productivity of maximal eventually different families
[YES] 64/1877 | ComPart: Community-Guided Post-Coarsening for High-Quality Hypergraph Partitioning
[NO] 65/1877 | The free boundary problem in general relativity
[NO] 66/1877 | Decentralized Decision-Making for Finite-State Systems over Finite Alphabets is Undecidable
[NO] 67/1877 | Unintended Effects of Geographic Conditioning in Large Language Models
[NO] 68/1877 | Predicting Immune Biomarkers with MultiModal Mixture-of-Expert Pathology Foundation Models Empowers Precision Oncology
[NO] 69/1877 | Verifiable computations for dynamic encrypted control
[YES] 70/1877 | Querying an astronomical database using large language models: the ALeRCE text-to-SQL system
[NO] 71/1877 | Probing jet evolution with charged energy correlators in small systems
[NO] 72/1877 | One-Step Token-to-Waveform Generation with MeanFlow in Latent Space
[NO] 73/1877 | Blended Chart Surfaces: A Seamless Explicit Representation for Smooth Surface Fitting
[NO] 74/1877 | When AI Says "I have been in similar situations": Synthetic Lived Experience in Peer-Like Caregiver Support
[NO] 75/1877 | ConSA: Controllable Sparsity in Hybrid Attention via Learnable Allocation
[NO] 76/1877 | A Hybrid Optimization Framework for Grasp Synthesis under Partial Observations
[NO] 77/1877 | An Empirical Analysis of AI Slop in Music Streaming
[NO] 78/1877 | Compositional Skill Routing for LLM Agents: Decompose, Retrieve, and Compose
[NO] 79/1877 | Coupled spin dynamics in epitaxial trilayer heterostructures of ferrimagnetic garnet
[NO] 80/1877 | Recursive Scaling in Masked Diffusion Models
[NO] 81/1877 | A Double--Scaling Large--\(d\) Saddle of BFSS/BMN Matrix Quantum Mechanics
[NO] 82/1877 | Tracing the very early disruption of the Sagittarius dwarf galaxy in the distant Milky Way halo
[NO] 83/1877 | Mass Probe of Tetrahedral Symmetry in Atomic Nuclei
[NO] 84/1877 | Geometrical fairness in graph neural networks
[NO] 85/1877 | Do We Really Need Diffusion? A Fast U-Net for Paired Medical Image Translation
[NO] 86/1877 | Reservoir computing based on multicore fibers
[NO] 87/1877 | Hamiltonian formalism for Bose excitations in a plasma with a non-Abelian interaction: plasmon bremsstrahlung
[NO] 88/1877 | Non-asymptotic Tail Bounds for the Kostlan--Shub--Smale Field: Tensor PCA and Spherical $k$-Spin Complexity
[NO] 89/1877 | An Analysis of the Effectiveness of Synthetic Speech Data for ASR Fine-tuning in Selected Indic Languages
[NO] 90/1877 | A Risk Decomposition Framework for Pre-Hoc Fine-Tuning Prediction
[NO] 91/1877 | Toward Quantum-Enhanced ISAC: Active-RIS-Aided Integrated Sensing and Communication with Rydberg Atomic Receivers
[NO] 92/1877 | Homogeneous Boltzmann-type equations on dense graphs
[NO] 93/1877 | Unveiling topology in imaging problems via quasi-isometry and persistent homology
[NO] 94/1877 | OPD-Evolver: Cultivating Holistic Agent Evolver via On-Policy Distillation
[NO] 95/1877 | Divide, Deliberate, Decide: A Multi-Agent Framework for Fine-Grained Egocentric Action Recognition
[NO] 96/1877 | Photon anti-bunching in high harmonic generation
[NO] 97/1877 | Synergy between CSST and future gravitational-wave detectors: Probing primordial black holes by cross-correlating dark sirens with galaxies
[NO] 98/1877 | Towards Speech Impairment Prediction in German-Speaking Individuals with Amyotrophic Lateral Sclerosis
[YES] 99/1877 | PracRepair: LLM-Empowered Automated Program Repair Inspired by Human-Like Debugging Practices
[NO] 100/1877 | A coarse Menger theorem for hyperbolic graphs, finitely presented groups, and more
[NO] 101/1877 | OQ~208: A New Fe~II Changing-look Active Galactic Nucleus and Implications for the Nature of the Changing-look Phenomenon
[NO] 102/1877 | A posteriori study of Thermal-Large Eddy Simulation in solar receiver operating conditions
[NO] 103/1877 | Exact Algorithms for Edge Deletion to Cactus Graphs and Weighted Variants
[NO] 104/1877 | Cordon: Semantic Transactions for Tool-Using LLM Agents
[NO] 105/1877 | Reducing Learner Redundancy in Boosting via Residual Orthogonalization
[NO] 106/1877 | Spectral Intertwining Operators
[NO] 107/1877 | Characterizing Orbital Parameters of Hot Subdwarf Binaries with Multiple Spectroscopic Surveys
[NO] 108/1877 | An AI Security Agent for Banking: Multi-Vector Fraud and AML Detection Across Retail and Corporate Accounts
[NO] 109/1877 | Application of the coherent structure tracking to solar Doppler maps to determine horizontal velocity fields at the Sun's surface
[NO] 110/1877 | Reinforcing Dual-Path Reasoning in Spatial Vision Language Models
[NO] 111/1877 | MGUP: A Momentum-Gradient Alignment Update Policy for Stochastic Optimization
[NO] 112/1877 | A polynomial-time approximation scheme for minimum-weight decoding of topological codes
[NO] 113/1877 | Sensing the Inflationary Production of Scalars
[NO] 114/1877 | LLM-as-Judge in Education: A Curriculum-Grounded Marking Pipeline
[NO] 115/1877 | Critical spectral behavior and large deviations for geometric $α$-stable processes
[NO] 116/1877 | Revisiting Disk Winds in Active Galactic Nuclei as an Origin of Cosmic Gamma-ray and Neutrino Backgrounds
[NO] 117/1877 | Fourier-Preconditioned Path Deformations for Multi-Field Vacuum Tunnelling
[NO] 118/1877 | GeneralVLA-2: Geometry-Aware Reconstruction and Governed Memory for Robot Planning
[NO] 119/1877 | AIPatient Arena: EHR-grounded evaluation of large language models in end-to-end clinical consultation workflows
[NO] 120/1877 | Optional Stopping for Superhedging Supermartingales
[NO] 121/1877 | Credibility-Weighted Pricing of Autonomous Vehicle Liability Under Operational Design Domain Shift
[NO] 122/1877 | Principal symmetric ideals in the coordinate rings of curves
[NO] 123/1877 | MorphStrata: Layer-Specific Perturbations for Generating Morphence Students in Time-Series Moving Target Defense
[NO] 124/1877 | Bounded Difference Concentration for Infinitely Exchangeable Sequences with Applications to AI Benchmark Uncertainty
[NO] 125/1877 | Broadband High-Level Squeezed Light using Waveguide Optical Parametric Amplifiers with External Dispersion Compensation
[NO] 126/1877 | Feynman Kac Reweighted Schrödinger Bridge Matching for Surface-Based Tau PET Harmonization
[NO] 127/1877 | Pure or Unstable: A Generic Dichotomy for Strong Stackelberg Commitments
[NO] 128/1877 | Sender--Receiver Community Detection in Directed Networks via Node-Role-Constrained Edge Clustering
[NO] 129/1877 | Convergence of Scalar Curvature of Long Time Kähler-Ricci Flow on Kähler Manifold
[YES] 130/1877 | SoK: AI-Augmented Binary Reversing
[NO] 131/1877 | Designing Recommendation Exposure and Favorite Lists: A Field Experiment in a Spot-Work Platform
[NO] 132/1877 | A Differentiable GPU-Accelerated Finite Element Framework for Inverse Characterization of Finite-Strain Anisotropic Plasticity
[NO] 133/1877 | Agent Utilities over Generalized Voronoi Regions and their Gradients
[NO] 134/1877 | Supporting the Adoption of Privacy-Enhancing Technologies through Requirements Engineering
[NO] 135/1877 | Improving and Evaluating Hand-Object Interaction Detection
[NO] 136/1877 | Model Validation of Agentic AI Systems: A POMDP-Based Framework for Belief-State, Forecast, and Policy Validation
[NO] 137/1877 | RISE: Relay Inference and Online Scheduling for Efficient Edge-Device Collaborative Diffusion Model Services
[NO] 138/1877 | Performance-Driven Environment Abstraction with Multi-Timescale Learning
[NO] 139/1877 | Some General Remarks on Private Property
[NO] 140/1877 | Implicit vs. Explicit Prompting Strategies for LVLMs in Referential Communication
[NO] 141/1877 | Robust Signatures of Fragile Topology
[NO] 142/1877 | High-throughput Low-latency Hardware Implementation of BCH Decoders
[NO] 143/1877 | Hybrid Stars with Post-Merger Rotation Profiles
[NO] 144/1877 | Fixed-Point Reasoners: Stable and Adaptive Deep Looped Transformers
[NO] 145/1877 | High-energy Particle Transport in Three-dimensional Anisotropic Turbulent Magnetic Fields
[NO] 146/1877 | INI-VPINN: A Variational Physics-Informed Neural Network with Implicit Neumann and Interface Handling for Multi-Material Domains with Geometric Singularities
[NO] 147/1877 | UV/IR mixing as an artifact of non-covariant quantisation
[NO] 148/1877 | A homotopy-type-theoretic generalization of neurosymbolic inference
[NO] 149/1877 | Generalised Symmetries and Manifest Duality II: Curved Spacetime
[NO] 150/1877 | Inverse problems for a nonlinear dynamical Schrödinger operator with magnetic potential
[NO] 151/1877 | ELSA: Acoustic Event-Level Semantic Alignment for Fine-Grained Reference-Free Text-to-Audio Evaluation
[NO] 152/1877 | ShellGames: Speculative LLM-Driven SSH Deception
[NO] 153/1877 | Verifying LTL for Infinite State Systems via Termination Analysis
[NO] 154/1877 | Qwen-RobotNav Technical Report: A Scalable Navigation Model Designed for an Agentic Navigation System
[NO] 155/1877 | A combinatorial large sieve for Sidon sets, distances, and norm forms
[NO] 156/1877 | Detectability of deuterium in spectra of early-type stars
[NO] 157/1877 | Finite and disordered Kitaev chains: a large deviation study
[NO] 158/1877 | Damage Adaptation in Seconds for Architected Materials
[NO] 159/1877 | Optimizing the Principal Coefficient of Elliptic Equations using $L^p$-regularity, $p < \infty$
[NO] 160/1877 | Probing the QCD Phase Structure with Dileptons from SIS to LHC Energies
[NO] 161/1877 | Symplectic Transversality and Endpoint Green Estimates for Finite-Horizon Pontryagin Systems
[NO] 162/1877 | Constrained Optimization Algorithms for Orbital Optimization in Quantum Chemistry
[NO] 163/1877 | AC calorimetric study of magneto-quantum oscillations in anisotropic multiband V$_2$Ga$_5$ superconductor
[NO] 164/1877 | Alleviating the Hubble tension with the $Λ_{ω_s}$CDM model
[NO] 165/1877 | Computing Hyperfibonacci Numbers by Means of Matrix Transformations and Jordan Forms
[NO] 166/1877 | Observation of an Altered $a_{0}(980)$ Line shape in $D^{+} \rightarrow π^{+}ηη$
[NO] 167/1877 | GSPan: A Continuous Gaussian Primitive Representation for Arbitrary-Scale Pansharpening
[NO] 168/1877 | Absolutely continuous curves in spaces of compatly supported densities
[NO] 169/1877 | Minimizing Total Biharmonic Distance in Large Graphs via Link Recommendation
[NO] 170/1877 | SegTME-UNI2: A Foundation Model-Based Framework for Generalisable Multiclass Cell Segmentation and LLM-Driven Tumour Microenvironment Characterisation in Histopathology
[NO] 171/1877 | Action based approach to dissipative relativistic fluid systems
[YES] 172/1877 | Bridging Functional Correctness and Runtime Efficiency Gaps in LLM-Based Code Translation
[NO] 173/1877 | See First, Answer Later: Visual Evidence Pre-Alignment via Sufficiency-Driven RL
[NO] 174/1877 | TOPoS VII. Age-metallicity relation in the Galactic halo and assembly of the Milky Way
[NO] 175/1877 | Graphene Josephson diodes from inherent asymmetric disorder
[NO] 176/1877 | DeSRPA: Decoupled Speech Role-Playing Agent via Inference-Time Intervention
[NO] 177/1877 | Temporal Preference Optimization for Unsupervised Retrieval
[NO] 178/1877 | TuneAhead: Predicting Fine-tuning Performance Before Full Training Begins
[NO] 179/1877 | Ground-state properties of the $S=3/2$ anisotropic triangular lattice antiferromagnet Na$_3$Cr(PO$_4$)$_2$
[NO] 180/1877 | A Projection-Free Algorithm for Variational Inequalities in Hilbert Spaces with Strong Convergence
[NO] 181/1877 | Brick-DICL: Dynamic In-Context Learning for Automated Brick Schema Classification
[NO] 182/1877 | Principle of Entangled-Photon Thermometry for Ultrafast Laser Processing
[NO] 183/1877 | PSZ: The meta-catalogue of Planck Sunyaev-Zeldovich sources
[NO] 184/1877 | Quantum Computing Algebra (QCA), the theory and implementation
[NO] 185/1877 | RAVA: Retrieval-Augmented Viewpoint Alignment for Subject-Driven Image Generation
[NO] 186/1877 | Beyond Citations: Comparing Scholarly, Policy, and Patent Impact Across the FT50 Journals
[NO] 187/1877 | Lorentzian Regularization of the Type IIB Superstring Torus Vacuum
[NO] 188/1877 | Defect Localization by Stress Anisotropy in Active Nematic Turbulence
[NO] 189/1877 | Low-Thrust Orbital Differential Games with Speed Constraint Enforcement Using CostWeighting
[NO] 190/1877 | Harmonic immersions of the Sierpinski gasket into the hyperbolic plane
[NO] 191/1877 | On the entanglement induced by the deformation of phase-space
[NO] 192/1877 | Root-Selecting Fixed-Point Inversion for Rectified Flows via Trajectory Straightness
[NO] 193/1877 | LLM Features Can Hurt GNNs: Concatenation Interference on Homophilous Graph Benchmarks
[NO] 194/1877 | When Dynamics Models Read the Wrong Time Steps: Label-Free Event Credit Re-Anchoring for Robust Global Readouts
[NO] 195/1877 | AoiZora: Topology-Aware Auto-Parallel Optimization for Inference of Diffusion Transformers
[NO] 196/1877 | A Non-Multiplicable Upho Poset Constructed from the Petersen Graph
[NO] 197/1877 | Beyond the interface: Persistent Hopping Transport and Frequency Dispersion in Strong-inversion Cryogenic MOSFETs
[NO] 198/1877 | Deep Learning-Empowered Movable-Antenna Position Optimization with Partial CSI
[NO] 199/1877 | Offline Preference-Based Trajectory Evaluation
[NO] 200/1877 | TaFD: Threat-Aware Frequency Decoupling for Adversarial Robustness against Heterogeneous Attacks
[NO] 201/1877 | Anomalous Pairing Currents and a Second Topological Edge Channel in Bosonic Lattices
[NO] 202/1877 | Flat-Band Stoner Instability and Peierls-Phase Origin of the Transdimensional Anomalous Hall Effect in Rhombohedral Graphite
[NO] 203/1877 | Hyperuniform charge distributions and phase transitions in a generalized Aubry-André model
[NO] 204/1877 | Domain-Validity-Gated Metamorphic Testing of Scientific ML Surrogates
[NO] 205/1877 | Local Fault Repair of Perfect Resource Placements in Dense Gaussian Networks
[NO] 206/1877 | Beyond IGO-Flow: Toward Convergence Analysis of IGO in Continuous Spaces
[NO] 207/1877 | An expressivity analysis of hierarchical modelling in deep transformers via bounded-depth grammars
[NO] 208/1877 | GASE: Gaussian Splatting-Based Automated System for Reconstructing Embodied-Simulation Environments
[NO] 209/1877 | Killed resolvents and measure-valued stopping gains for reflected optimal stopping with max-type rewards
[NO] 210/1877 | Theory of clusterization in orbitally degenerate transition-metal compounds driven by lattice instabilities
[NO] 211/1877 | PhaseWin: An Efficient Search Algorithm for Faithful Visual Attribution
[NO] 212/1877 | Absence of critical mass phenomena in one-dimensional critical quasilinear Keller-Segel systems
[NO] 213/1877 | MeV Gamma-Ray Lines from Radioactive Nuclei in Magnetar Giant Flares
[NO] 214/1877 | Greedy Vector Balancing
