[2026-01-01 09:14:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-31
正在获取论文...
[arXiv] 2025-12-31 | GaMO: Geometry-aware Multi-view Diffusion Outpainting for Sparse-View 3D Reconstruction
[NO] 174/1553 | Exponential Convergence of Deep Composite Polynomial Approximation for Cusp-Type Functions
[NO] 175/1553 | SpaceTimePilot: Generative Rendering of Dynamic Scenes Across Space and Time
[NO] 176/1553 | Feeling Blue: Constructing a Robust SALT3 UV Template and Constraining its Redshift Dependency
[NO] 177/1553 | Local approximations of global Hamiltonian from inclusion of algebras
[NO] 178/1553 | AdaGReS:Adaptive Greedy Context Selection via Redundancy-Aware Scoring for Token-Budgeted RAG
[NO] 179/1553 | Thin Tree Verification is coNP-Complete
[NO] 180/1553 | Generative Classifiers Avoid Shortcut Solutions
[NO] 181/1553 | Testing Monotonicity in a Finite Population
[NO] 182/1553 | Universal Seesaw Pati-Salam Model with P for Strong CP
[NO] 183/1553 | On Nonlinear Inertial Transformations
[NO] 184/1553 | ResponseRank: Data-Efficient Reward Modeling through Preference Strength Learning
[NO] 185/1553 | Detector Response Matrices, Effective Areas, and Flash-Effective Areas for Radiation Detectors
[NO] 186/1553 | MAMA-Memeia! Multi-Aspect Multi-Agent Collaboration for Depressive Symptoms Identification in Memes
[NO] 187/1553 | The splitting field and generators of the elliptic surface $Y^2=X^3 +t^{360} +1$
[NO] 188/1553 | FoundationSLAM: Unleashing the Power of Depth Foundation Models for End-to-End Dense Visual SLAM
[NO] 189/1553 | Uniqueness for stochastic differential equations in Hilbert spaces with irregular drift
[NO] 190/1553 | Distributions of wide binary stars in theory and in Gaia data: III. Orbital momenta, masses, and manifestations of MOND
[NO] 191/1553 | Noise resilient real-time phase imaging via undetected light
[NO] 192/1553 | Mathieu Control of the Effective Coupling in Superconducting Qubits
[NO] 193/1553 | The Fourier extension conjecture for the paraboloid
[NO] 194/1553 | Best Practices for Modelling Electrides
[NO] 195/1553 | Any Clifford+T circuit can be controlled with constant T-depth overhead
[NO] 196/1553 | Cartier duality for gerbes of vector bundles
[NO] 197/1553 | Cosmic Himalayas in CROCODILE : Probing the Extreme Quasar Overdensities by Count-in-Cells analysis and Nearest Neighbor Distribution
[NO] 198/1553 | ShowUI-$π$: Flow-based Generative Models as GUI Dexterous Hands
[NO] 199/1553 | Data-Driven Spectral Analysis Through Pseudo-Resolvent Koopman Operator in Dynamical Systems
[NO] 200/1553 | HaineiFRDM: Explore Diffusion to Restore Defects in Fast-Movement Films
[NO] 201/1553 | Multi-particle quantum systems within the Worldline Monte Carlo formalism
[NO] 202/1553 | Iterative Deployment Improves Planning Skills in LLMs
[NO] 203/1553 | A finite element approach for minimizing line and surface energies arising in the study of singularities in liquid crystals
[NO] 204/1553 | Semi-Supervised Diversity-Aware Domain Adaptation for 3D Object detection
[NO] 205/1553 | Cosmological dynamics and observational constraints of an interacting early scalar field coupled to radiation
[NO] 206/1553 | Existence, uniqueness, and approximability of solutions to the classical Melan equation in suspension bridges
[NO] 207/1553 | Non-Equilibrium Dynamics in QCD and Holography
[NO] 208/1553 | Spectral Graph Neural Networks for Cognitive Task Classification in fMRI Connectomes
[NO] 209/1553 | Hidden long-range correlations in the ion distribution at the graphite / [bmim][NTf$_2$] electrified interface
[NO] 210/1553 | PRISM: A hierarchical multiscale approach for time series forecasting
[NO] 211/1553 | Hierarchical Dynamics and Time-Length Scale Superposition in Glassy Suspensions of Ultra-Low Crosslinked Microgels
[NO] 212/1553 | Description of Baryon Mass Spectrum by Open Strings and Diquarks
[NO] 213/1553 | Tensor Based Proximal Alternating Minimization Method for A Kind of Inhomogeneous Quartic Optimization Problem
[NO] 214/1553 | Encyclo-K: Evaluating LLMs with Dynamically Composed Knowledge Statements
[NO] 215/1553 | Antecedents of Consumer Regret Frequency: The Roles of Decision Agency, Status Signaling, and Online Shopping Preference
[NO] 216/1553 | QCD Wehrl and entanglement entropies in a gluon spectator model at small-$x$
[NO] 217/1553 | Boundedness of Fourier Integral Operators with complex phases on Fourier Lebesgue spaces
[NO] 218/1553 | VLN-MME: Diagnosing MLLMs as Language-guided Visual Navigation agents
[NO] 219/1553 | A Low Background Beta Detection System using a Time Projection Chamber
[NO] 220/1553 | Time-Reversal Symmetry Breaking Superconducting State and Collective Modes in Kagome Superconductors
[NO] 221/1553 | Experimental Study on Fracture Structure of Sumi-Wari
[NO] 222/1553 | Explaining Why Things Go Where They Go: Interpretable Constructs of Human Organizational Preferences
[NO] 223/1553 | Unsupervised Topological Phase Discovery in Periodically Driven Systems via Floquet-Bloch State
[NO] 224/1553 | Causality constraints and anisotropic states
[NO] 225/1553 | Upscaling from ab initio atomistic simulations to electrode scale: The case of manganese hexacyanoferrate, a cathode material for Na-ion batteries
[NO] 226/1553 | Efficient Joint Resource Allocation for Wireless Powered ISAC with Target Localization
[NO] 227/1553 | Probing gluons-enriched dark jets from Higgs boson exotic decays at the LHC
[NO] 228/1553 | Four collapsing one-dimensional particles: a dynamical system approach of the spherical billiard reduction
[NO] 229/1553 | Operator Entanglement from Non-Commutative Symmetries
[NO] 230/1553 | Active phase separation: role of attractive interactions from stalled particles
[NO] 231/1553 | Sidelink Positioning: Standardization Advancements, Challenges and Opportunities
[NO] 232/1553 | Non-Abelian Geometric Phases in Triangular Structures And Universal SU(2) Control in Shape Space
[NO] 233/1553 | Self-Supervised Neural Architecture Search for Multimodal Deep Neural Networks
[NO] 234/1553 | Projection-based Adversarial Attack using Physics-in-the-Loop Optimization for Monocular Depth Estimation
[NO] 235/1553 | Harmonic rigidity at fixed spectral gap in one dimension
[NO] 236/1553 | Digitalizing Over-the-Air Computation via The Novel Complement Coded Modulation
[NO] 237/1553 | A Dual-Tuned Concentric Multimodal RF Coil for 7T 1H/31P MRSI: Concurrently Enhancing B1 Efficiency Over Single-Tuned References
[NO] 238/1553 | A first approximation algorithm for the Bin Packing Problem with Setups
[NO] 239/1553 | Compute-Accuracy Pareto Frontiers for Open-Source Reasoning Large Language Models
[NO] 240/1553 | Phase Reduction of Limit Cycle Oscillators: A Tutorial Review with New Perspectives on Isochrons and an Outlook to Higher-Order Reductions
[NO] 241/1553 | Lessons from the Klein paradox
[NO] 242/1553 | LUNCH: A Lightweight Unified Deep-Learning Framework for General Transients Classification in High-Energy Time-Domain Astronomy
[NO] 243/1553 | Mobility-induced phase separation in a binary mixture of active Brownian particles
[NO] 244/1553 | Large language models and the entropy of English
[NO] 245/1553 | Are First-Order Diffusion Samplers Really Slower? A Fast Forward-Value Approach
[NO] 246/1553 | Dynamics of Interfacial Diffusion Control in Amphiphilic Lipid-Coated Micro-Particles for Stochastic Release Systems
[NO] 247/1553 | Emergence of 3D Superconformal Ising Criticality on the Fuzzy Sphere
[NO] 248/1553 | The PDE-ODI principle and cylindrical mean curvature flows
[NO] 249/1553 | Classification of ancient cylindrical mean curvature flows and the Mean Convex Neighborhood Conjecture
[NO] 250/1553 | Analyzing Communication Predictability in LLM Training
[NO] 251/1553 | Fairness-Aware Insurance Pricing: A Multi-Objective Optimization Approach
[NO] 252/1553 | The disordered Su-Schrieffer-Heeger model
[NO] 253/1553 | Structure of twisted Jacquet modules of principal series representations of $GL_{2n}(F)$
[NO] 254/1553 | Phase transitions in time complexity of Brownian circuits
[NO] 255/1553 | Cataloging the nonlinear waves excited by moving a charged body in the dusty plasma medium
[NO] 256/1553 | Equivalence of Personalized PageRank and Successor Representations
[NO] 257/1553 | Continuous-variable quantum key distribution network based on entangled states of optical frequency combs
[NO] 258/1553 | A proximal subgradient algorithm for constrained multiobjective DC-type optimization
[NO] 259/1553 | On $\mathscr{M}$-arrangements of conics and lines with ordinary singularities
[NO] 260/1553 | Interfacing Atomic Spins with Photons for Quantum Metrology, Simulation and Computation
[NO] 261/1553 | Dynamic Policy Learning for Legged Robot with Simplified Model Pretraining and Model Homotopy Transfer
[NO] 262/1553 | Waste-to-Energy-Coupled AI Data Centers: Cooling Efficiency and Grid Resilience
[NO] 263/1553 | Disentangle Intertwined Interactions in Correlated Charge Density Wave with Magnetic Impurities
[NO] 264/1553 | Hierarchical Online Optimization Approach for IRS-enabled Low-altitude MEC in Vehicular Networks
[NO] 265/1553 | Antagonistic Bowden-Cable Actuation of a Lightweight Robotic Hand: Toward Dexterous Manipulation for Payload Constrained Humanoids
[NO] 266/1553 | Thermodynamics Reconstructed from Information Theory:An Axiomatic Framework via Information-Volume Constraints and Path-Space KL Divergence
[YES] 267/1553 | How Do Agentic AI Systems Deal With Software Energy Concerns? A Pull Request-Based Study
[NO] 268/1553 | Branched polymers with loops coupled to the critical Ising model
[NO] 269/1553 | Average first-passage times for character sums
[NO] 270/1553 | AI-Driven Acoustic Voice Biomarker-Based Hierarchical Classification of Benign Laryngeal Voice Disorders from Sustained Vowels
[NO] 271/1553 | Volcano Architecture for Scalable Quantum Processor Units
[NO] 272/1553 | AutoFed: Manual-Free Federated Traffic Prediction via Personalized Prompt
[NO] 273/1553 | A Uniform Pilot and Data Payload Optimization Framework for OTFS-Based ISAC
[NO] 274/1553 | FireRescue: A UAV-Based Dataset and Enhanced YOLO Model for Object Detection in Fire Rescue Scenes
[NO] 275/1553 | LLHA-Net: A Hierarchical Attention Network for Two-View Correspondence Learning
[NO] 276/1553 | Arithmetic spectral transition for the unitary almost Mathieu operator
[YES] 277/1553 | Chat-Driven Optimal Management for Virtual Network Services
[NO] 278/1553 | Group Deliberation Oriented Multi-Agent Conversational Model for Complex Reasoning
[NO] 279/1553 | ExoAtom: A Database of Atomic Spectra in ExoMol Format
[NO] 280/1553 | Secure Digital Semantic Communications: Fundamentals, Challenges, and Opportunities
[NO] 281/1553 | Dynamic Phase Transitions in Periodically Driving 1D Ising Model
[YES] 282/1553 | A Tale of 1001 LoC: Potential Runtime Error-Guided Specification Synthesis for Verifying Large-Scale Programs
[NO] 283/1553 | QAOA-MaxCut has barren plateaus for almost all graphs
[YES] 284/1553 | Understanding and Steering the Cognitive Behaviors of Reasoning Models at Test-Time
[NO] 285/1553 | Power Minimization in Pinching-Antenna Systems under Probabilistic LoS Blockage
[NO] 286/1553 | CPR: Causal Physiological Representation Learning for Robust ECG Analysis under Distribution Shifts
[NO] 287/1553 | Stellar modeling within regularized 4D Einstein-Gauss-Bonnet gravity in light of current astrophysical constraints
[NO] 288/1553 | Computing Flux-Surface Shapes in Tokamaks and Stellarators
[NO] 289/1553 | The Diagrammatic Spherical Category
[NO] 290/1553 | The square of a subcubic planar graph without a 5-cycle is 7-choosable
[NO] 291/1553 | Geometric phase of exceptional point as quantum resonance in complex scaling method
[NO] 292/1553 | Dimension-free estimators of gradients of functions with(out) non-independent variables
[NO] 293/1553 | Rainfall forecasts in daily use over East Africa improved by machine learning
[NO] 294/1553 | Practising responsibility: Ethics in NLP as a hands-on course
[NO] 295/1553 | A ccc indestructible construction with CH
[NO] 296/1553 | DTI-GP: Bayesian operations for drug-target interactions using deep kernel Gaussian processes
[NO] 297/1553 | Minimal Modular Flavor Symmetry and Lepton Textures Near Fixed Points
[NO] 298/1553 | Quantum Discord in de-Sitter Axiverse
[NO] 299/1553 | Curvature of left-invariant complex Finsler metric on Lie groups
[NO] 300/1553 | Structured Production Systems: Viability
[NO] 301/1553 | From Trial to Deployment: A SEM Analysis of Traveler Adoptions to Fully Operational Autonomous Taxis
[NO] 302/1553 | Edit3r: Instant 3D Scene Editing from Sparse Unposed Images
[NO] 303/1553 | Scaling Open-Ended Reasoning to Predict the Future
[NO] 304/1553 | No-cost Bell Nonlocality Certification from Quantum Tomography and Its Applications in Quantum Magic Witnessing
[NO] 305/1553 | The variety of orthogonal frames
[NO] 306/1553 | Sequential Bayesian parameter-state estimation in dynamical systems with noisy and incomplete observations via a variational framework
[NO] 307/1553 | Fluid dynamics as intersection problem
[NO] 308/1553 | Amplitude constraints on dark energy
[NO] 309/1553 | Primordial black hole dark matter from ultra-slow-roll inflation in Horndeski gravity
[NO] 310/1553 | EF(X) Orientations: A Parameterized Complexity Perspective
[NO] 311/1553 | Mod $p$ Poincaré duality for $p$-adic period domains
[NO] 312/1553 | Modewise Additive Factor Model for Matrix Time Series
[NO] 313/1553 | Real Riemann Surfaces: Smooth and Discrete
[NO] 314/1553 | A note on semistable unitary operators on $L^2(\mathbb{R})$
[NO] 315/1553 | Bounding regularity of $\mathrm{VI}^m$-modules
[NO] 316/1553 | From Complex-Analytic Models to Sparse Domination: A Dyadic Approach of Hypersingular Operators via Bourgain's Interpolation Method
[NO] 317/1553 | Random Batch Sum-of-Gaussians Method for Molecular Dynamics of Born-Mayer-Huggins Systems
[NO] 318/1553 | Fundamental Limits for Near-Field Sensing -- Part I: Narrow-Band Systems
[NO] 319/1553 | Matrix Thermodynamic Uncertainty Relation for Non-Abelian Charge Transport
[NO] 320/1553 | MSACL: Multi-Step Actor-Critic Learning with Lyapunov Certificates for Exponentially Stabilizing Control
[NO] 321/1553 | Modelling the movements of organisms by stochastic theory in a comoving frame
[NO] 322/1553 | Searching for Periodicity in FRB 20240114A
[NO] 323/1553 | On a new filtration of the variational bicomplex
[NO] 324/1553 | Valence quark distribution of the pion inside a medium with finite baryon density: A Nambu--Jona-Lasinio model approach
[NO] 325/1553 | Frequent subgraph-based persistent homology for graph classification
[NO] 326/1553 | A Pontryagin Maximum Principle on the Belief Space for Continuous-Time Optimal Control with Discrete Observations
[NO] 327/1553 | On Maps that Preserve the Lie Products Equal to Fixed Elements
[NO] 328/1553 | One-Shot Camera-Based Extrusion Optimization for High Speed Fused Filament Fabrication
[NO] 329/1553 | Adaptive Resource Orchestration for Distributed Quantum Computing Systems
[NO] 330/1553 | SoK: Web3 RegTech for Cryptocurrency VASP AML/CFT Compliance
[NO] 331/1553 | BEDA: Belief Estimation as Probabilistic Constraints for Performing Strategic Dialogue Acts
[NO] 332/1553 | Variational phase-field modeling of fracture and fatigue in shape memory alloys
[NO] 333/1553 | Correlating Resonant Di-Higgs and Tri-Higgs Production to $H\to VV$ in the 2HDM
[NO] 334/1553 | Characterization of Transfer Using Multi-task Learning Curves
[NO] 335/1553 | Big AI is accelerating the metacrisis: What can we do?
[NO] 336/1553 | PrivacyBench: A Conversational Benchmark for Evaluating Privacy in Personalized AI
[NO] 337/1553 | Generation of NIR and Visible Structured Light Beams with a Mechanical Long-Period Fiber Grating
[NO] 338/1553 | Influence of Centre Body on the Dynamics of Isothermal Flow Swirl Combustor
[NO] 339/1553 | Classification of Interacting Topological Crystalline Superconductors in Three Dimensions and Beyond
[NO] 340/1553 | Role reversal in quantum Mpemba effect
[NO] 341/1553 | Self-Supervised Amortized Neural Operators for Optimal Control: Scaling Laws and Applications
[NO] 342/1553 | Numerical study of solitary waves in Dirac--Klein--Gordon system
[NO] 343/1553 | Generalization Capability of Deep Learning for Predicting Drag Reduction in Pulsating Turbulent Pipe Flow with Arbitrary Acceleration and Deceleration
[NO] 344/1553 | Easier randomizing gates provide more accurate fidelity estimation
[NO] 345/1553 | The Radon--Nikodym topography of acyclic measured graphs
[NO] 346/1553 | From boundary random walks to Feller's Brownian Motions
[NO] 347/1553 | EchoFoley: Event-Centric Hierarchical Control for Video Grounded Creative Sound Generation
[NO] 348/1553 | The role of PSR J0614-3329 in defining the high-density matter at Neutron star cores
[NO] 349/1553 | Isocapacitary constants for the $p$-Laplacian on compact manifolds
[NO] 350/1553 | Products of random Hermitian matrices and brickwork Hurwitz numbers. Products of normal matrices
[NO] 351/1553 | Achieving High Efficiency And Enhanced Beam Quality In Laser Wakefield Acceleration
[NO] 352/1553 | Scalable ultrafast random bit generation using wideband chaos-based entropy sources
[NO] 353/1553 | Boundary error control for numerical solution of BSDEs by the convolution-FFT method
[NO] 354/1553 | Causal Discovery with Mixed Latent Confounding via Precision Decomposition
[NO] 355/1553 | A New Decomposition Paradigm for Graph-structured Nonlinear Programs via Message Passing
[NO] 356/1553 | Some inequalities related to Heinz mean constant with Birkhoff orthogonality
[NO] 357/1553 | VLA-RAIL: A Real-Time Asynchronous Inference Linker for VLA Models and Robots
[NO] 358/1553 | Dust destruction in bubbles driven by multiple supernovae explosions
[NO] 359/1553 | Collective behaviors of an electron gas in the mean-field regime
[NO] 360/1553 | HeteroHBA: A Generative Structure-Manipulating Backdoor Attack on Heterogeneous Graphs
[NO] 361/1553 | Renormalization Group Guided Tensor Network Structure Search
[NO] 362/1553 | Do Large Language Models Know What They Are Capable Of?
[NO] 363/1553 | Muscle Synergy Patterns During Running: Coordinative Mechanisms From a Neuromechanical Perspective
[NO] 364/1553 | Quantum Computing Inspired Approach for Self-Avoiding Walk (SAWs): 2D lattice and 3D lattice SAWs for single chain enumeration
[NO] 365/1553 | Dilepton emission as a novel probe of QCD critical point
[NO] 366/1553 | AudioFab: Building A General and Intelligent Audio Factory through Tool Learning
[NO] 367/1553 | A Scalable Framework for logP Prediction: From Terabyte-Scale Data Integration to Interpretable Ensemble Modeling
[NO] 368/1553 | From Sequential to Spatial: Reordering Autoregression for Efficient Visual Generation
[NO] 369/1553 | A Study on the Algorithm and Implementation of SDPT3
[NO] 370/1553 | Decentralized No-Regret Frequency-Time Scheduling for FMCW Radar Interference Avoidance
[NO] 371/1553 | Empirical Bayes Method for Large Scale Multiple Testing with Heteroscedastic Errors
[YES] 372/1553 | Recursive Language Models
[NO] 373/1553 | SliceLens: Fine-Grained and Grounded Error Slice Discovery for Multi-Instance Vision Tasks
[NO] 374/1553 | Improving Few-Shot Change Detection Visual Question Answering via Decision-Ambiguity-guided Reinforcement Fine-Tuning
[NO] 375/1553 | Two-Distance Sets over Finite Fields
[NO] 376/1553 | Hidden rotation symmetry of the Jordan-Wigner transformation and its application to measurement in quantum computation
[YES] 377/1553 | MultiRisk: Multiple Risk Control via Iterative Score Thresholding
[NO] 378/1553 | On Circular Threshold Words and Other Stronger Versions of Dejean's conjecture
[NO] 379/1553 | Matter with apparent and hidden spin physics
[NO] 380/1553 | Isomorphisms between Covering-Induced Lattices and Classical Geometric Lattices
[NO] 381/1553 | Non-isomorphic metacyclic $p$-groups of split type with the same group zeta function
[NO] 382/1553 | The Redshifts from 122 Bands: Comparative Redshift Forecast for Low-Resolution Spectra from SPHEREx and 7-Dimensional Sky Survey (7DS)
[NO] 383/1553 | Number of $K$-rational points with given $j$-invariant on modular curves
[NO] 384/1553 | Training for Transport and Localization in Quantum System
[NO] 385/1553 | Nonlinear Noise2Noise for Efficient Monte Carlo Denoiser Training
[NO] 386/1553 | HiGR: Efficient Generative Slate Recommendation via Hierarchical Planning and Multi-Objective Preference Alignment
[NO] 387/1553 | Coarse geometry of extended admissible groups
[NO] 388/1553 | On rational orbits in some prehomogeneous vector spaces
[NO] 389/1553 | Temperature dependence of the spontaneous magnetization of Ni2MnGa and other ferromagnets. The superellipse equation
[NO] 390/1553 | Predicting the Oscillatory Regimes of Global Synchrony Induced by Secondary Clusters
[NO] 391/1553 | UniC-Lift: Unified 3D Instance Segmentation via Contrastive Learning
[NO] 392/1553 | Randomization Times under Quantum Chaotic Hamiltonian Evolution
[YES] 393/1553 | Vulcan: Instance-Optimal Systems Heuristics Through LLM-Driven Search
[NO] 394/1553 | On the geometry and topology of representations: the manifolds of modular addition
[NO] 395/1553 | Reliable and Resilient Collective Communication Library for LLM Training and Serving
[NO] 396/1553 | Context-aware LLM-based AI Agents for Human-centered Energy Management Systems in Smart Buildings
[NO] 397/1553 | All optical Lithography for Spatiotemporal Patterning of Azopolymer Microreliefs
[NO] 398/1553 | Large Neutrino-Dark Matter Interactions: From Effective Field Theory to Ultraviolet Completions
[NO] 399/1553 | Multivariate Generalized Counting Process via Gamma Subordination
[NO] 400/1553 | Loop-Level Lepton Flavor Violation and Diphoton Signals in the Minimal Left-Right Symmetric Model
[NO] 401/1553 | Approximations for the Weighted Reversal, Transposition, and Indel Distance Problem with Intergenic Region Information
[NO] 402/1553 | Diffusion Language Models are Provably Optimal Parallel Samplers
[NO] 403/1553 | Grassmannian Geometries for Non-Planar On-Shell Diagrams
[NO] 404/1553 | Bi-C2R: Bidirectional Continual Compatible Representation for Re-indexing Free Lifelong Person Re-identification
[NO] 405/1553 | Basic Inequalities for First-Order Optimization with Applications to Statistical Risk Analysis
[NO] 406/1553 | Classifying long legal documents using short random chunks
[NO] 407/1553 | Manifold classification from the descriptive viewpoint
[NO] 408/1553 | Dissipative corrections to the particle momentum spectrum of a decoupling fluid
[NO] 409/1553 | A Modal Logic for Possibilistic Reasoning with Fuzzy Formal Contexts
[NO] 410/1553 | Graphicality of power-law and double power-law degree sequences
[NO] 411/1553 | Evaluating the Impact of Compression Techniques on the Robustness of CNNs under Natural Corruptions
[NO] 412/1553 | Geometric characterisation of structural and regular equivalences in undirected (hyper)graphs
[NO] 413/1553 | Microscopic Insights to the Ultralow Thermal Conductivity of Monolayer 1T-SnTe2
[NO] 414/1553 | Constraints on the perfect phylogeny mixture model and their effect on reducing degeneracy
[NO] 415/1553 | AI-Driven Cloud Resource Optimization for Multi-Cluster Environments
[NO] 416/1553 | A Liouville-Weierstrass correspondence for Spacelike and Timelike Minimal Surfaces in $\mathbb{L}^3$
[NO] 417/1553 | MTSP-LDP: A Framework for Multi-Task Streaming Data Publication under Local Differential Privacy
[NO] 418/1553 | Global boundedness and absorbing sets in two-dimensional chemotaxis-Navier-Stokes systems with weakly singular sensitivity and a sub-logistic source
[NO] 419/1553 | Coherent span-valued 2D TQFTs
[NO] 420/1553 | Totally compatible structures on the radical of an incidence algebra
[NO] 421/1553 | Exact Identity Linking Entropy Production and Mutual Information
[NO] 422/1553 | Metallic solid-state hydrogen storage crystals achieved through chemical precompression under ambient conditions
[NO] 423/1553 | Approximate Computation via Le Cam Simulability
[YES] 424/1553 | Feature Slice Matching for Precise Bug Detection
[YES] 425/1553 | Advances in Agentic AI: Back to the Future
[NO] 426/1553 | Scaling Charitable Incentives: Policy Selection, Beliefs, and Evidence from a Field Experiment
[NO] 427/1553 | SSCHA-based evolutionary crystal structure prediction at finite temperatures with account for quantum nuclear motion
[NO] 428/1553 | Triangulation as an Acceptance Rule for Multilingual Mechanistic Interpretability
[NO] 429/1553 | Scalable Stellar Parameter Inference Using Python-based LASP: From CPU Optimization to GPU Acceleration
[NO] 430/1553 | Symmetric mass generation as a multicritical point with enhanced symmetry
[NO] 431/1553 | Green's function on the Tate curve
[NO] 432/1553 | Bol's type inequality for singular metrics and its application to prescribing $Q$-curvature problems
[NO] 433/1553 | Parity order as a fundamental driver of bosonic topology
[NO] 434/1553 | Heat kernel estimates for Markov processes with jump kernels blowing-up at the boundary
[NO] 435/1553 | Quadratic Continuous Quantum Optimization
[NO] 436/1553 | Intriguing Magnetocaloric Effect in 6H-perovskite Ba3RRu2O9 (R=Ho, Gd, Tb, Nd) with Strong 4d-4f Correlations
[NO] 437/1553 | A Quantum Framework for Negative Magnetoresistance in Multi-Weyl Semimetals
[NO] 438/1553 | Coronal flux tube illuminated by strong shock spot: New Year's Eve solar eruption of 2023-Dec-31
[NO] 439/1553 | Quasi-Maximum Likelihood Estimation for a Genuinely Unbalanced Dynamic Network Panel Data Model
[NO] 440/1553 | The function-operator convolution algebra over the Bergman space of the ball and its Gelfand theory
[NO] 441/1553 | Supercurrent from the imaginary part of the Andreev levels in non-Hermitian Josephson junctions
[NO] 442/1553 | Control of Microrobots with Reinforcement Learning under On-Device Compute Constraints
[NO] 443/1553 | Some Studies on Stochastic Optimization based Quantitative Risk Management
[NO] 444/1553 | Exact compensation of communication delays for discrete-time heterogeneous multi-agent linear systems with applications to SIR epidemic model
[NO] 445/1553 | Beam-Squint-Aided Hierarchical Sensing for Integrated Sensing and Communications with Uniform Planar Arrays
[NO] 446/1553 | T-duality for toric manifolds in $\mathcal{N}=(2, 2)$ superspace
[NO] 447/1553 | LSRE: Latent Semantic Rule Encoding for Real-Time Semantic Risk Detection in Autonomous Driving
[NO] 448/1553 | MEIC-DT: Memory-Efficient Incremental Clustering for Long-Text Coreference Resolution with Dual-Threshold Constraints
[NO] 449/1553 | Fragile Topological Phases and Topological Order of 2D Crystalline Chern Insulators
[NO] 450/1553 | BandiK: Efficient Multi-Task Decomposition Using a Multi-Bandit Framework
[NO] 451/1553 | Difference between quark stars and neutron stars in universal relations and their effect on gravitational waves
[YES] 452/1553 | MUSIC: MUlti-Step Instruction Contrast for Multi-Turn Reward Models
[NO] 453/1553 | ${\cal N}=8$ supersymmetric mechanics with spin variables from indecomposable multiplets
[NO] 454/1553 | Small 3-fold blocking sets in $\mathrm{PG}(2,p^n)$
[NO] 455/1553 | CREPES-X: Hierarchical Bearing-Distance-Inertial Direct Cooperative Relative Pose Estimation System
[NO] 456/1553 | A fast and exact algorithm for stabilizer Rényi entropy via XOR-FWHT
[NO] 457/1553 | An Adaptive, Disentangled Representation for Multidimensional MRI Reconstruction
[NO] 458/1553 | Observing unconventional superconductivity via kinetic inductance in Weyl semimetal MoTe$_2$
[NO] 459/1553 | Practical Traceable Over-Threshold Multi-Party Private Set Intersection
[NO] 460/1553 | Periodic Beurling-Ahlfors Extensions and Quasisymmetric Rigidity of Carpets
[NO] 461/1553 | Solving the inverse Source Problems for wave equation with final time measurements by a data driven approach
[NO] 462/1553 | Pathway to Optical-Cycle Dynamic Photonics: Extreme Electron Temperatures in Transparent Conducting Oxides
[NO] 463/1553 | A Differential Game with Symmetric Incomplete Information on Probabilistic Initial Condition and with Signal Revelation
[NO] 464/1553 | MSched: GPU Multitasking via Proactive Memory Scheduling
[YES] 465/1553 | How Do Agentic AI Systems Address Performance Optimizations? A BERTopic-Based Analysis of Pull Requests
[YES] 466/1553 | Youtu-LLM: Unlocking the Native Agentic Potential for Lightweight Large Language Models
[YES] 467/1553 | Dynamic Large Concept Models: Latent Reasoning in an Adaptive Semantic Space
[NO] 468/1553 | Half-space minimizing solutions of a two dimensional Allen-Cahn system
[NO] 469/1553 | Regulators on some abelian coverings of $\mathbb{P}^1$ minus $n+2$ points
[NO] 470/1553 | Polynomial mixing for the stochastic Schrödinger equation with large damping in the whole space
[NO] 471/1553 | On the number of pairwise touching cylinders in $\mathbb{R}^d$
[NO] 472/1553 | 3D Semantic Segmentation for Post-Disaster Assessment
[NO] 473/1553 | Proca stars and their frozen states in an infinite tower of higher-derivative gravity
[NO] 474/1553 | Robust Bayesian Dynamic Programming for On-policy Risk-sensitive Reinforcement Learning
[NO] 475/1553 | Newton-Krylov Methods for Computing Steady States of Particle Timesteppers via Optimal Transport
[YES] 476/1553 | Localized Calibrated Uncertainty in Code Language Models
[NO] 477/1553 | From Perception to Punchline: Empowering VLM with the Art of In-the-wild Meme
[NO] 478/1553 | From Berry curvature to quantum metric: a new era of quantum geometry metrology for Bloch electrons in solids
[NO] 479/1553 | DISF: Disentangled Iterative Surface Fitting for Contact-stable Grasp Planning with Grasp Pose Alignment to the Object Center of Mass
[NO] 480/1553 | Poincaré duality for singular tropical hypersurfaces
[NO] 481/1553 | Hierarchical Vector-Quantized Latents for Perceptual Low-Resolution Video Compression
[NO] 482/1553 | Imaging nanoscale photocarrier traps in solar water-splitting catalysts
[NO] 483/1553 | A Graph Neural Network with Auxiliary Task Learning for Missing PMU Data Reconstruction
[NO] 484/1553 | Detection of a Rényi Index Dependent Transition in Entanglement Entropy Scaling
[NO] 485/1553 | Towards Interpretable AI in Personalized Medicine: A Radiological-Biological Radiomics Dictionary Connecting Semantic Lung-RADS and imaging Radiomics Features; Dictionary LC 1.0
[NO] 486/1553 | Universal polar dual pairs of spherical codes found in $E_8$ and $Λ_{24}$
[NO] 487/1553 | Modulation of quantum geometry and its coupling to pseudo-electric field by dynamic strain
[NO] 488/1553 | Isomorphism between Hopf algebras for multiple zeta values
[NO] 489/1553 | Coordinated Humanoid Manipulation with Choice Policies
[NO] 490/1553 | From Inpainting to Editing: A Self-Bootstrapping Framework for Context-Rich Visual Dubbing
