[2026-04-28 22:57:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-27
正在获取论文...
[arXiv] 2026-04-27 | The Last Human-Written Paper: Agent-Native Research Artifacts
[IEEE] 2026-4-27 | Noise-Robust Condition Monitoring Using Variational Mode Decomposition and Neural Networks
[IEEE] 2026-4-27 | Centralized Agent Orchestration in Multi-Agent Systems
[IEEE] 2026-4-27 | A Technique for Creating and Embedding an Obfuscation-Resistant Digital Watermark in Information System Class Files
[IEEE] 2026-4-27 | Method for Testing Microcontroller Vulnerabilities to EM Side-Channel Attacks
[IEEE] 2026-4-27 | Modeling and Optimization of a Sensor Network with Moving Elements in Three-Dimensional Space
[IEEE] 2026-4-27 | Artificial Intelligence Methods in Phylogenetics
[ACM] 2026-4-27 | Large Language Model for OWL Proofs
[ACM] 2026-4-27 | Good Design in an Automated Age Exerts Control Over AI
[ACM] 2026-4-27 | DiffGRM: Diffusion-based Generative Recommendation Model
[IEEE] 2026-4-27 | HMA-GPNET: A Lightweight Direction-Aware Attention Network for Retinal OCT Disease Classification
[IEEE] 2026-4-27 | Double-IRS Aided Radar Spoofing: Secure Wireless Sensing Optimization
[IEEE] 2026-4-27 | A Deep Reinforcement Learning-Based Grid Management Framework for PV-Rich Smart Distribution Systems
[IEEE] 2026-4-27 | Interpretable Force Perturbations Promote Gait Variability without Affecting Perceived Exoskeleton Transparency
[IEEE] 2026-4-27 | Rhythmic Motion Audiovisual Enhances Cross-Modal Neural Responses and Selective Attention Decoding
[IEEE] 2026-4-27 | Design and Modeling of Motorized Tapping Mechanism for Effective Needle Penetration
[IEEE] 2026-4-27 | Evidential Prior Guided Neural Collapse for Open World Object Detection_supp1-3682583.pdf
[IEEE] 2026-4-27 | Cyclists and Automated Vehicles’ Interactions: Literature Review, Conceptual Framework, and Future Directions
[IEEE] 2026-4-27 | EvaFL: an Efficient Verifiable Privacy-Preserving Federated Learning against Malicious Servers
[IEEE] 2026-4-27 | Outshining the Origin: A Pseudo Sources Fusion Approach via Knowledge Distillation with Feature Decoupling for Domain Generalization in Fault Diagnosis
[ACM] 2026-4-28 | Construction of Wind Farm Asset Health Index Based on Multi-Dimensional Indicators and Analytic Hierarchy Process and Its Correlation with Operational Performance
[ACM] 2026-4-28 | Volume Trends and Asset Pricing in the Digital Era
[ACM] 2026-4-27 | Controllable Graph Generation with Diffusion Models via Inference-Time Tree Search Guidance
[ACM] 2026-4-27 | Eclipse Attacks on Ethereum's Peer-to-Peer Network
[ACM] 2026-4-27 | Augmenting Cross-View Geo-Localization with Spatial Semantics from Vision Foundation Models
[ACM] 2026-4-27 | Not All Information Brings Benefits: Personalization-Driven Agent Debate for Conversational Recommendation
共写入 1848 条记录，保存到 papers/paper2026-04-27.json。
论文获取成功，文件路径: papers/paper2026-04-27.json
正在筛选、翻译并发送邮件...
[YES] 1/1848 | The Last Human-Written Paper: Agent-Native Research Artifacts
[NO] 2/1848 | Benefits and Costs of Adaptive Sampling
[NO] 3/1848 | Electrical tunability of terahertz nonlinearity in graphene
[NO] 4/1848 | K-MetBench: A Multi-Dimensional Benchmark for Fine-Grained Evaluation of Expert Reasoning, Locality, and Multimodality in Meteorology
[NO] 5/1848 | Workplace Demands and Emotional Expression Among Early Childhood Educators: A Computational Analysis of Professional Online Discourse
[NO] 6/1848 | DiffQEC: A versatile diffusion model for quantum error correction
[NO] 7/1848 | Meta-CoT: Enhancing Granularity and Generalization in Image Editing
[NO] 8/1848 | NeSyCat: A Monad-Based Categorical Semantics of the Neurosymbolic ULLER Framework
[NO] 9/1848 | Evaluation of Pose Estimation Systems for Sign Language Translation
[NO] 10/1848 | Children's Online Safety Risks and Ethical Considerations in XR Games
[NO] 11/1848 | DETOUR: A Practical Backdoor Attack against Object Detection
[NO] 12/1848 | Mass spectra of charged mesons and the quenching of vector meson condensation via exact phase-space diagonalization
[NO] 13/1848 | A Six-Term Functional Equation and a Quartic Dilogarithm Ladder
[NO] 14/1848 | Point-MF: One-step Point Cloud Generation from a Single Image via Mean Flows
[NO] 15/1848 | Pair-Dependent Drift of Kerr Neighboring-Overtone Gap Minima
[NO] 16/1848 | Improving Vision-language Models with Perception-centric Process Reward Models
[YES] 17/1848 | Measuring the Unmeasurable: Markov Chain Reliability for LLM Agents
[YES] 18/1848 | Hybrid Path-Sums for Hybrid Quantum Programs
[NO] 19/1848 | Diffusion Model as a Generalist Segmentation Learner
[NO] 20/1848 | Commutation classes of reduced words and higher Bruhat orders for affine permutations
[NO] 21/1848 | Limiter Spaces: A Universal Extension for Limits of Real Sequences
[NO] 22/1848 | The Main Problem of Block Theory: Picky Elements and Subnormalizers
[NO] 23/1848 | MEG-RAG: Quantifying Multi-modal Evidence Grounding for Evidence Selection in RAG
[NO] 24/1848 | Towards Lawful Autonomous Driving: Deriving Scenario-Aware Driving Requirements from Traffic Laws and Regulations
[NO] 25/1848 | Optimization of two-photon excitation by indistinguishable photons in a three-level atom
[NO] 26/1848 | Algebraic expansivity on abelian groups
[NO] 27/1848 | Energetics of stochastic limit-cycle oscillators: when does coupling reduce dissipation?
[NO] 28/1848 | GradMAP: Gradient-Based Multi-Agent Proximal Learning for Grid-Edge Flexibility
[NO] 29/1848 | Extreme bandits
[NO] 30/1848 | Quantization-Aware EE Optimization and SE-EE Tradeoff for MiLAC-Aided MU-MISO Beamforming
[NO] 31/1848 | Search for associated production of a Higgs boson and two vector bosons via vector boson scattering at $\sqrt{s}$ = 13 TeV
[YES] 32/1848 | Understanding the Limits of Automated Evaluation for Code Review Bots in Practice
[NO] 33/1848 | Point Cloud Registration for Fusion between SPECT MPI and CTA Images
[NO] 34/1848 | NTP2 topological structures
[NO] 35/1848 | Sliding Mode Control for Safe Trajectory Tracking with Moving Obstacles Avoidance: Experimental Validation on Planar Robots
[NO] 36/1848 | Self-Supervised Representation Learning via Hyperspherical Density Shaping
[NO] 37/1848 | Deployment-Aligned Low-Precision Neural Architecture Search for Spaceborne Edge AI
[NO] 38/1848 | Integral representation of polynomial local functionals on convex functions
[NO] 39/1848 | Blur Effects on User Performance in Target-Pointing Tasks
[NO] 40/1848 | Agentic clinical reasoning over longitudinal myeloma records: a retrospective evaluation against expert consensus
[YES] 41/1848 | Zero-shot Large Language Models for Automatic Readability Assessment
[NO] 42/1848 | A Survey on Split Learning for LLM Fine-Tuning: Models, Systems, and Privacy Optimizations
[NO] 43/1848 | Adaptive Tensor Network Sampling for Quantum Optimal Control
[NO] 44/1848 | TextGround4M: A Prompt-Aligned Dataset for Layout-Aware Text Rendering
[NO] 45/1848 | Thermodynamic Parametrisation of the Vertebrate Lifetime Cycle Invariant: Biological Proper Time, Allometric Mass-Cancellation, and Clade-Specific Predictions
[YES] 46/1848 | On the Footprints of Reviewer Bots Feedback on Agentic Pull Requests in OSS GitHub Repositories
[NO] 47/1848 | Envisioning Mobile Data Visualization Libraries for Digital Health
[NO] 48/1848 | Energy spectrum of magnetic fields from electroweak symmetry breaking
[NO] 49/1848 | Can You Make It Sound Like You? Post-Editing LLM-Generated Text for Personal Style
[NO] 50/1848 | Weighted Directional Total Nuclear Variation for Joint Yttrium-90 PET/SPECT Reconstruction with CTAC-derived Guidance
[NO] 51/1848 | DYMAPIA: A Multi-Domain Framework for Detecting AI-based Video Manipulation
[NO] 52/1848 | The linear Elasticity complex: a natural formulation
[NO] 53/1848 | BMD-45: A Large-Scale CCTV Vehicle Detection Dataset for Urban Traffic in Developing Cities
[NO] 54/1848 | Vectorial Acoustic Multiplexed Holography
[NO] 55/1848 | Gravitational waves of extreme-mass-ratio inspirals in a rotating black hole with Dehnen dark matter halo
[NO] 56/1848 | Note on polychromatic coloring of hereditary hypergraph families II
[NO] 57/1848 | All That Glitters Is Not Audio: Rethinking Text Priors and Audio Reliance in Audio-Language Evaluation
[NO] 58/1848 | Few-Shot Cross-Device Transfer for Quantum Noise Modeling on Real Hardware
[NO] 59/1848 | Aligning with Your Own Voice: Self-Corrected Preference Learning for Hallucination Mitigation in LVLMs
[NO] 60/1848 | A Realistic Discrete Event Simulation model for Ambulance Location and Deployment within a regional Emergency Medical Service
[NO] 61/1848 | Complexity of Linear Regions in Self-supervised Deep ReLU Networks
[NO] 62/1848 | "True" self-avoiding walks on general trees
[NO] 63/1848 | From PDEs on standard domains to self-similar particle systems on fractals
[NO] 64/1848 | Pedestrians play chicken with an autonomous vehicle
[NO] 65/1848 | A Milestone-Based Framework for Characterizing Time-Varying Treatment Effects in Immunotherapy Trials
[NO] 66/1848 | DPRM: A Plug-in Doob h transform-induced Token-Ordering Module for Diffusion Language Models
[YES] 67/1848 | Understanding and Improving Automated Proof Synthesis for Interactive Theorem Provers
[NO] 68/1848 | Diffusion Templates: A Unified Plugin Framework for Controllable Diffusion
[NO] 69/1848 | Unveiling the Backdoor Mechanism Hidden Behind Catastrophic Overfitting in Fast Adversarial Training
[YES] 70/1848 | OS-SPEAR: A Toolkit for the Safety, Performance,Efficiency, and Robustness Analysis of OS Agents
[NO] 71/1848 | Semantic Segmentation for Histopathology using Learned Regularization based on Global Proportions
[NO] 72/1848 | SycoPhantasy: Quantifying Sycophancy and Hallucination in Small Open Weight VLMs for Vision-Language Scoring of Fantasy Characters
[NO] 73/1848 | Optimal incentive scheme for ESG disclosure
[NO] 74/1848 | Numerical Investigation of Elastically-Mounted tandem Cylinders using an ALE Runge-Kutta Discontinuous Galerkin method
[YES] 75/1848 | GoAT-X: A Graph of Auditing Thoughts for Securing Token Transactions in Cross-Chain Contracts
[NO] 76/1848 | Exact, Efficient, and Reliable Multi-Objective and Multi-Constrained IoT Workflow Scheduling in Edge-Hub-Cloud Cyber-Physical Systems
[NO] 77/1848 | See Further, Think Deeper: Advancing VLM's Reasoning Ability with Low-level Visual Cues and Reflection
[NO] 78/1848 | Amplified Urban Climate Extremes from Global Warming-Urbanization Synergy: Toward a Physics-Informed Intelligence Paradigm
[NO] 79/1848 | Monocular Depth Estimation via Neural Network with Learnable Algebraic Group and Ring Structures
[NO] 80/1848 | Existence of stationary solutions for some systems of integro-differential equations with Laplace and bi-Laplace operators
[NO] 81/1848 | X-NegoBox: An Explainable Privacy-Budget Negotiation Framework for Secure Peer-to-Peer Energy Data Exchange
[NO] 82/1848 | The FLAMINGO simulations data release
[NO] 83/1848 | A Tour of Locality Sensitive Filtering on the Sphere
[NO] 84/1848 | Generative Design of a Gas Turbine Combustor Using Invertible Neural Networks
[NO] 85/1848 | Complementary-polarity double-layer LiTaO3 resonators for symmetry-selective SH2 excitation with ultrahigh electromechanical coupling (kt^2 = 25.7%)
[YES] 86/1848 | Differentiable Faithfulness Alignment for Cross-Model Circuit Transfer
[NO] 87/1848 | Gyration Stability for Products
[NO] 88/1848 | ReVSI: Rebuilding Visual Spatial Intelligence Evaluation for Accurate Assessment of VLM 3D Reasoning
[NO] 89/1848 | Cosine bands, flat bands and superconductivity in orthorhombic iron selenide
[NO] 90/1848 | $H^\infty$--functional calculus for generators of semigroups that admit lower bounds
[NO] 91/1848 | Latent-Hysteresis Graph ODEs: Modeling Coupled Topology-Feature Evolution via Continuous Phase Transitions
[NO] 92/1848 | Bounds on nonlinear effective field theories via resurgent relative entropy
[NO] 93/1848 | Resonant RF Wakefield Coupling for Radiation-Reaction Control of 3D Betatron Dynamics in Hybrid Laser Plasma Accelerators
[NO] 94/1848 | Model-Free Inference of Investor Preferences: A Relative Entropy IRL Approach
[NO] 95/1848 | Functional Dismantling of Network Relaxation through Slow-Branch Susceptibility
[NO] 96/1848 | SVOM/C-GFT: Instrumentation and Performances on the SVOM Alerts
[NO] 97/1848 | GRM Scientific Pipeline
[NO] 98/1848 | Overview of Ground-based Wide-Angle Cameras array
[NO] 99/1848 | SVOM/VT: Preliminary Calibration Analysis
[NO] 100/1848 | The SVOM / ECLAIRs Scientific Analysis Pipeline
[NO] 101/1848 | The Microchannel X-ray Telescope on board the SVOM mission: in-flight scientific performance
[NO] 102/1848 | On a family of strong fractional maximal operators
[NO] 103/1848 | GeoEdit: Local Frames for Fast, Training-Free On-Manifold Editing in Diffusion Models
[NO] 104/1848 | Graph-augmented Segmentation of Complex Shapes in Laser Powder bed Fusion for Enhanced In Situ Inspection
[NO] 105/1848 | Precision extraction of the deuteron electric polarizability via the Baldin sum rule with full low-energy coverage
[YES] 106/1848 | RefEvo: Agentic Design with Co-Evolutionary Verification for Agile Reference Model Generation
[NO] 107/1848 | Dichroic Raman probes for chiral edge modes
[NO] 108/1848 | MultiDx: A Multi-Source Knowledge Integration Framework towards Diagnostic Reasoning
[NO] 109/1848 | Dynamic Cyber Ranges
[NO] 110/1848 | POCA: Pareto-Optimal Curriculum Alignment for Visual Text Generation
[NO] 111/1848 | Defusing the Trigger: Plug-and-Play Defense for Backdoored LLMs via Tail-Risk Intrinsic Geometric Smoothing
[NO] 112/1848 | The Ethical Knowledge Gap: Dispersed Knowledge, Sensemaking Failures, and Epistemic Dependence
[NO] 113/1848 | Semi-Discrete Approximation of Aubry and Mather sets
[NO] 114/1848 | Synchronized molecular dynamics method for thin-layer flows of complex fluids
[NO] 115/1848 | Near-Optimal Heaps and Dijkstra on Pointer Machines
[NO] 116/1848 | Quantum algorithm for solving high-dimensional linear stochastic differential equations via amplitude encoding of the noise term
[NO] 117/1848 | The Benjamin-Ono equation with 2D control input: approximate controllability and its application
[NO] 118/1848 | Finite-Gap Solutions of the Pohlmeyer--Lund--Regge Equation and the Associated Curve Evolution
[NO] 119/1848 | Geometry selective colossal negative dielectric permittivity in CaFe2O4 nanostructures
[NO] 120/1848 | Photon Surfaces in Higher-Curvature Gravity: Implications for Quasinormal Modes and Gravitational Lensing
[NO] 121/1848 | Learning is Revelation in Disguise: Improved Regret and Equivalence Results for Dynamic Pricing
[NO] 122/1848 | AsyncShield: A Plug-and-Play Edge Adapter for Asynchronous Cloud-based VLA Navigation
[NO] 123/1848 | Neural Enhancement of Analytical Appearance Models
[NO] 124/1848 | Dynamic Grammar-Compressed Self-Index in $delta$-Optimal Space
[NO] 125/1848 | The Pragmatic Persona: Discovering LLM Persona through Bridging Inference
[NO] 126/1848 | Distilling Self-Consistency into Verbal Confidence: A Pre-Registered Negative Result and Post-Hoc Rescue on Gemma 3 4B
[NO] 127/1848 | DataClaw: An Autonomous Data Agent with Instant Messaging Integration
[NO] 128/1848 | Analysis of Stability and Performance of Economic Model Predictive Control with State-Independent Costs
[NO] 129/1848 | Low-energy hadronic physics in holographic $\mathrm{QCD_{3}}$ with anisotropy
[NO] 130/1848 | AgenticCache: Cache-Driven Asynchronous Planning for Embodied AI Agents
[NO] 131/1848 | ServImage: An Image Generation and Editing Benchmark from Real-world Commercial Imaging Services
[NO] 132/1848 | QubitQuest: Learning Quantum Computing through Mini-Games
[NO] 133/1848 | Single-Cycle Multidirectional EOG Classification Faster than Human Reaction Time for Wearable Human-Computer Interactions
[NO] 134/1848 | IntentVLM: Open-Vocabulary Intention Recognition through Forward-Inverse Modeling with Video-Language Models
[NO] 135/1848 | Adaptive-Distribution Randomized Neural Networks for PDEs: A Low-Dimensional Distribution-Learning Framework
[NO] 136/1848 | When to Commit? Towards Variable-Size Self-Contained Blocks for Discrete Diffusion Language Models
[YES] 137/1848 | Fix Initial Codes and Iteratively Refine Textual Directions Toward Safe Multi-Turn Code Correction
[NO] 138/1848 | SUDA-Muon: Structural Design Principles and Boundaries for Fully Decentralized Muon
[NO] 139/1848 | Making Sense of Scams: Understanding Scam Conversations Through Multi-Level Alignment
[NO] 140/1848 | Task-guided Spatiotemporal Network with Diffusion Augmentation for EEG-based Dementia Diagnosis and MMSE Prediction
[NO] 141/1848 | Multi-Robot Motions in Milliseconds: Vector-Accelerated Primitives for Sampling-Based Planning
[NO] 142/1848 | $q$-Derivative Grammar
[NO] 143/1848 | Hard Probes in Ultraperipheral Collisions at LHCb
[NO] 144/1848 | Viewport-Unaware Blind Omnidirectional Image Quality Assessment: A Unified and Generalized Approach
[NO] 145/1848 | What Did They Mean? How LLMs Resolve Ambiguous Social Situations across Perspectives and Roles
[NO] 146/1848 | Robust and Clinically Reliable EEG Biomarkers: A Cross Population Framework for Generalizable Parkinson's Disease Detection
[NO] 147/1848 | Nearly Optimal Subdata Selection
[NO] 148/1848 | Agentic AI platforms for autonomous training and rule induction of human-human and virus-human protein-protein interactions
[NO] 149/1848 | High Harmonic Radiation from a Low-K Biharmonic Planar Undulator
[NO] 150/1848 | A Theoretical Study of the Structure and Elemental Abundances of HD 20794
[NO] 151/1848 | Waning Immunity Fails to Restore a Positive Epidemic Threshold on Power-Law Networks
[NO] 152/1848 | A Spectral Gap Informed Parameter Schedule for QAOA
[NO] 153/1848 | Nuclear non-resonant photoexcitation assisted by electron recombination
[NO] 154/1848 | Dynamical Fluctuation-Response Relations
[NO] 155/1848 | Balancing Quantum Memories in Asymmetric Repeaters for High-Fidelity Entanglement Distribution
[NO] 156/1848 | Large-Scale Photogrammetric Documentation of St. John's Co-Cathedral: A Workflow for Cultural Heritage Preservation
[NO] 157/1848 | Multilevel radial basis function surrogates for noise-robust DSMC-CFD coupling
[NO] 158/1848 | Optical depth dictates universal bounds on many-body decay in atomic ensembles
[NO] 159/1848 | Errors that matter: Uncertainty-aware universal machine-learning potentials calibrated on experiments
[NO] 160/1848 | Scheduling and Routing in the Flexible Job Shop with Heterogeneous Transbots and Zoning: A Constraint Programming Approach
[NO] 161/1848 | Beam Scheduling for Cross-Layer ISAC: A Deep Reinforcement Learning Approach
[NO] 162/1848 | Sub-acoustic resolution photoacoustic imaging through scattering layers using speckle correlations
[NO] 163/1848 | The lifetime of 100,000 molecular clouds in the nearby Universe
[YES] 164/1848 | Personalized Worked Example Generation from Student Code Submissions using Pattern-based Knowledge Components
[NO] 165/1848 | Spectral Evidence of Heavy Nuclei from the Neutron Star Crust in Magnetar Bursts
[NO] 166/1848 | Nonintegral Flux Trapping in Frustrated Josephson Networks of Triplet Superconductors
[NO] 167/1848 | Efficient Multivariate Kelly Optimization Reveals Sigmoidal Scaling Laws
[NO] 168/1848 | Sentiment and Emotion Classification of Indonesian E-Commerce Reviews via Multi-Task BiLSTM and AutoML Benchmarking
[NO] 169/1848 | Gate-dependent offset charge shifts and anharmonicity in gatemon qubits in the weak tunneling regime
[YES] 170/1848 | Long-Context Aware Upcycling: A New Frontier for Hybrid LLM Scaling
[YES] 171/1848 | Contextual Linear Activation Steering of Language Models
[NO] 172/1848 | Benchmarking Source-Sensitive Reasoning in Turkish: Humans and LLMs under Evidential Trust Manipulation
[NO] 173/1848 | Survey on topological methods for Allen--Cahn equations and systems
[NO] 174/1848 | The moduli space of Higgs pairs
[YES] 175/1848 | MAS-SZZ: Multi-Agentic SZZ Algorithm for Vulnerability-Inducing Commit Identification
[NO] 176/1848 | Global Context or Local Detail? Adaptive Visual Grounding for Hallucination Mitigation
[NO] 177/1848 | Weak solutions to distribution-dependent stochastic Volterra equations
[NO] 178/1848 | Mapping Reversal Pathways and Interaction Fields in Artificial Spin Ice
[NO] 179/1848 | Certified geometric robustness -- Super-DeepG
[NO] 180/1848 | Culture-Aware Machine Translation in Large Language Models: Benchmarking and Investigation
[YES] 181/1848 | DPEPO: Diverse Parallel Exploration Policy Optimization for LLM-based Agents
[NO] 182/1848 | Strong convergence and temporal-spatial regularity for tamed Euler approximations of Lévy-driven SDEs
[NO] 183/1848 | Role of heavy neutral lepton in lepton number violating $B$ meson decays
[NO] 184/1848 | Local automorphisms of some classical groups
[NO] 185/1848 | Coloring for dispersion: A polynomial-time algorithm for cardinality-constrained 2-anticlustering
[YES] 186/1848 | BitRL: Reinforcement Learning with 1-bit Quantized Language Models for Resource-Constrained Edge Deployment
[NO] 187/1848 | SVOM/VT: Real-Time Onboard Data Processing
[NO] 188/1848 | The VHF alert network of the SVOM mission
[NO] 189/1848 | COLIBRI (SVOM/FM-GFT): Instrumentation and Performances on the SVOM Alerts
[NO] 190/1848 | The SVOM mission, its profile and its system
[NO] 191/1848 | SVOM/ECLAIRs detection plane: main features and performance
[NO] 192/1848 | SVOM Science User Support at FSC
[NO] 193/1848 | The SVOM French Science Center Infrastructure
[NO] 194/1848 | SVOM/VT: Instrument Overview, Science Objectives, and First-Year Performance
[NO] 195/1848 | A Particle Multi-Relaxation Bhatnagar-Gross-Krook Method for Rarefied Monatomic Gas Mixtures
[NO] 196/1848 | OpenPodcar2: a robust, ROS2 vehicle for self-driving research
[NO] 197/1848 | Nitrogen doping induced metal-insulator transition with iso-symmetric character in rutile VO2
[NO] 198/1848 | Deep Learning-Enabled Dissolved Oxygen Sensing in Biofouling Environments for Ocean Monitoring
[NO] 199/1848 | The Flat CR Twistor Model $Q^{2,2}$ and Its Algebraic Sections
[NO] 200/1848 | Density protected states in active matter under virtual confinement
[NO] 201/1848 | On the complexity of edge subdivision to $H$-free graphs
[NO] 202/1848 | On Detecting $H$-Induced Minors for Small $H$
[NO] 203/1848 | Dynamical generation of stable optical-microwave squeezing in structured reservoirs
[YES] 204/1848 | Empowering Autonomous Debugging Agents with Efficient Dynamic Analysis
[NO] 205/1848 | Graph Neural Ordinary Differential Equations for Power System Identification
[NO] 206/1848 | Converging Zero Trust and IoT Security: A Multivocal Literature Review
[NO] 207/1848 | Bound state in the continuum induced room-temperature superfluorescence
[YES] 208/1848 | Agentic Witnessing: Pragmatic and Scalable TEE-Enabled Privacy-Preserving Auditing
[NO] 209/1848 | The Three Hundred project: cosmic web identification from 2D gas and Compton-$y$ maps of galaxy clusters outskirts
[YES] 210/1848 | Rewarding the Scientific Process: Process-Level Reward Modeling for Agentic Data Analysis
[NO] 211/1848 | Three-core fiber Fabry-Perot resonator for dual-frequency comb generation
[NO] 212/1848 | Computer Vision-Based Early Detection of Container Loss at Sea
[NO] 213/1848 | Generalizable Friction Coefficient Estimation via Material Embedding and Proxy Interaction Modeling
[NO] 214/1848 | $M^2$-VLA: Boosting Vision-Language Models for Generalizable Manipulation via Layer Mixture and Meta-Skills
[NO] 215/1848 | Liouville Quantum Duality and Random Planar Maps II
[NO] 216/1848 | Meta-Aligner: Bidirectional Preference-Policy Optimization for Multi-Objective LLMs Alignment
[NO] 217/1848 | Selected Topics in Quark-Hadron Physics: From Scalar Nonets to Topological Glueballs
[NO] 218/1848 | Explanation Quality Assessment as Ranking with Listwise Rewards
[NO] 219/1848 | PEPS: Positional Encoding Projected Sampling -- Extended
[NO] 220/1848 | Diagrammatics for lax and Frobenius monoidal functors and weak morphism classifiers
[NO] 221/1848 | A Bornological Perspective on the Representability of Derived Moduli Stacks of Solutions to PDEs
[NO] 222/1848 | Robust Deepfake Detection, NTIRE 2026 Challenge: Report
[NO] 223/1848 | Quantum Prediction of Transport Dynamics in Discretized State Spaces
[YES] 224/1848 | AgentWard: A Lifecycle Security Architecture for Autonomous AI Agents
[YES] 225/1848 | Déjà Vu Packing: Optimizing FPGA Logic Clustering Runtime via Pattern Memoization
[NO] 226/1848 | DepthKV: Layer-Dependent KV Cache Pruning for Long-Context LLM Inference
[NO] 227/1848 | Reduced-Order Data Assimilation for Thermospheric Density Using Physics-informed SINDyc Models
[NO] 228/1848 | $k$-step nilpotent symplectic Lie algebras associated with graphs
[NO] 229/1848 | XGRAG: A Graph-Native Framework for Explaining KG-based Retrieval-Augmented Generation
[NO] 230/1848 | CF-VLA: Efficient Coarse-to-Fine Action Generation for Vision-Language-Action Policies
[NO] 231/1848 | CaTherine wheels
[NO] 232/1848 | Accurate distances of the Galactic spiral arms from dust-scattered X-ray emission of gamma-ray bursts
[NO] 233/1848 | Learning to Route Queries to Heads for Attention-based Re-ranking with Large Language Models
[NO] 234/1848 | PRP, HS and LS Conjugate Gradient Methods for Interval-Valued Multiobjective Optimization Problems
[NO] 235/1848 | Quantum vs. Classical Spin: A Comparative Study of Dipolar Spin Dynamics and the Onset of Chaos
[NO] 236/1848 | A systematic evaluation of vision-language models for observational astronomical reasoning tasks
[NO] 237/1848 | Hyper-Operations and Extension of Scalars from $\mathbb{F}_1$ to $\mathbb{Z}$
[NO] 238/1848 | Efficient learning by implicit exploration in bandit problems with side observations
[NO] 239/1848 | BoomHQ: Learning to Boost Multiple Hybrid Queries on Vector DBMSs
[YES] 240/1848 | Mono2Sls: Automated Monolith-to-Serverless Migration via Multi-Stage Pipeline with Static Analysis
[YES] 241/1848 | STELLAR-E: a Synthetic, Tailored, End-to-end LLM Application Rigorous Evaluator
[NO] 242/1848 | The Polynomial Hierarchy and $ω$-categorical CSPs
[NO] 243/1848 | Hierarchical Causal Uplift Modeling in Overlapping Customer Journeys
[YES] 244/1848 | How Do Software Engineering Students Use Generative AI in Real-World Capstone Projects? An Empirical Baseline Study
[NO] 245/1848 | StarCLR: Contrastive Learning Representation for Astronomical Light Curves
[NO] 246/1848 | Newman's Tauberian theorem, the Riemann-Lebesgue Lemma, and abstract analytic number theory
[NO] 247/1848 | Comparative Evaluation of Modern Deep Learning Methodologies for Portfolio Optimization
[YES] 248/1848 | Zero-to-CAD: Agentic Synthesis of Interpretable CAD Programs at Million-Scale Without Real Data
[NO] 249/1848 | Heterogeneous-Horizon Exact-Weight Local SGD
[NO] 250/1848 | Characterizing Vision-Language-Action Models across XPUs: Constraints and Acceleration for On-Robot Deployment
[NO] 251/1848 | PhysNote: Self-Knowledge Notes for Evolvable Physical Reasoning in Vision-Language Model
[NO] 252/1848 | Combined shrinkage of fixed and random effects in linear mixed models using empirical Bayes
[NO] 253/1848 | BandRouteNet: An Adaptive Band Routing Neural Network for EEG Artifact Removal
[NO] 254/1848 | Phase-Separated Complex Hilbert PCA on Markerless 3D Pose Estimation Data: A Global Phase Network and Its Extension to a Continuous Field on the Body Surface
[NO] 255/1848 | The Alignment Target Problem: Divergent Moral Judgments of Humans, AI Systems, and Their Designers
[NO] 256/1848 | 6thGrid-Net: Unified Remote Sensing Image Dehazing Based on Color Restoration and Edge-Preserving
[NO] 257/1848 | Pressure sensing by electro-mechanical coupling in compliant dielectric membranes polarized by a bias voltage
[NO] 258/1848 | Near-tight Bounds for Computing the Fréchet Distance in d-Dimensional Grid Graphs and the Implications for λ-low Dense Curves
[NO] 259/1848 | Detecting Avalanche Effect in Adversarial Settings: Spotting the Encryption Loops in Ransomware
[NO] 260/1848 | Natural-orbital locking reveals hidden steady-state skin order in Gaussian open fermion chains
[NO] 261/1848 | Optimal Planning and Control under Signal Temporal Logic Specifications
[NO] 262/1848 | SemML 2.0: Synthesizing Controllers for LTL
[NO] 263/1848 | $g_{tt}g_{rr} =-1$ black hole thermodynamics in extended quasi-topological gravity
[NO] 264/1848 | The Number of Isomorphism Classes of Beauville Surfaces with Beauville $p$-Group
[NO] 265/1848 | TACO: Efficient Communication Compression of Intermediate Tensors for Scalable Tensor-Parallel LLM Training
[NO] 266/1848 | An exponentially small gap of the Perron vector on independent sets
[NO] 267/1848 | PeeriScope: A Multi-Faceted Framework for Evaluating Peer Review Quality
[NO] 268/1848 | Grounding Before Generalizing: How AI Differs from Humans in Causal Transfer
[NO] 269/1848 | A Road-Mobile GNSS-Disciplined Oscillator for Accurate Synchronization of Vehicular Microwave Measurements
[NO] 270/1848 | CLLAP: Contrastive Learning-based LiDAR-Augmented Pretraining for Enhanced Radar-Camera Fusion
[NO] 271/1848 | End-to-End Learning for Partially-Observed Time Series with PyPOTS
[YES] 272/1848 | Vulnerability Identification by Harnessing Inter-connected Multi-Source Information
[NO] 273/1848 | Non-Hermitian Synthetic Phase Shifter: Topologically-Protected Phase Control via Tunable Losses
[NO] 274/1848 | IPRU: Input-Perturbation-based Radio Frequency Fingerprinting Unlearning for LAWNs
[NO] 275/1848 | Room-temperature shape-memory effect in Sr(Ni$_{1-x}$Cu$_x$)$_2$P$_2$
[NO] 276/1848 | Neyman Jackknife: Design-Based Variance Estimation for Causal Inference under Interference
