[2026-03-20 09:28:40] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-19
正在获取论文...
[arXiv] 2026-03-19 | Matryoshka Gaussian Splatting
[NO] 149/1873 | Proceedings of the 2nd Workshop on Advancing Artificial Intelligence through Theory of Mind
[NO] 150/1873 | $S^3$ partition functions and Equivariant CY$_4 $/ CY$_3$ correspondence from Quantum curves
[NO] 151/1873 | XCOM: Full Mesh Network Synchronization and Low-Latency Communication for QICK (Quantum Instrumentation Control Kit)
[NO] 152/1873 | Longitudinal Nonreciprocal Charge Transport with Time Reversal Symmetry
[NO] 153/1873 | Rotation-triggered Kelvin-Helmholtz and counter-superflow instabilities in a three-component Bose-Einstein condensate
[NO] 154/1873 | Complexity bounds on neural networks for the solution of structured linear systems of equations
[NO] 155/1873 | GWTC-4.0: Tests of General Relativity. I. Overview and General Tests
[NO] 156/1873 | Best-of-Both-Worlds Multi-Dueling Bandits: Unified Algorithms for Stochastic and Adversarial Preferences under Condorcet and Borda Objectives
[NO] 157/1873 | Ontology-Guided Diffusion for Zero-Shot Visual Sim2Real Transfer
[NO] 158/1873 | Spatially Indirect Exciton Condensation in Two-Dimensional Strongly Correlated Semimetals
[NO] 159/1873 | On the Finsler variational nature of autoparallels in metric-affine geometry
[NO] 160/1873 | Hadronic screening masses in thermal QCD up to the electroweak scale
[NO] 161/1873 | A Theoretical Comparison of No-U-Turn Sampler Variants: Necessary and Su?cient Convergence Conditions and Mixing Time Analysis under Gaussian Targets
[NO] 162/1873 | Holey Hyperbolic Polyforms
[NO] 163/1873 | Secure Cell-Free Massive MIMO ISAC Systems: Joint AP Selection and Power Allocation Against Eavesdropping
[NO] 164/1873 | Single-particle strength toward N = 32: Spectroscopy of 51 Ca via the 50 Ca(d, p) reaction
[NO] 165/1873 | Robust mean-field games under entropy-based uncertainty
[NO] 166/1873 | Agentic Flow Steering and Parallel Rollout Search for Spatially Grounded Text-to-Image Generation
[NO] 167/1873 | GEAR: Geography-knowledge Enhanced Analog Recognition Framework in Extreme Environments
[NO] 168/1873 | REST: Receding Horizon Explorative Steiner Tree for Zero-Shot Object-Goal Navigation
[NO] 169/1873 | Periodicity and Rotation Number for Random Circle Homeomorphisms
[YES] 170/1873 | AutORAN: LLM-driven Natural Language Programming for Agile xApp Development
[NO] 171/1873 | Complementary Text-Guided Attention for Zero-Shot Adversarial Robustness
[NO] 172/1873 | Elastic Weight Consolidation Done Right for Continual Learning
[NO] 173/1873 | Language Model Maps for Prompt-Response Distributions via Log-Likelihood Vectors
[NO] 174/1873 | Distribution of fidelity zeros in two-band topological models
[NO] 175/1873 | Benchmarking Visual Feature Representations for LiDAR-Inertial-Visual Odometry Under Challenging Conditions
[NO] 176/1873 | AU Codes, Language, and Synthesis: Translating Anatomy to Text for Facial Behavior Synthesis
[NO] 177/1873 | Subleading soft dressings for QED scattering states
[NO] 178/1873 | Breaking Hard Isomorphism Benchmarks with DRESS
[NO] 179/1873 | ICE: Intervention-Consistent Explanation Evaluation with Statistical Grounding for LLMs
[NO] 180/1873 | Dream the Dream: Futuring Communication between LGBTQ+ and Cisgender Groups in Metaverse
[NO] 181/1873 | Attack by Unlearning: Unlearning-Induced Adversarial Attacks on Graph Neural Networks
[NO] 182/1873 | Transformers Learn Robust In-Context Regression under Distributional Uncertainty
[NO] 183/1873 | Reasonably reasoning AI agents can avoid game-theoretic failures in zero-shot, provably
[NO] 184/1873 | Scalarization of charged Taub-NUT black hole and the entropy bound
[NO] 185/1873 | High-threshold magic state distillation with quantum quadratic residue codes
[NO] 186/1873 | HiMu: Hierarchical Multimodal Frame Selection for Long Video Question Answering
[NO] 187/1873 | On the origin of non-Arrhenius behavior of grain growth
[NO] 188/1873 | Borsuk-Ulam type theorem for Stiefel manifolds and orthogonal mass partitions
[NO] 189/1873 | Quantifying Memory Cells Vulnerability for DRAM Security
[NO] 190/1873 | Measuring ESG Risk in Supply Networks
[NO] 191/1873 | Remedying Target-Domain Astigmatism for Cross-Domain Few-Shot Object Detection
[NO] 192/1873 | Beyond Passive Aggregation: Active Auditing and Topology-Aware Defense in Decentralized Federated Learning
[NO] 193/1873 | Rethink Web Service Resilience in Space: A Radiation-Aware and Sustainable Transmission Solution
[NO] 194/1873 | Wind accretion onto planets orbiting an evolving Solar-like star and their detectability
[NO] 195/1873 | 3DreamBooth: High-Fidelity 3D Subject-Driven Video Generation Model
[NO] 196/1873 | Emission-line Variable Active Galactic Nuclei at Cosmic Noon from HETDEX
[NO] 197/1873 | Gravitational Wave-Induced Scrambling Delay in SYK Wormhole Teleportation
[YES] 198/1873 | Expert Personas Improve LLM Alignment but Damage Accuracy: Bootstrapping Intent-Based Persona Routing with PRISM
[NO] 199/1873 | One-week optical observations of pulsed emission from the Crab pulsar with IMONY on the 3.8 m Seimei telescope
[YES] 200/1873 | Cross-Domain Demo-to-Code via Neurosymbolic Counterfactual Reasoning
[NO] 201/1873 | Phase Transitions in a Modified Ising Spin Glass Model: A Tensor-Network-based Sampling Approach
[NO] 202/1873 | GAIN: A Benchmark for Goal-Aligned Decision-Making of Large Language Models under Imperfect Norms
[NO] 203/1873 | Recolour What Matters: Region-Aware Colour Editing via Token-Level Diffusion
[NO] 204/1873 | Impact of Differentials in SIMON32 Algorithm for Lightweight Security of Internet of Things
[NO] 205/1873 | Pólya Thresholds Graphs
[NO] 206/1873 | Generalizations of Backup Control Barrier Functions: Expansion and Adaptation for Input-Bounded Safety-Critical Control
[NO] 207/1873 | CNT: Safety-oriented Function Reuse across LLMs via Cross-Model Neuron Transfer
[NO] 208/1873 | Topological Obstructions to the Existence of Control Barrier Functions
[NO] 209/1873 | Self-Tuning Sparse Attention: Multi-Fidelity Hyperparameter Optimization for Transformer Acceleration
[NO] 210/1873 | Pixel-Accurate Epipolar Guided Matching
[NO] 211/1873 | Weighted Time Averages and Weak Convergence to Equilibrium in Quantum Integrable Systems
[NO] 212/1873 | Probing the Color-Octet Mechanism via Dihadron Fragmentation in $χ_b$ Decays
[NO] 213/1873 | DriftGuard: Mitigating Asynchronous Data Drift in Federated Learning
[NO] 214/1873 | Through the Looking-Glass: AI-Mediated Video Communication Reduces Interpersonal Trust and Confidence in Judgments
[NO] 215/1873 | Data-driven construction of machine-learning-based interatomic potentials for gas-surface scattering dynamics: the case of NO on graphite
[NO] 216/1873 | Matter radii from interaction cross sections using microscopic nuclear densities
[NO] 217/1873 | RewardFlow: Topology-Aware Reward Propagation on State Graphs for Agentic RL with Large Language Models
[NO] 218/1873 | PAPR-Aware Waveform Design for Energy-Efficient MIMO-OFDM SWIPT
[NO] 219/1873 | HORNet: Task-Guided Frame Selection for Video Question Answering with Vision-Language Models
[NO] 220/1873 | Decorated Local Systems and Character Varieties
[NO] 221/1873 | Robust Beamforming for Practical RIS-Aided RSMA Systems with Imperfect SIC under Transceiver Hardware Impairments
[NO] 222/1873 | A Model Ensemble-Based Post-Processing Framework for Fairness-Aware Prediction
[NO] 223/1873 | Agent Control Protocol: Admission Control for Agent Actions
[NO] 224/1873 | Detecting Basic Values in A Noisy Russian Social Media Text Data: A Multi-Stage Classification Framework
[NO] 225/1873 | Extreme value statistics and some applications in statistical physics
[NO] 226/1873 | The Legend of Masaki Kashiwara and Algebraic Analysis
[NO] 227/1873 | Rethinking Uncertainty Quantification and Entanglement in Image Segmentation
[NO] 228/1873 | Phonon Band Center: A Robust Descriptor to Capture Anharmonicity
[NO] 229/1873 | Enhancing the Parameterization of Reservoir Properties for Data Assimilation Using Deep VAE-GAN
[NO] 230/1873 | ProCal: Probability Calibration for Neighborhood-Guided Source-Free Domain Adaptation
[NO] 231/1873 | Quantum confinement in semiconductor random alloys: a case study on Si/SiGe/Si
[NO] 232/1873 | A stray light analysis for SO/PHI-HRT and an updated comparison of the inferred magnetic field with SDO/HMI
[YES] 233/1873 | Memento-Skills: Let Agents Design Agents
[NO] 234/1873 | 6Bit-Diffusion: Inference-Time Mixed-Precision Quantization for Video Diffusion Models
[NO] 235/1873 | Spatial resolution improvement of PICOSEC Micromegas precise timing detectors
[NO] 236/1873 | Reconstructions of Single Pixel X-Ray Transforms with Applications in Nuclear-Disarmament Verification
[NO] 237/1873 | Non-linear in-band interference cancellation on base of conjugate gradients method
[NO] 238/1873 | Bass numbers of local cohomology modules at the first and last non-vanishing levels
[NO] 239/1873 | A Hybrid Physical--Digital Framework for Annotated Fracture Reduction Data Evaluated using Clinically Relevant 3D metrics
[NO] 240/1873 | Holter-to-Sleep: AI-Enabled Repurposing of Single-Lead ECG for Sleep Phenotyping
[NO] 241/1873 | Accurate and Efficient Multi-Channel Time Series Forecasting via Sparse Attention Mechanism
[NO] 242/1873 | Cohomology of dilute Temperley--Lieb algebras
[NO] 243/1873 | Assessing performance tradeoffs in hierarchical organizations using a diffusive coupling model
[NO] 244/1873 | High-Performance Portable GPU Primitives for Arbitrary Types and Operators in Julia
[NO] 245/1873 | TurboMem: High-Performance Lock-Free Memory Pool with Transparent Huge Page Auto-Merging for DPDK
[NO] 246/1873 | A note on compact almost Yamabe solitons
[NO] 247/1873 | Weak Localization and Magnetoconductance in Percolative Superconducting Aluminum Films
[NO] 248/1873 | Thinking with Constructions: A Benchmark and Policy Optimization for Visual-Text Interleaved Geometric Reasoning
[NO] 249/1873 | Mean-field control barrier functions for stochastic multi-agent systems
[NO] 250/1873 | Click-to-Ask: An AI Live Streaming Assistant with Offline Copywriting and Online Interactive QA
[NO] 251/1873 | Birkhoff normal forms, Dirac brackets and symplectic reduction
[NO] 252/1873 | Beyond TVLA: Anderson-Darling Leakage Assessment for Neural Network Side-Channel Leakage Detection
[NO] 253/1873 | Dust, gas activity and morphology of comet 12P/Pons-Brooks at heliocentric distances beyond 1.1 au
[NO] 254/1873 | The Geometry of Polycons and a Counterexample to Wachspress' Conjecture
[NO] 255/1873 | TiBCLaG: A Trigger-induced Bistable Compliant Laparoscopic Grasper
[NO] 256/1873 | A Warm Massive Pair of Planets around TOI-1232 Revealed with Transit-timing Variations and Doppler Spectroscopy
[NO] 257/1873 | $\mathrm{PGL}(3)$-invariant integrable systems from factorisation of linear differential and difference operators
[NO] 258/1873 | Optimal strategies for controlled growth in metastable Kawasaki dynamics
[NO] 259/1873 | Duality of generalized Maxwell theories as an equivalence in derived geometry
[YES] 260/1873 | Weaver: Fuzzing JavaScript Engines at the JavaScript-WebAssembly Boundary
[NO] 261/1873 | Schrödinger Bridges via the Hacking of Bayesian Priors in Classical and Quantum Regimes
[NO] 262/1873 | UGC 2369S: a Kpc Scale Triple Merger Candidate Identified in a Nearby Luminous Infrared Galaxy
[NO] 263/1873 | Robotic Agentic Platform for Intelligent Electric Vehicle Disassembly
[NO] 264/1873 | A bilinear inverse problem with forward operator inaccuracy applied to neonatal atlas-based diffuse optical tomography
[NO] 265/1873 | Joint ergodicity - 40 years on
[NO] 266/1873 | HECATEv2: An all-sky galaxy catalogue for multimessenger astrophysics
[NO] 267/1873 | Observational Signatures of Rotating Ayón-Beato-García Black Holes: Shadows, Accretion Disks and Images
[NO] 268/1873 | Deterministic nucleation of nanocrystal superlattices on 2D perovskites for light-funneling heterostructures
[NO] 269/1873 | Transverse spin effects and light-quark dipole moments at colliders
[NO] 270/1873 | Unified Taxonomy for Multivariate Time Series Anomaly Detection using Deep Learning
[NO] 271/1873 | Scale-Dependent Emergence of Hindered Diffusion in the Brain Extracellular Space
[NO] 272/1873 | On the Duality of Coverings in Hilbert Geometry
[NO] 273/1873 | Quantum and classical approaches to the optimization of highway platooning: the two-vehicle matching problem
[NO] 274/1873 | Agentic Business Process Management: A Research Manifesto
[NO] 275/1873 | Geometric Dynamics of Turbulence
[NO] 276/1873 | Measurement of the $\mathbf{B^0}$-meson production cross section in proton--proton collisions at $\mathbf{\sqrt{\textit{s}}=13.6}$ TeV
[NO] 277/1873 | Variations in the 6.2 $μ$m polycyclic aromatic hydrocarbon band in Active Galactic Nuclei- and Starburst-dominated galaxies
[YES] 278/1873 | Act While Thinking: Accelerating LLM Agents via Pattern-Aware Speculative Tool Execution
[NO] 279/1873 | I Can't Believe It's Corrupt: Evaluating Corruption in Multi-Agent Governance Systems
[NO] 280/1873 | Not All Features Are Created Equal: A Mechanistic Study of Vision-Language-Action Models
[NO] 281/1873 | FinTradeBench: A Financial Reasoning Benchmark for LLMs
[NO] 282/1873 | F2LLM-v2: Inclusive, Performant, and Efficient Embeddings for a Multilingual World
[NO] 283/1873 | Synthetic Control Misconceptions: Recommendations for Practice
[NO] 284/1873 | Quantum theory based on real numbers cannot be experimentally falsified
[NO] 285/1873 | Tinted Frames: Question Framing Blinds Vision-Language Models
[NO] 286/1873 | Gamma positivity, PL homeomorphism types, and orthogonal polynomials
[NO] 287/1873 | How Auditory Knowledge in LLM Backbones Shapes Audio Language Models: A Holistic Evaluation
[NO] 288/1873 | Luck and magic for Pitman-Stanley polytopes and parking functions
[NO] 289/1873 | Investigating the role of tetraquark operators in lattice QCD studies of the $a_0(980)$ and $κ$ resonances
[NO] 290/1873 | GenMFSR: Generative Multi-Frame Image Restoration and Super-Resolution
[NO] 291/1873 | Improving RCT-Based Treatment Effect Estimation Under Covariate Mismatch via Calibrated Alignment
[NO] 292/1873 | Formation and Decay of Oscillons in Einstein-Cartan Higgs Inflation
[NO] 293/1873 | Perturbative approach to the infrared gluon propagator in the maximal Abelian gauge
[NO] 294/1873 | DyMoE: Dynamic Expert Orchestration with Mixed-Precision Quantization for Efficient MoE Inference on Edge
[NO] 295/1873 | ADMM-Based Distributed MPC with Control Barrier Functions for Safe Multi-Robot Quadrupedal Locomotion
[NO] 296/1873 | Fast and Effective Computation of Generalized Symmetric Matrix Factorization
[NO] 297/1873 | Hyper-efficient superconducting filterbanks with impedance-defined spectral resolution for millimeter-wave spectroscopy
[YES] 298/1873 | Implicit Patterns in LLM-Based Binary Analysis
[NO] 299/1873 | From Inference Efficiency to Embodied Efficiency: Revisiting Efficiency Metrics for Vision-Language-Action Models
[NO] 300/1873 | Variational and Annealing-Based Approaches to Quantum Combinatorial Optimization
[NO] 301/1873 | Assessment of Analog Time Multiplexing in SDM Digital to Analog Converters
[NO] 302/1873 | Embeddings of variable Sobolev, Besov, and Triebel-Lizorkin spaces on metric measure spaces
[NO] 303/1873 | Post-Quantum Cryptography from Quantum Stabilizer Decoding
[NO] 304/1873 | Follow the Rules (or Not): Community Norms and AI-Generated Support in Online Health Communities
[NO] 305/1873 | In the Margins: An Empirical Study of Ethereum Inscriptions
[NO] 306/1873 | Parametric Spectral Submanifolds across Hopf Bifurcations with Applications to Fluid Dynamics
[NO] 307/1873 | Articulated-Body Dynamics Network: Dynamics-Grounded Prior for Robot Learning
[NO] 308/1873 | Multi-Modal Building Change Detection for Large-Scale Small Changes: Benchmark and Baseline
[NO] 309/1873 | Scalar field in Bianchi type-I cosmology with Lyra's geometry
[NO] 310/1873 | Pascal, Catalan, Motzkin triangles and tensor product multiplicities
[NO] 311/1873 | Photon-echo synchronization and quantum state transfer in short quantum links
[NO] 312/1873 | Fire as a Service: Augmenting Robot Simulators with Thermally and Visually Accurate Fire Dynamics
[NO] 313/1873 | Adaptive Nonlinear Data Assimilation through P-Spline Triangular Measure Transport
[NO] 314/1873 | Solving Maxwell's Equations with Mimetic Methods
[NO] 315/1873 | Probabilistic multivariate statistical process control via kernel parameter uncertainty propagation
[NO] 316/1873 | Preference-Based Optimisation in Group Decision-Making
[NO] 317/1873 | D$_4$CNN$\times$AnaCal: Physics-Informed Machine Learning for Accurate and Precise Weak Lensing Shear Estimation
[NO] 318/1873 | Man and machine: artificial intelligence and judicial decision making
[NO] 319/1873 | Non-Markovian Cosmic-Ray Pitch-Angle Transport from Mirror Interactions
[NO] 320/1873 | FUMO: Prior-Modulated Diffusion for Single Image Reflection Removal
[NO] 321/1873 | Thermodynamic Analysis of Charged AdS Black Holes with Cloud of Strings in Einstein-Bumblebee Gravity via Tsallis Entropy
[NO] 322/1873 | Linear and group identifying codes in Hamming Graphs
[NO] 323/1873 | Generalized Hand-Object Pose Estimation with Occlusion Awareness
[YES] 324/1873 | Security awareness in LLM agents: the NDAI zone case
[NO] 325/1873 | AgentDS Technical Report: Benchmarking the Future of Human-AI Collaboration in Domain-Specific Data Science
[NO] 326/1873 | Radar Detection through Rectified Flow Matching
[NO] 327/1873 | Foundations of Schrödinger Bridges for Generative Modeling
[NO] 328/1873 | Evolutionarily Stable Stackelberg Equilibrium
[NO] 329/1873 | BiSSLB: Binary Spike-and-Slab Lasso Biclustering
[YES] 330/1873 | PlanTwin: Privacy-Preserving Planning Abstractions for Cloud-Assisted LLM Agents
[NO] 331/1873 | Black Hole--Entropy Container or Creator
[NO] 332/1873 | Asynchronous-spectral fusion fluorescence microscopy for microsecond-scale behavioral dynamics
[NO] 333/1873 | Generation Models Know Space: Unleashing Implicit 3D Priors for Scene Understanding
[NO] 334/1873 | The structure and evolution of the Galactic high-$α$ disc I. Chemical and age orbital cartography
[NO] 335/1873 | NavTrust: Benchmarking Trustworthiness for Embodied Navigation
[NO] 336/1873 | Bridging Semantic and Kinematic Conditions with Diffusion-based Discrete Motion Tokenizer
[NO] 337/1873 | LVOmniBench: Pioneering Long Audio-Video Understanding Evaluation for Omnimodal LLMs
[NO] 338/1873 | Constitutive vs. Corrective: A Causal Taxonomy of Human Runtime Involvement in AI Systems
[NO] 339/1873 | On the asymptotic behavior of finite hyperfields
[NO] 340/1873 | Robustness, Cost, and Attack-Surface Concentration in Phishing Detection
[NO] 341/1873 | Measurement-Induced Quantum Neural Network
[NO] 342/1873 | FASTER: Rethinking Real-Time Flow VLAs
[NO] 343/1873 | Exploring the Role of Interaction Data to Empower End-User Decision-Making In UI Personalization
[NO] 344/1873 | Matrix Product States for Modulated Symmetries: SPT, LSM, and Beyond
[NO] 345/1873 | Markov Potential Game and Multi-Agent Reinforcement Learning for Autonomous Driving
[NO] 346/1873 | MIDST Challenge at SaTML 2025: Membership Inference over Diffusion-models-based Synthetic Tabular data
[NO] 347/1873 | Sparse Autoencoders Reveal Interpretable and Steerable Features in VLA Models
[NO] 348/1873 | Identifying AGNs from X-ray detections---I: Metallicity calibrations in AGNs with X-ray luminosity as the primary input parameter
[NO] 349/1873 | Characterizing almost Cohen-Macaulay $3$-generated ideals of codimension $2$ in terms of prescribed shift
[NO] 350/1873 | ARIADNE: A Perception-Reasoning Synergy Framework for Trustworthy Coronary Angiography Analysis
[NO] 351/1873 | Quasinormal Modes of Extremal Reissner-Nordstrom Black Holes via Seiberg-Witten Quantization
[NO] 352/1873 | Remarks on Brunn-Minkowski-type inequalities related to the Ornstein-Uhlenbeck operator
[NO] 353/1873 | Spectral reconstruction techniques, their shortcomings and relevance to the electric conductivity coefficient
[NO] 354/1873 | The Uncertain Policy Price of Scaling Direct Air Capture
[NO] 355/1873 | GSMem: 3D Gaussian Splatting as Persistent Spatial Memory for Zero-Shot Embodied Exploration and Reasoning
[NO] 356/1873 | Adaptive Regime-Aware Stock Price Prediction Using Autoencoder-Gated Dual Node Transformers with Reinforcement Learning Control
[NO] 357/1873 | A Pipelined Collaborative Speculative Decoding Framework for Efficient Edge-Cloud LLM Inference
[NO] 358/1873 | TOI-1333Ab is on a well-aligned orbit. An aligned hot Jupiter around an F-type star with a mutually inclined stellar companion
[NO] 359/1873 | On Optimizing Multimodal Jailbreaks for Spoken Language Models
[NO] 360/1873 | Low-weight quantum syndrome errors in belief propagation decoding
[NO] 361/1873 | Exact-Time Safety Recovery using Time-Varying Control Barrier Functions with Optimal Barrier Tracking
[NO] 362/1873 | Stochastic Virtual Power Plant Dispatch via Temporally Aggregated Distributed Predictive Control with Performance Guarantees
[NO] 363/1873 | Well-posedness for the Navier-Stokes equations in Morrey spaces on non-compact manifolds
[NO] 364/1873 | Why Synchronized Time is a Fiction: Daylight Saving Time, Leap Seconds, and the Guillotine Sharpened for Nothing
[NO] 365/1873 | Analysis of Io's tidal response as a function of the properties of the partially molten layer
[NO] 366/1873 | Reduced order computation of 2D elastodynamic Green's functions in layered soil using a low-rank tensor approximation
[NO] 367/1873 | CAMO: A Conditional Neural Solver for the Multi-objective Multiple Traveling Salesman Problem
[NO] 368/1873 | Quantifying the effect of noise perturbation for the stochastic Burgers equation with additive trace-class noise
[NO] 369/1873 | The Simplicity of the Hodge Bundle
[NO] 370/1873 | Optimal Sample Size Calculation in Cost-Effectiveness Longitudinal Cluster Randomized Trials
[NO] 371/1873 | Second order estimates for equations with sums of Hessian operators on Hermitian manifolds
[NO] 372/1873 | MoRI: Learning Motivation-Grounded Reasoning for Scientific Ideation in Large Language Models
[NO] 373/1873 | TerraScope: Pixel-Grounded Visual Reasoning for Earth Observation
[NO] 374/1873 | Supercritical Site Percolation on Regular Graphs
[NO] 375/1873 | Rethinking MLLM Itself as a Segmenter with a Single Segmentation Token
[NO] 376/1873 | S2D2: Small-scale Significant substructure DBSCAN Detection II. Tracing episodes and gradients of star formation activity
[YES] 377/1873 | Hypothesis-Conditioned Query Rewriting for Decision-Useful Retrieval
[NO] 378/1873 | Resonances, Recurrence Times and Steady States in Monitored Noisy Qubit Systems
[NO] 379/1873 | CRAFT: Aligning Diffusion Models with Fine-Tuning Is Easier Than You Think
[NO] 380/1873 | Magnetic properties of a buckled honeycomb lattice antiferromagnet
[NO] 381/1873 | A calibration-free null test from anisotropic BAO
[NO] 382/1873 | Photoemission Signatures of Photoinduced Carriers and Excitons in One-Dimensional Mott Insulators
[NO] 383/1873 | PRIOR: Perceptive Learning for Humanoid Locomotion with Reference Gait Priors
[NO] 384/1873 | Evaluating 5W3H Structured Prompting for Intent Alignment in Human-AI Interaction
[NO] 385/1873 | Robust Investment-Driven Insurance Pricing under Correlation Ambiguity
[NO] 386/1873 | Teleological Inference in Structural Causal Models via Intentional Interventions
[NO] 387/1873 | Evidence of different $Λ_{\rm c}$-baryon and D-meson elliptic flow in Pb$-$Pb collisions at $\mathbf{\sqrt{\textit{s}_{\rm NN}}}$ = 5.36 TeV with ALICE at the LHC
[NO] 388/1873 | Maximum-Entropy Exploration with Future State-Action Visitation Measures
[NO] 389/1873 | Robust Investment-Driven Insurance Pricing and Liquidity Management
[NO] 390/1873 | BVSIMC: Bayesian Variable Selection-Guided Inductive Matrix Completion for Improved and Interpretable Drug Discovery
[NO] 391/1873 | On the Minimum Number of Control Laws for Nonlinear Systems with Input-Output Linearisation Singularities
[NO] 392/1873 | Kernel Single-Index Bandits: Estimation, Inference, and Learning
[NO] 393/1873 | Theoretical Analyses of Detectors for Additive Noise Channels with Mean-Variance Uncertainty under Nonlinear Expectation Theory
[NO] 394/1873 | Cavity Control of Strongly Correlated Electrons Beyond Resonant Coupling
[NO] 395/1873 | A Bayesian Reinterpretation of Cornfield-Type Sensitivity Analysis: From Thresholds to Probabilities
[NO] 396/1873 | Interaction-induced HI gas concentration with centrally-enhanced star formation in ALFALFA-SDSS galaxies
[NO] 397/1873 | Improving moment tensor solutions under Earth structure uncertainty with simulation-based inference
[NO] 398/1873 | Organosulfur Chemistry on sub-Neptunes: Implications for hazes and biosignatures
[NO] 399/1873 | An Ore-type Theorem for Oriented Discrepancy of Hamilton Cycles
[NO] 400/1873 | Neural Galerkin Normalizing Flow for Transition Probability Density Functions of Diffusion Models
[NO] 401/1873 | A Stabilized Mortar Method for Discontinuities in Geological Media with Non-Conforming Grids
[NO] 402/1873 | Wavelet-based grid adaptation with consistent treatment of high-order sharp immersed geometries
[NO] 403/1873 | An SO(3)-equivariant reciprocal-space neural potential for long-range interactions
[NO] 404/1873 | The ergodic theory of SPDEs in a weak-noise regime
[NO] 405/1873 | A Non-parametric Method for the Inference of Halo Occupation Distributions
[NO] 406/1873 | Relationship-Centered Care: Relatedness and Responsible Design for Human Connections in Mental-Health Care
[NO] 407/1873 | Contact Status Recognition and Slip Detection with a Bio-inspired Tactile Hand
[NO] 408/1873 | Enhancement of vacuum-ultraviolet dispersive-wave emission using gas-filled tapered hollow-core fibers
[YES] 409/1873 | PowerFlow: Unlocking the Dual Nature of LLMs via Principled Distribution Matching
[NO] 410/1873 | Evaluating Model-Free Policy Optimization in Masked-Action Environments via an Exact Blackjack Oracle
[NO] 411/1873 | Local Knots, $ν^+$-Sharp Knots, and Rational Slice Genus
[NO] 412/1873 | Non-equilibrium (thermo)dynamics of colloids under mobile piston compression
[NO] 413/1873 | Benchmarking CNN-based Models against Transformer-based Models for Abdominal Multi-Organ Segmentation on the RATIC Dataset
[NO] 414/1873 | Cyber-Resilient Digital Twins: Discriminating Attacks for Safe Critical Infrastructure Control
[NO] 415/1873 | Signatures of the $Ω(2012)^{-}$ state in $Ξ^*\bar K$ Correlation Functions
[NO] 416/1873 | From Connectivity to Multi-Orbit Intelligence: Space-Based Data Center Architectures for 6G and Beyond
[NO] 417/1873 | SJD-PAC: Accelerating Speculative Jacobi Decoding via Proactive Drafting and Adaptive Continuation
[NO] 418/1873 | myMNIST: Benchmark of PETNN, KAN, and Classical Deep Learning Models for Burmese Handwritten Digit Recognition
[NO] 419/1873 | Color image restoration based on nonlocal saturation-value similarity
[NO] 420/1873 | Electroweak phase transitions in a $U(1)_D$ extension of the standard model with dimension-six operators: Gravitational waves and LHC signatures
[NO] 421/1873 | WarPGNN: A Parametric Thermal Warpage Analysis Framework with Physics-aware Graph Neural Network
[NO] 422/1873 | CAPSUL: A Comprehensive Human Protein Benchmark for Subcellular Localization
[NO] 423/1873 | CausalVAD: De-confounding End-to-End Autonomous Driving via Causal Intervention
[NO] 424/1873 | Stability of Charge Collection Efficiency and Time Resolution in 4H-SiC PIN Diodes Under X-ray Irradiation
[NO] 425/1873 | HEP Statistical Inference for UAV Fault Detection: CLs, LRT, and SBI Applied to Blade Damage
[NO] 426/1873 | SCISSR: Scribble-Conditioned Interactive Surgical Segmentation and Refinement
[NO] 427/1873 | Observation of Resonance of Kagome Flat Band Doublet
[NO] 428/1873 | A weighted cycle-localization inequality
[NO] 429/1873 | Balancing the Reasoning Load: Difficulty-Differentiated Policy Optimization with Length Redistribution for Efficient and Robust Reinforcement Learning
[NO] 430/1873 | On the univalence criteria for elliptic polyharmonic and polyelliptic-harmonic mappings
[NO] 431/1873 | Integral formulas and Hodge decomposition in the theory of generalized partial-slice mo-nogenic functions
[NO] 432/1873 | Born-Series-Inspired Residual Metric for Learning-based Preconditioners
[NO] 433/1873 | Quasiparticle dynamics and hydrodynamics of 1d hard rod gas on diffusion scale
[NO] 434/1873 | Laser-Scrawled Random Plasmonic Metasurface in Nanoseconds for Physical Unclonable Functions
[NO] 435/1873 | Spectral radius and rainbow $k$-factors in a bipartite graph family
[NO] 436/1873 | From Snapshots to Symphonies: The Evolution of Protein Prediction from Static Structures to Generative Dynamics and Multimodal Interactions
[NO] 437/1873 | Homogeneous Sobolev gradient flow of the length functional
[NO] 438/1873 | HOMEY: Heuristic Object Masking with Enhanced YOLO for Property Insurance Risk Detection
[NO] 439/1873 | MemoAct: Atkinson-Shiffrin-Inspired Memory-Augmented Visuomotor Policy for Robotic Manipulation
[NO] 440/1873 | The minimax optimal convergence rate of posterior density in the weighted orthogonal polynomials
[NO] 441/1873 | ARTT: Augmented Reverberant-Target Training for Unsupervised Monaural Speech Dereverberation
[NO] 442/1873 | Barren Plateaus Beyond Observable Concentration
[NO] 443/1873 | Robust Near-Critical Dynamics in Heavy-Tailed Neural Networks
[NO] 444/1873 | WASD: Locating Critical Neurons as Sufficient Conditions for Explaining and Controlling LLM Behavior
[NO] 445/1873 | Modeling Adversarial Wildfires for Power Grid Disruption
[NO] 446/1873 | A Faster Deterministic Algorithm for Kidney Exchange via Representative Set
[NO] 447/1873 | Optimization of all-optical phase-change waveguide devices for photonic computing from the atomic scale
[NO] 448/1873 | Fundamental Limits for Sensor-Based Control via the Gibbs Variational Principle
