[2026-07-30 23:07:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-29
正在获取论文...
[arXiv] 2026-07-29 | ClockRoPE: Random Fourier Rotations for Temporal Routine Modeling
[NO] 47/1854 | Enfold: Folding World-Generator Computation into Predictive Representations for Efficient Embodied Control
[YES] 48/1854 | Graph Is the Verifier: Agentic Reinforcement Learning for Interprocedural Vulnerability Detection
[NO] 49/1854 | Physically Real-time Infrared Attack against Optical Flow Estimation Networks
[NO] 50/1854 | Contrastive ESA: Human Evaluation of Multiple Translations at Once
[NO] 51/1854 | Ky Fan majorization for binary tensor products
[NO] 52/1854 | Instantaneous analytic smoothing of rough data for the modified and cubic gKdV equations
[NO] 53/1854 | Veritas++: Value-aware On-Policy Distillation for Perception-Enhanced AIGI Detection
[NO] 54/1854 | FreqForcing: Autoregressive Long Video Generation via Spectral Self-Anchoring
[NO] 55/1854 | It Doesn't Take a Thief: Optical-Scan Voting Systems Fail Even Without Adversaries
[NO] 56/1854 | Native CCZ Gate with Fluxonium Qubits and a Microwave-Driven Coupler
[NO] 57/1854 | Sky sphere representation in language models
[NO] 58/1854 | Controlled Experiments on Lane Changing by Transitional Autonomous Vehicle: Dataset and Behavioral Insights
[NO] 59/1854 | Extinction and Survival in an Interval-Activation Frog Model on \mathbb{Z} with Random Survival Parameters and Symmetric Random Walks
[NO] 60/1854 | Twist-driven helical flattening in nematic elastomer cylinders
[NO] 61/1854 | J-ATLAS: Javalambre Andromeda and Triangulum Legacy Astrophysical Survey
[NO] 62/1854 | High-speed, low-noise, multi-megapixel CCDs for next generation X-ray observatories
[NO] 63/1854 | Braking indices as probes of r-mode spin-down in young pulsars
[NO] 64/1854 | GPTQ-2D: Cubic-Time Two-Sided Adaptive Rounding
[NO] 65/1854 | Reselection in the game of best choice
[NO] 66/1854 | The finite degree formula for normalized volumes
[NO] 67/1854 | BayesAME: Bayesian Active Model Evaluation
[NO] 68/1854 | Watershed vs. Region Growing for Individual Tree Segmentation from Airborne LiDAR: An Urban Case Study in Bologna
[NO] 69/1854 | Reliability Functions of Quantum Soft Covering and Privacy Amplification via a Mixed-Order Rényi Divergence
[NO] 70/1854 | SymmGrid: Super-Scaling On-Robot Learning with Parallelized Symmetries and Egocentric-Exocentric Visual Perception
[NO] 71/1854 | Poincaré Beta Balls: Radial Laws, Shell Transforms, and Phase Diagram
[NO] 72/1854 | Mean-field Pulse Adaptation for the Circulatization of Interacting Rydberg Atoms
[NO] 73/1854 | TREK: A Travel Reasoning and Evaluation Kit for LLM Agents in Complex Trip Planning
[NO] 74/1854 | A singular profile for the relativistic heat cost and the special Lagrangian curvature equation
[NO] 75/1854 | From Crop and Energy Data to Optimized Lighting Scheduling: A Surrogate-Based MILP Framework for Vertical Farming
[NO] 76/1854 | Measurement of multiple mechanical properties from multi-dimensional signals in nanosecond laser ablation via PINN
[NO] 77/1854 | Feature Bagging Provides Stability
[NO] 78/1854 | Credit Cards, Confusion, Computation, and Consequences: What Can We Uncover About Language Model Reasoning?
[NO] 79/1854 | Spiking Photonic Neurons Based on Two-Section InP Quantum-Well Lasers Integrated on Silicon
[YES] 80/1854 | VITAL-RAG: Invariance Race for Context Allocation in Coding Agents
[NO] 81/1854 | Defending Against Backdoor Attacks via Alignment Checking in Model-Contrastive Federated Learning
[NO] 82/1854 | Latent-IM: Latent Interaction Management for Speech LLMs
[NO] 83/1854 | Deductive Verification for Earliest Deadline First Scheduler Implementations
[NO] 84/1854 | Free boundary flows by powers of the Gauss curvature in the unit ball
[YES] 85/1854 | Two Calls Beat Five Agents: Evaluating Multi-Agent Pipelines Against Self-Refinement for Local Language Models
[NO] 86/1854 | From Keypoints to Predictive Distributions: Post-Hoc Uncertainty for YOLO-Pose Models
[NO] 87/1854 | Critical net-proton number fluctuations with hydrodynamics
[NO] 88/1854 | CinemaTraj: Composing Atomic Camera Trajectories for 3D Scenes with LLM Agents
[NO] 89/1854 | From Passive Video to Editable Experience: Physically Grounded Experience Synthesis for Embodied Intelligence
[NO] 90/1854 | Lehmer Codes and the Reverse-Complement Mapping from (32-1)-Avoiding Permutations to (3-21)-Avoiding Permutations
[NO] 91/1854 | Dimensions of Orbit Closures and Discrepancy for Dynamical $p$-adic Sequences
[NO] 92/1854 | Structure-Property Correlation of Cr/Cu-MnFeCoNi High-Entropy Alloys for Alkaline Water Electrolysis
[NO] 93/1854 | Hybrid Workflow Composition for Extreme-Scale Data Processing: A Case Study on the HL-LHC (Extended Version)
[NO] 94/1854 | Role of particle density in the Hall response of synthetic fermionic ladders: Lifshitz and Meissner-vortex transitions
[NO] 95/1854 | Probing Primordial Chirality in the Matter Distribution
[NO] 96/1854 | Few-Shot Open-Set Audio Classification via Transductive Prototype Refinement and Class Logit Enhancement
[NO] 97/1854 | JEPADepth: Masked Predictive Representation Learning for Self-Supervised Monocular Depth Estimation
[NO] 98/1854 | Transient Detour and Cooperative Oxygen Exchange in the Polarization Switching of Ferroelectric Hf0.5Zr0.5O2
[NO] 99/1854 | Inapproximability of Unique-Machine Precedence Scheduling for Unit-Length Jobs
[NO] 100/1854 | CDN Tsunami: Exploiting HTTP/3-HTTP/1.1 Conversion for DoS Attacks
[NO] 101/1854 | R-SLPR: Region-based Small-to-Large Point-cloud Registration with Contrastive Learning
[NO] 102/1854 | Mode-Resolved Light Scattering Recovers Polymer Thermodynamics in Solutions with Trace Large-Mass Scatterers
[NO] 103/1854 | DC Josephson transport in a three-terminal Yu-Shiba-Rusinov system
[NO] 104/1854 | Where Detectors Fail: Closing the Tail-Domain Gap with Expert-Guided Mutual Distillation
[NO] 105/1854 | MedARC: Training-Free Adaptive Redundancy Compression of Visual Tokens for 3D Medical Vision-Language Models
[NO] 106/1854 | ThinkOmni: A Reasoning-Driven Omni-Modal LLM Framework for Audio Forgery Detection and Localization
[NO] 107/1854 | Intruder-driven mirror energy differences between $^{29}$Cl and $^{29}$Mg studied with antisymmetrized molecular dynamics
[NO] 108/1854 | A Persona-based Rate Action Index
[NO] 109/1854 | Static topological dilatonic black hole with multiple horizons and its thermodynamics
[NO] 110/1854 | Local asymptotics near a smooth boundary point and estimates for a hyperbolic-type metric
[NO] 111/1854 | The Art of Not Forgetting A Local Learning Architecture for Continual Learning
[NO] 112/1854 | HiFloat4 Format for End-To-End Reinforcement Learning Post-Training of Large Language Models
[NO] 113/1854 | BiHom-L-R-smash biproduct and BiHom-Yetter-Drinfel'd-Long category
[NO] 114/1854 | Safety-Gated Autoscaling: A Multi-Layered Defense Architecture for Kubernetes Vertical Resource Optimization
[NO] 115/1854 | An Efficient Algorithm for Computing Mountain Prominence in Almost Linear Time
[NO] 116/1854 | Revisiting Electron Heating in Capacitively Coupled Plasma (CCP) Discharges: A Nonlinear Dynamics Perspective
[NO] 117/1854 | A new theorem of alternatives leading to sufficient conditions for the superiorization guarantee question of Dynamic String-Averaging in the inconsistent case
[NO] 118/1854 | Same-spin Andreev reflections in the quantum Hall regime: the role of loss
[NO] 119/1854 | Quantum random number generation using spatial quantum noise of light
[NO] 120/1854 | A Receding Horizon Control For General Assembly Line Balancing Problems
[NO] 121/1854 | Finding diagonal logical gates in CSS codes and circuits
[NO] 122/1854 | CMT-RAG: Complementary Memory Traces for Multi-turn Multi-hop RAG
[NO] 123/1854 | Neural Architecture Search for Traffic Prediction: A Survey of Methods, Challenges, and Future Directions
[NO] 124/1854 | Exact solutions for static spherically symmetric spacetime with a perfect fluid in Rastall theory
[NO] 125/1854 | Evolution of hypersurfaces in $(n+1)$-dimensional light-cone
[YES] 126/1854 | DHRCL:Training Code LLMs with Dense Hierarchical Rewards and Curriculum Learning
[NO] 127/1854 | Energy-Efficient Access-Point Sleep-Mode Techniques for Cell-Free mmWave Massive MIMO Networks With Non-Uniform Spatial Traffic Density
[NO] 128/1854 | Phantom-divide crossing and suppressed structure growth in kinetically braided dark energy with momentum exchange
[NO] 129/1854 | Straightedge-and-Compass Constructibility of the Reciprocal-$k$-th-Power Law
[NO] 130/1854 | Explicit Note-Event Tokenization and Pitch-Validity Constrained Decoding for MIDI-to-Tablature Transcription
[NO] 131/1854 | Decoder-Guided Lossy Contour Coding Via Anchor Refinement
[NO] 132/1854 | Observations of a Solar Jet Triggered by Reconnection between Super-penumbral Fibrils and a Mini-filament
[NO] 133/1854 | Machine-Checked Certificates for the Geometric Half of the Minimum Kochen-Specker Bound
[NO] 134/1854 | Can We Trust AI in 6G? Verifiable and Auditable AI-Driven Trustworthy Wireless Networks
[NO] 135/1854 | Examining the Efficacy of Graph Neural Network Message-Passing in Regression Contexts
[NO] 136/1854 | Sensor-Placement-Agnostic Sonomyography: Toward Continuous High-Dimensional Control by Users with Tetraplegia
[NO] 137/1854 | Q-Steer: Action-Value Guidance for Molecular Policy Optimization
[NO] 138/1854 | "Nobody Did This": Contribution, Originality, and Accountability in Agent-Mediated Collaboration
[NO] 139/1854 | Zero-Fi: Zero-Shot Wi-Fi-Based Human Activity Recognition via Contrastive Signal-Language Alignment
[NO] 140/1854 | Thermal convection in 1, 2, 3 and 4 dimensions
[NO] 141/1854 | TurboVLA: Real-Time Vision-Language-Action Model at 32 Hz on an RTX 4090 with <1 GB VRAM
[NO] 142/1854 | Fault-Tolerant Logical Operations and Efficient State Preparation in Modular Quantum Architectures with Noisy Interfaces
[NO] 143/1854 | Do You Really Need to Pretrain Q-Functions for Online RL Fine-Tuning?
[NO] 144/1854 | Settling the Optimal Exponent Relating Sumsets and Difference Sets
[NO] 145/1854 | HumanCLAW: Can Vision-Language Models Act Through a Body?
[NO] 146/1854 | Anatomy Contextualized Adaption of CT Foundation Models
[YES] 147/1854 | MindForge: Teaching Small Language Models Whole-Life-Cycle Software Engineering via Source-Free Program Synthesis
[NO] 148/1854 | Parity-Based Time-Bin Encoding Enabling SWAP Between Polarization and Time-Bin Qubits
[NO] 149/1854 | DLAM: Distributional Latent Actions with Temporal Constraints
[NO] 150/1854 | KAMR: Grounding Generation via Knowledge-Aligned Multi-hop Retrieval
[NO] 151/1854 | On the second moment and non-vanishing of central values of Hecke $L$-functions of $r$-th order characters
[NO] 152/1854 | TactiPlay: Multi-Granularity Tactical Parsing and Video-Anchored Match Review for Amateur Badminton Players
[NO] 153/1854 | The spectrum of strict units of topological modular forms
[NO] 154/1854 | Towards Grounded GI Endoscopy VQA via Multi-Task Learning on Small VLMs
[NO] 155/1854 | A Low-Power Sparse Convolution Accelerator with Idle-First-Task-Assignment for Edge Vision
[NO] 156/1854 | On the robustness of noisy solutions in non-convex neural networks
[NO] 157/1854 | Zero-Shot Face-to-Speech Synthesis via Latent Space Adaptation of a Style-Diffusion TTS Model
[NO] 158/1854 | The Keyl-Werner algorithm is not optimal for spectrum estimation
[NO] 159/1854 | SecRespond: Benchmarking AI Agents for Real-World Post-Compromise Incident Response
[NO] 160/1854 | Scalable Dynamic Optimal Transport via Distributed Linearized ADMM
[NO] 161/1854 | An efficient one-loop EFTofLSS framework for Vainshtein-screened Horndeski gravity
[NO] 162/1854 | Inferring Magnetic Material Parameters from Statistical Measures in Strongly Fluctuating Magnetization Dynamics
[NO] 163/1854 | Generative AI Beyond Tokens: Quantum Resource Consumption of IQP Circuits
[NO] 164/1854 | Scanning Gate Microscopy Modulation of Supercurrent in Graphene Josephson Junctions
[NO] 165/1854 | A New Paradigm for 3D Turbomachinery Design: Generative Diffusion Model Based Framework with Direct Geometry Encoding
[NO] 166/1854 | Existence of a stable shrinker for the corotational harmonic map heat flow in higher space dimensions
[NO] 167/1854 | Conditional hypocoercivity for nonlinear kinetic Fokker--Planck equations
[NO] 168/1854 | The Social Cost of an AI Teammate: How an Artificial Teammate Reshapes Human-Human Communication in Small-Team Decision-Making
[NO] 169/1854 | Compactly supported radial basis functions as probability density functions
[NO] 170/1854 | Tackling the uncertainty of the nuclear-polarization correction to the bound-electron $g$ factor by means of the nuclear Skyrme interaction
[NO] 171/1854 | Materials Behavior as Mechanism Ensembles: A Probabilistic Framework for Emergent Behaviors
[NO] 172/1854 | Junction Conditions, Radial Stability, Thermodynamics, Optical Geometry and Appearance of Polymer-Quintessence Thin-Shell Wormholes
[YES] 173/1854 | Exploring Structures in Physics Problems: Can AI Agents Discover Statistical Mechanical Mappings?
[NO] 174/1854 | Neoplatonic solids
[NO] 175/1854 | Optimizing Efficiency and Convergence in MMRM: Practical Considerations for Longitudinal Data Analysis
[NO] 176/1854 | A Wireless Volumetric Metamaterial Resonator for Breast MRI
[NO] 177/1854 | Symphony of Bias: Exploring Gender Associations with Musical Instruments in Multimodal LLMs
[NO] 178/1854 | Gravitational bremsstrahlung waveform at the eighth post-Minkowskian order in the extreme-mass-ratio limit
[NO] 179/1854 | First- and Second-Order Phase Transformation Modeling Based on the Hamilton Principle: A Coupled Thermo-Mechanical Approach for Glass Additive Manufacturing
[NO] 180/1854 | ASARL: Autonomous Social-Aware Relevance Learning for QQ Search
[YES] 181/1854 | MultiFixer: A Coordinator-Proposer Based Multi-Agent Framework For Fixing Multi-Hunk Bugs
[NO] 182/1854 | One Run Is Not an Idea: The Implementation Lottery in Automated Research
[NO] 183/1854 | Level, Sharpness, and Corpus: Why Zero-Shot OOD Detector Rankings Do Not Transfer
[NO] 184/1854 | Stochastic Scalar Conservation Laws on Moving Hypersurfaces
[NO] 185/1854 | In Search of the Most Balanced Sampling Design
[NO] 186/1854 | Impact of microlens shape on the performance of Laser Guide Star wavefront sensors for ELT-class telescopes
[NO] 187/1854 | HARMONI@ELT: instrument design, performance, and science capabilities
[NO] 188/1854 | Fuglede's Conjecture on Cyclic Groups of Square-Free Order: The Case of Rapidly Growing Prime Factors
[NO] 189/1854 | Secure Relay Low-Altitude Networks via Hybrid Fixed-Position and Rotatable Antenna Arrays
[NO] 190/1854 | EgoSafe: A First-Person Mobile-Captured Benchmark for Visual Safety Understanding
[NO] 191/1854 | Explicit Kinematic Guidance from Analytic Concepts for Vision-Language-Action Models
[NO] 192/1854 | Evidence-Ledger Adjudication for Claim-Evidence Traceability
[NO] 193/1854 | Collaborative Weighting with Pessimistic Critic for Mitigating Overestimation in Off-Policy Reinforcement Learning
[NO] 194/1854 | Classical and vincular patterns of length three in generalized alternating permutations
[NO] 195/1854 | Global Pass Barriers Without Per-Resource RHI Tracking: A Cross-Vendor Study with Blade
[NO] 196/1854 | Calibrating the Digital Twin Channel: Statistics-Consistent Sim-to-Lab Adaptation for W-Band Industrial OFDM Links
[NO] 197/1854 | From Conceptual Hydrologic Models to Conceptually Interpretable Neural Networks: A Snow-Water Mass-Conserving-Perceptron Framework for Discovering Catchment-Scale Precipitation-Storage-Runoff Representations
[YES] 198/1854 | EvoPINN: Agentic Discovery of Executable Algorithms for Physics-Informed Neural Networks
[NO] 199/1854 | d-Spectral Bitopological Spaces
[NO] 200/1854 | Learning Dynamic User Personas from Implicit Interaction Streams via Iterative Refinement
[NO] 201/1854 | On Oliver's relations between infinite series and infinite products
[NO] 202/1854 | CG-World: A Large-Scale World-State Dataset and Protocol for World Models
[NO] 203/1854 | Mergeable Model-Side Aggregation States for Long-Context Language Models
[NO] 204/1854 | Lattice Quantum Chromodynamics for Quantum Simulations
[NO] 205/1854 | Graphene-based Hemispherical Transmitarray Antenna for Wide-Angle Beam Steering and Ultrafast Moving Target Tracking
[NO] 206/1854 | FAS-R1: A Unified Multi-Task MLLM for Reasoning Face Anti-Spoofing
[NO] 207/1854 | Voice Memory for Agentic Speech Recognition
[NO] 208/1854 | Non-Hermitian Random Matrix Theory of Jamming in Active Disordered Media
[NO] 209/1854 | Self-similar rigid rotation in anisotropic squeezed Laguerre--Gaussian beams
[YES] 210/1854 | A Fresh Look at Best Inductive Loop Invariant Synthesis for Bit-Vector Relations
[YES] 211/1854 | (Im)Paired Programming: Coding Agents Improve Productivity but Harm Understanding
[NO] 212/1854 | Charged Dirac stars
[NO] 213/1854 | ReCo: Reweighting GRPO Against Distributional Concentration
[NO] 214/1854 | NeoRacer: An Open, Standardized 1:12 Scale Autonomous Race Car for Benchmarking and Education
[NO] 215/1854 | From Representations to Behaviors: Exploring the Person-Situation-Behavior Triad in LLMs
[NO] 216/1854 | ToxScreen: Detecting Whether an LLM Has Been Poisoned
[NO] 217/1854 | Tight Generalization Bound for AdaBoost
[NO] 218/1854 | Uniform Convergence of Generalized Conditional Fréchet Means with Applications to Weighted Fréchet Aggregation and Exceedance Set Estimation
[NO] 219/1854 | Language Models are not Equally Robust to Non-Canonical Tokenization across Languages
[NO] 220/1854 | Budget-Aware LLM Discovery via Cost-Calibrated Frontier Utility
[NO] 221/1854 | AI as Friction for Reflection Support in Ideation
[NO] 222/1854 | From Found to Designed: Concepts as a Design Axis for Large Language Models
[NO] 223/1854 | Optimizing the extraction of information from redshift probability distribution functions
[NO] 224/1854 | From Uncertainty to Determinism: Coarse-to-Fine Visual Floorplan Localization without Ray Matching
[NO] 225/1854 | Minimax adaptive control for finite sets of positive linear systems
[NO] 226/1854 | Limit cubic laminations
[NO] 227/1854 | Practice Makes Policies: Bootstrapping and Consolidating Robotic Capabilities from Zero Human Demonstrations
[NO] 228/1854 | Route by Kinematics, Act by Observation: Kinematics-Supervised Expert Routing in MoE-Augmented VLA
[NO] 229/1854 | Disentangling bulk and surface states in the electronic structure of PtBi$_2$(0001)
[NO] 230/1854 | Crossing-Free Probabilistic K-Line Forecasts Without Retraining
[NO] 231/1854 | Stable and Budget-Feasible Coalition Formation for Clustered Federated Learning: A Hedonic Potential-Game Approach
[NO] 232/1854 | Invariant forms compute the Dolbeault cohomology of complex nilmanifolds
[NO] 233/1854 | Enhancing Generative Information Extraction with Two-step Validation: A Product Attribute Use Case
[NO] 234/1854 | Twin reflections from a moving space-time boundary
[NO] 235/1854 | Long-Tailed 3D Point Cloud Dataset Distillation
[NO] 236/1854 | On the Betti numbers, Poincaré polynomials, and Euler characteristics of $\overline{\mathcal M}_{0,n}$
[NO] 237/1854 | Bouncing Cosmology and Cosmological Dynamics in $f(Q,T)$ Gravity
[NO] 238/1854 | Domain adaptation for handwriting trajectory reconstruction from IMU sensors
[NO] 239/1854 | Online Handwriting Trajectory Reconstruction from Kinematic Sensors using Temporal Convolutional Network
[NO] 240/1854 | Platicon purification in self-injection locking regime via gain switching
[NO] 241/1854 | AtmosERC: Modeling Dialogue-Level Affective Atmosphere for Emotion Recognition in Conversation
[NO] 242/1854 | FreeShadow: Training-Free Shadow Removal via Illumination Transfer and Selective Content Preservation in Diffusion Models
[NO] 243/1854 | Mixture-of-experts for handwriting trajectory reconstruction from IMU sensors
[NO] 244/1854 | Strongly linearly convex exhaustion of $\mathbb C$-convex domains with $\C^{1,α}$ boundary
[NO] 245/1854 | An Informativeness-based Clustered Federated Learning Method for Reliable Traffic Prediction in Managed Wi-Fi Networks
[NO] 246/1854 | UAV Swarming for Air-Ground ISAC via Cross-Region Cooperation
[NO] 247/1854 | Quantum model reduction based on Oja's flow
[NO] 248/1854 | On the decay estimates of a nonlocal convection-diffusion Hamer system
[NO] 249/1854 | Computational Study of Water Adsorption and Dissociative Mechanisms Impacting g-C3N4's Optical and Electronic Properties
[NO] 250/1854 | Stabilized Morley FEM for surface Stokes in stream-function formulation: Optimal convergence via a new geometric estimate
[NO] 251/1854 | The Sparsity Ceiling: Where Spiking Networks Can and Cannot Trade Activity for Energy
[YES] 252/1854 | Rethinking Self-Evolution: A Constrained Exploration-Exploitation Process for Mitigating Skill Overfitting
[YES] 253/1854 | Borrowed Strength: Best-of-N Search over a Code EncodingBreaks Self-Check Jailbreak Defenses
[NO] 254/1854 | Filesystem-Based Memory for LLM Agents: Organization, Evolution, and Sustainability
[NO] 255/1854 | Mesh-dependent iteration count growth in primal-dual active set strategies
[NO] 256/1854 | WhisperRec: Latent Reasoning for Efficient Foundation Recommendation Models
[NO] 257/1854 | Integral Representations for Interface Problems for the Barenblatt-Sobolev-Galpern Pseudoparabolic Equation
[NO] 258/1854 | Interaction-induced sign reversal of the orbital magnetic susceptibility in Chern insulators
[NO] 259/1854 | Detecting seizure onset and offset times using human intelligence: A critical-transitions-based approach
[NO] 260/1854 | Rainfall is rough
[NO] 261/1854 | Combinatorial Bounds for Codes over Metric Spaces: Ramsey-Sidorenko Thresholds and Subgraph Counts
[NO] 262/1854 | Geometric Properties of Higher Dimensional Solenoidal Attractors
[NO] 263/1854 | Where does the criticality live? Early-warning signals are event-heterogeneous across seven crypto-perpetual liquidation cascades
[NO] 264/1854 | Visual Credit Audit for Multimodal Spatial Reasoning
[NO] 265/1854 | The {K}aplan--{M}eier estimator as a limit function of {E}fron's self-consistency iterations
[NO] 266/1854 | Tight Stability Estimates Near the Simplex and Improved Bounds for the Diameter of the Banach-Mazur Compactum in Fixed Dimensions
[NO] 267/1854 | SNT-Rank: Kronecker Products and Euclidean Distance Matrices
[NO] 268/1854 | Kuroda's Class Number Formula
[NO] 269/1854 | Rotating mirror with all-directional pinch compressions - The beauty and simplicity in controlled nuclear fusion
[NO] 270/1854 | Mean curvature and sharp Willmore inequalities in metric spaces
[NO] 271/1854 | Lipschitz continuity of harmonic maps between ${\rm RCD}(K,N)$ spaces and ${\rm CAT}(κ)$ spaces
[NO] 272/1854 | Universality of dual mass-scaled fundamental modes in two-fluid neutron stars with mirror dark matter
[NO] 273/1854 | Algorithms for Linear Ordinary Differential Operators
[NO] 274/1854 | Constraining the shape of dark matter haloes using only starlight II. Tests of the technique with objects of known gravitational potential
[NO] 275/1854 | Theory of phonon-magnon hybridization and angular momentum in CrI$_3$ and CrBr$_3$
[NO] 276/1854 | InkShield: Writing Style Protection Against Unauthorized Handwriting Mimicry
[NO] 277/1854 | Constraints from parallaxes and average period spacings in the asteroseismic study of 8 DAVs
[NO] 278/1854 | Finite-Time Chaos Diagnostics and Noise-Induced Basin Merging in a Two-Dimensional Map
[NO] 279/1854 | Gamow shell model description of the hypernuclei
[NO] 280/1854 | A Simple Robust Procedure in Instrumental Variables Regression
[NO] 281/1854 | Instability-induced bistable shape-morphing kirigami structures
[NO] 282/1854 | Surrogate assisted diversity estimation in neural ensemble search
[NO] 283/1854 | J-PAS & FLAMINGO: Cosmic voids and void galaxies in the gravitational landscape of photometric surveys
[NO] 284/1854 | Extended Phase Space Thermodynamics and Joule-Thomson Expansion of Regular AdS Black Holes in a String Cloud
[NO] 285/1854 | A topological interpretation of numbers
[NO] 286/1854 | Boundary-Driven Anisotropic Coarsening in Conserved Phase Separation
[NO] 287/1854 | BioVLN: A Simulation Platform for Visual Language Navigation in Biomedical Laboratories
[NO] 288/1854 | Fractal Remez inequality on the sphere and observability of the heat equation
[NO] 289/1854 | Revival of transport reciprocity via quantum interference in asymmetric nonlinear devices
[NO] 290/1854 | Exact Lagrangian Realization and Robust Strain Sensing in Incompressible Flow
[NO] 291/1854 | Beyond Action Imitation: Learning a Decision-Aware User Simulator for Online Advertising
[NO] 292/1854 | The Lie algebra generated by gradient vector fields
[NO] 293/1854 | SERPO: Self-Evolving Rubric Policy Optimization for Open-Ended Test-Time Reinforcement Learning
[NO] 294/1854 | Practical Quantum Topological Data Analysis with Applications to High-Dimensional Feature Extraction and Time Series Analysis
[NO] 295/1854 | Mixed partition functions are exactly the graph parameters of exponentially bounded edge-connection rank
[NO] 296/1854 | The Maxwell Conjecture is False
[NO] 297/1854 | From Classification to Regression: Using a Fruitfly to Solve Equations
[NO] 298/1854 | The Fidelity and Feedback Traps: The Case for Health Digital Twins as Modular Evolving Causal Systems
[NO] 299/1854 | OQRAM: Oblivious Quantum Random Access Memory for Securing Delegated Quantum Queries
[NO] 300/1854 | Pointwise subexponential growth and near-diffusive displacement on bounded-degree graphs with non-negative Ollivier--Ricci curvature
[NO] 301/1854 | An Interpretable Low-Rank State-Space Model for Multi-Horizon Simulation of Large-Scale Regional Temperature Fields
[NO] 302/1854 | Constructions of $k$-Min-Wise Hash from Bounded Independence
[NO] 303/1854 | Direct minimization versus iterative embedding in the ghost-Gutzwiller method: a comparative study of magnetism in Mott insulators
[NO] 304/1854 | Skillful forecasting of offshore winds from satellite scatterometer constellations
[NO] 305/1854 | Two-Filter Adaptive Gaussian Mixture Smoothing for Nonlinear Systems
[NO] 306/1854 | Shear-kSZ: A New Estimator for the Matter-Electron Power Spectrum from kSZ Tomography and Weak Lensing
[NO] 307/1854 | Explainable and Resource-Efficient Spatial Reasoning in Multimodal LLMs for Decision-Critical Applications
[NO] 308/1854 | Investigating reservoir computing for branch predictionin pipelined processors using emerging CMOS memristor devices
[NO] 309/1854 | Hybrid SINDy-EnKF in Learning Chikungunya Dynamics from Incomplete, Noisy or Partially Observed Data
[NO] 310/1854 | SPECTRE: A robust solver for 3D equilibria with arbitrary topology
[NO] 311/1854 | The Computable but Not Learnable Information-Value-Free Equilibria and Regulation of Algorithmic Collusion
[NO] 312/1854 | Post-Training at the Edge of Detectability: A Game-Theoretic Approach to Fine-Tuning
[NO] 313/1854 | Magnetophotonic crystals with antiferromagnetic order
[NO] 314/1854 | PIKS: Universal Physics-Informed Kernel Methods
[NO] 315/1854 | Temporal Interference from Topological Transitions in Monitored Quantum Dynamics
[NO] 316/1854 | Improved bounds on the inradius and inverse inradius process of the convex hull of planar Brownian motion
[NO] 317/1854 | Can we live Danckwerts' dream? Mixing Analysis in a Baffled Stirred Tank Reactor Based on 4D-Particle Tracking Experiments
[NO] 318/1854 | Recent Progress in Ab-Initio Nuclear Theory for Precision Physics Searches in Muonic Atoms and Superallowed $β$ Decays
[NO] 319/1854 | Training Quantum Dragons
[NO] 320/1854 | Inhomogeneous saturation of excitons in monolayer transition-metal dichalcogenides
[NO] 321/1854 | Demonstration of a High-Q Subwavelength Dielectric Nanocylinder
[NO] 322/1854 | Automated NRQCD and NRQED simulations of quarkonium and leptonium production with P-wave states and physical-mass effects
[NO] 323/1854 | Tangling Pull Requests: Curating a Commit Untangling Dataset from Merged PRs
[NO] 324/1854 | Modelling Anomalous Diffusion: The Role of CTRWs and Non-Local Dynamics
[NO] 325/1854 | Equilibrium Training of Energy-Based Models with Parallel Trajectory Tempering
[NO] 326/1854 | Entanglement signatures of topological phase transitions in a dirty Weyl semimetal
[NO] 327/1854 | Assurance-Scoped Reliability for Agentic Networks: Capturing the State That Matters
[NO] 328/1854 | Do Unified Multimodal Models Think in One Space? A Lens Through Cross-Branch Steering
[NO] 329/1854 | Optimising Trotter-Suzuki Simulations of Markovian Open Quantum Systems via Classical Search
[NO] 330/1854 | Phase Retrievability of Super Operators and Measurements
[NO] 331/1854 | Outcomes of Grand Unified Symmetry Breaking
[NO] 332/1854 | FedWeave: Rethinking the Unit of Specialization in Heterogeneous Federated MoE-LoRA
[YES] 333/1854 | Fewer Clarifications, Better Code: Benchmarking Cross-Session Personalized Ambiguity Adaptation in Coding Assistants
[NO] 334/1854 | WikiLoop: Jointly Learning to Build and Navigate Agent-Native Wikis with Downstream Feedback
[NO] 335/1854 | SpatialQ: Understanding 3D Gaussian Splatting Scene Quality via Visual-based MLLM
[NO] 336/1854 | Optimal control problems for quasi-linear parabolic equations and their linear approximations
[NO] 337/1854 | Unified Shared Memory in OpenMP: Implementation, Programmability, and Performance on Intel Accelerators
[NO] 338/1854 | Recover, Decode, Reguard: Guard-Agnostic Defense Amplification againstEncoded VLM Jailbreaks
[NO] 339/1854 | Cherenkov Diffraction Radiation Interferometry for Beam Divergence Diagnostics
[NO] 340/1854 | From Tokens to Watt-hours: Analytical Energy Estimation for LLM Inference on Modern GPUs
[NO] 341/1854 | Representation Trajectories Matters: Complementary Evidence for OOD Detection and Image Classification
[NO] 342/1854 | Constraining deviations from the Teukolsky equation with GW250114
[NO] 343/1854 | Prosody-driven Jailbreaks in Audio LLMs: A Controlled Study and Mechanistic Analysis
[NO] 344/1854 | Towards an Extended VLTI: Turbulence Characterization for Kilometer-Scale Optical Links at Paranal
